META; english/championship/burton-v-reading; 2018-01-22 12:16:12 GMT+2; 2018-01-30 19:45; e70300-dr003
Reading; 6/4; 6/4; ; ; ; 6/4; 6/4; 6/4; 16/11; ; ; 31/20; ; 8/5; 6/4; 6/4; 23/17; 6/4; 23/17; 7/5; 10/7; 6/4; 6/4; 31/20; 6/4; 6/5; 11/8; 
Burton; 15/8; 19/10; ; ; ; 2; 15/8; 2; 24/13; ; ; 19/10; ; 39/20; 15/8; 19/10; 21/10; 9/5; 21/10; 19/11; 9/5; 2; 19/10; 19/10; 24/13; 6/4; 7/4; 
Draw; 9/4; 11/5; ; ; ; 11/5; 21/10; 21/10; 12/5; ; ; 21/10; ; 41/20; 23/10; 11/5; 21/10; 28/13; 21/10; 28/13; 40/17; 85/40; 9/4; 21/10; 28/13; 19/10; 19/10; 
META; english/championship/burton-v-reading; 2018-01-23 02:15:42 GMT+2; 2018-01-30 19:45; e70300-dr003
Reading; 6/4; 6/4; ; 8/5; 157/ 100; 6/4; 6/4; 6/4; 16/11; ; 6/4; 31/20; ; 31/20; 6/4; 6/4; 23/17; 16/11; 23/17; 7/5; 10/7; 6/4; 6/4; 31/20; 16/11; 6/5; 11/8; 
Burton; 15/8; 19/10; ; 19/10; 41/20; 2; 19/10; 2; 24/13; ; 2; 19/10; ; 39/20; 15/8; 19/10; 21/10; 19/10; 21/10; 19/11; 9/5; 2; 19/10; 19/10; 19/10; 6/4; 7/4; 
Draw; 9/4; 11/5; ; 2; 23/10; 11/5; 21/10; 21/10; 12/5; ; 21/10; 21/10; ; 21/10; 23/10; 21/10; 21/10; 21/10; 21/10; 28/13; 40/17; 85/40; 9/4; 21/10; 21/10; 19/10; 19/10; 
META; english/championship/burton-v-reading; 2018-01-23 17:22:17 GMT+2; 2018-01-30 19:45; e70300-dr003
Reading; 6/4; 6/4; 6/4; 8/5; 159/ 100; 6/4; 6/4; 6/4; 16/11; 6/4; 6/4; 31/20; ; 8/5; 6/4; 6/4; 23/17; 16/11; 23/17; 7/5; 10/7; 6/4; 31/20; 31/20; 16/11; 23/20; 7/5; 
Burton; 15/8; 19/10; 19/10; 19/10; 52/25; 2; 19/10; 2; 24/13; 19/10; 2; 19/10; ; 39/20; 15/8; 19/10; 21/10; 19/10; 21/10; 19/11; 9/5; 2; 19/10; 19/10; 19/10; 6/4; 7/4; 
Draw; 9/4; 11/5; 21/10; 2; 111/ 50; 11/5; 21/10; 21/10; 12/5; 2; 21/10; 21/10; ; 21/10; 23/10; 21/10; 21/10; 21/10; 21/10; 28/13; 40/17; 85/40; 11/5; 21/10; 21/10; 19/10; 19/10; 
META; english/championship/burton-v-reading; 2018-01-24 12:17:45 GMT+2; 2018-01-30 19:45; e70300-dr003
Reading; 29/20; 6/4; 17/11; 8/5; 41/25; 31/20; 6/4; ; 17/11; 31/20; 6/4; 6/4; ; 31/20; 8/5; 6/4; 7/5; 6/4; 7/5; 7/5; 6/4; 8/5; 31/20; 31/20; 6/4; ; 10/9; 7/5; 
Burton; 19/10; 19/10; 19/10; 19/10; 51/25; 19/10; 19/10; ; 37/19; 19/10; 15/8; 19/10; ; 39/20; 2; 19/10; 2; 24/13; 2; 19/11; 19/10; 15/8; 19/10; 19/10; 19/10; ; 6/4; 7/4; 
Draw; 9/4; 11/5; 2; 2; 11/5; 9/4; 21/10; ; 28/13; 2; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 39/19; 21/10; 28/13; 21/10; 85/40; 11/5; 21/10; 39/19; ; 19/10; 19/10; 
META; english/championship/burton-v-reading; 2018-01-30 12:18:33 GMT+2; 2018-01-30 19:45; e70300-dr003
Reading; 17/10; 8/5; 28/17; 13/8; 169/ 100; 17/10; ; ; 8/5; 33/20; 8/5; 13/8; 17/10; 8/5; 13/8; ; 8/5; 8/5; 8/5; 8/5; 17/11; 13/8; 13/8; 33/20; 28/17; ; 13/8; 13/8; 17/10
Burton; 19/10; 15/8; 19/10; 9/5; 49/25; 2; ; ; 2; 19/10; 19/10; 19/10; 9/5; 19/10; 19/10; 15/8; 19/10; 19/10; 19/10; 24/13; 37/19; 15/8; 2; 19/10; 19/10; ; 19/10; 19/10; 2
Draw; 11/5; 21/10; 21/10; 21/10; 111/ 50; 11/5; ; ; 21/10; 21/10; 11/5; 19/10; 2; 21/10; 21/10; 21/10; 37/19; 21/10; 37/19; 28/13; 39/19; 2; 11/5; 21/10; 21/10; ; 2; 2; 21/10
META; english/championship/burton-v-reading; 2018-01-30 12:26:54 GMT+2; 2018-01-30 19:45; e70300-dr003
Reading; 17/10; 8/5; 28/17; 13/8; 169/ 100; 17/10; ; ; 8/5; 33/20; 8/5; 13/8; 17/10; 8/5; 13/8; ; 8/5; 8/5; 8/5; 8/5; 17/11; 13/8; 13/8; 33/20; 8/5; ; 13/8; 17/10; 17/10
Burton; 19/10; 15/8; 19/10; 9/5; 49/25; 2; ; ; 2; 19/10; 19/10; 19/10; 9/5; 39/20; 19/10; 15/8; 19/10; 19/10; 19/10; 24/13; 37/19; 15/8; 2; 19/10; 19/10; ; 19/10; 19/10; 2
Draw; 11/5; 21/10; 21/10; 21/10; 111/ 50; 11/5; ; ; 21/10; 21/10; 11/5; 19/10; 2; 41/20; 21/10; 21/10; 37/19; 21/10; 37/19; 28/13; 39/19; 2; 11/5; 21/10; 21/10; ; 2; 2; 21/10
META; english/championship/burton-v-reading; 2018-01-30 12:34:59 GMT+2; 2018-01-30 19:45; e70300-dr003
Reading; 17/10; 8/5; 28/17; 13/8; 169/ 100; 17/10; ; ; 8/5; 33/20; 8/5; 13/8; 17/10; 8/5; 13/8; ; 8/5; 8/5; 8/5; 8/5; 17/11; 13/8; 13/8; 33/20; 8/5; ; 13/8; 17/10; 17/10
Burton; 19/10; 15/8; 19/10; 9/5; 49/25; 2; ; ; 2; 19/10; 19/10; 19/10; 9/5; 39/20; 19/10; 15/8; 19/10; 19/10; 19/10; 24/13; 37/19; 15/8; 2; 19/10; 19/10; ; 19/10; 19/10; 2
Draw; 11/5; 21/10; 21/10; 21/10; 111/ 50; 11/5; ; ; 21/10; 21/10; 11/5; 19/10; 2; 41/20; 21/10; 21/10; 37/19; 21/10; 37/19; 28/13; 39/19; 2; 11/5; 21/10; 21/10; ; 2; 2; 21/10
