META; english/championship/aston-villa-v-cardiff; 2018-04-09 10:25:48 GMT+3; 2018-04-10 19:45; e70300-dr003
Aston Villa; 13/10; 5/4; 6/5; 5/4; 32/25; 6/5; 6/5; 11/10; 6/5; 5/4; 6/5; 6/5; 13/10; 5/4; 23/20; 6/5; 5/4; 6/5; 6/5; 22/19; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 21/10; 117/50; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 11/5; 2; 43/20; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10
Cardiff; 12/5; 23/10; 12/5; 12/5; 127/50; 12/5; 12/5; 23/10; 27/11; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 40/17; 11/5; 40/17; 12/5; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5
META; english/championship/aston-villa-v-cardiff; 2018-04-09 16:13:16 GMT+3; 2018-04-10 19:45; e70300-dr003
Aston Villa; 13/10; 5/4; 6/5; 13/10; 32/25; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 6/5; 13/10; 5/4; 23/20; 5/4; 6/5; 6/5; 6/5; 22/19; 5/4; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 11/5; 117/50; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 11/5; 2; 43/20; 9/4; 11/5; 9/4; 23/10; 23/10; 9/4; 23/10; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10
Cardiff; 12/5; 23/10; 12/5; 11/5; 127/50; 12/5; 23/10; 23/10; 27/11; 5/2; 12/5; 12/5; 12/5; 49/20; 9/4; 23/10; 12/5; 11/5; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2
META; english/championship/aston-villa-v-cardiff; 2018-04-10 08:17:34 GMT+3; 2018-04-10 19:45; e70300-dr003
Aston Villa; 13/10; 5/4; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 5/4; 5/4; 6/5; 5/4; 22/19; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10
Draw; 12/5; 9/4; 21/10; 11/5; 121/50; 23/10; 9/4; 9/4; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 9/4; 21/10; 23/10; 23/10
Cardiff; 12/5; 12/5; 23/10; 11/5; 121/50; 5/2; 23/10; 12/5; 27/11; 23/10; 23/10; 9/4; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 23/10; 12/5; 12/5; 23/10; 9/4; 23/10; 9/4; 12/5; 12/5
