META; english/championship/reading-v-bolton; 2018-03-05 10:24:36 GMT+2; 2018-03-06 20:00; e70300-dr003
Reading; 17/20; 5/6; 17/20; 22/25; 20/23; 5/6; 4/5; 4/5; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 4/5; 4/5; 13/16; 4/5; 17/20; 4/5; 5/6; 5/6; 5/6; 4/5
Draw; 13/5; 12/5; 23/10; 127/50; 27/10; 12/5; 5/2; 5/2; 12/5; 23/10; 12/5; 47/20; 5/2; 12/5; 40/17; 5/2; 9/4; 27/11; 13/5; 12/5; 40/17; 5/2; 12/5; 11/5
Bolton; 15/4; 18/5; 18/5; 77/20; 18/5; 7/2; 10/3; 7/2; 18/5; 15/4; 7/2; 37/10; 7/2; 7/2; 38/11; 10/3; 41/13; 17/5; 19/5; 15/4; 7/2; 7/2; 7/2; 10/3
META; english/championship/reading-v-bolton; 2018-03-05 20:18:15 GMT+2; 2018-03-06 20:00; e70300-dr003
Reading; 17/20; 4/5; 4/5; 5/6; 17/20; 20/23; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 10/11; 5/6; 5/6; 4/5; 10/13; 4/5; 11/13; 7/9; 17/20; 4/5; 4/5; 5/6; 5/6; 5/6
Draw; 13/5; 12/5; 23/10; 12/5; 63/25; 13/5; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 9/4; 47/20; 5/2; 12/5; 40/17; 5/2; 23/10; 12/5; 5/2; 49/20; 12/5; 12/5; 5/2; 5/2
Bolton; 15/4; 19/5; 19/5; 7/2; 41/10; 4; 15/4; 7/2; 39/10; 19/5; 18/5; 15/4; 10/3; 15/4; 7/2; 15/4; 18/5; 10/3; 50/13; 19/5; 4; 62/17; 7/2; 7/2; 4; 
META; english/championship/reading-v-bolton; 2018-03-06 10:10:58 GMT+2; 2018-03-06 20:00; e70300-dr003
Reading; 17/20; 5/6; 5/6; 5/6; 43/50; 20/23; 5/6; 4/5; 4/5; 17/20; 4/5; 5/6; 10/11; 17/20; 5/6; 4/5; 5/6; 4/5; 16/19; 7/9; 17/20; 4/5; 5/6; 5/6; 5/6; 5/6
Draw; 13/5; 12/5; 23/10; 12/5; 61/25; 13/5; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 9/4; 47/20; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 13/5; 49/20; 27/11; 12/5; 12/5; 12/5
Bolton; 15/4; 18/5; 15/4; 7/2; 21/5; 4; 15/4; 7/2; 39/10; 19/5; 19/5; 15/4; 10/3; 37/10; 7/2; 15/4; 15/4; 10/3; 7/2; 19/5; 19/5; 4; 19/5; 7/2; 4; 
META; english/championship/reading-v-bolton; 2018-03-06 15:04:15 GMT+2; 2018-03-06 20:00; e70300-dr003
Reading; 4/5; 3/4; 4/5; 4/5; 41/50; 5/6; 4/5; 8/11; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 11/14; 7/9; 10/13; 4/5; 8/11; 4/5; 4/5
Draw; 13/5; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 23/10; 27/11; 23/10; 5/2; 12/5; 9/4; 47/20; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 49/20; 27/11; 5/2; 13/5; 13/5
Bolton; 17/4; 4; 18/5; 22/5; 4; 4; 39/10; 19/5; 4; 15/4; 10/3; 4; 15/4; 4; 75/19; 10/3; 75/19; 19/5; 17/4; 4; 22/5; 21/5; ; ; 
