META; english/championship/millwall-v-derby; 2018-01-22 12:16:19 GMT+2; 2018-01-30 19:45; e70300-dr003
Millwall; 6/4; 13/8; 28/17; ; ; 13/8; 8/5; 8/5; 17/11; 13/8; ; 13/8; ; 17/10; 13/8; ; 8/5; 17/11; 8/5; 26/19; 17/11; 13/8; 13/8; 33/20; 17/11; 23/20; 6/4; 
Derby; 7/4; 7/4; 9/5; ; ; 9/5; 9/5; 9/5; 7/4; 7/4; ; 7/4; ; 9/5; 9/5; 9/5; 7/4; 7/4; 7/4; 22/13; 17/10; 9/5; 7/4; 9/5; 7/4; 5/4; 13/8; 
Draw; 23/10; 11/5; 2; ; ; 9/4; 21/10; 11/5; 12/5; 2; ; 11/5; ; 41/20; 11/5; 9/4; 21/10; 28/13; 21/10; 9/4; 40/17; 85/40; 9/4; 21/10; 28/13; 2; 9/5; 
META; english/championship/millwall-v-derby; 2018-01-23 02:15:50 GMT+2; 2018-01-30 19:45; e70300-dr003
Millwall; 6/4; 13/8; 28/17; 13/8; 87/50; 17/10; 13/8; 17/10; 17/11; 33/20; 13/8; 13/8; ; 33/20; 13/8; ; 8/5; 17/11; 8/5; 26/19; 17/11; 13/8; 13/8; 33/20; 8/5; 23/20; 6/4; 
Derby; 7/4; 17/10; 7/4; 9/5; 19/10; 17/10; 9/5; 17/10; 7/4; 7/4; 7/4; 7/4; ; 9/5; 9/5; 9/5; 7/4; 7/4; 7/4; 22/13; 17/10; 9/5; 7/4; 9/5; 7/4; 5/4; 13/8; 
Draw; 23/10; 9/4; 21/10; 21/10; 111/ 50; 9/4; 21/10; 11/5; 12/5; 2; 11/5; 11/5; ; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 9/4; 40/17; 85/40; 9/4; 21/10; 21/10; 19/10; 15/8; 
META; english/championship/millwall-v-derby; 2018-01-23 17:22:25 GMT+2; 2018-01-30 19:45; e70300-dr003
Millwall; 6/4; 13/8; 28/17; 13/8; 7/4; 17/10; 13/8; 17/10; 17/11; 33/20; 13/8; 13/8; ; 17/10; 13/8; ; 8/5; 8/5; 8/5; 26/19; 17/11; 13/8; 13/8; 33/20; 8/5; 23/20; 6/4; 
Derby; 7/4; 17/10; 7/4; 9/5; 15/8; 17/10; 7/4; 17/10; 7/4; 7/4; 7/4; 7/4; ; 9/5; 9/5; 7/4; 7/4; 7/4; 7/4; 22/13; 17/10; 9/5; 7/4; 9/5; 7/4; 5/4; 13/8; 
Draw; 23/10; 9/4; 21/10; 21/10; 56/25; 9/4; 21/10; 11/5; 12/5; 2; 11/5; 11/5; ; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 40/17; 85/40; 9/4; 21/10; 21/10; 19/10; 15/8; 
META; english/championship/millwall-v-derby; 2018-01-24 12:17:53 GMT+2; 2018-01-30 19:45; e70300-dr003
Millwall; 6/4; 13/8; 28/17; 13/8; 173/ 100; 17/10; 13/8; ; 28/17; 13/8; 17/10; 13/8; ; 33/20; 17/10; ; 8/5; 8/5; 8/5; 26/19; 13/8; 13/8; 13/8; 33/20; 8/5; ; 7/5; 6/4; 
Derby; 7/4; 17/10; 7/4; 9/5; 93/50; 17/10; 7/4; ; 7/4; 17/10; 7/4; 7/4; ; 9/5; 9/5; 7/4; 7/4; 17/10; 7/4; 22/13; 17/10; 9/5; 7/4; 9/5; 7/4; ; 23/20; 13/8; 
Draw; 23/10; 9/4; 21/10; 21/10; 57/25; 9/4; 21/10; ; 9/4; 21/10; 21/10; 21/10; ; 43/20; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 11/5; 85/40; 9/4; 21/10; 28/13; ; 19/10; 15/8; 
META; english/championship/millwall-v-derby; 2018-01-30 12:18:41 GMT+2; 2018-01-30 19:45; e70300-dr003
Millwall; 13/8; 6/4; 8/5; 8/5; 83/50; ; ; ; 28/17; 31/20; 13/8; 6/4; 9/5; 31/20; 8/5; 6/4; 28/17; 17/11; 28/17; 17/11; 13/8; 8/5; 13/8; 8/5; 8/5; ; 8/5; 13/8; 13/8
Derby; 19/10; 9/5; 19/10; 9/5; 193/ 100; ; ; ; 7/4; 19/10; 7/4; 9/5; 17/10; 37/20; 9/5; 15/8; 17/10; 24/13; 17/10; 19/10; 17/10; 15/8; 19/10; 15/8; 24/13; ; 15/8; 19/10; 19/10
Draw; 23/10; 23/10; 9/4; 21/10; 23/10; ; ; ; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 28/13; 9/4; 23/10; 11/5; 11/5; ; 11/5; 11/5; 23/10
META; english/championship/millwall-v-derby; 2018-01-30 12:35:08 GMT+2; 2018-01-30 19:45; e70300-dr003
Millwall; 13/8; 6/4; 8/5; 8/5; 83/50; ; ; ; 28/17; 31/20; 13/8; 6/4; 9/5; 31/20; 8/5; 6/4; 28/17; 17/11; 28/17; 17/11; 13/8; 8/5; 13/8; 8/5; 8/5; ; 8/5; 13/8; 13/8
Derby; 19/10; 9/5; 19/10; 9/5; 193/ 100; ; ; ; 7/4; 19/10; 7/4; 9/5; 17/10; 37/20; 9/5; 15/8; 17/10; 24/13; 17/10; 19/10; 17/10; 15/8; 19/10; 15/8; 24/13; ; 15/8; 19/10; 19/10
Draw; 23/10; 23/10; 9/4; 21/10; 23/10; ; ; ; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 28/13; 9/4; 23/10; 11/5; 11/5; ; 11/5; 11/5; 23/10
