META; english/championship/birmingham-v-hull; 2018-03-12 10:26:28 GMT+2; 2018-03-17 15:00; e70300-dr003
Draw; 12/5; 11/5; 21/10; 11/5; 57/25; 23/10; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 11/5; 43/20; 21/10; 11/5; 11/5; 23/10; 23/10; 21/10; 23/10; 11/5; 9/4; 11/5; 9/4; 23/10; 23/10
META; english/championship/birmingham-v-hull; 2018-03-16 16:14:30 GMT+2; 2018-03-17 15:00; e70300-dr003
Hull; 6/4; 6/4; 29/20; 6/4; 153/100; 31/20; 7/5; 17/11; 29/20; 6/4; 29/20; 31/20; 29/20; 8/5; 7/5; 16/11; 7/5; 16/11; 6/4; 6/4; 6/4; 16/11; 7/5; 7/5; 7/5; 7/5
Birmingham; 2; 19/10; 2; 19/10; 21/10; 2; 15/8; 37/19; 2; 2; 9/5; 41/20; 19/10; 2; 24/13; 2; 19/10; 2; 2; 21/10; ; ; ; ; ; 
Draw; 12/5; 11/5; 21/10; 11/5; 23/10; 23/10; 11/5; 21/10; 28/13; 21/10; 9/4; 21/10; 11/5; 43/20; 21/10; 11/5; 11/5; 23/10; 9/4; 21/10; 12/5; 11/5; 9/4; 11/5; 23/10; 9/4
META; english/championship/birmingham-v-hull; 2018-03-16 16:22:16 GMT+2; 2018-03-17 15:00; e70300-dr003
Hull; 6/4; 6/4; 29/20; 6/4; 153/100; 31/20; 7/5; 17/11; 29/20; 6/4; 29/20; 31/20; 29/20; 8/5; 7/5; 16/11; 7/5; 16/11; 6/4; 6/4; 6/4; 16/11; 7/5; 7/5; 7/5; 7/5
Birmingham; 2; 19/10; 2; 19/10; 21/10; 2; 15/8; 37/19; 2; 2; 9/5; 41/20; 19/10; 2; 24/13; 2; 19/10; 2; 2; 21/10; ; ; ; ; ; 
Draw; 12/5; 11/5; 21/10; 11/5; 23/10; 23/10; 11/5; 21/10; 28/13; 21/10; 9/4; 21/10; 11/5; 43/20; 21/10; 11/5; 11/5; 23/10; 9/4; 21/10; 12/5; 11/5; 9/4; 11/5; 23/10; 9/4
META; english/championship/birmingham-v-hull; 2018-03-17 12:18:29 GMT+2; 2018-03-17 15:00; e70300-dr003
Hull; 7/5; 7/5; 27/20; 7/5; 29/20; 29/20; 11/8; 11/8; 13/10; 27/20; 6/4; 13/10; 11/8; 13/10; 13/10; 11/8; 13/10; 13/10; 17/13; 6/4; 7/5; 11/8; 13/10; 27/20; 11/8; 7/5; 7/5
Birmingham; 9/4; 2; 23/10; 2; 11/5; 9/4; 11/5; 21/10; 9/4; 23/10; 2; 9/4; 11/5; 9/4; 9/4; 2; 9/4; 2; 11/5; 19/10; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10
Draw; 23/10; 9/4; 11/5; 11/5; 47/20; 23/10; 21/10; 9/4; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 23/10; 9/4; 21/10; 9/4; 9/4; 9/4; 23/10; 23/10; ; ; 
META; english/championship/birmingham-v-hull; 2018-03-17 13:12:48 GMT+2; 2018-03-17 15:00; e70300-dr003
Hull; 11/8; 5/4; 27/20; 11/8; 29/20; 29/20; 11/8; 11/8; 13/10; 27/20; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 17/13; 6/4; 11/8; 13/10; 13/10; 27/20; 11/8; 7/5; 11/8
Draw; 23/10; 9/4; 11/5; 11/5; 47/20; 23/10; 21/10; 9/4; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 21/10; 9/4; 9/4; 9/4; 11/5; 23/10; 23/10; 23/10; 
Birmingham; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 11/5; 21/10; 9/4; 23/10; 11/5; 9/4; 9/4; 23/10; 9/4; 11/5; 9/4; 2; 11/5; 19/10; 12/5; 9/4; 9/4; 11/5; 23/10; 23/10; 23/10
