META; english/championship/birmingham-v-hull; 2018-03-12 10:26:28 GMT+2; 2018-03-17 15:00; e70300-dr003
Birmingham; 29/20; 8/5; 6/4; 8/5; 6/4; 13/10; 8/5; 8/5; 6/4; 6/4; 16/11; 52/35; 13/10; 8/5; 31/20; 17/11; 7/5; 6/4
Hull; 7/4; 9/5; 15/8; 9/5; 17/10; 2; 9/5; 15/8; 9/5; 9/5; 7/4; 48/29; 2; 9/5; 9/5; 24/13; 7/4; 7/4
Draw; 12/5; 21/10; 12/5; 11/5; 11/5; 12/5; 12/5; 21/10; 11/5; 11/5; 23/10; 23/10; 40/17; 9/4; 11/5; 11/5; 11/5; 2
META; english/championship/birmingham-v-hull; 2018-03-12 20:18:30 GMT+2; 2018-03-17 15:00; e70300-dr003
Birmingham; 29/20; 8/5; 6/4; 169/00; 31/20; 7/5; 16/11; 8/5; 8/5; 8/5; 33/20; 13/8; 6/4; 8/5; 16/11; 52/35; 16/11; 8/5; 31/20; 8/5; 7/5; 7/5; 13/8; 
Hull; 7/4; 9/5; 9/5; 48/25; 15/8; 17/10; 24/13; 15/8; 15/8; 9/5; 9/5; 9/5; 15/8; 24/13; 7/4; 48/29; 24/13; 9/5; 9/5; 24/13; 7/4; 17/10; 19/10; 
Draw; 12/5; 21/10; 2; 113/0; 9/4; 21/10; 21/10; 23/10; 9/4; 21/10; 11/5; 43/20; 11/5; 21/10; 28/13; 23/10; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10; 2; 11/5
META; english/championship/birmingham-v-hull; 2018-03-13 12:21:13 GMT+2; 2018-03-17 15:00; e70300-dr003
Birmingham; 29/20; 13/8; 6/4; 87/50; 13/8; 13/8; 8/5; 16/11; 17/10; 13/8; 13/8; 17/10; 13/8; 8/5; 28/17; 16/11; 20/13; 16/11; 13/8; 33/20; 28/17; 6/4; 6/4; 17/10
Hull; 7/4; 7/4; 9/5; 37/20; 9/5; 7/4; 7/4; 24/13; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; 9/5; 7/4; 8/5; 24/13; 7/4; 7/4; 9/5; 13/8; 13/8; 9/5
Draw; 12/5; 11/5; 2; 57/25; 11/5; 21/10; 21/10; 23/10; 9/4; 21/10; 9/4; 43/20; 11/5; 11/5; 28/13; 23/10; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 19/10; 11/5
META; english/championship/birmingham-v-hull; 2018-03-13 20:19:04 GMT+2; 2018-03-17 15:00; e70300-dr003
Birmingham; 29/20; 13/8; 6/4; 87/50; 13/8; 13/8; 8/5; 16/11; 17/10; 13/8; 13/8; 17/10; 13/8; 8/5; 28/17; 16/11; 20/13; 16/11; 13/8; 33/20; 28/17; 6/4; 6/4; 17/10
Hull; 7/4; 7/4; 9/5; 37/20; 9/5; 7/4; 7/4; 24/13; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; 9/5; 7/4; 8/5; 24/13; 7/4; 7/4; 9/5; 13/8; 13/8; 9/5
Draw; 12/5; 11/5; 2; 57/25; 11/5; 21/10; 21/10; 23/10; 9/4; 21/10; 9/4; 43/20; 11/5; 11/5; 28/13; 23/10; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 19/10; 11/5
META; english/championship/birmingham-v-hull; 2018-03-14 20:18:28 GMT+2; 2018-03-17 15:00; e70300-dr003
Hull; 7/5; 6/4; 6/4; 39/25; 6/4; 6/4; 7/5; 17/11; 8/5; 31/20; 6/4; 31/20; 8/5; 6/4; 6/4; 7/5; 7/5; 17/11; 6/4; 31/20; 6/4; 7/5; 7/5; 6/4; 8/5
Birmingham; 9/5; 2; 19/10; 103/0; 2; 19/10; 15/8; 24/13; 19/10; 19/10; 15/8; 19/10; 19/10; 19/10; 37/19; 24/13; 30/17; 24/13; 15/8; 19/10; 37/19; 19/10; 19/10; 2; 
Draw; 12/5; 21/10; 11/5; 23/10; 9/4; 11/5; 21/10; 28/13; 9/4; 21/10; 11/5; 43/20; 21/10; 11/5; 11/5; 23/10; 23/10; 28/13; 23/10; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5
META; english/championship/birmingham-v-hull; 2018-03-15 13:11:03 GMT+2; 2018-03-17 15:00; e70300-dr003
Hull; 7/5; 6/4; 6/4; 39/25; 31/20; 7/5; 17/11; 6/4; 31/20; 6/4; 31/20; 8/5; 6/4; 6/4; 7/5; 7/5; 17/11; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 8/5; 
Birmingham; 9/5; 19/10; 19/10; 103/0; 2; 15/8; 24/13; 2; 19/10; 15/8; 19/10; 19/10; 19/10; 37/19; 24/13; 30/17; 24/13; 15/8; 19/10; 37/19; 19/10; 19/10; 2; 19/10; 
Draw; 12/5; 11/5; 11/5; 23/10; 23/10; 21/10; 21/10; 28/13; 11/5; 21/10; 11/5; 43/20; 21/10; 11/5; 11/5; 23/10; 23/10; 28/13; 23/10; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5
META; english/championship/birmingham-v-hull; 2018-03-15 20:18:32 GMT+2; 2018-03-17 15:00; e70300-dr003
Hull; 7/5; 6/4; 29/20; 6/4; 39/25; 31/20; 7/5; 17/11; 6/4; 31/20; 6/4; 6/4; 8/5; 6/4; 6/4; 7/5; 15/11; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 8/5
Birmingham; 9/5; 19/10; 2; 19/10; 103/50; 2; 15/8; 37/19; 2; 19/10; 2; 19/10; 19/10; 37/19; 24/13; 20/11; 19/10; 2; 19/10; 19/10; 19/10; 19/10; ; ; 
Draw; 12/5; 11/5; 21/10; 11/5; 23/10; 23/10; 21/10; 21/10; 28/13; 9/4; 21/10; 11/5; 43/20; 21/10; 11/5; 11/5; 23/10; 23/10; 21/10; 12/5; 11/5; 11/5; 23/10; 9/4; 23/10
META; english/championship/birmingham-v-hull; 2018-03-16 10:19:15 GMT+2; 2018-03-17 15:00; e70300-dr003
Hull; 6/4; 6/4; 29/20; 6/4; 157/100; 31/20; 7/5; 17/11; 29/20; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 16/11; 7/5; 15/11; 6/4; 31/20; 6/4; 16/11; 6/4; 6/4; 7/5; 6/4; 
Birmingham; 2; 19/10; 2; 19/10; 103/50; 2; 15/8; 37/19; 2; 2; 2; 19/10; 19/10; 2; 24/13; 20/11; 19/10; 2; 2; 19/10; 19/10; 19/10; 19/10; ; ; ; 
