META; english/championship/aston-villa-v-derby; 2018-04-23 10:16:40 GMT+3; 2018-04-28 15:00; e70300-dr003
Aston Villa; 19/20; 10/11; 19/20; 5/6; 97/00; 10/11; 20/21; 5/6; 7/9; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 11/12; 7/9; 37/40; 19/20; 5/6; 4/5; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 64/25; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 5/2; 27/11; 5/2; 28/11; 5/2; 27/11; 5/2; 21/10; 5/2
Derby; 11/4; 3; 29/10; 11/4; 33/10; 3; 11/4; 7/2; 3; 3; 14/5; 3; 14/5; 3; 56/19; 31/10; 17/5; 31/10; 3; 14/5; 23/10; 3; ; 
META; english/championship/aston-villa-v-derby; 2018-04-24 08:16:40 GMT+3; 2018-04-28 15:00; e70300-dr003
Aston Villa; 19/20; 10/11; 19/20; 5/6; 49/50; 10/11; 20/21; 5/6; 9/10; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 1; 19/20; 19/20; 9/10; 37/40; 1; 9/10; 5/6; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 127/0; 13/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 5/2; 5/2; 13/5; 5/2; 27/11; 5/2; 28/11; 21/10; 21/10; 5/2
Derby; 11/4; 3; 29/10; 11/4; 33/10; 3; 29/10; 11/4; 41/13; 29/10; 3; 14/5; 3; 14/5; 3; 37/13; 13/5; 29/10; 31/10; 31/10; 37/13; 14/5; 23/10; 3; 
META; english/championship/aston-villa-v-derby; 2018-04-25 08:16:37 GMT+3; 2018-04-28 15:00; e70300-dr003
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 20/21; 5/6; 9/10; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 37/40; 10/11; 20/21; 10/11; 20/21; 
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 49/20; 12/5; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 11/5; 23/10
Derby; 11/4; 3; 29/10; 11/4; 16/5; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 3; 14/5; 13/5; 3; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-25 12:17:14 GMT+3; 2018-04-28 15:00; e70300-dr003
Aston Villa; 19/20; 10/11; 19/20; 5/6; 49/50; 10/11; 20/21; 5/6; 9/10; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 37/40; 19/20; 10/11; 20/21; 1; 20/21; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 127/0; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 27/11; 12/5; 23/10; 23/10; 5/2; 23/10
Derby; 11/4; 3; 29/10; 11/4; 33/10; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 31/10; 13/5; 29/10; 31/10; 31/10; 31/10; 3; 14/5; 3; 3; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-26 12:17:10 GMT+3; 2018-04-28 15:00; e70300-dr003
Aston Villa; 19/20; 19/20; 19/20; 5/6; 101/00; 10/11; 20/21; 5/6; 9/10; 19/20; 10/11; 10/11; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 19/20; 1; 19/20; 20/21; 1; 1; ; 
Draw; 5/2; 12/5; 12/5; 5/2; 51/20; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 23/10; 5/2; 5/2
Derby; 11/4; 29/10; 29/10; 11/4; 63/20; 16/5; 29/10; 3; 41/13; 29/10; 3; 14/5; 29/10; 14/5; 3; 29/10; 13/5; 29/10; 31/10; 3; 56/19; 3; 14/5; 14/5; 3; ; 
META; english/championship/aston-villa-v-derby; 2018-04-27 08:16:09 GMT+3; 2018-04-28 15:00; e70300-dr003
Aston Villa; 10/11; 17/20; 17/20; 5/6; 89/00; 9/10; 17/20; 5/6; 7/8; 17/20; 10/11; 20/23; 17/20; 17/20; 17/20; 17/20; 13/15; 9/10; 13/15; 11/13; 10/11; 13/15; 5/6; 5/6; 5/6; 5/6; 10/11
Draw; 13/5; 5/2; 5/2; 5/2; 131/0; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 13/5; 12/5; 13/5; 28/11; 5/2; 12/5; 5/2; 5/2; 5/2
Derby; 7/2; 16/5; 13/4; 11/4; 73/20; 17/5; 16/5; 16/5; 7/2; 10/3; 10/3; 3; 16/5; 10/3; 16/5; 10/3; 17/5; 14/5; 16/5; 57/17; 7/2; 17/5; 7/2; 10/3; 10/3; 7/2; 7/2
META; english/championship/aston-villa-v-derby; 2018-04-28 12:19:04 GMT+3; 2018-04-28 15:00; e70300-dr003
Aston Villa; 6/5; 11/10; 23/20; 11/10; 29/25; 11/10; 11/10; 11/10; 15/13; 23/20; 6/5; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 1; 13/11; 19/17; 6/5; 15/13; 11/10; 23/20; 23/20; 6/5; 6/5
Draw; 12/5; 12/5; 23/10; 9/4; 63/25; 12/5; 12/5; 23/10; 27/11; 23/10; 12/5; 23/10; 12/5; 47/20; 23/10; 23/10; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 12/5; 9/4; 23/10; 23/10; 12/5
Derby; 13/5; 5/2; 12/5; 13/5; 133/0; 13/5; 5/2; 5/2; 5/2; 12/5; 13/5; 12/5; 12/5; 49/20; 23/10; 5/2; 27/11; 13/5; 40/17; 12/5; 13/5; 27/11; 5/2; 13/5; 27/10; 14/5; 27/10
