META; english/championship/qpr-v-derby; 2018-03-05 10:24:28 GMT+2; 2018-03-06 19:45; e70300-dr003
Derby; 7/5; 13/10; 13/10; 5/4; 34/25; 29/20; 13/10; 13/10; 15/13; 13/10; 5/4; 13/10; 13/10; 27/20; 13/10; 13/10; 5/4; 6/5; 11/9; 15/13; 11/8; 13/10; 5/4; 13/10; 27/20; 6/5
QPR; 11/5; 21/10; 21/10; 11/5; 56/25; 11/5; 21/10; 2; 23/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 39/19; 11/5; 24/13; 9/4; 11/5; 21/10; 21/10; 21/10; 21/10; 19/10
Draw; 12/5; 23/10; 9/4; 23/10; 62/25; 23/10; 23/10; 11/5; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 9/4; 40/17; 40/17; 12/5; 23/10; 23/10; 23/10; 21/10; 
META; english/championship/qpr-v-derby; 2018-03-05 20:18:06 GMT+2; 2018-03-06 19:45; e70300-dr003
Derby; 29/20; 11/8; 11/8; 7/5; 149/100; 29/20; 13/10; 7/5; 10/7; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 13/10; 11/8; 7/5; 29/20; 7/5; 23/17; 11/8; 7/5; 7/5
QPR; 21/10; 19/10; 19/10; 21/10; 199/100; 21/10; 21/10; 15/8; 2; 19/10; 19/10; 19/10; 21/10; 39/20; 19/10; 19/10; 24/13; 21/10; 21/11; 37/19; 2; 39/20; 19/10; 2; 21/10; 
Draw; 12/5; 12/5; 23/10; 23/10; 63/25; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 47/20; 5/2; 23/10; 23/10; 9/4; 5/2; 9/4; 5/2; 23/10; 23/10; 12/5; 5/2; 
META; english/championship/qpr-v-derby; 2018-03-06 10:10:49 GMT+2; 2018-03-06 19:45; e70300-dr003
Derby; 6/4; 6/4; 6/4; 7/5; 79/50; 6/4; 6/4; 7/5; 31/21; 31/20; 6/4; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 16/11; 32/21; 16/11; 8/5; 31/20; 6/4; 6/4; 6/4; 6/4
QPR; 2; 7/4; 7/4; 15/8; 48/25; 2; 15/8; 15/8; 9/5; 9/5; 9/5; 7/4; 21/10; 9/5; 15/8; 9/5; 24/13; 24/13; 25/14; 9/5; 19/10; 9/5; 24/13; 19/10; 19/10; 19/10
Draw; 12/5; 23/10; 23/10; 23/10; 49/20; 12/5; 23/10; 23/10; 27/11; 12/5; 23/10; 12/5; 11/5; 47/20; 23/10; 23/10; 40/17; 11/5; 12/5; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 
META; english/championship/qpr-v-derby; 2018-03-06 15:04:05 GMT+2; 2018-03-06 19:45; e70300-dr003
Derby; 6/4; 7/5; 29/20; 7/5; 37/25; 6/4; 6/4; 7/5; 31/21; 7/5; 29/20; 29/20; 11/8; 6/4; 7/5; 7/5; 16/11; 16/11; 17/12; 16/11; 29/20; 16/11; 6/4; 6/4; 6/4
QPR; 2; 19/10; 15/8; 15/8; 101/0; 2; 15/8; 15/8; 9/5; 9/5; 2; 19/10; 21/10; 37/20; 2; 19/10; 24/13; 24/13; 19/10; 9/5; 39/20; 24/13; 19/10; 2; 
Draw; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 23/10; 23/10; 27/11; 9/4; 12/5; 23/10; 11/5; 47/20; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 
