META; english/championship/leeds-v-bolton; 2018-03-18 14:18:28 GMT+2; 2018-03-30 15:00; e70300-dr003
Leeds; 7/10; 4/5; 4/6; 4/6; 11/17; 4/6; 8/11; 8/11; 3/4; 9/13; 3/4; 11/17; 8/11; 9/13; 1/2
Draw; 5/2; 5/2; 13/5; 12/5; 45/17; 11/4; 5/2; 13/5; 13/5; 28/11; 27/11; 13/5; 27/10; 13/5; 19/10
Bolton; 17/4; 7/2; 9/2; 9/2; 22/5; 5; 4; 75/19; 41/13; 43/10; 4; 23/10; ; ; 
META; english/championship/leeds-v-bolton; 2018-03-19 08:16:43 GMT+2; 2018-03-30 15:00; e70300-dr003
Leeds; 7/10; 3/4; 3/4; 39/50; 3/4; 4/6; 11/17; 3/4; 8/11; 3/4; 3/4; 4/5; 3/4; 5/7; 3/4; 3/4; 11/17; 3/4; 3/4; 14/19; 4/6
Draw; 5/2; 13/5; 5/2; 133/50; 27/10; 13/5; 45/17; 12/5; 5/2; 5/2; 13/5; 5/2; 13/5; 28/11; 12/5; 27/11; 13/5; 13/5; 13/5; 13/5; 23/10
Bolton; 17/4; 19/5; 15/4; 22/5; 4; 7/2; 22/5; 15/4; 4; 15/4; 19/5; 100/30; 37/10; 4; 41/13; 43/10; 4; 15/4; 15/4; 7/2; 
META; english/championship/leeds-v-bolton; 2018-03-20 08:17:33 GMT+2; 2018-03-30 15:00; e70300-dr003
Leeds; 3/4; 17/20; 17/20; 3/4; 89/100; 8/11; 5/6; 4/6; 4/5; 5/6; 4/5; 5/6; 3/4; 17/20; 4/5; 14/19; 4/5; 13/16; 4/5; 5/6; 5/6; 14/19; 4/5
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 11/4; 5/2; 13/5; 45/17; 12/5; 5/2; 23/10; 13/5; 49/20; 12/5; 5/2; 23/10; 12/5; 13/5; 13/5; 5/2; 28/11; 23/10
Bolton; 4; 10/3; 10/3; 15/4; 18/5; 4; 7/2; 7/2; 7/2; 10/3; 7/2; 7/2; 15/4; 17/5; 100/30; 37/10; 15/4; 56/19; 17/5; 17/5; 10/3; 15/4; 7/2
META; english/championship/leeds-v-bolton; 2018-03-21 14:18:29 GMT+2; 2018-03-30 15:00; e70300-dr003
Leeds; 3/4; 17/20; 17/20; 3/4; 89/00; 8/11; 5/6; 4/6; 4/5; 5/6; 4/5; 5/6; 17/20; 4/5; 4/5; 4/5; 13/16; 4/5; 5/6; 5/6; 4/5; 8/11; 8/11
Draw; 12/5; 5/2; 12/5; 13/5; 67/25; 11/4; 5/2; 13/5; 45/17; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; 13/5; 13/5; 5/2; 5/2; 9/4; 9/4
Bolton; 4; 10/3; 10/3; 15/4; 71/20; 4; 7/2; 7/2; 7/2; 10/3; 7/2; 7/2; 17/5; 100/0; 57/17; 15/4; 56/19; 17/5; 17/5; 10/3; 57/17; 7/2; 14/5
META; english/championship/leeds-v-bolton; 2018-03-22 12:37:24 GMT+2; 2018-03-30 15:00; e70300-dr003
Leeds; 3/4; 17/20; 17/20; 3/4; 89/100; 8/11; 5/6; 4/6; 4/5; 5/6; 4/5; 5/6; 17/20; 4/5; 4/5; 4/5; 13/16; 4/5; 5/6; 5/6; 4/5; 8/11; 8/11
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 11/4; 5/2; 13/5; 45/17; 12/5; 5/2; 23/10; 5/2; 12/5; 27/11; 23/10; 12/5; 13/5; 13/5; 5/2; 5/2; 9/4; 9/4
Bolton; 4; 10/3; 10/3; 15/4; 18/5; 4; 7/2; 7/2; 7/2; 10/3; 7/2; 7/2; 17/5; 100/30; 17/5; 15/4; 56/19; 17/5; 17/5; 10/3; 17/5; 27/10; 14/5
META; english/championship/leeds-v-bolton; 2018-03-23 14:44:06 GMT+2; 2018-03-30 15:00; e70300-dr003
Leeds; 3/4; 17/20; 17/20; 3/4; 89/00; 8/11; 5/6; 4/6; 4/5; 5/6; 4/5; 5/6; 17/20; 4/5; 4/5; 4/5; 4/5; 13/16; 4/5; 5/6; 5/6; 4/5; 4/5; 8/11
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 11/4; 5/2; 13/5; 45/17; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 23/10; 12/5; 13/5; 13/5; 5/2; 5/2; 23/10; 9/4
Bolton; 4; 10/3; 10/3; 15/4; 18/5; 4; 7/2; 7/2; 7/2; 10/3; 7/2; 7/2; 17/5; 100/0; 7/2; 57/17; 15/4; 56/19; 17/5; 17/5; 10/3; 57/17; 3; 14/5
META; english/championship/leeds-v-bolton; 2018-03-26 12:17:40 GMT+3; 2018-03-30 15:00; e70300-dr003
Leeds; 4/5; 17/20; 17/20; 3/4; 89/100; 8/11; 5/6; 4/6; 4/5; 20/23; 4/5; 20/23; 17/20; 17/20; 4/5; 4/5; 5/6; 4/5; 13/16; 4/5; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6
Draw; 12/5; 5/2; 12/5; 13/5; 53/20; 11/4; 5/2; 13/5; 45/17; 12/5; 5/2; 23/10; 5/2; 49/20; 12/5; 12/5; 28/11; 23/10; 12/5; 13/5; 13/5; 5/2; 28/11; 5/2; 13/5; 13/5
Bolton; 15/4; 10/3; 10/3; 15/4; 18/5; 4; 7/2; 7/2; 7/2; 10/3; 7/2; 7/2; 16/5; 7/2; 100/30; 7/2; 38/11; 15/4; 56/19; 17/5; 17/5; 10/3; 7/2; 7/2; 7/2; 7/2
META; english/championship/leeds-v-bolton; 2018-03-27 08:17:27 GMT+3; 2018-03-30 15:00; e70300-dr003
Leeds; 17/20; 17/20; 10/11; 10/11; 49/50; 4/5; 10/11; 8/11; 11/13; 10/11; 9/10; 20/21; 1; 9/10; 10/11; 10/11; 10/11; 9/10; 13/14; 11/13; 9/10; 9/10; 10/11; 5/6; 5/6; 20/21; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 5/2; 11/4; 12/5; 13/5; 5/2; 23/10; 12/5; 11/5; 2; 12/5; 12/5; 23/10; 27/11; 9/4; 27/11; 27/11; 5/2; 49/20; 27/11; 23/10; 11/5; 13/5; 5/2
Bolton; 10/3; 10/3; 16/5; 16/5; 67/20; 18/5; 16/5; 7/2; 13/4; 16/5; 16/5; 10/3; 7/2; 10/3; 14/5; 16/5; 16/5; 16/5; 58/19; 16/5; 16/5; 16/5; 13/4; 3; 11/4; 7/2; 7/2
META; english/championship/leeds-v-bolton; 2018-03-28 08:18:13 GMT+3; 2018-03-30 15:00; e70300-dr003
Leeds; 17/20; 17/20; 10/11; 10/11; 24/25; 4/5; 10/11; 8/11; 11/13; 10/11; 9/10; 20/21; 1; 10/11; 10/11; 10/11; 10/11; 9/10; 13/14; 11/13; 9/10; 9/10; 19/20; 10/11; 20/21; 20/21
Draw; 12/5; 12/5; 23/10; 12/5; 5/2; 11/4; 12/5; 13/5; 5/2; 23/10; 12/5; 11/5; 2; 47/20; 12/5; 23/10; 12/5; 9/4; 27/11; 27/11; 5/2; 49/20; 12/5; 5/2; 5/2; 5/2
Bolton; 10/3; 10/3; 16/5; 16/5; 69/20; 18/5; 16/5; 7/2; 13/4; 16/5; 3; 10/3; 7/2; 16/5; 14/5; 16/5; 16/5; 16/5; 58/19; 16/5; 16/5; 16/5; 13/4; 3; 10/3; 3
META; english/championship/leeds-v-bolton; 2018-03-29 08:17:53 GMT+3; 2018-03-30 15:00; e70300-dr003
Leeds; 10/11; 17/20; 10/11; 10/11; 93/100; 5/6; 10/11; 4/5; 9/10; 10/11; 9/10; 20/21; 1; 10/11; 10/11; 10/11; 10/11; 9/10; 19/20; 9/10; 37/40; 9/10; 19/20; 10/11; 10/11; 20/21; 20/21
Draw; 13/5; 12/5; 23/10; 12/5; 127/50; 11/4; 12/5; 13/5; 12/5; 23/10; 12/5; 11/5; 2; 47/20; 12/5; 23/10; 12/5; 9/4; 12/5; 40/17; 13/5; 49/20; 27/11; 12/5; 23/10; 5/2; 5/2
Bolton; 7/2; 10/3; 16/5; 16/5; 71/20; 7/2; 16/5; 10/3; 13/4; 16/5; 3; 10/3; 7/2; 16/5; 14/5; 16/5; 16/5; 16/5; 31/10; 16/5; 17/5; 16/5; 16/5; 3; 10/3; 10/3; 
META; english/championship/leeds-v-bolton; 2018-03-29 09:14:26 GMT+3; 2018-03-30 15:00; e70300-dr003
Leeds; 10/11; 17/20; 10/11; 10/11; 93/100; 5/6; 10/11; 4/5; 9/10; 10/11; 9/10; 20/21; 1; 10/11; 10/11; 10/11; 10/11; 9/10; 19/20; 9/10; 37/40; 9/10; 19/20; 10/11; 10/11; 20/21; 20/21
Draw; 13/5; 12/5; 23/10; 12/5; 127/50; 11/4; 12/5; 13/5; 12/5; 23/10; 12/5; 11/5; 2; 47/20; 12/5; 23/10; 12/5; 9/4; 12/5; 40/17; 13/5; 49/20; 27/11; 12/5; 23/10; 5/2; 5/2
Bolton; 7/2; 10/3; 16/5; 16/5; 71/20; 7/2; 16/5; 10/3; 13/4; 16/5; 3; 10/3; 7/2; 16/5; 14/5; 16/5; 16/5; 16/5; 31/10; 16/5; 17/5; 16/5; 16/5; 3; 10/3; 10/3; 
META; english/championship/leeds-v-bolton; 2018-03-29 15:17:53 GMT+3; 2018-03-30 15:00; e70300-dr003
Leeds; 10/11; 10/11; 10/11; 10/11; 24/25; 10/11; 9/10; 5/6; 9/10; 10/11; 10/11; 20/21; 1; 10/11; 10/11; 10/11; 10/11; 9/10; 10/11; 13/15; 37/40; 9/10; 10/11; 9/10; 10/11; 10/11; 10/11
Draw; 13/5; 12/5; 23/10; 12/5; 127/50; 5/2; 12/5; 12/5; 27/11; 23/10; 5/2; 11/5; 2; 47/20; 12/5; 23/10; 12/5; 9/4; 23/10; 12/5; 13/5; 49/20; 27/11; 12/5; 5/2; 5/2; 5/2
Bolton; 7/2; 16/5; 13/4; 16/5; 69/20; 10/3; 16/5; 16/5; 57/17; 13/4; 16/5; 10/3; 7/2; 16/5; 14/5; 16/5; 13/4; 16/5; 7/2; 13/4; 17/5; 16/5; 13/4; 10/3; 7/2; 10/3; 7/2
