META; english/championship/derby-v-wolves; 2017-08-11 12:35:39 GMT+3; 2017-08-12 15:00; e70300-dr003
Derby; 7/5; 7/5; 27/20; 13/10; 13/10; 27/20; 11/8; 5/4; 23/17; 23/17; 27/20; 13/10; 27/20; 13/10; 13/10; 11/8; 6/5; 4/3; 23/17; 7/5; 23/17; 4/3; 67/50; 13/10; 11/8; ; 27/20; 5/4; 7/5
Draw; 9/4; 21/10; 41/20; 2; 23/10; 43/20; 9/4; 21/10; 21/10; 2; 2; 21/10; 21/10; 23/10; 21/10; 21/10; 11/5; 39/19; 21/10; 11/5; 28/13; 39/19; 2; 85/40; 21/10; ; 21/10; 19/10; 11/5
Wolves ; 23/10; 21/10; 23/10; 21/10; 9/4; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 9/4; 47/20; 5/2; 12/5; 23/10; 23/10; 9/4; 23/10; 61/25; 23/10; 9/4; 47/20; 12/5; 23/10; ; 9/4; 21/10; 12/5
