META; english/championship/reading-v-qpr; 2018-03-18 14:18:40 GMT+2; 2018-03-30 17:30; e70300-dr003
Reading; 5/4; 7/5; 13/10; 5/4; 5/4; 5/4; 11/8; 11/8; 13/10; 13/10; 9/7; 5/4; 11/8; 13/10; 10/11
QPR; 23/10; 15/8; 11/5; 21/10; 11/5; 23/10; 21/10; 41/20; 21/10; 39/19; 7/4; 28/13; 2; 21/10; 6/4
Draw; 11/5; 23/10; 23/10; 11/5; 23/10; 12/5; 11/5; 23/10; 12/5; 11/5; 23/10; 9/4; 12/5; 9/4; 7/4
META; english/championship/reading-v-qpr; 2018-03-19 08:16:54 GMT+2; 2018-03-30 17:30; e70300-dr003
Reading; 7/5; 7/5; 29/20; 151/100; 6/4; 7/5; 5/4; 7/5; 29/20; 29/20; 7/5; 29/20; 7/5; 23/17; 16/11; 4/3; 5/4; 29/20; 29/20; 23/17; 5/4
QPR; 21/10; 19/10; 15/8; 111/50; 19/10; 15/8; 11/5; 15/8; 19/10; 15/8; 15/8; 39/20; 9/5; 19/10; 37/19; 48/29; 28/13; 19/10; 19/10; 37/19; 7/4
Draw; 21/10; 12/5; 9/4; 111/50; 23/10; 11/5; 23/10; 9/4; 11/5; 23/10; 12/5; 23/10; 9/4; 9/4; 21/10; 12/5; 9/4; 12/5; 23/10; 9/4; 2
META; english/championship/reading-v-qpr; 2018-03-20 08:17:48 GMT+2; 2018-03-30 17:30; e70300-dr003
Reading; 13/8; 6/4; 13/8; 6/4; 17/10; 13/8; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 7/5; 17/10; 6/4; 7/5; 6/4; 7/5; 17/11; 8/5; 8/5; 7/5; 7/5
QPR; 7/4; 7/4; 13/8; 9/5; 181/100; 9/5; 17/10; 17/10; 7/4; 13/8; 17/10; 17/10; 15/8; 33/20; 17/10; 24/13; 9/5; 19/12; 7/4; 17/10; 17/10; 19/10; 6/4
Draw; 21/10; 12/5; 9/4; 23/10; 12/5; 9/4; 9/4; 21/10; 40/17; 9/4; 9/4; 9/4; 12/5; 9/4; 11/5; 11/5; 11/5; 12/5; 23/10; 12/5; 23/10; 9/4; 21/10
META; english/championship/reading-v-qpr; 2018-03-21 14:18:42 GMT+2; 2018-03-30 17:30; e70300-dr003
Reading; 11/8; 6/4; 31/20; 6/4; 139/00; 13/8; 11/8; 8/5; 17/11; 6/4; 7/5; 13/10; 7/5; 13/10; 13/10; 6/4; 9/7; 17/11; 11/8; 13/10; 13/10; 8/11; 27/20
QPR; 21/10; 7/4; 17/10; 9/5; 109/0; 9/5; 2; 17/10; 7/4; 17/10; 2; 21/10; 2; 37/19; 9/5; 12/7; 7/4; 2; 21/10; 2; 11/8; 17/10; 
Draw; 21/10; 12/5; 23/10; 23/10; 62/25; 9/4; 23/10; 21/10; 40/17; 9/4; 11/5; 23/10; 23/10; 11/5; 9/4; 11/5; 12/5; 23/10; 12/5; 47/20; 23/10; 9/4; 21/10
META; english/championship/reading-v-qpr; 2018-03-22 12:37:36 GMT+2; 2018-03-30 17:30; e70300-dr003
Reading; 5/4; 13/10; 27/20; 6/4; 7/5; 13/8; 11/8; 8/5; 13/10; 27/20; 13/10; 11/8; 11/8; 13/10; 13/10; 6/5; 23/18; 13/10; 11/8; 13/10; 13/10; 1; 13/10
QPR; 12/5; 2; 9/5; 109/50; 9/5; 2; 17/10; 39/19; 19/10; 2; 41/20; 2; 9/4; 19/11; 2; 21/10; 39/19; 6/4; 7/4; ; ; ; 
Draw; 21/10; 12/5; 23/10; 23/10; 123/50; 9/4; 23/10; 21/10; 12/5; 9/4; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 12/5; 40/17; 12/5; 47/20; 23/10; 23/10; 21/10
META; english/championship/reading-v-qpr; 2018-03-23 14:44:19 GMT+2; 2018-03-30 17:30; e70300-dr003
Reading; 13/10; 13/10; 27/20; 6/4; 73/50; 29/20; 11/8; 13/10; 13/10; 11/8; 11/8; 11/8; 5/4; 11/8; 13/10; 23/17; 23/18; 13/10; 11/8; 27/20; 23/17; 6/5; 13/10; 
QPR; 21/10; 2; 9/5; 103/0; 19/10; 2; 9/5; 39/19; 19/10; 2; 41/20; 2; 19/10; 19/10; 37/19; 19/11; 2; 2; 37/19; 19/10; 7/4; ; ; 
Draw; 9/4; 12/5; 23/10; 23/10; 62/25; 23/10; 23/10; 11/5; 12/5; 9/4; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; 12/5; 47/20; 23/10; 23/10; 21/10
META; english/championship/reading-v-qpr; 2018-03-26 12:17:52 GMT+3; 2018-03-30 17:30; e70300-dr003
Reading; 7/5; 6/4; 29/20; 7/5; 77/50; 13/8; 6/4; 8/5; 16/11; 6/4; 29/20; 6/4; 6/4; 6/4; 7/5; 7/5; 16/11; 23/17; 23/17; 16/11; 29/20; 6/4; 16/11; 6/4; 6/4; 6/4
QPR; 2; 7/4; 9/5; 15/8; 197/100; 9/5; 15/8; 17/10; 24/13; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 19/10; 37/19; 18/11; 24/13; 15/8; 9/5; 19/10; 13/8; 19/10; 19/10
Draw; 11/5; 12/5; 9/4; 23/10; 49/20; 9/4; 9/4; 21/10; 40/17; 23/10; 23/10; 23/10; 23/10; 47/20; 9/4; 23/10; 40/17; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 11/5; 12/5; 12/5
META; english/championship/reading-v-qpr; 2018-03-27 08:17:38 GMT+3; 2018-03-30 17:30; e70300-dr003
Reading; 7/5; 7/5; 29/20; 7/5; 6/4; 13/8; 7/5; 8/5; 16/11; 29/20; 29/20; 29/20; 7/5; 6/4; 7/5; 7/5; 16/11; 16/11; 16/11; 16/11; 29/20; 29/20; 16/11; 6/4; 11/8; 7/5; 7/5
QPR; 2; 9/5; 15/8; 15/8; 51/25; 9/5; 19/10; 17/10; 24/13; 15/8; 15/8; 15/8; 2; 37/20; 9/5; 15/8; 19/10; 24/13; 28/15; 24/13; 15/8; 15/8; 37/19; 13/8; 9/5; 2; 
Draw; 11/5; 12/5; 9/4; 23/10; 61/25; 9/4; 9/4; 21/10; 40/17; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 23/10; 19/10; 12/5; 12/5
META; english/championship/reading-v-qpr; 2018-03-28 08:18:25 GMT+3; 2018-03-30 17:30; e70300-dr003
Reading; 7/5; 7/5; 29/20; 7/5; 6/4; 13/8; 7/5; 6/4; 16/11; 29/20; 29/20; 7/5; 6/4; 7/5; 7/5; 16/11; 16/11; 16/11; 16/11; 29/20; 29/20; 16/11; 6/4; 7/5; 7/5; 
QPR; 2; 9/5; 15/8; 15/8; 51/25; 15/8; 19/10; 17/10; 24/13; 15/8; 15/8; 15/8; 2; 37/20; 9/5; 15/8; 19/10; 24/13; 28/15; 24/13; 15/8; 15/8; 37/19; 7/4; 2; 
Draw; 11/5; 12/5; 9/4; 23/10; 61/25; 5/2; 9/4; 23/10; 40/17; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 23/10; 12/5; 12/5
META; english/championship/reading-v-qpr; 2018-03-29 08:18:06 GMT+3; 2018-03-30 17:30; e70300-dr003
Reading; 6/4; 7/5; 29/20; 7/5; 149/100; 31/20; 7/5; 6/4; 16/11; 29/20; 7/5; 29/20; 7/5; 6/4; 7/5; 7/5; 16/11; 16/11; 16/11; 10/7; 6/4; 29/20; 16/11; 7/5; 7/5; 6/4; 7/5
QPR; 2; 19/10; 15/8; 15/8; 51/25; 9/5; 19/10; 7/4; 19/10; 15/8; 15/8; 15/8; 2; 37/20; 9/5; 15/8; 19/10; 24/13; 19/10; 24/13; 2; 15/8; 37/19; 19/10; 15/8; 2; 19/10
Draw; 12/5; 12/5; 9/4; 23/10; 123/50; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 40/17; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; 23/10; 9/4; 12/5; 12/5
META; english/championship/reading-v-qpr; 2018-03-29 09:14:39 GMT+3; 2018-03-30 17:30; e70300-dr003
Reading; 6/4; 7/5; 29/20; 7/5; 149/100; 31/20; 7/5; 6/4; 16/11; 29/20; 7/5; 7/5; 7/5; 6/4; 7/5; 11/8; 16/11; 16/11; 16/11; 10/7; 6/4; 29/20; 16/11; 7/5; 7/5; 6/4; 7/5
QPR; 2; 19/10; 15/8; 15/8; 51/25; 9/5; 19/10; 7/4; 19/10; 15/8; 15/8; 19/10; 2; 37/20; 9/5; 15/8; 19/10; 24/13; 19/10; 24/13; 2; 15/8; 37/19; 19/10; 15/8; 2; 19/10
Draw; 12/5; 12/5; 9/4; 23/10; 123/50; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 23/10; 40/17; 9/4; 12/5; 40/17; 12/5; 23/10; 40/17; 23/10; 9/4; 12/5; 12/5
META; english/championship/reading-v-qpr; 2018-03-29 15:18:06 GMT+3; 2018-03-30 17:30; e70300-dr003
Reading; 6/4; 7/5; 29/20; 6/4; 79/50; 6/4; 6/4; 7/5; 6/4; 6/4; 11/8; 29/20; 7/5; 31/20; 7/5; 7/5; 6/4; 16/11; 17/11; 16/11; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4
QPR; 2; 9/5; 9/5; 9/5; 48/25; 19/10; 9/5; 15/8; 24/13; 9/5; 2; 7/4; 2; 9/5; 9/5; 9/5; 24/13; 24/13; 9/5; 9/5; 19/10; 37/20; 24/13; 9/5; 19/10; 19/10; 19/10
Draw; 12/5; 5/2; 9/4; 23/10; 49/20; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 12/5; 11/5; 23/10; 9/4; 23/10; 40/17; 9/4; 23/10; 40/17; 12/5; 47/20; 23/10; 12/5; 12/5; 12/5; 
