META; english/championship/millwall-v-nottingham-forest; 2018-03-18 14:18:16 GMT+2; 2018-03-30 13:00; e70300-dr003
Millwall; 11/10; 5/6; 21/20; 1; 23/20; 21/20; 11/10; 21/20; 21/20; 30/29; 1; 21/20; 10/11; ; 
Draw; 23/10; 5/2; 23/10; 11/5; 12/5; 12/5; 21/10; 9/4; 5/2; 23/10; 9/4; 40/17; 12/5; 23/10; 7/4
Nottingham Forest; 5/2; 10/3; 29/10; 11/4; 11/4; 13/5; 3; 11/4; 13/5; 5/2; 40/17; 27/10; 29/10; 28/11; 6/4
META; english/championship/millwall-v-nottingham-forest; 2018-03-19 08:16:31 GMT+2; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 10/11; 10/11; 97/100; 10/11; 5/6; 1; 10/11; 9/10; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 10/11; 1; 9/10; 10/11; 19/20; 5/6
Draw; 23/10; 23/10; 9/4; 62/25; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 13/5; 40/17; 23/10; 9/4; 40/17; 12/5; 47/20; 12/5; 11/5
Nottingham Forest; 16/5; 10/3; 16/5; 69/20; 10/3; 16/5; 11/4; 16/5; 3; 16/5; 3; 16/5; 16/5; 11/4; 16/5; 27/10; 27/10; 10/3; 16/5; 14/5; 14/5
META; english/championship/millwall-v-nottingham-forest; 2018-03-20 08:17:14 GMT+2; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 10/11; 19/20; 19/20; 99/100; 21/20; 10/11; 1; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 10/11; 9/10; 10/11; 9/10; 19/20; 10/11; 10/11; 9/10
Draw; 23/10; 23/10; 9/4; 12/5; 121/50; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 12/5; 23/10; 5/2; 9/4; 23/10; 9/4; 40/17; 23/10; 47/20; 23/10; 21/10
Nottingham Forest; 16/5; 10/3; 16/5; 3; 69/20; 14/5; 16/5; 13/5; 16/5; 16/5; 3; 3; 16/5; 100/30; 3; 16/5; 27/10; 31/10; 10/3; 16/5; 58/19; 5/2; 
META; english/championship/millwall-v-nottingham-forest; 2018-03-21 14:18:14 GMT+2; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 10/11; 19/20; 19/20; 99/00; 21/20; 10/11; 1; 9/10; 10/11; 19/20; 10/11; 19/20; 19/20; 10/11; 9/10; 10/11; 9/10; 19/20; 10/11; 10/11; 10/11; 5/6
Draw; 23/10; 23/10; 9/4; 12/5; 121/0; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 23/10; 5/2; 23/10; 23/10; 9/4; 40/17; 23/10; 47/20; 23/10; 21/10; 9/4
Nottingham Forest; 16/5; 10/3; 16/5; 3; 69/20; 14/5; 16/5; 13/5; 16/5; 16/5; 3; 16/5; 100/0; 31/10; 16/5; 27/10; 31/10; 10/3; 16/5; 31/10; 11/8; 5/2; 
META; english/championship/millwall-v-nottingham-forest; 2018-03-22 12:37:12 GMT+2; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 10/11; 19/20; 19/20; 49/50; 21/20; 10/11; 1; 9/10; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 9/10; 10/11; 9/10; 19/20; 10/11; 10/11; 10/11; 5/6
Draw; 23/10; 23/10; 9/4; 12/5; 61/25; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 23/10; 5/2; 23/10; 23/10; 9/4; 40/17; 23/10; 47/20; 23/10; 21/10; 9/4
Nottingham Forest; 16/5; 10/3; 16/5; 3; 69/20; 14/5; 16/5; 13/5; 16/5; 16/5; 16/5; 3; 16/5; 100/30; 31/10; 16/5; 27/10; 31/10; 10/3; 16/5; 31/10; 11/8; 5/2
META; english/championship/millwall-v-nottingham-forest; 2018-03-23 14:43:53 GMT+2; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 10/11; 19/20; 19/20; 97/00; 21/20; 10/11; 1; 9/10; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 9/10; 10/11; 9/10; 37/40; 10/11; 10/11; 20/21; 5/6
Draw; 23/10; 23/10; 9/4; 12/5; 62/25; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 23/10; 13/5; 23/10; 40/17; 23/10; 9/4; 40/17; 12/5; 47/20; 40/17; 21/10; 9/4
Nottingham Forest; 16/5; 10/3; 16/5; 3; 69/20; 14/5; 16/5; 13/5; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 3; 41/13; 16/5; 27/10; 31/10; 16/5; 16/5; 41/13; 13/5; 5/2
META; english/championship/millwall-v-nottingham-forest; 2018-03-26 12:17:27 GMT+3; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 17/20; 10/11; 17/20; 19/20; 21/20; 9/10; 1; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 9/10; 7/8; 9/10; 20/23; 9/10; 10/11; 9/10; 10/11; 10/11
Draw; 23/10; 12/5; 23/10; 12/5; 62/25; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 12/5; 47/20; 5/2; 23/10; 12/5; 23/10; 9/4; 40/17; 5/2; 47/20; 12/5; 11/5; 12/5; 12/5
Nottingham Forest; 16/5; 7/2; 13/4; 17/5; 71/20; 14/5; 10/3; 13/5; 16/5; 10/3; 16/5; 10/3; 3; 17/5; 7/2; 16/5; 33/10; 16/5; 14/5; 31/10; 10/3; 16/5; 33/10; 3; 7/2; 7/2
META; english/championship/millwall-v-nottingham-forest; 2018-03-27 08:17:14 GMT+3; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 10/11; 20/23; 17/20; 93/100; 1; 20/23; 10/11; 11/13; 20/23; 9/10; 5/6; 7/10; 10/11; 10/11; 10/11; 10/11; 13/15; 13/15; 11/13; 20/23; 9/10; 10/11; 5/6; 5/6; 5/6; 10/11
Draw; 12/5; 23/10; 23/10; 12/5; 62/25; 12/5; 12/5; 23/10; 40/17; 23/10; 23/10; 5/2; 51/20; 47/20; 12/5; 23/10; 12/5; 9/4; 9/4; 23/10; 5/2; 12/5; 27/11; 11/5; 23/10; 12/5; 12/5
Nottingham Forest; 3; 10/3; 17/5; 17/5; 73/20; 3; 10/3; 11/4; 18/5; 17/5; 10/3; 10/3; 17/4; 10/3; 15/4; 16/5; 57/17; 17/5; 15/4; 7/2; 10/3; 10/3; 17/5; 3; 5/2; 7/2; 7/2
META; english/championship/millwall-v-nottingham-forest; 2018-03-28 08:18:00 GMT+3; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 10/11; 10/11; 17/20; 47/50; 10/11; 9/10; 5/6; 11/13; 10/11; 17/20; 10/11; 7/10; 10/11; 10/11; 10/11; 10/11; 13/15; 10/11; 11/13; 9/10; 9/10; 10/11; 10/11; 10/11; ; 
Draw; 12/5; 23/10; 23/10; 12/5; 49/20; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 23/10; 51/20; 47/20; 12/5; 23/10; 12/5; 9/4; 27/11; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 
Nottingham Forest; 3; 10/3; 10/3; 17/5; 73/20; 15/4; 10/3; 7/2; 18/5; 10/3; 10/3; 10/3; 17/4; 10/3; 15/4; 16/5; 57/17; 17/5; 16/5; 7/2; 10/3; 10/3; 57/17; 10/3; 7/2; 7/2; 7/2
META; english/championship/millwall-v-nottingham-forest; 2018-03-29 08:17:41 GMT+3; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 17/20; 20/23; 17/20; 47/50; 19/20; 20/23; 10/11; 11/13; 20/23; 17/20; 10/11; 7/10; 9/10; 10/11; 17/20; 10/11; 13/15; 10/11; 16/19; 10/11; 9/10; 9/10; 5/6; 10/11; 10/11; 
Draw; 12/5; 12/5; 23/10; 12/5; 121/50; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 51/20; 47/20; 12/5; 23/10; 9/4; 12/5; 40/17; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; ; 
Nottingham Forest; 15/4; 7/2; 17/5; 17/5; 37/10; 7/2; 7/2; 10/3; 18/5; 17/5; 10/3; 10/3; 17/4; 17/5; 15/4; 10/3; 17/5; 17/5; 33/10; 18/5; 18/5; 10/3; 38/11; 7/2; 7/2; 7/2; 7/2
META; english/championship/millwall-v-nottingham-forest; 2018-03-29 09:14:15 GMT+3; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 17/20; 20/23; 17/20; 93/100; 19/20; 20/23; 10/11; 11/13; 20/23; 17/20; 10/11; 7/10; 9/10; 10/11; 17/20; 13/15; 13/15; 10/11; 16/19; 9/10; 9/10; 9/10; 5/6; 10/11; 10/11; 
Draw; 12/5; 12/5; 23/10; 12/5; 49/20; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 51/20; 47/20; 12/5; 23/10; 40/17; 9/4; 12/5; 40/17; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 
Nottingham Forest; 15/4; 7/2; 17/5; 17/5; 37/10; 7/2; 7/2; 10/3; 18/5; 17/5; 10/3; 10/3; 17/4; 17/5; 15/4; 10/3; 38/11; 17/5; 33/10; 18/5; 15/4; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2
META; english/championship/millwall-v-nottingham-forest; 2018-03-29 15:17:40 GMT+3; 2018-03-30 13:00; e70300-dr003
Millwall; 10/11; 17/20; 20/23; 10/11; 47/50; 9/10; 9/10; 5/6; 13/15; 20/23; 9/10; 10/11; 17/20; 9/10; 10/11; 17/20; 10/11; 13/15; 7/8; 16/19; 37/40; 17/20; 9/10; 10/11; 10/11; 10/11; 
Draw; 12/5; 12/5; 23/10; 23/10; 121/50; 12/5; 12/5; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; 47/20; 12/5; 23/10; 40/17; 9/4; 9/4; 23/10; 12/5; 49/20; 12/5; 23/10; 12/5; 12/5; 12/5
Nottingham Forest; 15/4; 7/2; 17/5; 10/3; 37/10; 18/5; 7/2; 10/3; 18/5; 17/5; 7/2; 10/3; 7/2; 17/5; 15/4; 10/3; 17/5; 17/5; 15/4; 18/5; 18/5; 7/2; 38/11; 7/2; 7/2; 7/2; 7/2
