META; english/championship/barnsley-v-brentford; 2018-04-23 10:16:43 GMT+3; 2018-04-28 15:00; e70300-dr003
Brentford; 11/10; 1; 21/20; 1; 53/50; 23/20; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 1; 24/23; 1; 21/20; 1; 10/11; 21/20; ; 
Barnsley; 9/4; 12/5; 12/5; 11/5; 133/0; 5/2; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 12/5; 27/11; 12/5; 27/11; 5/2; 27/11; 12/5; 2; 13/5
Draw; 5/2; 11/4; 13/5; 13/5; 141/0; 12/5; 13/5; 9/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 11/4; 28/11; 11/4; 13/5; 9/4; 21/10; 11/4
META; english/championship/barnsley-v-brentford; 2018-04-24 08:16:43 GMT+3; 2018-04-28 15:00; e70300-dr003
Brentford; 11/10; 1; 21/20; 1; 107/00; 23/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 11/10; 21/20; 11/10; 21/20; 24/23; 1; 21/20; 11/10; 1; 9/10; 21/20; 
Barnsley; 9/4; 5/2; 12/5; 11/5; 5/2; 12/5; 23/10; 5/2; 12/5; 12/5; 5/2; 23/10; 49/20; 13/5; 12/5; 27/11; 5/2; 40/17; 27/11; 12/5; 27/11; 12/5; 21/10; 13/5; 
Draw; 5/2; 13/5; 13/5; 13/5; 71/25; 12/5; 13/5; 9/4; 11/4; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 28/11; 12/5; 14/5; 27/10; 14/5; 13/5; 13/5; 21/10; 11/4
META; english/championship/barnsley-v-brentford; 2018-04-25 08:16:40 GMT+3; 2018-04-28 15:00; e70300-dr003
Brentford; 1; 21/20; 1; 103/00; 21/20; 1; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 68/67; 1; 19/20; 20/21; 10/11; ; ; ; ; ; ; 
Draw; 13/5; 14/5; 13/5; 13/5; 66/25; 11/4; 5/2; 13/5; 11/4; 27/10; 13/5; 13/5; 27/10; 13/5; 13/5; 28/11; 12/5; 11/4; 27/10; 14/5; 12/5; 5/2; 23/10; 5/2; 
Barnsley; 13/5; 12/5; 5/2; 11/5; 59/20; 12/5; 13/5; 23/10; 5/2; 5/2; 12/5; 5/2; 49/20; 14/5; 5/2; 27/10; 5/2; 27/11; 27/11; 5/2; 11/4; 14/5; 12/5; 23/10; 12/5
META; english/championship/barnsley-v-brentford; 2018-04-25 12:17:17 GMT+3; 2018-04-28 15:00; e70300-dr003
Brentford; 1; 21/20; 1; 103/00; 21/20; 1; 1; 19/20; 1; 21/20; 1; 21/20; 68/67; 1; 1; 19/20; 20/21; 20/21; ; ; ; ; ; ; 
Draw; 13/5; 14/5; 13/5; 13/5; 66/25; 11/4; 5/2; 13/5; 11/4; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 28/11; 12/5; 13/5; 27/10; 14/5; 13/5; 12/5; 5/2; 13/5; 5/2
Barnsley; 13/5; 12/5; 5/2; 11/5; 59/20; 12/5; 13/5; 23/10; 5/2; 5/2; 11/4; 5/2; 5/2; 14/5; 13/5; 27/10; 5/2; 13/5; 27/11; 5/2; 11/4; 14/5; 12/5; 5/2; 12/5
META; english/championship/barnsley-v-brentford; 2018-04-26 12:17:13 GMT+3; 2018-04-28 15:00; e70300-dr003
Brentford; 1; 19/20; 19/20; 1; 51/50; 11/10; 20/21; 1; 19/20; 19/20; 10/11; 1; 1; 1; 66/67; 1; 20/21; 1; 19/20; 20/21; 1; 20/21; ; ; ; 
Draw; 13/5; 14/5; 27/10; 13/5; 53/20; 5/2; 13/5; 12/5; 11/4; 27/10; 11/4; 14/5; 11/4; 11/4; 11/4; 13/5; 5/2; 13/5; 27/10; 14/5; 13/5; 5/2; 12/5; 5/2; 5/2; 
