META; english/championship/norwich-v-barnsley; 2017-11-17 16:10:14 GMT+2; 2017-11-18 15:00; e70300-dr003
Norwich; 3/4; 8/11; 8/11; 3/4; 8/11; 7/10; 7/10; 4/6; 13/19; 8/11; 8/11; 7/10; 4/5; 3/4; 8/11; 8/11; 7/10; 5/7; 37/50; 3/4; 11/17; 8/11; 3/4; 7/10; 5/7; ; 8/11; 8/11; 8/11
Draw; 3; 29/10; 14/5; 5/2; 3; 3; 29/10; 11/4; 3; 29/10; 3; 14/5; 11/4; 29/10; 3; 14/5; 29/10; 56/19; 63/20; 3; 3; 3; 3; 59/20; 56/19; ; 14/5; 14/5; 3
Barnsley; 4; 7/2; 7/2; 4; 15/4; 15/4; 7/2; 7/2; 39/10; 18/5; 7/2; 15/4; 10/3; 18/5; 7/2; 15/4; 7/2; 15/4; 39/10; 57/17; 19/5; 7/2; 19/5; 7/2; 19/5; ; 7/2; 7/2; 4
