META; english/league-2/doncaster-v-wycombe; 2016-10-23 04:20:46 GMT+3; 2016-10-29 15:00; e70300-dr003
Wycombe; 4; 18/5; 4; 4; 4; ; 17/4; ; 4; ; 4; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; 
META; english/league-2/doncaster-v-wycombe; 2016-10-24 08:22:24 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/6; 2/3; 4/6; 4/6; 7/10; ; 7/10; ; 4/6; ; 4/6; ; 13/20; ; ; ; ; ; ; ; ; ; ; 11/17; 4/6; ; ; ; 
Draw; 11/4; 11/4; 13/5; 14/5; 11/4; ; 11/4; ; 14/5; ; 11/4; ; 11/4; ; ; ; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 
Wycombe; 4; 18/5; 4; 4; 4; ; 17/4; ; 4; ; 4; ; 17/4; ; ; ; ; ; ; ; ; ; ; 21/5; 4; ; ; ; 
META; english/league-2/doncaster-v-wycombe; 2016-10-24 12:22:58 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/6; 2/3; 4/6; 7/10; 7/10; ; 7/10; ; 4/6; ; 4/6; ; 13/20; ; ; ; ; ; ; ; ; ; ; 11/17; 4/6; ; ; ; 
Draw; 11/4; 11/4; 13/5; 11/4; 11/4; ; 11/4; ; 14/5; ; 11/4; ; 11/4; ; ; ; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 
Wycombe; 4; 18/5; 4; 4; 4; ; 17/4; ; 4; ; 4; ; 17/4; ; ; ; ; ; ; ; ; ; ; 21/5; 4; ; ; ; 
META; english/league-2/doncaster-v-wycombe; 2016-10-24 16:22:54 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/7; 8/13; 6/10; 8/13; 7/10; ; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; 3/5; 6/10; 4/7; ; 10/17; ; 11/17; ; 10/17; ; ; 11/17; 6/10; ; 8/15; 4/7; 
Draw; 3; 29/10; 27/10; 14/5; 11/4; ; 3; 5/2; 3; 14/5; 11/4; 14/5; 57/20; 13/5; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 14/5; 11/4; ; 12/5; 23/10; 
Wycombe; 19/4; 9/2; 9/2; 9/2; 4; ; 9/2; 10/3; 9/2; 19/4; 4; 9/2; 9/2; 5; 19/4; ; 50/11; ; 18/5; ; 50/11; ; ; 21/5; 9/2; ; 9/2; 9/2; 
META; english/league-2/doncaster-v-wycombe; 2016-10-24 20:23:42 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/7; 8/13; 6/10; 8/13; 7/10; 4/7; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; 3/5; 6/10; 4/7; ; 10/17; ; 11/17; ; 10/17; ; ; 11/17; 6/10; ; 4/7; 4/7; 
Draw; 3; 29/10; 27/10; 14/5; 11/4; 13/5; 3; 5/2; 3; 14/5; 11/4; 14/5; 57/20; 13/5; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 14/5; 11/4; ; 14/5; 14/5; 
Wycombe; 19/4; 9/2; 9/2; 9/2; 4; 17/4; 9/2; 10/3; 9/2; 19/4; 4; 9/2; 9/2; 5; 19/4; ; 23/5; ; 18/5; ; 23/5; ; ; 21/5; 9/2; ; 21/5; 23/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-25 00:22:32 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/7; 8/13; 6/10; 8/13; 7/10; 4/7; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; ; 6/10; 4/7; ; 10/17; ; 11/17; ; 10/17; ; ; 11/17; 6/10; ; 4/7; 4/7; 
Draw; 3; 29/10; 27/10; 14/5; 11/4; 13/5; 3; 5/2; 3; 14/5; 11/4; 14/5; ; 13/5; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 14/5; 11/4; ; 14/5; 14/5; 
Wycombe; 19/4; 9/2; 9/2; 9/2; 4; 17/4; 9/2; 10/3; 9/2; 19/4; 4; 9/2; ; 5; 19/4; ; 23/5; ; 18/5; ; 23/5; ; ; 21/5; 9/2; ; 21/5; 23/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-25 04:22:43 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/7; 8/13; 6/10; 8/13; 7/10; 4/7; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; 3/5; 6/10; 4/7; ; 10/17; ; 11/17; ; 10/17; ; ; 11/17; 6/10; ; 4/7; 4/7; 
Draw; 3; 29/10; 27/10; 14/5; 11/4; 13/5; 3; 5/2; 3; 14/5; 11/4; 14/5; 57/20; 13/5; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 14/5; 11/4; ; 14/5; 14/5; 
Wycombe; 19/4; 9/2; 9/2; 9/2; 4; 17/4; 9/2; 10/3; 9/2; 19/4; 4; 9/2; 9/2; 5; 19/4; ; 23/5; ; 18/5; ; 23/5; ; ; 21/5; 9/2; ; 9/2; 23/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-25 08:22:40 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/7; 8/13; 6/10; 8/13; 7/10; 4/7; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; 4/7; 6/10; 4/7; ; 10/17; ; 11/17; ; 10/17; ; ; 11/17; 6/10; ; 4/7; 4/7; 
Draw; 3; 29/10; 27/10; 14/5; 11/4; 13/5; 3; 5/2; 3; 14/5; 11/4; 14/5; 29/10; 13/5; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 14/5; 11/4; ; 14/5; 14/5; 
Wycombe; 19/4; 9/2; 9/2; 9/2; 4; 17/4; 9/2; 10/3; 9/2; 19/4; 4; 9/2; 19/4; 5; 19/4; ; 79/17; ; 18/5; ; 79/17; ; ; 21/5; 9/2; ; 9/2; 23/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-25 12:23:44 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/7; 8/13; 6/10; 8/13; 4/6; 4/7; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; 4/7; 6/10; 4/7; ; 10/17; ; 11/17; ; 10/17; ; ; 4/7; 6/10; ; 4/7; 4/7; 
Draw; 3; 29/10; 27/10; 14/5; 11/4; 13/5; 3; 5/2; 3; 14/5; 11/4; 14/5; 29/10; 13/5; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 11/4; ; 11/4; 14/5; 
Wycombe; 19/4; 9/2; 9/2; 9/2; 4; 17/4; 9/2; 10/3; 9/2; 19/4; 4; 9/2; 19/4; 5; 19/4; ; 79/17; ; 18/5; ; 79/17; ; ; 24/5; 9/2; ; 9/2; 23/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-25 16:22:55 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 4/7; 8/13; 6/10; 8/13; 4/6; 4/7; 8/13; 4/6; 8/13; 8/13; 4/6; 8/13; 4/7; 6/10; 4/7; ; 10/17; ; 11/17; ; 10/17; ; ; 4/7; 6/10; ; 4/7; 4/7; 
Draw; 3; 29/10; 27/10; 14/5; 11/4; 13/5; 3; 5/2; 3; 14/5; 11/4; 14/5; 29/10; 13/5; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 11/4; ; 11/4; 14/5; 
Wycombe; 19/4; 9/2; 9/2; 9/2; 4; 17/4; 9/2; 10/3; 9/2; 19/4; 4; 9/2; 19/4; 5; 19/4; ; 79/17; ; 18/5; ; 79/17; ; ; 24/5; 9/2; ; 9/2; 23/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-25 20:23:18 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 13/20; 8/13; 4/6; 4/7; 13/20; 4/6; 8/13; 13/20; 4/6; 8/13; ; 8/13; 4/7; ; 11/18; ; 11/17; ; 11/18; ; ; 4/7; 8/13; ; 4/7; 4/7; 
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 5/2; 14/5; 14/5; 11/4; 14/5; ; 5/2; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 11/4; ; 27/10; 11/4; 
Wycombe; 17/4; 17/4; 17/4; 4; 4; 4; 21/5; 10/3; 9/2; 17/4; 4; 9/2; ; 5; 19/4; ; 17/4; ; 18/5; ; 17/4; ; ; 24/5; 9/2; ; 22/5; 22/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-26 00:22:18 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 13/20; 8/13; 4/6; 4/7; 13/20; 4/6; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/7; ; 8/13; ; 11/17; ; 8/13; ; ; 4/7; 8/13; ; 4/7; 4/7; 
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 5/2; 14/5; 14/5; 11/4; 14/5; 57/20; 5/2; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 11/4; ; 27/10; 11/4; 
Wycombe; 17/4; 17/4; 17/4; 4; 4; 4; 21/5; 10/3; 9/2; 17/4; 4; 9/2; 17/4; 5; 19/4; ; 17/4; ; 18/5; ; 17/4; ; ; 24/5; 9/2; ; 22/5; 22/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-26 04:22:19 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 13/20; 8/13; 4/6; 4/7; 13/20; 4/6; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/7; ; 11/18; ; 11/17; ; 11/18; ; ; 4/7; 8/13; ; 4/7; 4/7; 
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 5/2; 14/5; 14/5; 11/4; 14/5; 57/20; 5/2; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 11/4; ; 27/10; 11/4; 
Wycombe; 17/4; 17/4; 17/4; 4; 4; 4; 21/5; 10/3; 9/2; 17/4; 4; 9/2; 17/4; 24/5; 19/4; ; 43/10; ; 18/5; ; 43/10; ; ; 24/5; 9/2; ; 22/5; 22/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-26 08:22:16 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 13/20; 8/13; 4/6; 4/7; 13/20; 4/6; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/7; ; 11/18; ; 11/17; ; 11/18; ; ; 4/7; 8/13; ; 4/7; ; 
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 5/2; 14/5; 14/5; 11/4; 14/5; 57/20; 5/2; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 11/4; ; 27/10; ; 
Wycombe; 17/4; 17/4; 17/4; 4; 4; 4; 21/5; 10/3; 9/2; 17/4; 4; 9/2; 17/4; 24/5; 19/4; ; 43/10; ; 18/5; ; 43/10; ; ; 24/5; 9/2; ; 22/5; ; 
META; english/league-2/doncaster-v-wycombe; 2016-10-26 12:24:10 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 13/20; 8/13; 4/6; 4/7; 13/20; 4/6; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/7; ; 8/13; ; 11/17; ; 8/13; ; ; 8/13; 8/13; ; 4/7; 4/7; 
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 5/2; 14/5; 14/5; 11/4; 14/5; 57/20; 5/2; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 11/4; ; 27/10; 11/4; 
Wycombe; 17/4; 17/4; 17/4; 4; 4; 4; 21/5; 10/3; 9/2; 17/4; 4; 9/2; 17/4; 24/5; 19/4; ; 43/10; ; 18/5; ; 43/10; ; ; 17/4; 9/2; ; 22/5; 22/5; 
META; english/league-2/doncaster-v-wycombe; 2016-10-26 16:23:15 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 13/20; 8/13; 4/6; 4/7; 13/20; 4/7; 8/13; 13/20; 4/6; 8/13; 8/13; 13/20; 4/7; ; 11/18; ; 11/17; ; 11/18; ; ; 8/13; 8/13; ; 4/7; 4/7; 4/6
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 11/4; 14/5; 14/5; 11/4; 14/5; 57/20; 5/2; 3; ; 14/5; ; 13/5; ; 14/5; ; ; 29/10; 11/4; ; 27/10; 11/4; 3
Wycombe; 17/4; 17/4; 4; 4; 4; 4; 21/5; 9/2; 9/2; 17/4; 4; 9/2; 17/4; 24/5; 19/4; ; 17/4; ; 18/5; ; 17/4; ; ; 17/4; 17/4; ; 22/5; 22/5; 9/2
META; english/league-2/doncaster-v-wycombe; 2016-10-26 20:23:41 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/7; 4/6; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; ; 11/17; ; 11/17; ; 11/17; ; ; 8/13; 4/6; ; 8/13; 8/13; 4/6
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 11/4; 14/5; 14/5; 11/4; 14/5; 57/20; 5/2; 3; ; 14/5; ; 13/5; ; 14/5; ; ; 29/10; 13/5; ; 13/5; 27/10; 14/5
Wycombe; 17/4; 4; 4; 4; 4; 19/5; 4; 9/2; 17/4; 4; 4; 9/2; 4; 9/2; 17/4; ; 54/13; ; 18/5; ; 54/13; ; ; 17/4; 17/4; ; 21/5; 21/5; 21/5
META; english/league-2/doncaster-v-wycombe; 2016-10-27 00:22:30 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 4/6; 4/6; 8/13; 4/6; 4/6; 8/13; ; 11/17; ; 11/17; ; 11/17; ; ; 8/13; 4/6; ; 8/13; 8/13; 4/6
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 13/5; 14/5; 14/5; 11/4; 14/5; 14/5; 5/2; 3; ; 14/5; ; 13/5; ; 14/5; ; ; 29/10; 13/5; ; 27/10; 27/10; 14/5
Wycombe; 17/4; 4; 19/5; 4; 4; 19/5; 4; 7/2; 17/4; 4; 4; 9/2; 4; 9/2; 17/4; ; 54/13; ; 18/5; ; 54/13; ; ; 17/4; 17/4; ; 21/5; 21/5; 21/5
META; english/league-2/doncaster-v-wycombe; 2016-10-27 04:22:42 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 4/6; 4/6; 8/13; 4/6; 4/6; 8/13; ; 11/17; ; 11/17; ; 11/17; ; ; 8/13; 4/6; ; 8/13; 8/13; 4/6
Draw; 3; 11/4; 13/5; 14/5; 11/4; 13/5; 3; 13/5; 14/5; 14/5; 11/4; 14/5; 14/5; 5/2; 3; ; 14/5; ; 13/5; ; 14/5; ; ; 29/10; 13/5; ; 13/5; 27/10; 14/5
Wycombe; 17/4; 4; 19/5; 4; 4; 19/5; 4; 7/2; 17/4; 4; 4; 9/2; 4; 9/2; 17/4; ; 54/13; ; 18/5; ; 54/13; ; ; 17/4; 17/4; ; 21/5; 21/5; 21/5
META; english/league-2/doncaster-v-wycombe; 2016-10-27 08:22:39 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; ; 11/17; ; 11/17; ; 11/17; ; ; 8/13; 4/6; ; 8/13; 8/13; 4/6
Draw; 3; 13/5; 13/5; 14/5; 11/4; 13/5; 3; 13/5; 14/5; 14/5; 11/4; 14/5; 57/20; 5/2; 3; ; 14/5; ; 13/5; ; 14/5; ; ; 29/10; 13/5; ; 13/5; 27/10; 14/5
Wycombe; 17/4; 19/5; 19/5; 4; 4; 19/5; 4; 7/2; 17/4; 4; 4; 9/2; 4; 9/2; 17/4; ; 54/13; ; 18/5; ; 54/13; ; ; 17/4; 17/4; ; 21/5; 21/5; 21/5
META; english/league-2/doncaster-v-wycombe; 2016-10-27 12:24:03 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 3/5; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 4/6; 4/6; 8/13; 4/6; 4/6; 8/13; ; 4/6; ; 11/17; ; 4/6; ; ; 8/13; 4/6; ; 4/6; 8/13; 4/6
Draw; 3; 13/5; 13/5; 14/5; 11/4; 13/5; 3; 13/5; 14/5; 14/5; 11/4; 14/5; 14/5; 5/2; 3; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 13/5; ; 14/5; 27/10; 14/5
Wycombe; 17/4; 19/5; 19/5; 4; 4; 19/5; 4; 7/2; 17/4; 4; 4; 9/2; 4; 9/2; 17/4; ; 54/13; ; 18/5; ; 54/13; ; ; 17/4; 17/4; ; 21/5; 4; 21/5
META; english/league-2/doncaster-v-wycombe; 2016-10-27 16:23:25 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 7/10; 4/6; 8/11; 3/4; 4/6; 4/6; 7/10; 8/13; 8/11; 3/4; 4/6; 8/13; 13/20; 8/11; 7/10; ; 5/7; ; 11/17; ; 5/7; ; ; 8/13; 8/11; ; 4/6; 4/6; 8/11
Draw; 11/4; 13/5; 5/2; 13/5; 11/4; 5/2; 29/10; 13/5; 14/5; 13/5; 11/4; 14/5; 57/20; 12/5; 14/5; ; 27/10; ; 13/5; ; 27/10; ; ; 29/10; 5/2; ; 11/4; 5/2; 14/5
Wycombe; 15/4; 19/5; 18/5; 15/4; 9/2; 7/2; 19/5; 7/2; 19/5; 7/2; 4; 9/2; 4; 4; 15/4; ; 19/5; ; 18/5; ; 19/5; ; ; 17/4; 15/4; ; 7/2; 7/2; 7/2
META; english/league-2/doncaster-v-wycombe; 2016-10-27 20:23:48 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 7/10; 3/4; 3/4; 3/4; 8/11; 4/6; 8/11; 8/13; 8/11; 3/4; 7/10; 4/6; 7/10; 3/4; 7/10; ; 14/19; ; 11/17; ; 14/19; ; ; 13/19; 3/4; ; 8/11; 8/11; 4/5
Draw; 11/4; 11/4; 5/2; 13/5; 11/4; 5/2; 14/5; 13/5; 14/5; 13/5; 11/4; 14/5; 11/4; 12/5; 14/5; ; 27/10; ; 13/5; ; 27/10; ; ; 29/10; 5/2; ; 27/10; 5/2; 14/5
Wycombe; 15/4; 18/5; 7/2; 15/4; 4; 7/2; 19/5; 7/2; 19/5; 7/2; 15/4; 4; 15/4; 4; 15/4; ; 18/5; ; 18/5; ; 18/5; ; ; 37/10; 15/4; ; 7/2; 7/2; 7/2
META; english/league-2/doncaster-v-wycombe; 2016-10-28 00:23:01 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 7/10; 3/4; 3/4; 3/4; 4/5; 4/6; 8/11; 4/6; 8/11; 8/11; 7/10; 4/6; 7/10; 3/4; 7/10; ; 5/7; ; 11/17; ; 5/7; ; ; 13/19; 8/11; ; 8/11; 8/11; 8/11
Draw; 11/4; 11/4; 5/2; 13/5; 11/4; 5/2; 14/5; 13/5; 14/5; 13/5; 11/4; 14/5; 11/4; 12/5; 14/5; ; 27/10; ; 13/5; ; 27/10; ; ; 29/10; 13/5; ; 11/4; 5/2; 14/5
Wycombe; 15/4; 18/5; 7/2; 15/4; 7/2; 7/2; 19/5; 7/2; 19/5; 15/4; 15/4; 4; 15/4; 4; 15/4; ; 19/5; ; 18/5; ; 19/5; ; ; 37/10; 15/4; ; 7/2; 7/2; 4
META; english/league-2/doncaster-v-wycombe; 2016-10-28 00:57:08 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 7/10; 3/4; 3/4; 3/4; 4/5; 4/6; 8/11; 4/6; 8/11; 8/11; 7/10; 4/6; 8/11; 3/4; 7/10; ; 5/7; ; 11/17; ; 5/7; ; ; 13/19; 8/11; ; 8/11; 8/11; 8/11
Draw; 11/4; 11/4; 5/2; 13/5; 11/4; 5/2; 14/5; 13/5; 14/5; 13/5; 11/4; 14/5; 11/4; 12/5; 14/5; ; 27/10; ; 13/5; ; 27/10; ; ; 29/10; 13/5; ; 11/4; 5/2; 14/5
Wycombe; 15/4; 18/5; 7/2; 15/4; 7/2; 7/2; 19/5; 7/2; 19/5; 15/4; 15/4; 4; 7/2; 4; 15/4; ; 19/5; ; 18/5; ; 19/5; ; ; 37/10; 15/4; ; 7/2; 7/2; 4
META; english/league-2/doncaster-v-wycombe; 2016-10-28 01:47:20 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 7/10; 3/4; 3/4; 3/4; 4/5; 4/6; 7/10; 4/6; 8/11; 8/11; 7/10; 4/6; 7/10; 3/4; 7/10; ; 5/7; ; 11/17; ; 5/7; ; ; 13/19; 8/11; ; 8/11; 8/11; 8/11
Draw; 11/4; 11/4; 5/2; 13/5; 11/4; 5/2; 29/10; 13/5; 14/5; 13/5; 11/4; 14/5; 11/4; 12/5; 14/5; ; 27/10; ; 13/5; ; 27/10; ; ; 29/10; 13/5; ; 11/4; 5/2; 14/5
Wycombe; 15/4; 18/5; 7/2; 15/4; 7/2; 7/2; 19/5; 7/2; 19/5; 15/4; 15/4; 4; 15/4; 4; 15/4; ; 19/5; ; 18/5; ; 19/5; ; ; 37/10; 15/4; ; 7/2; 7/2; 4
META; english/league-2/doncaster-v-wycombe; 2016-10-28 03:47:23 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 7/10; 3/4; 3/4; 3/4; 4/5; 4/6; 7/10; 4/6; 8/11; 8/11; 7/10; 4/6; ; 3/4; 7/10; ; 5/7; ; 11/17; ; 5/7; ; ; 13/19; 8/11; ; 8/11; 8/11; 8/11
Draw; 11/4; 11/4; 5/2; 13/5; 11/4; 5/2; 29/10; 13/5; 14/5; 13/5; 11/4; 14/5; ; 12/5; 14/5; ; 27/10; ; 13/5; ; 27/10; ; ; 29/10; 13/5; ; 11/4; 5/2; 14/5
Wycombe; 15/4; 18/5; 7/2; 15/4; 7/2; 7/2; 19/5; 7/2; 19/5; 15/4; 15/4; 4; ; 4; 15/4; ; 19/5; ; 18/5; ; 19/5; ; ; 37/10; 15/4; ; 7/2; 7/2; 4
META; english/league-2/doncaster-v-wycombe; 2016-10-28 04:22:49 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 7/10; 3/4; 3/4; 3/4; 4/5; 4/6; 7/10; 4/6; 8/11; 8/11; 7/10; 4/6; ; 3/4; 7/10; ; 9/13; ; 11/17; ; 9/13; ; ; 13/19; 8/11; ; 8/11; 8/11; 8/11
Draw; 11/4; 11/4; 5/2; 13/5; 11/4; 5/2; 29/10; 13/5; 14/5; 13/5; 11/4; 14/5; ; 12/5; 14/5; ; 11/4; ; 13/5; ; 11/4; ; ; 29/10; 13/5; ; 11/4; 5/2; 14/5
Wycombe; 15/4; 18/5; 7/2; 15/4; 7/2; 7/2; 19/5; 7/2; 19/5; 15/4; 15/4; 4; ; 4; 15/4; ; 19/5; ; 18/5; ; 19/5; ; ; 37/10; 15/4; ; 7/2; 7/2; 4
META; english/league-2/doncaster-v-wycombe; 2016-10-28 05:47:23 GMT+3; 2016-10-29 15:00; e70300-dr003
Doncaster; 7/10; 3/4; 3/4; 3/4; 4/5; 4/6; 3/4; 4/6; 8/11; 8/11; 7/10; 4/6; 4/6; 3/4; 7/10; ; 9/13; ; 11/17; ; 9/13; ; ; 13/19; 8/11; ; 8/11; 8/11; 8/11
