META; english/league-2/cheltenham-v-accrington; 2017-01-08 00:22:52 GMT+2; 2017-01-14 15:00; e70300-dr003
Accrington; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-08 04:21:37 GMT+2; 2017-01-14 15:00; e70300-dr003
Accrington; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-08 08:21:45 GMT+2; 2017-01-14 15:00; e70300-dr003
Accrington; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-08 12:22:25 GMT+2; 2017-01-14 15:00; e70300-dr003
Accrington; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cheltenham; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-08 16:22:35 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 11/8; 13/8; ; ; ; ; 31/20; ; ; ; ; ; ; ; ; 17/11; ; ; ; ; ; 29/20; ; ; ; ; ; ; 
Accrington; 15/8; 3/2; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; 101/50; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 5/2; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-08 20:22:42 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 6/4; 13/8; 31/20; ; ; ; 31/20; ; 8/5; 8/5; 31/20; ; 31/20; ; ; 8/5; 6/4; ; ; ; 6/4; 33/20; ; ; ; ; ; ; 
Accrington; 17/10; 3/2; 17/10; ; ; ; 7/4; ; 9/5; 17/10; 33/20; ; 17/10; ; ; 7/4; 28/17; ; ; ; 28/17; 7/4; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 43/20; ; ; ; 12/5; ; 23/10; 23/10; 21/10; ; 23/10; ; ; 12/5; 40/17; ; ; ; 40/17; 5/2; ; ; ; ; ; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-09 00:21:35 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 6/4; 13/8; 31/20; ; 8/5; ; 31/20; ; 8/5; 8/5; 31/20; ; 31/20; ; ; 8/5; 17/11; ; ; ; 17/11; 33/20; ; ; ; ; 6/4; ; 
Accrington; 17/10; 3/2; 33/20; ; 9/5; ; 7/4; ; 9/5; 17/10; 33/20; ; 17/10; ; ; 7/4; 17/10; ; ; ; 17/10; 7/4; ; ; ; ; 8/5; ; 
Draw; 12/5; 23/10; 43/20; ; 12/5; ; 12/5; ; 23/10; 23/10; 21/10; ; 23/10; ; ; 12/5; 28/13; ; ; ; 28/13; 5/2; ; ; ; ; 21/10; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-09 04:21:19 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 6/4; 13/8; 31/20; 31/20; 8/5; ; 31/20; ; 8/5; 8/5; 31/20; ; 31/20; ; ; 8/5; 17/11; 17/11; ; 6/4; 17/11; 33/20; ; 17/11; ; ; 8/5; ; 
Accrington; 17/10; 3/2; 33/20; 17/10; 9/5; ; 7/4; ; 9/5; 17/10; 33/20; ; 17/10; ; ; 7/4; 17/10; 17/10; ; 17/10; 17/10; 7/4; ; 17/10; ; ; 8/5; ; 
Draw; 12/5; 23/10; 43/20; 23/10; 12/5; ; 12/5; ; 23/10; 23/10; 21/10; ; 23/10; ; ; 12/5; 11/5; 9/4; ; 9/4; 11/5; 5/2; ; 9/4; ; ; 11/5; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-09 08:21:28 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 6/4; 13/8; 31/20; 31/20; 8/5; ; 31/20; ; 8/5; 8/5; 31/20; ; 31/20; ; ; 8/5; 17/11; 17/11; ; 6/4; 17/11; 33/20; ; 17/11; ; ; 8/5; ; 
Accrington; 17/10; 3/2; 33/20; 17/10; 9/5; ; 7/4; ; 9/5; 17/10; 33/20; ; 17/10; ; ; 7/4; 17/10; 17/10; ; 17/10; 17/10; 7/4; ; 17/10; ; ; 8/5; ; 
Draw; 12/5; 23/10; 43/20; 23/10; 12/5; ; 12/5; ; 23/10; 23/10; 21/10; ; 23/10; ; ; 12/5; 11/5; 9/4; ; 9/4; 11/5; 5/2; ; 9/4; ; ; 11/5; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-09 12:21:49 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 6/4; 8/5; 31/20; 8/5; 8/5; 6/4; 31/20; 6/4; 8/5; 8/5; 31/20; ; 31/20; ; 13/8; 8/5; 17/11; 17/11; 6/4; 6/4; 17/11; 33/20; 6/4; 17/11; ; ; 13/8; 6/4; 
Accrington; 17/10; 7/4; 33/20; 7/4; 9/5; 13/8; 7/4; 6/4; 9/5; 17/10; 33/20; ; 17/10; ; 9/5; 7/4; 17/10; 17/10; 17/10; 17/10; 17/10; 7/4; 13/8; 17/10; ; ; 13/8; 13/8; 
Draw; 12/5; 9/4; 43/20; 9/4; 12/5; 43/20; 12/5; 11/5; 23/10; 23/10; 21/10; ; 23/10; ; 21/10; 23/10; 11/5; 9/4; 23/10; 9/4; 11/5; 5/2; 23/10; 9/4; ; ; 9/4; 11/5; 
META; english/league-2/cheltenham-v-accrington; 2017-01-09 16:22:26 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 6/4; 13/8; 8/5; 8/5; 13/8; 6/4; 31/20; 6/4; 8/5; 8/5; 31/20; 6/4; 31/20; ; 13/8; 8/5; 17/11; 6/4; 6/4; 17/11; 33/20; 6/4; 17/11; 8/5; ; 13/8; 6/4; 
Accrington; 17/10; 7/4; 17/10; 7/4; 9/5; 13/8; 7/4; 6/4; 9/5; 17/10; 33/20; 6/4; 17/10; ; 9/5; 7/4; 17/10; 17/10; 17/10; 17/10; 7/4; 13/8; 17/10; 7/4; ; 13/8; 13/8; 
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; 43/20; 12/5; 11/5; 23/10; 9/4; 21/10; 21/10; 23/10; ; 21/10; 23/10; 11/5; 23/10; 9/4; 11/5; 5/2; 23/10; 9/4; 11/5; ; 9/4; 11/5; 
META; english/league-2/cheltenham-v-accrington; 2017-01-09 20:22:08 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 31/20; 13/8; 8/5; 13/8; 13/8; 6/4; 8/5; 6/4; 13/8; 13/8; 8/5; 6/4; 8/5; 6/4; 8/5; 8/5; 17/11; 6/4; 6/4; 17/11; 43/25; 6/4; 17/11; 8/5; ; 17/10; 6/4; 
Accrington; 13/8; 7/4; 17/10; 9/5; 7/4; 13/8; 17/10; 6/4; 9/5; 7/4; 17/10; 6/4; 17/10; 13/8; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 44/25; 13/8; 17/10; 17/10; ; 13/8; 13/8; 
Draw; 12/5; 11/5; 41/20; 21/10; 12/5; 21/10; 12/5; 11/5; 9/4; 11/5; 2; 21/10; 9/4; 5/2; 11/5; 23/10; 28/13; 9/4; 9/4; 28/13; 119/50; 23/10; 9/4; 11/5; ; 9/4; 11/5; 
META; english/league-2/cheltenham-v-accrington; 2017-01-10 00:21:52 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 31/20; 13/8; 13/8; 13/8; 13/8; 6/4; 8/5; 6/4; 13/8; 13/8; 8/5; 6/4; 8/5; 6/4; 8/5; 8/5; 17/11; 6/4; 6/4; 17/11; 43/25; 6/4; 17/11; 8/5; ; 13/8; 6/4; 
Accrington; 13/8; 9/5; 17/10; 9/5; 7/4; 13/8; 17/10; 6/4; 9/5; 7/4; 17/10; 6/4; 17/10; 13/8; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 44/25; 13/8; 17/10; 17/10; ; 13/8; 13/8; 
Draw; 12/5; 21/10; 2; 21/10; 12/5; 21/10; 12/5; 11/5; 9/4; 11/5; 2; 21/10; 9/4; 5/2; 11/5; 23/10; 28/13; 9/4; 9/4; 28/13; 119/50; 23/10; 9/4; 11/5; ; 9/4; 21/10; 
META; english/league-2/cheltenham-v-accrington; 2017-01-10 04:21:50 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 31/20; 13/8; 13/8; 13/8; 13/8; 6/4; 8/5; 6/4; 13/8; 13/8; 8/5; 6/4; 8/5; 6/4; 8/5; 8/5; 17/11; 6/4; 6/4; 17/11; 43/25; 6/4; 17/11; 8/5; ; 13/8; 6/4; 
Accrington; 13/8; 9/5; 17/10; 9/5; 7/4; 13/8; 17/10; 6/4; 9/5; 7/4; 17/10; 6/4; 17/10; 13/8; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 44/25; 13/8; 17/10; 17/10; ; 17/10; 13/8; 
Draw; 12/5; 21/10; 2; 21/10; 12/5; 21/10; 12/5; 11/5; 9/4; 11/5; 2; 21/10; 9/4; 5/2; 11/5; 23/10; 28/13; 9/4; 9/4; 28/13; 119/50; 23/10; 9/4; 11/5; ; 9/4; 21/10; 
META; english/league-2/cheltenham-v-accrington; 2017-01-10 08:22:03 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 31/20; 13/8; 13/8; 13/8; 13/8; 6/4; 8/5; 6/4; 13/8; 13/8; 8/5; 6/4; 8/5; 6/4; 8/5; 8/5; 17/11; 6/4; 6/4; 17/11; 43/25; 6/4; 17/11; 8/5; ; 13/8; ; 
Accrington; 13/8; 9/5; 17/10; 9/5; 7/4; 33/20; 17/10; 6/4; 9/5; 7/4; 17/10; 6/4; 17/10; 13/8; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 44/25; 13/8; 17/10; 17/10; ; 17/10; ; 
Draw; 12/5; 21/10; 2; 21/10; 12/5; 21/10; 12/5; 11/5; 9/4; 11/5; 2; 21/10; 9/4; 5/2; 11/5; 23/10; 28/13; 9/4; 9/4; 28/13; 119/50; 23/10; 9/4; 11/5; ; 9/4; ; 
META; english/league-2/cheltenham-v-accrington; 2017-01-10 12:22:18 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 31/20; 13/8; 13/8; 13/8; 13/8; 6/4; 8/5; 6/4; 13/8; 13/8; 8/5; 6/4; 8/5; 6/4; 8/5; 8/5; 17/11; 6/4; 8/5; 17/11; 43/25; 6/4; 8/5; 8/5; ; 13/8; 6/4; 
Accrington; 13/8; 9/5; 17/10; 9/5; 7/4; 33/20; 17/10; 6/4; 9/5; 7/4; 17/10; 6/4; 17/10; 13/8; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 44/25; 13/8; 7/4; 17/10; ; 17/10; 13/8; 
Draw; 12/5; 21/10; 2; 21/10; 12/5; 21/10; 12/5; 11/5; 9/4; 11/5; 2; 21/10; 9/4; 5/2; 11/5; 23/10; 28/13; 9/4; 9/4; 28/13; 119/50; 23/10; 9/4; 11/5; ; 9/4; 21/10; 
META; english/league-2/cheltenham-v-accrington; 2017-01-10 16:22:36 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 31/20; 13/8; 8/5; 13/8; 13/8; 6/4; 8/5; 6/4; 13/8; 13/8; 8/5; 6/4; 8/5; 6/4; 8/5; 8/5; 17/11; 6/4; 8/5; 17/11; 43/25; 6/4; 8/5; 8/5; ; 13/8; 6/4; 
Accrington; 13/8; 9/5; 17/10; 7/4; 7/4; 13/8; 17/10; 6/4; 9/5; 17/10; 33/20; 6/4; 17/10; 13/8; 7/4; 7/4; 28/17; 7/4; 7/4; 28/17; 7/4; 13/8; 7/4; 17/10; ; 13/8; 13/8; 
Draw; 12/5; 21/10; 21/10; 11/5; 12/5; 21/10; 12/5; 11/5; 9/4; 11/5; 21/10; 21/10; 9/4; 5/2; 11/5; 23/10; 11/5; 9/4; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; ; 9/4; 21/10; 
META; english/league-2/cheltenham-v-accrington; 2017-01-10 20:22:29 GMT+2; 2017-01-14 15:00; e70300-dr003
Cheltenham; 31/20; 13/8; 8/5; 13/8; 17/10; 6/4; 8/5; 6/4; 13/8; 13/8; 8/5; 6/4; 8/5; 13/8; 8/5; 8/5; 17/11; 6/4; 8/5; 17/11; 43/25; 6/4; 8/5; 8/5; ; 13/8; 6/4; 
Accrington; 13/8; 17/10; 17/10; 7/4; 7/4; 13/8; 17/10; 6/4; 9/5; 17/10; 33/20; 6/4; 17/10; 17/10; 7/4; 8/5; 28/17; 7/4; 7/4; 28/17; 7/4; 13/8; 7/4; 17/10; ; 13/8; 13/8; 
