META; english/league-2/luton-v-mansfield; 2016-10-16 00:25:19 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 10/11; 10/11; 20/21; 19/20; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 11/4; 11/4; 11/4; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 09:47:01 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 10/11; 10/11; 20/21; 19/20; 17/20; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 12/5; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 13/5; 11/4; 11/4; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 11:47:21 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 10/11; 10/11; 20/21; 19/20; 17/20; 20/21; 10/11; 10/11; 20/21; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 11/4; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 13/5; 14/5; 11/4; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 12:22:18 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 10/11; 10/11; 20/21; 19/20; 17/20; 20/21; 10/11; 10/11; 20/21; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 11/4; 5/2; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 13/5; 12/5; 
Mansfield; 14/5; 3; 29/10; 11/4; 3; 13/5; 14/5; 11/4; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 13:00:09 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 10/11; 20/21; 19/20; 17/20; 20/21; 1; 10/11; 20/21; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 11/4; 12/5; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 13/5; 12/5; 
Mansfield; 14/5; 14/5; 29/10; 11/4; 3; 13/5; 14/5; 13/5; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 13:47:25 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 10/11; 20/21; 19/20; 17/20; 20/21; 1; 10/11; 20/21; 10/11; 10/11; 10/11; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 11/4; 12/5; 5/2; 5/2; 23/10; 5/2; 51/20; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 13/5; 12/5; 
Mansfield; 14/5; 14/5; 29/10; 11/4; 3; 13/5; 14/5; 13/5; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 15:47:35 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 10/11; 20/21; 19/20; 17/20; 20/21; 1; 10/11; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 11/4; 12/5; 5/2; 5/2; 23/10; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 13/5; 12/5; 
Mansfield; 14/5; 14/5; 29/10; 11/4; 3; 13/5; 14/5; 13/5; 3; 14/5; 14/5; 14/5; 14/5; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 14/5; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 16:24:34 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 19/20; 20/21; 19/20; 17/20; 20/21; 1; ; 20/21; 19/20; 1; 10/11; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 20/21; 10/11; 
Draw; 11/4; 12/5; 23/10; 5/2; 5/2; 12/5; 11/4; 12/5; ; 5/2; 9/4; 12/5; 51/20; 23/10; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 13/5; 12/5; 
Mansfield; 14/5; 14/5; 14/5; 11/4; 3; 13/5; 14/5; 13/5; ; 14/5; 27/10; 14/5; 14/5; 14/5; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 17:47:34 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 1; 1; 21/20; 10/11; 21/20; 1; 1; 1; 19/20; 1; 19/20; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 10/11; 
Draw; 11/4; 12/5; 9/4; 13/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 14/5; 13/5; 5/2; 13/5; 5/2; 5/2; 13/5; 14/5; 13/5; 14/5; 14/5; 11/4; 27/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; ; 27/10; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 18:33:54 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 21/20; 1; 21/20; 1; 19/20; 1; 19/20; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 10/11; 
Draw; 11/4; 23/10; 9/4; 13/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 14/5; 13/5; 5/2; 13/5; 5/2; 5/2; 13/5; 14/5; 13/5; 14/5; 14/5; 11/4; 27/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; ; 27/10; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 19:47:48 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 21/20; 1; 21/20; 1; 19/20; 1; 1; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 10/11; 
Draw; 11/4; 23/10; 9/4; 13/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 14/5; 13/5; 5/2; 13/5; 5/2; 5/2; 13/5; 14/5; 13/5; 14/5; 14/5; 53/20; 27/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; ; 27/10; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 20:24:33 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 1; 1; 21/20; 1; 19/20; 1; 1; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 10/11; 
Draw; 11/4; 23/10; 9/4; 13/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 13/5; 13/5; 5/2; 13/5; 5/2; 27/10; 13/5; 14/5; 13/5; 14/5; 14/5; 53/20; 27/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; ; 27/10; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-21 23:47:19 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 1; 1; 21/20; 1; 1; 1; ; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 10/11; 
Draw; 11/4; 23/10; 9/4; 13/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 13/5; 13/5; 5/2; 13/5; 5/2; 27/10; 13/5; 14/5; 13/5; 13/5; 14/5; ; 27/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; ; 13/5; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 00:23:01 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 1; 1; 21/20; 1; 1; 1; ; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 10/11; 
Draw; 11/4; 5/2; 9/4; 13/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; ; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 13/5; 13/5; 5/2; 13/5; 5/2; 27/10; 13/5; 14/5; 13/5; 27/10; 14/5; ; 27/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; ; 13/5; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 00:58:16 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 1; 1; 21/20; 1; 1; 1; 1; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 1; 
Draw; 11/4; 5/2; 9/4; 13/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 23/10; 
Mansfield; 14/5; 13/5; 13/5; 5/2; 13/5; 5/2; 27/10; 13/5; 14/5; 13/5; 27/10; 14/5; 53/20; 27/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; ; 13/5; 13/5; 
META; english/league-2/luton-v-mansfield; 2016-10-22 01:50:36 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 1; 1; 21/20; 1; 1; 1; 1; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 1; 
Draw; 11/4; 5/2; 9/4; 13/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 23/10; 
Mansfield; 14/5; 13/5; 13/5; 5/2; 13/5; 5/2; 27/10; 13/5; 14/5; 13/5; 27/10; 14/5; 53/20; 27/10; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 13/5; ; 13/5; 5/2; 
META; english/league-2/luton-v-mansfield; 2016-10-22 03:46:57 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 21/20; 1; 21/20; 1; 1; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 1; 1; 
Draw; 11/4; 5/2; 9/4; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 23/10; 
Mansfield; 14/5; 13/5; 13/5; 14/5; 13/5; 5/2; 13/5; 13/5; 14/5; 13/5; 27/10; 14/5; 11/4; 11/4; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 13/5; 5/2; 
META; english/league-2/luton-v-mansfield; 2016-10-22 04:22:37 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 21/20; 1; 21/20; 1; 1; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 1; 1; 
Draw; 11/4; 5/2; 9/4; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 23/10; 
Mansfield; 14/5; 13/5; 13/5; 14/5; 13/5; 5/2; 13/5; 13/5; 14/5; 13/5; 13/5; 14/5; 11/4; 11/4; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 13/5; 5/2; 
META; english/league-2/luton-v-mansfield; 2016-10-22 05:46:56 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 21/20; 1; 21/20; 1; 1; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 1; 1; 
Draw; 11/4; 5/2; 9/4; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 13/5; 13/5; 14/5; 13/5; 5/2; 13/5; 13/5; 14/5; 13/5; 13/5; 14/5; 11/4; 11/4; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 27/10; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 06:33:13 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 21/20; 1; 21/20; 1; 1; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 1; 1; 
Draw; 11/4; 5/2; 9/4; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 23/10; 
Mansfield; 14/5; 13/5; 13/5; 14/5; 13/5; 5/2; 13/5; 13/5; 14/5; 13/5; 13/5; 14/5; 11/4; 11/4; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 27/10; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 07:46:53 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 21/20; 1; 21/20; 1; 19/20; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 1; 1; 
Draw; 11/4; 12/5; 9/4; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 11/4; 13/5; 14/5; 13/5; 5/2; 13/5; 13/5; 14/5; 13/5; 11/4; 14/5; 11/4; 11/4; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 27/10; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 08:23:13 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 21/20; 1; 21/20; 1; 19/20; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 1; 1; 
Draw; 11/4; 12/5; 9/4; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 11/4; 13/5; 14/5; 13/5; 5/2; 13/5; 13/5; 14/5; 13/5; 11/4; 14/5; 11/4; 11/4; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 27/10; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 09:46:56 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 19/20; 1; 21/20; 10/11; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 1; 1; 
Draw; 11/4; 12/5; 23/10; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 11/4; 27/10; 14/5; 13/5; 5/2; 11/4; 13/5; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 11/4; ; ; ; 13/5; ; ; ; ; 11/4; 11/4; ; 14/5; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 11:46:54 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 19/20; 1; 21/20; 10/11; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 1; 1; 
Draw; 11/4; 12/5; 23/10; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 45/17; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 14/5; 11/4; 14/5; 13/5; 5/2; 11/4; 13/5; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 11/4; ; ; ; 13/5; ; ; ; ; 45/17; 11/4; ; 14/5; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 12:24:22 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 19/20; 1; 21/20; 10/11; 1; 1; 1; 20/21; 19/20; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 20/21; 1; 
Draw; 11/4; 12/5; 23/10; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 12/5; 13/5; ; ; ; 12/5; ; ; ; ; 45/17; 5/2; ; 5/2; 23/10; 
Mansfield; 14/5; 14/5; 11/4; 14/5; 13/5; 5/2; 11/4; 13/5; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 11/4; ; ; ; 13/5; ; ; ; ; 45/17; 11/4; ; 14/5; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 13:05:19 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 19/20; 1; 21/20; 10/11; 20/21; 1; 1; 20/21; 21/20; 1; 19/20; 1; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 1; ; 20/21; 1; 
Draw; 11/4; 12/5; 23/10; 12/5; 13/5; 23/10; 11/4; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; ; ; ; 12/5; ; ; ; ; 45/17; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 14/5; 11/4; 14/5; 13/5; 5/2; 14/5; 13/5; 14/5; 14/5; 14/5; 14/5; 11/4; 3; 11/4; ; ; ; 13/5; ; ; ; ; 45/17; 11/4; ; 14/5; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 13:47:02 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 1; 1; 21/20; 10/11; 1; 1; 21/20; 1; 21/20; 19/20; 19/20; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 20/21; 1; 
Draw; 11/4; 12/5; 23/10; 12/5; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; ; ; ; 12/5; ; ; ; ; 45/17; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 14/5; 27/10; 14/5; 13/5; 5/2; 27/10; 13/5; 14/5; 11/4; 14/5; 14/5; 11/4; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 45/17; 13/5; ; 11/4; 27/10; 
META; english/league-2/luton-v-mansfield; 2016-10-22 15:47:00 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 19/20; 1; 1; 21/20; 10/11; 1; 1; 21/20; 1; 21/20; 19/20; 19/20; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 1; 
Draw; 11/4; 12/5; 23/10; 5/2; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; ; ; ; 12/5; ; ; ; ; 45/17; 5/2; ; 5/2; 12/5; 
Mansfield; 14/5; 14/5; 27/10; 5/2; 13/5; 5/2; 27/10; 13/5; 14/5; 13/5; 14/5; 14/5; 11/4; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 45/17; 13/5; ; 11/4; 14/5; 
META; english/league-2/luton-v-mansfield; 2016-10-22 16:22:14 GMT+3; 2016-10-22 15:00; e70300-dr003
Luton; 1; 1; 1; 1; 21/20; 10/11; 1; 1; 21/20; 1; 21/20; 19/20; 19/20; 21/20; 19/20; ; ; ; 9/10; ; ; ; ; 19/20; 21/20; ; 1; 1; 
Draw; 11/4; 12/5; 23/10; 5/2; 13/5; 23/10; 27/10; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; ; ; ; 12/5; ; ; ; ; 45/17; 5/2; ; 5/2; 5/2; 
Mansfield; 14/5; 14/5; 27/10; 5/2; 13/5; 5/2; 27/10; 13/5; 14/5; 13/5; 14/5; 14/5; 11/4; 29/10; 11/4; ; ; ; 13/5; ; ; ; ; 45/17; 13/5; ; 11/4; 11/4; 
META; english/league-2/luton-v-mansfield; 2016-10-22 17:46:53 GMT+3; 2016-10-22 15:00; In Play; e70300-dr003
Mansfield; 4/6; 8/13; ; 9/10; ; ; 4/6; 8/11; ; 4/6; ; ; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; ; 9/4; ; ; 13/5; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; 
Luton; 5; 9/2; ; 13/5; ; ; 22/5; 4; ; 17/4; ; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; ; 
META; english/league-2/luton-v-mansfield; 2016-10-22 18:34:22 GMT+3; 2016-10-22 15:00; In Play; e70300-dr003
Draw; 9/4; 13/5; 11/5; 12/5; ; ; 29/10; 13/5; ; 11/4; ; 13/5; ; 5/2; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; 
Mansfield; 2/5; 4/11; 14/5; 2/5; ; ; 4/11; 2/5; ; 4/11; ; 8/13; ; 29/10; ; ; ; ; 10/21; ; ; ; ; ; ; ; ; 1/2; 
Luton; 11; 11; 1; 8; ; ; 11; 10; ; 12; ; 5; ; 21/20; ; ; ; ; 33/4; ; ; ; ; ; ; ; ; 36/5; 
