META; english/league-2/notts-county-v-luton; 2016-10-23 04:20:55 GMT+3; 2016-10-29 15:00; e70300-dr003
Luton; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-luton; 2016-10-23 08:22:13 GMT+3; 2016-10-29 15:00; e70300-dr003
Luton; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-luton; 2016-10-23 12:22:21 GMT+3; 2016-10-29 15:00; e70300-dr003
Luton; 6/4; 7/5; ; ; 6/4; ; 31/20; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; 9/5; 9/5; ; ; 7/4; ; 9/5; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-luton; 2016-10-23 16:22:32 GMT+3; 2016-10-29 15:00; e70300-dr003
Luton; 6/4; 7/5; ; 31/20; 6/4; ; 31/20; ; ; ; 13/8; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Notts County; 9/5; 9/5; ; 7/4; 7/4; ; 9/5; ; ; ; 13/8; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; 23/10; 23/10; ; 23/10; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-luton; 2016-10-23 20:23:02 GMT+3; 2016-10-29 15:00; e70300-dr003
Luton; 6/4; 7/5; 29/20; 31/20; ; ; 31/20; ; 8/5; ; 13/8; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
