META; english/league-2/notts-county-v-barnet; 2017-03-12 00:22:23 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-12 04:22:52 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-12 08:23:32 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-12 12:22:29 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-12 16:22:38 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; 19/10; 9/5; ; ; 2; ; 19/10; ; 2; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 9/4; ; ; 12/5; ; 12/5; ; 12/5; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-12 20:24:11 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; ; ; 7/5; ; 7/5; ; 7/5; ; 27/20; ; ; ; ; 7/5; ; ; ; 23/17; ; ; ; ; ; ; ; 
Barnet; 19/10; 9/5; ; ; 2; ; 19/10; ; 2; ; 15/8; ; ; ; ; 2; ; ; ; 24/13; ; ; ; ; ; ; ; 
Draw; 23/10; 9/4; ; ; 12/5; ; 12/5; ; 12/5; ; 11/5; ; ; ; ; 12/5; ; ; ; 9/4; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-13 00:22:05 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; ; ; 7/5; ; 7/5; ; 7/5; ; 27/20; ; ; ; ; 7/5; 23/17; ; ; 23/17; ; ; ; ; ; ; ; 
Barnet; 19/10; 9/5; ; ; 2; ; 19/10; ; 2; ; 15/8; ; ; ; ; 2; 24/13; ; ; 24/13; ; ; ; ; ; ; ; 
Draw; 23/10; 9/4; ; ; 12/5; ; 12/5; ; 12/5; ; 11/5; ; ; ; ; 23/10; 9/4; ; ; 9/4; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-13 04:21:38 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; ; ; 7/5; ; 7/5; ; 7/5; ; 27/20; ; ; ; ; 7/5; 23/17; ; ; 23/17; ; ; ; ; ; ; ; 
Barnet; 19/10; 9/5; ; ; 2; ; 19/10; ; 2; ; 15/8; ; ; ; ; 2; 24/13; ; ; 24/13; ; ; ; ; ; ; ; 
Draw; 23/10; 9/4; ; ; 12/5; ; 12/5; ; 12/5; ; 11/5; ; ; ; ; 23/10; 9/4; ; ; 9/4; ; ; ; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-13 08:22:05 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; ; ; 7/5; ; 7/5; ; 7/5; ; 27/20; ; 11/8; ; ; 7/5; 23/17; ; 11/8; 23/17; ; ; 11/8; ; ; ; ; 
Barnet; 19/10; 9/5; ; ; 2; ; 19/10; ; 2; ; 15/8; ; 19/10; ; ; 15/8; 9/5; ; 9/5; 9/5; ; ; 24/13; ; ; ; ; 
Draw; 23/10; 9/4; ; ; 12/5; ; 12/5; ; 12/5; ; 11/5; ; 47/20; ; ; 12/5; 9/4; ; 12/5; 9/4; ; ; 12/5; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-13 12:23:21 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; ; ; 7/5; ; 7/5; 7/5; 7/5; ; 27/20; 7/5; 11/8; ; ; 7/5; 23/17; ; 11/8; 23/17; ; ; 11/8; ; ; ; ; 
Barnet; 19/10; 9/5; ; ; 2; ; 19/10; 15/8; 2; ; 15/8; 19/10; 19/10; ; ; 15/8; 9/5; ; 9/5; 9/5; ; ; 24/13; ; ; ; ; 
Draw; 23/10; 9/4; ; ; 12/5; ; 12/5; 23/10; 12/5; ; 11/5; 23/10; 47/20; ; ; 12/5; 9/4; ; 12/5; 9/4; ; ; 12/5; ; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-13 16:26:42 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; 7/5; ; 7/5; ; 7/5; 7/5; 7/5; ; 7/5; 7/5; 11/8; ; ; 7/5; 23/17; ; 11/8; 23/17; ; ; 11/8; ; 11/8; ; ; ; 
Barnet; 19/10; 9/5; 15/8; ; 2; ; 2; 15/8; 2; ; 15/8; 19/10; 19/10; ; ; 2; 9/5; ; 9/5; 9/5; ; ; 24/13; ; 24/13; ; ; ; 
Draw; 23/10; 9/4; 43/20; ; 12/5; ; 12/5; 23/10; 12/5; ; 21/10; 23/10; 47/20; ; ; 23/10; 23/10; ; 12/5; 23/10; ; ; 12/5; ; 12/5; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-13 20:24:00 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; 11/8; ; 7/5; 13/10; 7/5; 13/10; 7/5; 7/5; 11/8; 11/8; 11/8; ; 7/5; 7/5; 23/17; 23/17; 11/8; 23/17; ; ; 11/8; 11/8; 11/8; ; ; ; 
Barnet; 19/10; 9/5; 37/20; ; 2; 9/5; 19/10; 7/4; 2; 9/5; 9/5; 9/5; 19/10; ; 19/10; 15/8; 24/13; 19/10; 9/5; 24/13; ; ; 24/13; 15/8; 24/13; ; ; ; 
Draw; 23/10; 9/4; 11/5; ; 12/5; 11/5; 12/5; 11/5; 12/5; 23/10; 11/5; 5/2; 47/20; ; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; ; ; 12/5; 23/10; 12/5; ; ; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-14 00:22:09 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; 11/8; ; 7/5; 13/10; 7/5; 13/10; 7/5; 7/5; 11/8; 7/5; 11/8; ; 7/5; 7/5; 23/17; 23/17; 11/8; 23/17; ; ; 11/8; 11/8; 11/8; ; 5/6; ; 
Barnet; 19/10; 9/5; 37/20; ; 2; 9/5; 19/10; 7/4; 2; 9/5; 9/5; 19/10; 19/10; ; 19/10; 15/8; 24/13; 19/10; 9/5; 24/13; ; ; 24/13; 15/8; 24/13; ; 23/20; ; 
Draw; 23/10; 9/4; 11/5; ; 12/5; 11/5; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 47/20; ; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; ; ; 12/5; 23/10; 12/5; ; 8/5; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-14 04:22:08 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; 11/8; ; 7/5; 13/10; 7/5; 13/10; 7/5; 7/5; 11/8; 7/5; 11/8; ; 7/5; 7/5; 23/17; 23/17; 11/8; 23/17; ; ; 11/8; 11/8; 11/8; ; 5/6; ; 
Barnet; 19/10; 9/5; 37/20; ; 2; 9/5; 19/10; 7/4; 2; 9/5; 9/5; 19/10; 19/10; ; 19/10; 15/8; 24/13; 19/10; 9/5; 24/13; ; ; 24/13; 15/8; 24/13; ; 23/20; ; 
Draw; 23/10; 9/4; 11/5; ; 12/5; 11/5; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 47/20; ; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; ; ; 12/5; 23/10; 12/5; ; 8/5; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-14 08:22:07 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 11/8; 11/8; ; 7/5; ; 7/5; 13/10; 7/5; 7/5; 11/8; 7/5; 11/8; ; 7/5; 7/5; 23/17; 23/17; 11/8; 23/17; ; ; 11/8; 11/8; 11/8; ; 10/11; ; 
Barnet; 19/10; 9/5; 37/20; ; 2; ; 19/10; 7/4; 2; 9/5; 9/5; 19/10; 19/10; ; 19/10; 15/8; 24/13; 19/10; 9/5; 24/13; ; ; 24/13; 15/8; 24/13; ; 6/5; ; 
Draw; 23/10; 9/4; 11/5; ; 12/5; ; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 47/20; ; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; ; ; 12/5; 23/10; 12/5; ; 13/8; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-14 12:23:38 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 7/5; 11/8; 13/10; 7/5; 13/10; 7/5; 13/10; 7/5; 7/5; 11/8; 7/5; 11/8; ; 7/5; 16/11; 23/17; 23/17; 11/8; 23/17; ; ; 11/8; 11/8; 11/8; ; 10/11; ; 
Barnet; 19/10; 19/10; 37/20; 9/5; 2; 9/5; 19/10; 7/4; 2; 9/5; 9/5; 19/10; 19/10; ; 19/10; 2; 24/13; 19/10; 9/5; 24/13; ; ; 24/13; 15/8; 24/13; ; 6/5; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 12/5; 11/5; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 47/20; ; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; ; ; 12/5; 23/10; 12/5; ; 13/8; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-14 16:22:47 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 7/5; 11/8; 13/10; ; 13/10; 7/5; 13/10; 7/5; 7/5; 27/20; 6/4; 7/5; ; 7/5; 16/11; 23/17; 23/17; 11/8; 23/17; ; 23/17; 11/8; 11/8; 11/8; ; 10/11; ; 
Barnet; 19/10; 19/10; 37/20; 9/5; ; 7/4; 19/10; 7/4; 2; 9/5; 9/5; 19/10; 37/20; ; 19/10; 2; 24/13; 19/10; 9/5; 24/13; ; 12/7; 24/13; 15/8; 24/13; ; 6/5; ; 
Draw; 23/10; 23/10; 9/4; 9/4; ; 9/4; 12/5; 11/5; 12/5; 23/10; 11/5; 11/5; 47/20; ; 23/10; 12/5; 40/17; 23/10; 12/5; 40/17; ; 23/10; 12/5; 23/10; 12/5; ; 13/8; ; 
META; english/league-2/notts-county-v-barnet; 2017-03-14 20:23:25 GMT+2; 2017-03-19 15:00; e70300-dr003
Notts County; 11/8; 7/5; 11/8; 13/10; 7/5; 13/10; 7/5; 13/10; 7/5; 7/5; 27/20; 6/4; 7/5; ; 7/5; 16/11; 23/17; 23/17; 11/8; 23/17; 6/4; 23/17; 11/8; 11/8; 11/8; ; 10/11; ; 
