META; english/league-2/barnet-v-hartlepool; 2016-10-23 04:20:36 GMT+3; 2016-10-29 15:00; e70300-dr003
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; ; 23/10; ; 12/5; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
META; english/league-2/barnet-v-hartlepool; 2016-10-24 00:21:57 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 6/5; 6/5; 6/5; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; 
Hartlepool; 9/4; 21/10; 11/5; 9/4; 9/4; ; 23/10; ; 23/10; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; ; 23/10; ; 12/5; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
META; english/league-2/barnet-v-hartlepool; 2016-10-24 04:21:59 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 6/5; 6/5; 6/5; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; 
Hartlepool; 9/4; 21/10; 11/5; 9/4; 9/4; ; 23/10; ; 23/10; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; ; 23/10; ; 12/5; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
META; english/league-2/barnet-v-hartlepool; 2016-10-24 08:22:11 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 6/5; 6/5; 6/5; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; 6/5; 6/5; ; ; ; 
Hartlepool; 9/4; 21/10; 11/5; 9/4; 9/4; ; 23/10; ; 23/10; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; 9/4; ; ; ; 
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; ; 23/10; ; 12/5; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; 23/10; 9/4; ; ; ; 
META; english/league-2/barnet-v-hartlepool; 2016-10-24 12:22:48 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 6/5; 6/5; 6/5; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; 6/5; 6/5; ; ; ; 
Hartlepool; 9/4; 21/10; 11/5; 9/4; 9/4; ; 23/10; ; 23/10; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; 9/4; ; ; ; 
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; ; 23/10; ; 12/5; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; 23/10; 9/4; ; ; ; 
META; english/league-2/barnet-v-hartlepool; 2016-10-24 16:22:37 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 6/5; 5/4; 5/4; 5/4; 5/4; ; 5/4; 23/20; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 10/9; 6/5; 
Hartlepool; 23/10; 21/10; 2; 21/10; 9/4; ; 21/10; 2; 23/10; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 19/10; 15/8; 
Draw; 9/4; 12/5; 23/10; 9/4; 23/10; ; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 11/5; 2; 
META; english/league-2/barnet-v-hartlepool; 2016-10-24 20:23:29 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 6/5; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 23/10; 21/10; 2; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 19/10; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-25 00:22:22 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 6/5; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 23/10; 21/10; 2; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 19/10; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-25 04:22:33 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 6/5; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 23/10; 21/10; 2; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 2; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 9/4; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-25 08:22:30 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 11/5; 21/10; 2; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 2; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-25 12:23:27 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 11/5; 21/10; 2; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 2; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-25 16:22:41 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 11/5; 21/10; 2; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 2; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-25 20:23:07 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 11/5; 21/10; 2; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 2; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-26 00:22:04 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 11/5; 21/10; 41/20; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 2; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 2; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-26 04:22:09 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Hartlepool; 11/5; 21/10; 41/20; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 2; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 2; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-26 08:22:07 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 5/4; ; 
Hartlepool; 11/5; 21/10; 41/20; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 2; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 9/4; 21/10; ; 2; ; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 23/10; 23/10; ; 23/10; ; 
META; english/league-2/barnet-v-hartlepool; 2016-10-26 12:23:57 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 5/4; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 5/4; 6/5; 
Hartlepool; 11/5; 21/10; 2; 11/5; 9/4; 41/20; 21/10; 2; 11/5; 2; 9/4; 21/10; 21/10; 21/10; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 21/10; ; 2; 2; 
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 5/2; 21/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 23/10; 23/10; 
META; english/league-2/barnet-v-hartlepool; 2016-10-26 16:23:06 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 5/4; 6/5; 6/5; 5/4; 23/20; 6/5; 5/4; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 13/10
Hartlepool; 11/5; 21/10; 21/10; 21/10; 9/4; 41/20; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 21/10; ; 2; 2; 11/5
Draw; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 23/10; 23/10; 5/2
META; english/league-2/barnet-v-hartlepool; 2016-10-26 20:23:28 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 6/5; 6/5; 6/5; 5/4; 23/20; 6/5; 5/4; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 13/10
Hartlepool; 11/5; 11/5; 21/10; 21/10; 9/4; 41/20; 9/4; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 21/10; ; 2; 2; 11/5
Draw; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 23/10; 23/10; 5/2
META; english/league-2/barnet-v-hartlepool; 2016-10-27 00:22:21 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 6/5; 6/5; 6/5; 5/4; 23/20; 6/5; 1; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 13/10
Hartlepool; 11/5; 11/5; 21/10; 21/10; 9/4; 41/20; 11/5; 11/5; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 21/10; ; 2; 2; 11/5
Draw; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 23/10; 23/10; 5/2
META; english/league-2/barnet-v-hartlepool; 2016-10-27 04:22:32 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 6/5; 6/5; 6/5; 5/4; 23/20; 6/5; 1; 13/10; 6/5; 6/5; 5/4; ; 6/5; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 13/10
Hartlepool; 11/5; 11/5; 21/10; 21/10; 9/4; 41/20; 85/40; 11/5; 11/5; 21/10; 9/4; 21/10; ; 11/5; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 21/10; ; 2; 2; 21/10
Draw; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 13/5; 23/10; 12/5; 12/5; 9/4; 12/5; ; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 12/5; 23/10; 5/2
META; english/league-2/barnet-v-hartlepool; 2016-10-27 08:22:30 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 6/5; 6/5; 6/5; 5/4; 23/20; 6/5; 1; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 13/10
Hartlepool; 11/5; 11/5; 21/10; 21/10; 9/4; 41/20; 85/40; 11/5; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 21/10; ; 2; 2; 21/10
Draw; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 13/5; 23/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 12/5; 23/10; 5/2
META; english/league-2/barnet-v-hartlepool; 2016-10-27 12:23:49 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 6/5; 6/5; 5/4; 5/4; 23/20; 6/5; 1; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 23/20; 13/10
Hartlepool; 11/5; 11/5; 21/10; 11/5; 9/4; 41/20; 85/40; 11/5; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 21/10; ; 2; 19/10; 21/10
Draw; 9/4; 12/5; 23/10; 23/10; 23/10; 11/5; 13/5; 23/10; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 12/5; 23/10; 5/2
META; english/league-2/barnet-v-hartlepool; 2016-10-27 16:23:09 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 6/5; 6/5; 6/5; 5/4; 23/20; 6/5; 1; 13/10; 6/5; 6/5; 5/4; ; 6/5; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 5/4; ; 6/5; 6/5; 13/10
Hartlepool; 11/5; 11/5; 21/10; 21/10; 11/5; 41/20; 85/40; 11/5; 11/5; 21/10; 9/4; 21/10; ; 11/5; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 21/10; ; 2; 2; 21/10
Draw; 9/4; 12/5; 23/10; 5/2; 5/2; 11/5; 13/5; 23/10; 12/5; 12/5; 9/4; 12/5; ; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 12/5; 23/10; 5/2
META; english/league-2/barnet-v-hartlepool; 2016-10-27 20:23:33 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 6/5; 5/4; 5/4; 5/4; 23/20; 6/5; 1; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 5/4; ; ; ; 15/13; ; ; ; ; 6/5; 13/10; ; 5/4; 6/5; 27/20
Hartlepool; 11/5; 11/5; 2; 2; 11/5; 41/20; 11/5; 11/5; 11/5; 2; 11/5; 21/10; 21/10; 2; 21/10; ; ; ; 11/5; ; ; ; ; 21/10; 2; ; 21/10; 2; 21/10
Draw; 9/4; 12/5; 23/10; 12/5; 5/2; 11/5; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 49/20; 23/10; 12/5; ; ; ; 21/10; ; ; ; ; 5/2; 23/10; ; 12/5; 23/10; 5/2
META; english/league-2/barnet-v-hartlepool; 2016-10-28 00:22:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 5/4; 13/10; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 13/10; 13/10; 6/5; 5/4; 6/5; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 6/5; 13/10; ; 13/10; 6/5; 11/8
Hartlepool; 11/5; 2; 2; 2; 2; 39/20; 11/5; 21/10; 2; 19/10; 11/5; 21/10; 21/10; 2; 21/10; ; ; ; 2; ; ; ; ; 21/10; 2; ; 19/10; 2; 19/10
Draw; 9/4; 12/5; 23/10; 12/5; 5/2; 9/4; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 49/20; 23/10; 12/5; ; ; ; 11/5; ; ; ; ; 5/2; 23/10; ; 5/2; 23/10; 13/5
META; english/league-2/barnet-v-hartlepool; 2016-10-28 00:56:55 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 11/8; 13/10; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 13/10; 13/10; 6/5; 5/4; 5/4; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 6/5; 13/10; ; 13/10; 6/5; 11/8
Hartlepool; 2; 2; 2; 2; 2; 39/20; 11/5; 21/10; 2; 19/10; 11/5; 21/10; 2; 2; 21/10; ; ; ; 2; ; ; ; ; 21/10; 15/8; ; 19/10; 2; 19/10
Draw; 11/4; 12/5; 23/10; 12/5; 5/2; 9/4; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 23/10; 12/5; ; ; ; 11/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 13/5
META; english/league-2/barnet-v-hartlepool; 2016-10-28 01:47:11 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 11/8; 13/10; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 13/10; 13/10; 6/5; 5/4; ; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 6/5; 13/10; ; 13/10; 6/5; 11/8
Hartlepool; 2; 2; 2; 2; 2; 39/20; 21/10; 21/10; 2; 19/10; 11/5; 21/10; ; 2; 21/10; ; ; ; 2; ; ; ; ; 21/10; 15/8; ; 19/10; 2; 19/10
Draw; 11/4; 12/5; 23/10; 12/5; 5/2; 9/4; 27/10; 23/10; 5/2; 12/5; 12/5; 12/5; ; 23/10; 12/5; ; ; ; 11/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 13/5
META; english/league-2/barnet-v-hartlepool; 2016-10-28 03:47:13 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 11/8; 13/10; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 13/10; 13/10; 6/5; 5/4; 5/4; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 6/5; 13/10; ; 13/10; 6/5; 7/5
Hartlepool; 2; 2; 2; 2; 2; 39/20; 21/10; 21/10; 2; 19/10; 11/5; 21/10; 39/20; 2; 21/10; ; ; ; 2; ; ; ; ; 21/10; 15/8; ; 19/10; 2; 19/10
Draw; 11/4; 12/5; 23/10; 12/5; 5/2; 9/4; 27/10; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 23/10; 12/5; ; ; ; 11/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 13/5
META; english/league-2/barnet-v-hartlepool; 2016-10-28 04:22:36 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 11/8; 13/10; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 13/10; 13/10; 6/5; 5/4; 5/4; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 6/5; 13/10; ; 13/10; 6/5; 7/5
Hartlepool; 2; 2; 2; 2; 2; 39/20; 21/10; 21/10; 2; 19/10; 11/5; 21/10; 39/20; 2; 21/10; ; ; ; 2; ; ; ; ; 21/10; 15/8; ; 19/10; 2; 19/10
Draw; 11/4; 12/5; 23/10; 12/5; 5/2; 9/4; 27/10; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 23/10; 12/5; ; ; ; 11/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 13/5
META; english/league-2/barnet-v-hartlepool; 2016-10-28 05:47:09 GMT+3; 2016-10-29 15:00; e70300-dr003
Barnet; 11/8; 13/10; 5/4; 5/4; 13/10; 6/5; 5/4; 5/4; 13/10; 13/10; 6/5; 5/4; 5/4; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 6/5; 13/10; ; 27/20; 6/5; 7/5
Hartlepool; 2; 2; 2; 2; 2; 39/20; 2; 21/10; 2; 19/10; 11/5; 21/10; 39/20; 2; 21/10; ; ; ; 2; ; ; ; ; 21/10; 15/8; ; 19/10; 2; 19/10
Draw; 11/4; 12/5; 23/10; 12/5; 5/2; 9/4; 27/10; 23/10; 5/2; 12/5; 12/5; 12/5; 51/20; 23/10; 12/5; ; ; ; 11/5; ; ; ; ; 5/2; 12/5; ; 5/2; 23/10; 13/5
META; english/league-2/barnet-v-hartlepool; 2016-10-28 06:33:36 GMT+3; 2016-10-29 15:00; e70300-dr003
