META; english/league-2/newport-county-v-blackpool; 2017-03-12 00:22:19 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-12 04:22:41 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-12 08:23:19 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-12 12:22:17 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-12 16:22:22 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 5/4; 6/5; ; ; 13/10; ; 5/4; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; 
Newport County; 11/5; 21/10; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-12 20:23:56 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 5/4; 6/5; ; ; 13/10; ; 5/4; ; 13/10; ; 6/5; ; ; ; ; 5/4; ; ; ; 5/4; ; ; ; ; ; ; ; 
Newport County; 11/5; 21/10; ; ; 23/10; ; 23/10; ; 11/5; ; 21/10; ; ; ; ; 9/4; ; ; ; 28/13; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 12/5; ; ; ; 11/5; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-13 00:21:52 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 5/4; 6/5; ; ; 13/10; ; 5/4; ; 13/10; ; 6/5; ; ; ; ; 5/4; 6/5; ; ; 6/5; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 23/10; 9/4; ; ; 9/4; ; ; ; ; ; ; ; 
Newport County; 11/5; 21/10; ; ; 23/10; ; 23/10; ; 11/5; ; 21/10; ; ; ; ; 11/5; 28/13; ; ; 28/13; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-13 04:21:28 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 5/4; 6/5; ; ; 13/10; ; 5/4; ; 13/10; ; 6/5; ; ; ; ; 5/4; 6/5; ; ; 6/5; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 23/10; 9/4; ; ; 9/4; ; ; ; ; ; ; ; 
Newport County; 11/5; 21/10; ; ; 23/10; ; 23/10; ; 11/5; ; 21/10; ; ; ; ; 11/5; 28/13; ; ; 28/13; ; ; ; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-13 08:21:52 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 5/4; 6/5; ; ; 13/10; ; 5/4; ; 13/10; ; 6/5; ; 6/5; ; ; 5/4; 6/5; ; 6/5; 6/5; ; ; 16/13; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; 23/10; ; 11/5; ; 9/4; ; ; 23/10; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; ; ; 
Newport County; 11/5; 21/10; ; ; 23/10; ; 23/10; ; 11/5; ; 21/10; ; 9/4; ; ; 11/5; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-13 12:23:05 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 5/4; 6/5; ; ; 13/10; ; 5/4; 6/5; 13/10; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; 6/5; ; ; 16/13; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; 9/4; 23/10; ; 11/5; 9/4; 9/4; ; ; 23/10; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; ; ; 
Newport County; 11/5; 21/10; ; ; 23/10; ; 23/10; 23/10; 23/10; ; 21/10; 9/4; 9/4; ; ; 9/4; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-13 16:26:25 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 23/20; 6/5; 23/20; ; 5/4; ; 5/4; 6/5; 13/10; 6/5; 23/20; 5/4; 6/5; ; ; 6/5; 15/13; ; 6/5; 15/13; ; ; 16/13; ; 16/13; ; ; ; 
Draw; 9/4; 23/10; 9/4; ; 23/10; ; 23/10; 9/4; 23/10; 23/10; 11/5; 9/4; 9/4; ; ; 23/10; 9/4; ; 9/4; 9/4; ; ; 9/4; ; 9/4; ; ; ; 
Newport County; 12/5; 21/10; 9/4; ; 12/5; ; 23/10; 23/10; 23/10; 9/4; 11/5; 9/4; 23/10; ; ; 23/10; 9/4; ; 9/4; 9/4; ; ; 9/4; ; 9/4; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-13 20:23:51 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 23/20; 6/5; 6/5; ; 5/4; 23/20; 5/4; 11/10; 5/4; 6/5; 6/5; 5/4; 6/5; ; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; ; ; 16/13; 23/20; 16/13; ; ; ; 
Draw; 9/4; 23/10; 11/5; ; 23/10; 43/20; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 9/4; 9/4; ; ; ; 
Newport County; 12/5; 21/10; 43/20; ; 12/5; 43/20; 23/10; 21/10; 12/5; 9/4; 21/10; 23/10; 23/10; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 12/5; 9/4; ; ; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-14 00:21:59 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 23/20; 6/5; 6/5; ; 5/4; 23/20; 5/4; 11/10; 5/4; 6/5; 6/5; 6/5; 6/5; ; 6/5; 6/5; 15/13; 6/5; 6/5; 15/13; ; ; 16/13; 23/20; 16/13; ; 4/5; ; 
Newport County; 12/5; 21/10; 43/20; ; 12/5; 43/20; 23/10; 21/10; 12/5; 9/4; 21/10; 21/10; 23/10; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 12/5; 9/4; ; 6/4; ; 
Draw; 9/4; 23/10; 11/5; ; 23/10; 43/20; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 9/4; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 9/4; 9/4; ; 6/4; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-14 04:21:59 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 23/20; 6/5; 6/5; ; 5/4; 23/20; 5/4; 11/10; 5/4; 6/5; 6/5; 6/5; 6/5; ; 6/5; 6/5; 15/13; 6/5; 6/5; 15/13; ; ; 16/13; 23/20; 16/13; ; 10/11; ; 
Draw; 9/4; 23/10; 11/5; ; 23/10; 43/20; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 9/4; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 9/4; 9/4; ; 7/4; ; 
Newport County; 12/5; 21/10; 43/20; ; 12/5; 43/20; 23/10; 21/10; 12/5; 9/4; 21/10; 21/10; 23/10; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 12/5; 9/4; ; 7/4; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-14 08:21:58 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 23/20; 6/5; 6/5; ; 5/4; ; 5/4; 11/10; 5/4; 6/5; 6/5; 6/5; 6/5; ; 6/5; 6/5; 15/13; 6/5; 6/5; 15/13; ; ; 16/13; 23/20; 16/13; ; 5/6; ; 
Draw; 9/4; 23/10; 11/5; ; 23/10; ; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 9/4; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 9/4; 9/4; ; 13/8; ; 
Newport County; 12/5; 21/10; 43/20; ; 12/5; ; 23/10; 21/10; 12/5; 9/4; 21/10; 21/10; 23/10; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 12/5; 9/4; ; 9/5; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-14 12:23:28 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 23/20; 6/5; 6/5; 23/20; 5/4; 23/20; 5/4; 11/10; 5/4; 6/5; 6/5; 6/5; 6/5; ; 6/5; 5/4; 15/13; 6/5; 6/5; 15/13; ; ; 16/13; 23/20; 16/13; ; 4/5; ; 
Newport County; 12/5; 9/4; 43/20; 11/5; 12/5; 43/20; 23/10; 21/10; 12/5; 9/4; 21/10; 21/10; 23/10; ; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 12/5; 9/4; ; 6/4; ; 
Draw; 9/4; 23/10; 11/5; 11/5; 23/10; 43/20; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 9/4; ; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; ; ; 9/4; 9/4; 9/4; ; 6/4; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-14 16:22:37 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 23/20; 6/5; 6/5; 23/20; 6/5; 11/10; 6/5; 11/10; 5/4; 23/20; 6/5; 23/20; 23/20; ; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; ; 15/14; 16/13; 23/20; 16/13; ; 8/11; ; 
Draw; 9/4; 23/10; 11/5; 11/5; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 23/10; 47/20; ; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; ; 40/17; 9/4; 9/4; 9/4; ; 7/4; ; 
Newport County; 12/5; 9/4; 43/20; 11/5; 5/2; 21/10; 12/5; 21/10; 12/5; 23/10; 11/5; 12/5; 23/10; ; 23/10; 12/5; 9/4; 9/4; 9/4; 9/4; ; 28/13; 9/4; 12/5; 9/4; ; 13/10; ; 
META; english/league-2/newport-county-v-blackpool; 2017-03-14 20:23:15 GMT+2; 2017-03-18 15:00; e70300-dr003
Blackpool; 23/20; 6/5; 5/4; 23/20; 6/5; 23/20; 6/5; 11/10; 5/4; 5/4; 6/5; 5/4; 6/5; ; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 15/13; 16/13; 23/20; 16/13; ; 8/11; ; 
