META; english/league-2/mansfield-v-hartlepool; 2017-02-05 04:23:03 GMT+2; 2017-02-11 15:00; e70300-dr003
Draw; 11/4; 13/5; 49/20; 5/2; 3; 12/5; 11/4; 13/5; ; 13/5; 27/10; 14/5; 53/20; 27/10; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 73/25; 27/10; 27/10; 13/5; ; 11/4; 13/5; 13/5
Hartlepool; 19/4; 9/2; 17/4; 9/2; 9/2; 4; 19/4; 4; ; 9/2; 9/2; 9/2; 9/2; 11/2; 9/2; 9/2; 79/17; 17/4; 4; 79/17; 41/10; 43/10; 4; 9/2; ; 24/5; 23/5; 23/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 07:46:36 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 7/10; 4/6; 13/20; 7/10; 4/6; 8/13; 4/6; 7/10; ; 4/6; 4/6; 8/13; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 4/6; 8/13; 69/100; 13/19; 9/13; 4/6; ; 4/6; 8/13; 4/6
Draw; 11/4; 13/5; 49/20; 5/2; 3; 12/5; 11/4; 13/5; ; 13/5; 27/10; 14/5; 53/20; 27/10; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 73/25; 27/10; 27/10; 13/5; ; 13/5; 13/5; 13/5
Hartlepool; 19/4; 9/2; 17/4; 9/2; 9/2; 4; 19/4; 4; ; 9/2; 9/2; 9/2; 9/2; 11/2; 9/2; 9/2; 79/17; 17/4; 4; 79/17; 23/5; 43/10; 4; 9/2; ; 24/5; 23/5; 23/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 08:22:15 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 7/10; 4/6; 13/20; 7/10; 4/6; 8/13; 4/6; 7/10; ; 13/20; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 4/6; 8/13; 69/100; 13/19; 9/13; 4/6; ; 4/6; 8/13; 4/6
Draw; 11/4; 13/5; 5/2; 5/2; 3; 12/5; 11/4; 13/5; ; 13/5; 27/10; 14/5; 53/20; 14/5; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 73/25; 27/10; 27/10; 13/5; ; 27/10; 13/5; 13/5
Hartlepool; 19/4; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 4; ; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 9/2; 94/19; 17/4; 4; 24/5; 23/5; 43/10; 4; 9/2; ; 24/5; 23/5; 24/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 09:46:53 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 7/10; 4/6; 13/20; 4/6; 4/6; 8/13; 4/6; 7/10; ; 13/20; 4/6; 4/6; 13/20; 4/6; 4/6; 4/6; 10/17; 4/6; 4/6; 10/17; 69/100; 13/19; 9/13; 4/6; ; 8/13; 4/6; 4/6
Draw; 11/4; 13/5; 5/2; 13/5; 3; 12/5; 11/4; 13/5; ; 13/5; 27/10; 13/5; 27/10; 14/5; 13/5; 13/5; 27/10; 13/5; 27/10; 27/10; 73/25; 27/10; 27/10; 13/5; ; 27/10; 27/10; 13/5
Hartlepool; 19/4; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 4; ; 19/4; 9/2; 9/2; 19/4; 5; 9/2; 9/2; 5; 17/4; 4; 5; 23/5; 43/10; 4; 5; ; 24/5; 24/5; 24/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 11:47:38 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 7/10; 4/6; 13/20; 4/6; 4/6; 3/5; 4/6; 7/10; ; 13/20; 8/13; 4/6; 13/20; 7/10; 4/6; 4/6; 10/17; 4/6; 4/6; 10/17; 4/6; 19/29; 9/13; 4/6; ; 8/13; 4/6; 8/13
Draw; 11/4; 13/5; 5/2; 13/5; 11/4; 5/2; 14/5; 13/5; ; 13/5; 27/10; 13/5; 27/10; 14/5; 13/5; 27/10; 27/10; 13/5; 27/10; 27/10; 29/10; 14/5; 27/10; 13/5; ; 11/4; 11/4; 14/5
Hartlepool; 19/4; 9/2; 9/2; 9/2; 5; 17/4; 19/4; 4; ; 19/4; 19/4; 9/2; 19/4; 5; 9/2; 9/2; 5; 17/4; 4; 5; 49/10; 22/5; 4; 5; ; 24/5; 5; 5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 12:25:57 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 7/10; 4/6; 13/20; 4/6; 4/6; 3/5; 4/6; 7/10; ; 13/20; 8/13; 8/13; 13/20; 7/10; 4/6; 4/6; 10/17; 4/6; 4/6; 10/17; 4/6; 19/29; 9/13; 4/6; ; 8/13; 4/6; 4/6
Draw; 11/4; 13/5; 49/20; 13/5; 11/4; 5/2; 14/5; 13/5; ; 13/5; 27/10; 14/5; 27/10; 14/5; 13/5; 27/10; 45/17; 13/5; 27/10; 45/17; 29/10; 14/5; 27/10; 13/5; ; 11/4; 11/4; 14/5
Hartlepool; 19/4; 9/2; 9/2; 9/2; 5; 17/4; 19/4; 4; ; 19/4; 19/4; 9/2; 19/4; 5; 9/2; 9/2; 51/10; 17/4; 4; 51/10; 49/10; 22/5; 4; 5; ; 24/5; 5; 5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 13:10:47 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 7/10; 4/6; 13/20; 4/6; 4/6; 3/5; 4/6; 7/10; ; 13/20; 8/13; 8/13; 13/20; 7/10; 4/6; 4/6; 10/17; 4/6; 4/6; 10/17; 33/50; 19/29; 9/13; 4/6; ; 8/13; 4/6; 4/6
Draw; 11/4; 13/5; 49/20; 13/5; 11/4; 5/2; 14/5; 13/5; ; 13/5; 27/10; 14/5; 27/10; 14/5; 13/5; 27/10; 45/17; 13/5; 27/10; 45/17; 57/20; 14/5; 27/10; 13/5; ; 11/4; 27/10; 14/5
Hartlepool; 19/4; 9/2; 9/2; 9/2; 5; 17/4; 19/4; 4; ; 19/4; 19/4; 9/2; 19/4; 5; 9/2; 9/2; 51/10; 17/4; 4; 51/10; 51/10; 22/5; 4; 5; ; 24/5; 5; 5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 13:47:23 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/6; 4/6; 13/20; 4/6; 4/6; 3/5; 4/6; 7/10; ; 13/20; 8/13; 4/6; 13/20; 4/6; 13/20; 4/6; 10/17; 4/6; 4/6; 10/17; 33/50; 19/29; 9/13; 4/6; ; 8/13; 4/6; 4/6
Draw; 14/5; 13/5; 49/20; 13/5; 11/4; 5/2; 14/5; 13/5; ; 5/2; 27/10; 5/2; 27/10; 11/4; 5/2; 27/10; 45/17; 13/5; 27/10; 45/17; 57/20; 27/10; 27/10; 13/5; ; 13/5; 27/10; 11/4
Hartlepool; 5; 9/2; 9/2; 9/2; 5; 17/4; 19/4; 4; ; 5; 19/4; 5; 19/4; 11/2; 5; 9/2; 51/10; 17/4; 4; 51/10; 51/10; 47/10; 4; 5; ; 5; 26/5; 26/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 15:46:52 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 4/6; 8/13; 8/13; 4/6; 4/6; 3/5; 13/20; 7/10; ; 8/13; 8/13; 8/13; 8/13; 4/6; 13/20; 8/13; 4/7; 4/6; 4/7; 4/7; 13/20; 7/11; 3/5; 8/13; ; 4/7; 4/7; 8/13
Draw; 14/5; 13/5; 49/20; 13/5; 11/4; 5/2; 14/5; 13/5; ; 13/5; 13/5; 13/5; 27/10; 11/4; 5/2; 13/5; 45/17; 13/5; 27/10; 45/17; 71/25; 27/10; 27/10; 13/5; ; 11/4; 13/5; 14/5
Hartlepool; 5; 5; 19/4; 9/2; 5; 17/4; 5; 4; ; 5; 5; 9/2; 5; 11/2; 5; 5; 91/17; 17/4; 5; 91/17; 53/10; 24/5; 5; 5; ; 26/5; 26/5; 27/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 16:26:45 GMT+2; 2017-02-11 15:00; e70300-dr003
Mansfield; 8/13; 8/13; 8/13; 4/6; 8/13; 3/5; 8/13; 8/13; ; 8/13; 8/13; 8/13; 8/13; 13/20; 13/20; 8/13; 8/15; 3/5; 4/7; 4/7; 13/20; 11/18; 3/5; 6/10; ; 4/7; 4/7; 4/7
Draw; 29/10; 13/5; 49/20; 13/5; 3; 5/2; 14/5; 13/5; ; 13/5; 13/5; 13/5; 27/10; 14/5; 5/2; 13/5; 27/10; 11/4; 27/10; 45/17; 71/25; 11/4; 27/10; 11/4; ; 11/4; 13/5; 14/5
Hartlepool; 11/2; 5; 19/4; 9/2; 11/2; 17/4; 11/2; 9/2; ; 11/2; 5; 5; 5; 6; 5; 5; 28/5; 9/2; 5; 27/5; 53/10; 51/10; 5; 11/2; ; 11/2; 29/5; 28/5
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 17:47:20 GMT+2; 2017-02-11 15:00; In Play; e70300-dr003
Mansfield; 1/50; 1/50; ; 3/4; ; ; 1/50; 1/100; ; 1/40; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; 
Draw; 18; 22; ; 12/5; ; ; 12; 22; ; 20; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; 
Hartlepool; 80; 100; ; 4; ; ; 80; 150; ; 90; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; 
META; english/league-2/mansfield-v-hartlepool; 2017-02-11 18:29:56 GMT+2; 2017-02-11 15:00; In Play; e70300-dr003
Mansfield; 1/80; 1/250; ; 17/20; ; ; 1/66; 1/200; ; 1/100; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 22; 40; ; 11/5; ; ; 14; 40; ; 33; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22; 
Hartlepool; 150; 200; ; 19/5; ; ; 80; 425; ; 150; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 146; 
