META; english/league-2/barnet-v-doncaster; 2017-01-08 00:22:45 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-08 04:21:30 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-08 08:21:37 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-08 12:22:16 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-08 16:22:26 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 1; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; 
Barnet; 12/5; 13/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 13/5; ; ; ; ; ; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-08 20:22:34 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 1; 11/10; ; ; ; 23/20; ; 11/10; 23/20; 11/10; ; 11/10; ; ; 15/13; 11/10; ; ; ; 11/10; 6/5; ; ; ; ; ; ; 
Barnet; 12/5; 13/5; 9/4; ; ; ; 23/10; ; 23/10; 11/5; 11/5; ; 23/10; ; ; 12/5; 23/10; ; ; ; 23/10; 12/5; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 12/5; ; ; ; 5/2; ; 5/2; 5/2; 12/5; ; 5/2; ; ; 5/2; 40/17; ; ; ; 40/17; 13/5; ; ; ; ; ; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-09 00:21:28 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 1; 21/20; ; 23/20; ; 23/20; ; 11/10; 21/20; 21/20; ; 11/10; ; ; 11/10; 11/10; ; ; ; 11/10; 6/5; ; ; ; ; 1; ; 
Barnet; 12/5; 13/5; 23/10; ; 5/2; ; 12/5; ; 12/5; 23/10; 9/4; ; 47/20; ; ; 5/2; 40/17; ; ; ; 40/17; 12/5; ; ; ; ; 9/4; ; 
Draw; 12/5; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; 5/2; 12/5; ; 5/2; ; ; 5/2; 23/10; ; ; ; 23/10; 13/5; ; ; ; ; 12/5; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-09 04:21:11 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 1; 21/20; 11/10; 23/20; ; 23/20; ; 11/10; 21/20; 21/20; ; 11/10; ; ; 11/10; 11/10; 13/12; ; 21/20; 11/10; 6/5; ; 13/12; ; ; 1; ; 
Barnet; 12/5; 13/5; 23/10; 12/5; 5/2; ; 12/5; ; 12/5; 23/10; 9/4; ; 47/20; ; ; 5/2; 40/17; 40/17; ; 23/10; 40/17; 12/5; ; 40/17; ; ; 9/4; ; 
Draw; 12/5; 23/10; 12/5; 12/5; 5/2; ; 5/2; ; 5/2; 5/2; 12/5; ; 5/2; ; ; 5/2; 40/17; 27/11; ; 12/5; 40/17; 13/5; ; 27/11; ; ; 12/5; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-09 08:21:20 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 1; 21/20; 11/10; 23/20; ; 23/20; ; 11/10; 21/20; 21/20; ; 11/10; ; ; 11/10; 11/10; 13/12; ; 21/20; 11/10; 6/5; ; 13/12; ; ; 1; ; 
Barnet; 12/5; 13/5; 23/10; 12/5; 5/2; ; 12/5; ; 12/5; 23/10; 9/4; ; 47/20; ; ; 5/2; 40/17; 40/17; ; 23/10; 40/17; 12/5; ; 40/17; ; ; 9/4; ; 
Draw; 12/5; 23/10; 12/5; 12/5; 5/2; ; 5/2; ; 5/2; 5/2; 12/5; ; 5/2; ; ; 5/2; 40/17; 27/11; ; 12/5; 40/17; 13/5; ; 27/11; ; ; 12/5; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-09 12:21:39 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 11/10; 21/20; 11/10; 23/20; 21/20; 11/10; 1; 11/10; 21/20; 21/20; ; 21/20; ; 23/20; 11/10; 11/10; 13/12; 11/10; 21/20; 11/10; 6/5; 21/20; 13/12; ; ; 1; 21/20; 
Barnet; 12/5; 23/10; 47/20; 12/5; 5/2; 9/4; 12/5; 11/5; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 40/17; 40/17; 23/10; 23/10; 40/17; 12/5; 23/10; 40/17; ; ; 9/4; 23/10; 
Draw; 12/5; 13/5; 12/5; 12/5; 5/2; 9/4; 13/5; 23/10; 5/2; 5/2; 12/5; ; 51/20; ; 23/10; 13/5; 40/17; 27/11; 12/5; 12/5; 40/17; 13/5; 12/5; 27/11; ; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-09 16:22:16 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 11/10; 21/20; 11/10; 23/20; 1; 23/20; 1; 11/10; 11/10; 21/20; 11/10; 21/20; ; 23/20; 15/13; 21/20; 13/12; 11/10; 21/20; 21/20; 6/5; 21/20; 13/12; 11/10; ; 21/20; 21/20; 
Barnet; 12/5; 12/5; 47/20; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 23/10; 2; 12/5; ; 12/5; 12/5; 40/17; 40/17; 23/10; 23/10; 40/17; 12/5; 23/10; 40/17; 12/5; ; 23/10; 23/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 23/10; 5/2; 12/5; 23/10; 11/5; 5/2; ; 23/10; 5/2; 12/5; 27/11; 12/5; 12/5; 12/5; 13/5; 12/5; 27/11; 12/5; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-09 20:22:01 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 11/10; 21/20; 11/10; 23/20; 1; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 15/13; 21/20; 11/10; 21/20; 21/20; 111/100; 1; 13/12; 21/20; ; 10/9; 21/20; 
Barnet; 12/5; 12/5; 47/20; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 2; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 131/50; 23/10; 40/17; 12/5; ; 12/5; 23/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 23/10; 11/5; 51/20; 5/2; 13/5; 5/2; 27/11; 12/5; 12/5; 27/11; 66/25; 5/2; 27/11; 12/5; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-10 00:21:45 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 11/10; 21/20; 11/10; 23/20; 1; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 15/13; 21/20; 11/10; 21/20; 21/20; 111/100; 1; 13/12; 21/20; ; 21/20; 21/20; 
Barnet; 12/5; 12/5; 47/20; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 2; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 131/50; 23/10; 40/17; 12/5; ; 5/2; 23/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 23/10; 11/5; 51/20; 5/2; 13/5; 5/2; 27/11; 12/5; 12/5; 27/11; 66/25; 5/2; 27/11; 12/5; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-10 04:21:43 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 11/10; 21/20; 11/10; 23/20; 1; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 15/13; 1; 11/10; 21/20; 1; 111/100; 1; 13/12; 21/20; ; 21/20; 21/20; 
Barnet; 12/5; 12/5; 47/20; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 2; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 131/50; 23/10; 40/17; 12/5; ; 5/2; 23/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 23/10; 11/5; 51/20; 5/2; 13/5; 5/2; 27/11; 12/5; 12/5; 27/11; 66/25; 5/2; 27/11; 12/5; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-10 08:21:53 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 11/10; 21/20; 11/10; 23/20; 1; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 15/13; 21/20; 11/10; 21/20; 21/20; 111/100; 1; 13/12; 21/20; ; 21/20; ; 
Barnet; 12/5; 12/5; 47/20; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 2; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 131/50; 23/10; 40/17; 12/5; ; 5/2; ; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 23/10; 11/5; 51/20; 5/2; 13/5; 5/2; 27/11; 12/5; 12/5; 27/11; 66/25; 5/2; 27/11; 12/5; ; 12/5; ; 
META; english/league-2/barnet-v-doncaster; 2017-01-10 12:22:08 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 11/10; 21/20; 11/10; 21/20; 1; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 15/13; 1; 11/10; 1; 1; 111/100; 1; 24/23; 21/20; ; 21/20; 21/20; 
Barnet; 12/5; 12/5; 47/20; 12/5; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 2; 49/20; 5/2; 12/5; 12/5; 27/11; 23/10; 5/2; 27/11; 131/50; 23/10; 5/2; 12/5; ; 5/2; 23/10; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 23/10; 11/5; 5/2; 5/2; 13/5; 5/2; 27/11; 12/5; 5/2; 27/11; 66/25; 5/2; 5/2; 12/5; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-10 16:22:29 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 11/10; 1; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 1; 11/10; 21/20; 11/10; 21/20; 11/10; 1; 11/10; 1; 1; 111/100; 1; 24/23; 21/20; ; 21/20; 21/20; 
Barnet; 12/5; 12/5; 12/5; 5/2; 13/5; 23/10; 5/2; 11/5; 5/2; 12/5; 12/5; 2; 49/20; 5/2; 12/5; 5/2; 27/11; 23/10; 5/2; 27/11; 131/50; 23/10; 5/2; 5/2; ; 5/2; 23/10; 
Draw; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 12/5; 11/5; 51/20; 5/2; 13/5; 5/2; 27/11; 12/5; 5/2; 27/11; 66/25; 5/2; 5/2; 12/5; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-10 20:22:22 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 21/20; 1; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 1; 11/10; 21/20; 11/10; 21/20; 11/10; 1; 11/10; 1; 1; 111/100; 1; 24/23; 21/20; ; 21/20; 21/20; 
Barnet; 12/5; 5/2; 12/5; 5/2; 13/5; 23/10; 5/2; 11/5; 5/2; 12/5; 12/5; 2; 49/20; 5/2; 12/5; 5/2; 27/11; 23/10; 5/2; 27/11; 131/50; 23/10; 5/2; 5/2; ; 5/2; 23/10; 
Draw; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 23/10; 5/2; 5/2; 12/5; 11/5; 51/20; 5/2; 13/5; 5/2; 27/11; 12/5; 5/2; 27/11; 66/25; 5/2; 5/2; 12/5; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-11 00:21:44 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 21/20; 1; 21/20; 11/10; 1; 21/20; 11/10; 11/10; 21/20; 1; 11/10; 21/20; 11/10; 21/20; 11/10; 1; 11/10; 1; 1; 111/100; 1; 24/23; 21/20; ; 21/20; 21/20; 
Barnet; 12/5; 5/2; 12/5; 5/2; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 2; 49/20; 5/2; 12/5; 5/2; 27/11; 23/10; 5/2; 27/11; 131/50; 23/10; 5/2; 5/2; ; 5/2; 23/10; 
Draw; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 5/2; 12/5; 11/5; 51/20; 5/2; 13/5; 5/2; 27/11; 12/5; 5/2; 27/11; 66/25; 5/2; 5/2; 12/5; ; 12/5; 12/5; 
META; english/league-2/barnet-v-doncaster; 2017-01-11 04:21:48 GMT+2; 2017-01-14 15:00; e70300-dr003
Doncaster; 11/10; 21/20; 1; 21/20; 11/10; 1; 21/20; 11/10; 11/10; 21/20; 1; 11/10; 21/20; 11/10; 21/20; 11/10; 1; 11/10; 1; 1; 111/100; 1; 24/23; 21/20; ; 21/20; 21/20; 
Barnet; 12/5; 5/2; 12/5; 5/2; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 2; 49/20; 5/2; 12/5; 5/2; 27/11; 23/10; 5/2; 27/11; 131/50; 23/10; 5/2; 5/2; ; 5/2; 23/10; 
Draw; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 12/5; 5/2; 5/2; 12/5; 11/5; 51/20; 5/2; 13/5; 5/2; 27/11; 12/5; 5/2; 27/11; 66/25; 5/2; 5/2; 12/5; ; 12/5; 12/5; 
