META; english/league-2/mansfield-v-carlisle; 2017-03-12 00:22:17 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Carlisle; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-12 04:22:39 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Carlisle; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-12 08:23:14 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Carlisle; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-12 12:22:14 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Carlisle; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-12 16:22:18 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 23/20; 11/10; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 
Carlisle; 12/5; 23/10; ; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-12 20:23:52 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 23/20; 11/10; ; ; 6/5; ; 23/20; ; 6/5; ; 11/10; ; ; ; ; 15/13; ; ; ; 11/10; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 23/10; ; ; ; 9/4; ; ; ; ; ; ; ; 
Carlisle; 12/5; 23/10; ; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-13 00:21:48 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 23/20; 11/10; ; ; 6/5; ; 23/20; ; 6/5; ; 11/10; ; ; ; ; 15/13; 15/13; ; ; 15/13; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 23/10; 9/4; ; ; 9/4; ; ; ; ; ; ; ; 
Carlisle; 12/5; 23/10; ; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; ; ; ; 12/5; 40/17; ; ; 40/17; ; ; ; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-13 04:21:25 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 23/20; 11/10; ; ; 6/5; ; 23/20; ; 6/5; ; 11/10; ; ; ; ; 15/13; 15/13; ; ; 15/13; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 23/10; 9/4; ; ; 9/4; ; ; ; ; ; ; ; 
Carlisle; 12/5; 23/10; ; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; ; ; ; 12/5; 40/17; ; ; 40/17; ; ; ; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-13 08:21:49 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 23/20; 11/10; ; ; 6/5; ; 23/20; ; 6/5; ; 11/10; 23/20; 11/10; ; ; 15/13; 11/10; ; 10/9; 11/10; ; ; 19/17; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; 23/10; ; 11/5; 23/10; 23/10; ; ; 23/10; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
Carlisle; 12/5; 23/10; ; ; 5/2; ; 5/2; ; 12/5; ; 23/10; 12/5; 5/2; ; ; 12/5; 12/5; ; 12/5; 12/5; ; ; 27/11; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-13 12:23:03 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 23/20; 11/10; ; ; 6/5; ; 23/20; 11/10; 6/5; ; 11/10; 23/20; 11/10; ; ; 15/13; 11/10; ; 10/9; 11/10; ; ; 19/17; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; 23/10; 23/10; ; 11/5; 23/10; 23/10; ; ; 23/10; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
Carlisle; 12/5; 23/10; ; ; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; 12/5; 5/2; ; ; 12/5; 12/5; ; 12/5; 12/5; ; ; 27/11; ; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-13 16:26:21 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 21/20; 11/10; 21/20; ; 11/10; ; 23/20; 11/10; 11/10; ; 21/20; 23/20; 11/10; ; ; 11/10; 11/10; ; 10/9; 11/10; ; ; 19/17; ; 19/17; ; ; ; 
Draw; 23/10; 23/10; 9/4; ; 12/5; ; 23/10; 23/10; 12/5; ; 11/5; 23/10; 23/10; ; ; 23/10; 9/4; ; 23/10; 9/4; ; ; 23/10; ; 23/10; ; ; ; 
Carlisle; 13/5; 23/10; 49/20; ; 13/5; ; 5/2; 12/5; 5/2; ; 12/5; 12/5; 5/2; ; ; 5/2; 27/11; ; 12/5; 27/11; ; ; 27/11; ; 27/11; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-13 20:23:48 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 21/20; 11/10; 23/20; ; 11/10; 21/20; 23/20; 1; 11/10; 11/10; 11/10; 11/10; 11/10; ; 23/20; 11/10; 11/10; 11/10; 10/9; 11/10; ; ; 19/17; 21/20; 19/17; ; ; ; 
Draw; 23/10; 23/10; 11/5; ; 12/5; 9/4; 12/5; 11/5; 12/5; 23/10; 11/5; 12/5; 23/10; ; 23/10; 12/5; 9/4; 9/4; 23/10; 9/4; ; ; 23/10; 23/10; 23/10; ; ; ; 
Carlisle; 13/5; 23/10; 23/10; ; 13/5; 23/10; 12/5; 23/10; 5/2; 12/5; 23/10; 12/5; 5/2; ; 12/5; 5/2; 27/11; 5/2; 12/5; 27/11; ; ; 27/11; 13/5; 27/11; ; ; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-14 00:21:57 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 21/20; 11/10; 23/20; ; 11/10; 21/20; 23/20; 1; 11/10; 11/10; 11/10; 23/20; 11/10; ; 23/20; 11/10; 11/10; 11/10; 10/9; 11/10; ; ; 19/17; 21/20; 19/17; ; 8/11; ; 
Draw; 23/10; 23/10; 11/5; ; 12/5; 9/4; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 23/10; ; 23/10; 12/5; 9/4; 9/4; 23/10; 9/4; ; ; 23/10; 23/10; 23/10; ; 8/5; ; 
Carlisle; 13/5; 23/10; 23/10; ; 13/5; 23/10; 12/5; 23/10; 5/2; 12/5; 23/10; 12/5; 5/2; ; 12/5; 5/2; 27/11; 5/2; 12/5; 27/11; ; ; 27/11; 13/5; 27/11; ; 17/10; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-14 04:21:57 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 21/20; 11/10; 23/20; ; 11/10; 21/20; 23/20; 1; 11/10; 11/10; 11/10; 23/20; 11/10; ; 23/20; 11/10; 11/10; 11/10; 10/9; 11/10; ; ; 19/17; 21/20; 19/17; ; 8/11; ; 
Draw; 23/10; 23/10; 11/5; ; 12/5; 9/4; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 23/10; ; 23/10; 12/5; 9/4; 9/4; 23/10; 9/4; ; ; 23/10; 23/10; 23/10; ; 9/5; ; 
Carlisle; 13/5; 23/10; 23/10; ; 13/5; 23/10; 12/5; 23/10; 5/2; 12/5; 23/10; 12/5; 5/2; ; 12/5; 5/2; 27/11; 5/2; 12/5; 27/11; ; ; 27/11; 13/5; 27/11; ; 19/10; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-14 08:21:55 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 21/20; 11/10; 23/20; ; 11/10; ; 23/20; 1; 11/10; 11/10; 11/10; 23/20; 11/10; ; 23/20; 11/10; 11/10; 11/10; 10/9; 11/10; ; ; 19/17; 21/20; 19/17; ; 8/11; ; 
Draw; 23/10; 23/10; 11/5; ; 12/5; ; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 23/10; ; 23/10; 12/5; 9/4; 9/4; 23/10; 9/4; ; ; 23/10; 23/10; 23/10; ; 13/8; ; 
Carlisle; 13/5; 23/10; 23/10; ; 13/5; ; 12/5; 23/10; 5/2; 12/5; 23/10; 12/5; 5/2; ; 12/5; 5/2; 27/11; 5/2; 12/5; 27/11; ; ; 27/11; 13/5; 27/11; ; 7/4; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-14 12:23:26 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 21/20; 11/10; 23/20; 21/20; 11/10; 21/20; 23/20; 1; 11/10; 11/10; 11/10; 23/20; 11/10; ; 23/20; 15/13; 11/10; 11/10; 10/9; 11/10; ; ; 19/17; 21/20; 19/17; ; 4/6; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 12/5; 9/4; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 23/10; ; 23/10; 12/5; 9/4; 9/4; 23/10; 9/4; ; ; 23/10; 23/10; 23/10; ; 6/4; ; 
Carlisle; 13/5; 5/2; 23/10; 23/10; 13/5; 23/10; 12/5; 23/10; 5/2; 12/5; 23/10; 12/5; 5/2; ; 12/5; 13/5; 27/11; 5/2; 12/5; 27/11; ; ; 27/11; 13/5; 27/11; ; 7/5; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-14 16:22:35 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 21/20; 11/10; 23/20; 21/20; ; 1; 11/10; 1; 11/10; 11/10; 11/10; 23/20; 11/10; ; 23/20; 15/13; 21/20; 11/10; 10/9; 21/20; ; 30/29; 19/17; 21/20; 19/17; ; 4/6; ; 
Draw; 23/10; 23/10; 11/5; 9/4; ; 23/10; 12/5; 11/5; 12/5; 23/10; 11/5; 23/10; 47/20; ; 23/10; 12/5; 23/10; 9/4; 23/10; 23/10; ; 12/5; 23/10; 23/10; 23/10; ; 7/4; ; 
Carlisle; 13/5; 5/2; 23/10; 23/10; ; 9/4; 13/5; 23/10; 5/2; 12/5; 23/10; 12/5; 5/2; ; 12/5; 13/5; 27/11; 5/2; 12/5; 27/11; ; 11/5; 27/11; 13/5; 27/11; ; 7/5; ; 
META; english/league-2/mansfield-v-carlisle; 2017-03-14 20:23:09 GMT+2; 2017-03-18 15:00; e70300-dr003
Mansfield; 21/20; 11/10; 23/20; 21/20; 11/10; 1; 11/10; 1; 11/10; 11/10; 11/10; 23/20; 11/10; ; 23/20; 15/13; 11/10; 11/10; 10/9; 11/10; 11/10; 30/29; 19/17; 21/20; 19/17; ; 4/6; ; 
