META; english/premier-league/hull-v-west-ham; 2017-03-06 00:16:37 GMT+2; 2017-04-01 15:00; e70300-dr003
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-19 08:15:53 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-19 12:15:55 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/hull-v-west-ham; 2017-03-19 16:15:53 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 8/5
West Ham; 7/4; 9/5; 9/5; 9/5; 19/10; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 9/5
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-19 20:15:52 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 8/5
West Ham; 7/4; 9/5; 9/5; 9/5; 15/8; 17/10; 2; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 9/5; 7/4; 7/4; 9/5; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 9/5
Draw; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 23/10; 21/10; 23/10; 12/5; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 00:15:35 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 6/4; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 13/8
West Ham; 7/4; 15/8; 9/5; 9/5; 15/8; 17/10; 19/10; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 21/10; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 04:15:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 29/20; 6/4; 8/5; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 13/8
West Ham; 7/4; 15/8; 9/5; 9/5; 15/8; 17/10; 2; 17/10; 15/8; 9/5; 17/10; 9/5; 9/5; 17/10; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 11/5; 23/10; 21/10; 23/10; 12/5; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 08:15:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; ; 13/8
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; ; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; ; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 12:15:38 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 13/8
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 23/10
META; english/premier-league/hull-v-west-ham; 2017-03-20 16:15:41 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 13/8
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 15/8; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 5/2; 9/4; 11/5; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-20 20:15:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 19/10; 7/4; 7/4; 19/10; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 00:15:31 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 04:15:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 17/10; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 08:15:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 7/5; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 20/11; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 19/10; 7/4; 7/4; 19/10; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 12:15:45 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; ; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 20/11; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; ; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; ; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-21 16:15:44 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 29/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 20/11; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 11/5; 12/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-22 00:15:31 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 37/20; 9/5; 19/10; 20/11; 2; 17/10; 15/8; 15/8; 7/4; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-22 08:15:31 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 31/20; 6/4; 6/4; 13/8; 8/5; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 15/8; 9/5; 9/5; 15/8; 20/11; 15/8; 17/10; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-22 12:28:09 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 8/5; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 8/5
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 17/10; 15/8; 15/8; 17/10; 9/5; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 39/20; 15/8; 7/4; 9/5; 7/4; ; ; 9/5; 19/10
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 23/10; 9/4
META; english/premier-league/hull-v-west-ham; 2017-03-23 13:19:26 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 6/4; 31/20; 6/4; 8/5; 13/8; 13/8; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 33/20; 6/4; 17/11; 6/4; 17/11; ; ; 6/4; 
West Ham; 7/4; 7/4; 9/5; 9/5; 9/5; 20/11; 19/10; 15/8; 15/8; 15/8; 17/10; 15/8; 9/5; 19/10; 15/8; 9/5; 24/13; 7/4; 7/4; 24/13; 19/10; 15/8; 7/4; 9/5; 7/4; ; ; 7/4; 
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 21/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 
META; english/premier-league/hull-v-west-ham; 2017-03-23 16:15:44 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 13/10; 6/4; 7/5; 6/4; 29/20; 13/8; 6/4; 6/4; 6/4; 7/5; 27/20; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; 17/11; 6/4; 16/11; 33/20; 6/4; 17/11; 11/8; 17/11; ; ; 7/5; 
West Ham; 2; 7/4; 2; 9/5; 2; 20/11; 2; 15/8; 15/8; 19/10; 15/8; 19/10; 9/5; 2; 2; 15/8; 37/19; 7/4; 7/4; 37/19; 19/10; 15/8; 7/4; 2; 7/4; ; ; 19/10; 
Draw; 12/5; 23/10; 47/20; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 11/5; 11/5; 21/10; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; ; 9/4; 
META; english/premier-league/hull-v-west-ham; 2017-03-23 20:15:44 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 13/10; 7/5; 7/5; 6/4; 7/5; 31/20; 6/4; 6/4; 7/5; 7/5; 27/20; 7/5; 7/5; 29/20; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 38/25; 24/17; 7/5; 11/8; 7/5; ; ; 7/5; 
West Ham; 2; 19/10; 39/20; 9/5; 2; 19/10; 2; 15/8; 2; 2; 15/8; 2; 39/20; 21/10; 2; 2; 39/19; 2; 2; 39/19; 52/25; 2; 2; 2; 2; ; ; 19/10; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; 12/5; 12/5; 9/4; 23/10; 21/10; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; 11/5; ; ; 9/4; 
META; english/premier-league/hull-v-west-ham; 2017-03-24 00:15:35 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 13/10; 7/5; 7/5; 6/4; 7/5; 31/20; 6/4; 6/4; 7/5; 7/5; 27/20; 7/5; 11/8; 29/20; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 38/25; 24/17; 7/5; 11/8; 7/5; ; ; 11/8; 
West Ham; 2; 19/10; 39/20; 9/5; 2; 19/10; 2; 15/8; 2; 2; 15/8; 2; 39/20; 21/10; 2; 2; 39/19; 2; 2; 39/19; 52/25; 2; 2; 2; 2; ; ; 15/8; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; 12/5; 12/5; 9/4; 23/10; 21/10; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; 11/5; ; ; 21/10; 
META; english/premier-league/hull-v-west-ham; 2017-03-24 04:15:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 13/10; 7/5; 7/5; 6/4; 7/5; 31/20; 6/4; 6/4; 7/5; 7/5; 27/20; 7/5; 11/8; 29/20; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 38/25; 24/17; 7/5; 11/8; 7/5; ; ; 11/8; 
West Ham; 2; 19/10; 39/20; 9/5; 2; 19/10; 2; 15/8; 2; 2; 15/8; 2; 39/20; 21/10; 2; 2; 21/10; 2; 2; 21/10; 52/25; 2; 2; 2; 2; ; ; 19/10; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; 12/5; 12/5; 9/4; 23/10; 21/10; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; 11/5; ; ; 21/10; 
META; english/premier-league/hull-v-west-ham; 2017-03-24 12:15:37 GMT+2; 2017-04-02 13:00; e70300-dr003
AC Milan; 1/2; 8/15; 4/9; 4/7; ; 4/7; 8/15; 4/7; 8/15; 11/20; 8/15; 8/15; 1/2; 11/20; 11/20; 8/15; 17/35; 8/15; 1/2; 17/35; 29/50; 8/15; 11/21; 1/2; 8/15; ; 1/2; ; 1/2
Draw; 10/3; 10/3; 17/5; 7/2; ; 18/5; 7/2; 3; 7/2; 7/2; 16/5; 10/3; 7/2; 10/3; 10/3; 10/3; 33/10; 16/5; 3; 33/10; 7/2; 17/5; 16/5; 16/5; 13/4; ; 3; ; 7/2
Pescara; 5; 9/2; 9/2; 4; ; 460/100; 21/4; 7/2; 9/2; 17/4; 21/5; 9/2; 19/4; 9/2; 19/4; 9/2; 63/13; 9/2; 5; 63/13; 53/10; 50/13; 5; 9/2; 5; ; 4; ; 26/5
META; english/premier-league/hull-v-west-ham; 2017-03-24 16:15:46 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 13/10; 7/5; 7/5; 6/4; 7/5; 31/20; 6/4; 6/4; 7/5; 7/5; 27/20; 7/5; 11/8; 29/20; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 38/25; 24/17; 7/5; 11/8; 7/5; ; ; 7/5; 
West Ham; 2; 19/10; 39/20; 9/5; 2; 19/10; 2; 15/8; 2; 2; 15/8; 2; 39/20; 21/10; 2; 2; 39/19; 2; 2; 39/19; 52/25; 2; 2; 2; 2; ; ; 19/10; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; 12/5; 12/5; 9/4; 23/10; 21/10; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; 11/5; ; ; 9/4; 
META; english/premier-league/hull-v-west-ham; 2017-03-24 20:15:55 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 13/10; 7/5; 7/5; 6/4; 7/5; 31/20; 6/4; 6/4; 7/5; 7/5; 27/20; 7/5; 11/8; 29/20; 6/4; 7/5; 7/5; 23/17; 7/5; 7/5; 38/25; 24/17; 7/5; 11/8; 7/5; ; ; 7/5; 
West Ham; 2; 19/10; 39/20; 9/5; 2; 19/10; 2; 15/8; 2; 2; 15/8; 2; 39/20; 21/10; 2; 2; 39/19; 2; 2; 39/19; 52/25; 2; 2; 2; 2; ; ; 19/10; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; 12/5; 12/5; 9/4; 23/10; 21/10; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; 11/5; ; ; 9/4; 
META; english/premier-league/hull-v-west-ham; 2017-03-25 00:15:39 GMT+2; 2017-04-01 15:00; e70300-dr003
Hull; 6/4; 7/5; 7/5; 6/4; 29/20; 31/20; 6/4; 6/4; 7/5; ; 27/20; 7/5; 11/8; 29/20; 6/4; 16/11; 7/5; 23/17; 7/5; 7/5; 38/25; 24/17; 7/5; 7/5; 7/5; ; ; 7/5; 
West Ham; 9/5; 19/10; 39/20; 9/5; 2; 19/10; 2; 15/8; 2; ; 15/8; 2; 39/20; 21/10; 2; 15/8; 39/19; 2; 2; 39/19; 52/25; 2; 2; 2; 2; ; ; 19/10; 
Draw; 23/10; 12/5; 47/20; 23/10; 9/4; 12/5; 12/5; 9/4; 23/10; ; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; 11/5; ; ; 21/10; 
META; english/premier-league/hull-v-west-ham; 2017-03-25 04:15:49 GMT+2; 2017-04-01 18:45; e70300-dr003
Antoine Griezmann; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; 6/4; ; 6/4; ; ; ; 
Kevin Gameiro; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; ; 17/10; ; 17/10; ; ; ; 
Fernando Torres; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; 19/10; ; 19/10; ; ; ; 
Angel Correa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 27/11; ; 27/11; ; ; ; 
Nicolas Gaitan; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; 17/5; ; 17/5; ; ; ; 
Saul Niguez; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; 17/5; ; 17/5; ; ; ; 
Sandro Ramirez; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; 18/5; ; 18/5; ; ; ; 
Koke; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/5; ; ; ; 43/10; ; 43/10; ; ; ; 
Adalberto Penaranda; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; ; ; 22/5; ; 22/5; ; ; ; 
Michael Santos; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 22/5; ; ; ; 22/5; ; 22/5; ; ; ; 
