META; english/premier-league/liverpool-v-everton; 2017-03-04 20:16:38 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 13/20; 4/6; 4/6; 8/13; 13/20; 4/6; 8/13; 13/20; 8/13; 8/13; 8/13; 6/10; 13/20; 4/6; 8/13; 3/5; 4/7; 8/13; 13/20; 11/17; 5/8; ; 5/8; ; ; ; 
Draw; 14/5; 11/4; 29/10; 14/5; 16/5; 14/5; 31/10; 12/5; 3; 14/5; 11/4; 3; 59/20; 29/10; 14/5; 3; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 17/4; 4; 9/2; 21/5; 19/4; 9/2; 9/2; 17/4; 4; 4; 17/4; 18/5; 9/2; 5; 22/5; 9/2; 21/5; 22/5; 5; 50/13; 17/4; ; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-18 20:15:51 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 8/13; 7/10; 4/6; 4/6; 8/13; 13/20; 4/6; 4/6; 13/20; 4/6; 4/6; 8/13; 8/13; 13/20; 4/6; 8/13; 3/5; 4/7; 8/13; 13/20; 11/17; 5/8; ; 5/8; ; ; ; 
Draw; 14/5; 11/4; 14/5; 14/5; 16/5; 14/5; 31/10; 12/5; 3; 14/5; 27/10; 14/5; 59/20; 29/10; 14/5; 3; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; ; 29/10; ; ; ; 
Everton; 5; 9/2; 4; 4; 9/2; 21/5; 19/4; 9/2; 17/4; 17/4; 19/5; 4; 17/4; 17/5; 9/2; 5; 22/5; 9/2; 21/5; 22/5; 5; 50/13; 17/4; ; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-19 00:15:30 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 4/6; 7/10; 4/6; 4/6; 8/13; 13/20; 4/6; 4/6; 13/20; 4/6; 4/6; 8/13; 8/13; 13/20; 7/10; 8/13; 3/5; 4/7; 8/13; 33/50; 11/17; 5/8; 8/13; 5/8; ; ; ; 
Draw; 14/5; 29/10; 14/5; 14/5; 16/5; 14/5; 3; 12/5; 3; 14/5; 27/10; 14/5; 59/20; 29/10; 14/5; 3; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; 14/5; 29/10; ; ; ; 
Everton; 5; 4; 4; 4; 9/2; 21/5; 19/4; 9/2; 17/4; 17/4; 19/5; 4; 17/4; 17/5; 9/2; 9/2; 22/5; 9/2; 21/5; 22/5; 24/5; 50/13; 17/4; 17/4; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-19 04:15:38 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 4/6; 7/10; 4/6; 4/6; 8/13; 13/20; 4/6; 4/6; 13/20; 4/6; 4/6; 8/13; 8/13; 13/20; 7/10; 8/13; 3/5; 4/7; 8/13; 33/50; 11/17; 5/8; 8/13; 5/8; ; ; ; 
Draw; 14/5; 29/10; 14/5; 14/5; 16/5; 14/5; 3; 12/5; 3; 14/5; 27/10; 14/5; 59/20; 29/10; 14/5; 3; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; 14/5; 29/10; ; ; ; 
Everton; 5; 4; 4; 4; 9/2; 21/5; 19/4; 9/2; 17/4; 17/4; 19/5; 4; 17/4; 17/5; 9/2; 9/2; 22/5; 9/2; 21/5; 22/5; 24/5; 50/13; 17/4; 17/4; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-19 08:15:43 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 4/6; 7/10; 4/6; 4/6; 8/13; 13/20; 4/6; 4/6; 13/20; 4/6; 4/6; 8/13; 8/13; 13/20; 7/10; 8/13; 3/5; 4/7; 8/13; 33/50; 11/17; 5/8; 8/13; 5/8; ; ; ; 
Draw; 14/5; 29/10; 14/5; 14/5; 16/5; 14/5; 3; 12/5; 3; 14/5; 27/10; 14/5; 59/20; 29/10; 14/5; 3; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; 14/5; 29/10; ; ; ; 
Everton; 5; 4; 4; 4; 9/2; 21/5; 19/4; 9/2; 17/4; 17/4; 19/5; 4; 17/4; 17/5; 9/2; 9/2; 22/5; 9/2; 21/5; 22/5; 24/5; 50/13; 17/4; 17/4; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-19 12:15:45 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/7; 4/6; 7/10; 7/10; 4/6; 8/13; 13/20; 4/6; 4/6; 13/20; 4/6; 4/6; 8/13; 8/13; 13/20; 7/10; 8/13; 3/5; 4/7; 8/13; 33/50; 11/17; 5/8; 8/13; 5/8; ; ; ; 
Draw; 14/5; 29/10; 14/5; 14/5; 16/5; 14/5; 3; 12/5; 3; 14/5; 27/10; 14/5; 59/20; 29/10; 14/5; 3; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; 14/5; 29/10; ; ; ; 
Everton; 5; 4; 4; 19/5; 9/2; 21/5; 19/4; 9/2; 17/4; 17/4; 19/5; 4; 17/4; 17/5; 9/2; 9/2; 22/5; 9/2; 21/5; 22/5; 24/5; 50/13; 17/4; 17/4; 17/4; ; ; ; 
META; english/premier-league/liverpool-v-everton; 2017-03-19 16:15:40 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 8/13; 4/6; 7/10; 7/10; 4/6; 8/13; 13/20; 4/6; 4/6; 13/20; 4/6; 4/6; 8/13; 8/13; 13/20; 7/10; 11/17; 3/5; 4/7; 11/17; 33/50; 11/17; 5/8; 8/13; 5/8; ; ; ; 8/13
Draw; 11/4; 29/10; 14/5; 14/5; 16/5; 14/5; 3; 12/5; 3; 14/5; 27/10; 14/5; 59/20; 29/10; 14/5; 3; 56/19; 11/4; 14/5; 56/19; 31/10; 16/5; 29/10; 14/5; 29/10; ; ; ; 3
Everton; 9/2; 4; 4; 19/5; 9/2; 21/5; 19/4; 9/2; 17/4; 17/4; 19/5; 4; 17/4; 17/5; 9/2; 9/2; 74/17; 9/2; 21/5; 74/17; 24/5; 50/13; 17/4; 4; 17/4; ; ; ; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-19 20:15:35 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 4/6; 4/6; 7/10; 7/10; 7/10; 8/13; 3/4; 4/6; 8/11; 7/10; 4/6; 7/10; 4/6; 13/20; 7/10; 8/11; 9/13; 3/5; 4/7; 9/13; 7/10; ; 5/8; 7/10; 5/8; ; ; ; 4/6
Draw; 11/4; 29/10; 14/5; 14/5; 3; 14/5; 29/10; 12/5; 14/5; 11/4; 27/10; 14/5; 57/20; 29/10; 14/5; 29/10; 37/13; 11/4; 14/5; 37/13; 3; ; 29/10; 11/4; 29/10; ; ; ; 14/5
Everton; 4; 4; 4; 19/5; 19/5; 21/5; 4; 9/2; 19/5; 4; 15/4; 7/2; 4; 10/3; 4; 9/2; 77/19; 9/2; 21/5; 77/19; 23/5; ; 17/4; 15/4; 17/4; ; ; ; 4
META; english/premier-league/liverpool-v-everton; 2017-03-20 00:15:26 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 8/13; 4/6; 4/6; 7/10; 4/6; 8/13; 4/6; 4/6; 8/13; 8/13; 8/13; 4/6; 8/13; 8/13; 13/20; 7/10; 8/13; 3/5; 4/6; 8/13; 7/10; 19/29; 4/6; 8/13; 4/6; ; ; ; 8/13
Draw; 14/5; 29/10; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 27/10; 14/5; 29/10; 14/5; 14/5; 3; 56/19; 29/10; 14/5; 56/19; 3; 56/19; 14/5; 14/5; 14/5; ; ; ; 3
Everton; 9/2; 4; 17/4; 19/5; 4; 21/5; 17/4; 9/2; 17/4; 17/4; 19/5; 4; 9/2; 18/5; 9/2; 9/2; 49/11; 17/4; 4; 49/11; 23/5; 41/10; 4; 17/4; 4; ; ; ; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-20 04:15:20 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 8/13; 4/6; 4/6; 7/10; 4/6; 8/13; 13/20; 4/6; 8/13; 8/13; 8/13; 4/6; 8/13; 6/10; 13/20; 7/10; 8/13; 3/5; 4/6; 8/13; 7/10; 19/29; 4/6; 8/13; 4/6; ; ; ; 8/13
Draw; 14/5; 29/10; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 3; 56/19; 29/10; 14/5; 56/19; 3; 56/19; 14/5; 14/5; 14/5; ; ; ; 3
Everton; 9/2; 4; 17/4; 19/5; 4; 21/5; 17/4; 9/2; 17/4; 17/4; 4; 4; 9/2; 18/5; 9/2; 9/2; 49/11; 17/4; 4; 49/11; 23/5; 41/10; 4; 17/4; 4; ; ; ; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-20 08:15:21 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 8/13; 4/6; 13/20; 7/10; 8/13; 8/13; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 6/10; 13/20; 7/10; 11/18; 3/5; 4/6; 11/17; 7/10; 19/29; 4/6; 8/13; 4/6; ; ; ; 8/13
Draw; 14/5; 29/10; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 11/4; 14/5; 3; 3; 29/10; 14/5; 29/10; 3; 56/19; 14/5; 14/5; 14/5; ; ; ; 3
Everton; 9/2; 4; 17/4; 19/5; 9/2; 21/5; 17/4; 9/2; 17/4; 17/4; 4; 4; 9/2; 4; 9/2; 9/2; 50/11; 17/4; 4; 17/4; 23/5; 41/10; 4; 17/4; 4; ; ; ; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-20 12:15:22 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 4/6; 13/20; 7/10; 8/13; 8/13; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 6/10; 13/20; 7/10; 8/13; 3/5; 4/6; 8/13; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 8/13
Draw; 14/5; 29/10; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 11/4; 14/5; 3; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 4; 17/4; 19/5; 9/2; 21/5; 17/4; 9/2; 17/4; 17/4; 4; 4; 9/2; 4; 9/2; 9/2; 49/11; 17/4; 4; 49/11; 24/5; 43/10; 4; 17/4; 4; ; ; 22/5; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-20 16:15:27 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 4/6; 13/20; 7/10; 8/13; 8/13; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 6/10; 13/20; 7/10; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 11/4; 14/5; 3; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 4; 17/4; 19/5; 9/2; 21/5; 17/4; 9/2; 17/4; 17/4; 4; 4; 9/2; 4; 9/2; 9/2; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 9/2; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-20 20:15:21 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 8/13; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 4/7; 13/20; 4/6; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/6; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 21/5; 17/4; 9/2; 17/4; 17/4; 21/5; 4; 9/2; 19/5; 9/2; 4; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 21/5; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-21 00:15:22 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 8/13; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 4/7; 13/20; 4/6; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/7; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 27/10; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 21/5; 17/4; 9/2; 17/4; 17/4; 21/5; 4; 9/2; 19/5; 9/2; 4; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 7/2; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-21 04:15:21 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 8/13; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 4/7; 13/20; 4/6; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/7; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 14/5; 3; 12/5; 3; 14/5; 11/4; 3; 29/10; 14/5; 14/5; 14/5; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 27/10; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 21/5; 17/4; 9/2; 17/4; 17/4; 21/5; 4; 9/2; 19/5; 9/2; 4; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 7/2; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-21 08:15:21 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 4/7; 13/20; 4/6; 8/13; 3/5; 4/6; 8/13; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/7; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 3; 29/10; 14/5; 14/5; 14/5; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 27/10; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 17/4; 17/4; 9/2; 17/4; 17/4; 21/5; 4; 9/2; 19/5; 9/2; 4; 22/5; 17/4; 4; 22/5; 24/5; 43/10; 4; 17/4; 4; ; ; 7/2; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-21 12:15:31 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 4/7; 13/20; 4/6; 11/17; 3/5; ; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/6; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 3; 29/10; 14/5; 14/5; 14/5; 56/19; 29/10; ; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 17/4; 17/4; 9/2; 17/4; 17/4; 21/5; 4; 9/2; 19/5; 9/2; 4; 74/17; 17/4; ; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 22/5; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-21 16:15:30 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 4/7; 13/20; 4/6; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/6; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 3; 29/10; 14/5; 14/5; 14/5; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 17/4; 17/4; 9/2; 17/4; 17/4; 21/5; 4; 9/2; 19/5; 9/2; 4; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 21/5; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-22 00:15:21 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 4/6; 8/13; 3/5; 4/6; 8/13; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/7; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 3; 29/10; 16/5; 14/5; 14/5; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 27/10; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 17/4; 17/4; 9/2; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 4; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 7/2; 9/2
META; english/premier-league/liverpool-v-everton; 2017-03-22 08:15:21 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 4/6; 8/13; 3/5; 4/6; 8/13; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 3; 29/10; 16/5; 14/5; 14/5; 29/10; 29/10; 14/5; 29/10; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 9/2; 17/4; 9/2; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 4; 49/11; 17/4; 4; 49/11; 24/5; 43/10; 4; 17/4; 4; ; ; 22/5; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-23 13:19:15 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 4/6; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 16/5; 14/5; 11/4; 29/10; 29/10; 14/5; 29/10; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 9/2; 17/4; 5; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 4; 22/5; 17/4; 4; 22/5; 24/5; 43/10; 4; 17/4; 4; ; ; 9/2; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-23 16:15:32 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 4/6; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 16/5; 14/5; 11/4; 29/10; 29/10; 14/5; 29/10; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 19/5; 17/4; 19/5; 9/2; 9/2; 17/4; 5; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 4; 22/5; 17/4; 4; 22/5; 24/5; 43/10; 4; 17/4; 4; ; ; 23/5; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-23 20:15:31 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 4/6; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 8/13; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/6; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 16/5; 14/5; 11/4; 29/10; 29/10; 14/5; 29/10; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 4; 17/4; 19/5; 9/2; 17/4; 19/4; 5; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 9/2; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 23/5; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-24 00:15:24 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 4/6; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 8/13; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 16/5; 14/5; 11/4; 29/10; 29/10; 14/5; 29/10; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 4; 17/4; 19/5; 9/2; 17/4; 19/4; 5; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 9/2; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 9/2; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-24 04:15:24 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 4/6; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 8/13; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 16/5; 14/5; 11/4; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 4; 17/4; 19/5; 9/2; 17/4; 19/4; 5; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 9/2; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 9/2; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-24 12:15:26 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 4/6; 13/20; 7/10; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 8/13; 11/17; 3/5; 4/6; 11/17; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 4/6; 4/6
Draw; 14/5; 14/5; 29/10; 14/5; 3; 3; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 16/5; 14/5; 11/4; 29/10; 29/10; 14/5; 29/10; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 4; 17/4; 19/5; 9/2; 17/4; 19/4; 5; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 9/2; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 9/2; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-24 16:15:34 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 4/6; 13/20; 13/20; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 8/13; 8/13; 3/5; 4/6; 8/13; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 4/6
Draw; 14/5; 14/5; 29/10; 3; 3; 3; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 16/5; 14/5; 14/5; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 4; 17/4; 4; 9/2; 17/4; 19/4; 5; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 9/2; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 23/5; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-24 20:15:44 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 7/10; 13/20; 13/20; 8/13; 13/20; 13/20; 4/6; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 13/20; 8/13; 8/13; 3/5; 4/6; 8/13; 4/6; 7/11; 4/6; 8/13; 4/6; ; ; 8/13; 4/6
Draw; 14/5; 14/5; 29/10; 3; 3; 3; 3; 12/5; 3; 14/5; 11/4; 14/5; 29/10; 16/5; 14/5; 14/5; 56/19; 29/10; 14/5; 56/19; 31/10; 3; 14/5; 14/5; 14/5; ; ; 14/5; 3
Everton; 19/4; 19/5; 17/4; 4; 9/2; 17/4; 19/4; 5; 17/4; 17/4; 21/5; 4; 9/2; 9/2; 9/2; 9/2; 74/17; 17/4; 4; 74/17; 24/5; 43/10; 4; 17/4; 4; ; ; 23/5; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-25 00:15:29 GMT+2; 2017-04-01 12:30; e70300-dr003
Liverpool; 3/5; 8/13; 13/20; 13/20; 8/13; 13/20; 13/20; 4/6; 8/13; ; 6/10; 8/13; 8/13; 13/20; 8/13; 8/13; 11/18; 3/5; 4/6; 11/18; 16/25; 7/11; 4/6; 6/10; 4/6; ; ; 4/7; 4/6
Draw; 14/5; 3; 29/10; 3; 3; 3; 3; 12/5; 3; ; 11/4; 14/5; 29/10; 16/5; 16/5; 14/5; 3; 29/10; 14/5; 3; 13/4; 3; 14/5; 14/5; 14/5; ; ; 3; 3
Everton; 19/4; 17/4; 17/4; 4; 9/2; 17/4; 19/4; 5; 17/4; ; 4; 4; 9/2; 9/2; 17/4; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 43/10; 4; 17/4; 4; ; ; 23/5; 23/5
META; english/premier-league/liverpool-v-everton; 2017-03-25 04:15:33 GMT+2; 2017-03-26 11:45; e70300-dr003
Skive; 13/10; 6/5; 13/10; ; 5/4; 5/4; 11/8; 11/10; ; 13/10; 5/4; 5/4; ; ; 5/4; ; 13/10; ; ; ; 67/50; ; ; 13/10; ; ; 6/5; 5/4; 
