META; english/premier-league/watford-v-man-utd; 2016-08-27 20:18:05 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; 
Watford; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; 5; ; ; 29/5; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-28 00:17:18 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; 
Watford; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; 5; ; ; 29/5; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-28 04:17:18 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; 
Watford; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; 5; ; ; 29/5; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-28 08:17:15 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; 
Watford; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; 5; ; ; 29/5; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-28 12:17:25 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; 
Watford; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; 5; ; ; 29/5; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-28 16:17:30 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 4/7; 4/7; ; ; ; ; ; ; ; ; ; 8/15; ; ; 8/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 13/5; 14/5; ; ; ; ; ; ; ; ; ; 3; ; ; 3; ; ; ; ; ; 
Watford; ; ; ; ; ; ; ; 5; 11/2; ; ; ; ; ; ; ; ; ; 5; ; ; 29/5; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-28 20:17:40 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; ; ; ; ; ; ; 9/20; 4/7; 1/2; ; ; ; ; ; ; ; 8/15; ; 8/15; ; 8/15; 8/15; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 7/2; 13/5; 7/2; ; ; ; ; ; ; ; 10/3; ; 3; ; 3; 7/2; ; ; ; ; ; 
Watford; ; ; ; ; ; ; 7; 5; 6; ; ; ; ; ; ; ; 6; ; 5; ; 5; 6; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-29 00:17:18 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; 4/9; ; ; ; ; ; 2/5; 8/15; 1/3; 5/11; ; ; ; ; ; ; 1/2; 5/11; 2/5; 4/9; 5/11; 18/35; ; ; ; ; ; 
Draw; 7/2; ; ; ; ; ; 19/5; 13/5; 4; 17/5; ; ; ; ; ; ; 7/2; 17/5; 15/4; 10/3; 17/5; 15/4; ; ; ; ; ; 
Watford; 11/2; ; ; ; ; ; 8; 11/2; 17/2; 6; ; ; ; ; ; ; 13/2; 6; 6; 6; 29/5; 6; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-29 04:17:08 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; 4/9; ; ; ; ; ; 4/9; 8/15; 4/9; 5/11; ; ; ; ; ; ; 1/2; 5/11; 2/5; 4/9; 5/11; 18/35; ; ; ; ; ; 
Draw; 7/2; ; ; ; ; ; 15/4; 13/5; 7/2; 17/5; ; ; ; ; ; ; 7/2; 17/5; 15/4; 10/3; 17/5; 15/4; ; ; ; ; ; 
Watford; 11/2; ; ; ; ; ; 15/2; 11/2; 6; 6; ; ; ; ; ; ; 13/2; 6; 6; 6; 29/5; 6; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-29 08:17:08 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; 4/9; ; ; ; ; ; 4/9; 8/15; 4/9; 5/11; ; ; ; ; ; ; 1/2; 5/11; 2/5; 4/9; 5/11; 18/35; ; ; ; ; ; 
Draw; 7/2; ; ; ; ; ; 15/4; 13/5; 7/2; 17/5; ; ; ; ; ; ; 7/2; 17/5; 15/4; 10/3; 17/5; 15/4; ; ; ; ; ; 
Watford; 11/2; ; ; ; ; ; 15/2; 11/2; 6; 6; ; ; ; ; ; ; 13/2; 6; 6; 6; 29/5; 6; ; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-29 12:17:19 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; 4/9; ; ; ; ; 9/20; 2/5; 4/9; 4/9; 5/11; ; ; ; ; ; ; 7/15; 5/11; 2/5; 4/9; 4/9; 5/11; 3/7; ; ; ; ; 
Draw; 7/2; ; ; ; ; 15/4; 15/4; 3; 7/2; 17/5; ; ; ; ; ; ; 16/5; 17/5; 15/4; 10/3; 17/5; 19/5; 62/17; ; ; ; ; 
Watford; 11/2; ; ; ; ; 6; 8; 13/2; 13/2; 6; ; ; ; ; ; ; 23/4; 6; 6; 6; 59/10; 15/2; 63/10; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-29 16:17:15 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; 4/9; ; ; ; ; 9/20; 2/5; 4/9; 4/9; 5/11; ; ; ; ; ; 2/5; 7/15; 5/11; 2/5; 4/9; 2/5; 5/11; 3/7; ; ; ; ; 
Draw; 7/2; ; ; ; ; 15/4; 15/4; 3; 7/2; 17/5; ; ; ; ; ; 15/4; 16/5; 17/5; 15/4; 10/3; 39/11; 19/5; 62/17; ; ; ; ; 
Watford; 11/2; ; ; ; ; 6; 17/2; 13/2; 13/2; 6; ; ; ; ; ; 7; 23/4; 6; 6; 6; 13/2; 15/2; 63/10; ; ; ; ; 
META; english/premier-league/watford-v-man-utd; 2016-08-29 20:17:36 GMT+3; 2016-09-18 12:00; e70300-dr003
Man Utd; 4/9; ; ; ; ; 9/20; 2/5; 4/9; 4/9; 5/11; ; ; ; ; ; 2/5; 4/11; 5/11; 2/5; 4/9; 2/5; 5/11; 3/7; ; ; ; ; 
