META; english/premier-league/arsenal-v-liverpool; 2016-06-20 04:15:01 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; ; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; ; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-20 08:15:01 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; ; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; ; ; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; ; ; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-20 12:15:01 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; ; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; ; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-20 16:15:01 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; ; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; ; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-20 20:15:57 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; ; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; ; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-21 00:16:00 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; 5/6; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; 2; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-21 04:15:51 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; ; 5/6; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; ; 2; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; ; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-21 08:15:53 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; 5/6; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; 2; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-21 12:15:55 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; 5/6; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; 2; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-21 16:16:24 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; 10/11; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; 12/5; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-21 20:16:49 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; ; 10/11; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; ; 12/5; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; ; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-22 00:16:30 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; ; 10/11; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; ; 12/5; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; ; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-22 04:16:30 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; ; 10/11; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; ; 12/5; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; ; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-22 08:16:23 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; ; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; ; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-22 12:16:35 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; 10/11; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 45/17; 13/5; 12/5; 12/5; 47/20; 12/5; 11/4; 5/2; ; 45/17; 23/10; 13/5; ; 13/5; ; ; 9/4; 12/5; 
Liverpool; 11/4; 5/2; 12/5; 23/10; 12/5; 13/5; 13/5; 14/5; 11/4; 28/11; 23/10; 11/4; 12/5; 5/2; 5/2; 9/4; 13/5; ; 28/11; 12/5; 5/2; ; 11/4; ; ; 23/10; 21/10; 
META; english/premier-league/arsenal-v-liverpool; 2016-06-22 16:16:50 GMT+3; 2016-08-13 15:00; e70300-dr003
Arsenal; 1; 1; 1; 20/21; 1; 1; 1; 10/11; 21/20; 1; 20/21; 1; 11/10; 19/20; 1; 1; 1; ; 1; 11/10; 1; ; 19/17; ; ; 10/11; 10/11; 
