META; english/premier-league/sunderland-v-everton; 2016-08-21 20:17:33 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; 5/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-22 00:16:58 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 5/4; 6/5; ; 5/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; ; 5/2; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 21/10; 23/10; ; 5/2; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-22 04:16:55 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 5/4; 6/5; ; 5/4; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; ; 5/2; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 21/10; 23/10; ; 5/2; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-22 08:16:56 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 5/4; 6/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; ; ; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 21/10; 23/10; ; ; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-22 12:17:05 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 5/4; 6/5; 6/5; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 23/10; ; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 21/10; 23/10; 9/4; ; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-22 16:17:05 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 11/10; 6/5; 6/5; 19/16; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; 23/10; 45/17; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-22 20:17:12 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; ; 11/8; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 11/10; 6/5; 6/5; 19/16; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 23/10; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; ; ; ; 
Sunderland; 23/10; ; ; ; ; ; 23/10; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; 23/10; 45/17; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-23 00:16:59 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; ; 5/4; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 11/10; 6/5; 6/5; 19/16; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; ; 13/5; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; 23/10; 45/17; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-23 04:16:59 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; ; 5/4; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 11/10; 6/5; 6/5; 19/16; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 9/4; 5/2; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; ; 13/5; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; 40/17; 45/17; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-23 08:17:09 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; ; 5/4; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 11/10; 6/5; 6/5; 19/16; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 9/4; 5/2; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; ; 13/5; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; 40/17; 45/17; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-23 12:17:13 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 11/10; 6/5; 15/13; 5/4; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 9/4; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 9/4; 29/12; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; 40/17; 13/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-23 16:17:10 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 13/10; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 11/10; 6/5; 6/5; 5/4; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 9/4; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 9/4; 29/12; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 5/2; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; 23/10; 13/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-23 20:17:10 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 13/10; ; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 9/4; ; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 29/12; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 5/2; ; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 23/10; 13/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-24 00:16:57 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 6/5; ; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; ; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 29/12; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 27/10; ; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 23/10; 13/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-24 04:16:50 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 6/5; ; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; ; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 29/12; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 27/10; ; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-24 08:16:53 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 6/5; ; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; ; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 29/12; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 27/10; ; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-24 12:16:49 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 6/5; ; ; 6/5; ; ; ; ; ; ; ; 6/5; 11/10; 6/5; 6/5; 5/4; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 12/5; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 23/10; 23/10; 23/10; 29/12; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; ; ; 23/10; ; ; ; ; ; ; ; 23/10; 12/5; 23/10; 23/10; 13/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-24 16:17:40 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 7/6; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 23/10; 29/12; 40/17; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 23/10; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-24 20:17:23 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 7/6; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 23/10; 29/12; 40/17; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 23/10; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-25 00:16:51 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 7/6; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 23/10; 29/12; 40/17; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 23/10; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-25 04:16:42 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 7/6; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 29/12; 40/17; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-25 08:16:36 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 29/12; 40/17; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-25 12:16:39 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-25 16:17:22 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 12/5; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 23/10; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-25 20:16:48 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 5/2; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-26 00:16:33 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 5/2; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-26 04:15:49 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 5/2; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-26 08:15:49 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 5/2; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-26 12:15:53 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 6/5; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 5/2; ; ; ; ; 5/2; 27/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-26 16:16:33 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 5/2; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-26 20:16:41 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 5/2; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-27 00:16:38 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; 6/5; 5/4; 6/5; ; ; ; ; 
Draw; 11/5; ; ; ; ; 11/5; 23/10; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 23/10; 23/10; 9/4; 12/5; 40/17; ; ; ; ; 
Sunderland; 5/2; ; ; ; ; 5/2; 13/5; 11/5; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; 12/5; 23/10; 40/17; 13/5; 12/5; ; ; ; ; 
META; english/premier-league/sunderland-v-everton; 2016-08-27 04:16:33 GMT+3; 2016-09-12 20:00; e70300-dr003
Everton; 6/5; ; ; ; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; ; ; 5/4; ; 6/5; 11/10; 6/5; ; 5/4; 6/5; ; ; ; ; 
