META; english/premier-league/bournemouth-v-watford; 2017-01-02 20:16:46 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; ; ; ; ; ; ; 21/20; ; ; 1; 1; ; ; ; ; 1; 13/15; ; 4/5; ; 13/15; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; 12/5; 9/4; ; ; ; ; 13/5; 28/11; ; 13/5; ; 28/11; 5/2; ; ; ; ; ; ; 
Watford; ; ; ; ; ; ; 29/10; ; ; 13/5; 13/5; ; ; ; ; 3; 41/13; ; 16/5; ; 41/13; 59/20; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-03 00:16:37 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; ; ; ; ; ; ; 9/10; ; ; 17/20; 5/6; ; ; ; ; 11/13; 5/6; ; 4/5; ; 5/6; 1; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/5; ; ; 5/2; 12/5; ; ; ; ; 11/4; 13/5; ; 13/5; ; 13/5; 5/2; ; ; ; ; ; ; 
Watford; ; ; ; ; ; ; 10/3; ; ; 16/5; 16/5; ; ; ; ; 10/3; 16/5; ; 16/5; ; 16/5; 67/20; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-03 04:16:37 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; ; ; ; ; ; ; 9/10; ; ; 17/20; 5/6; ; ; ; ; 11/13; 5/6; ; 4/5; ; 5/6; 1; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 13/5; ; ; 5/2; 12/5; ; ; ; ; 11/4; 13/5; ; 13/5; ; 13/5; 5/2; ; ; ; ; ; ; 
Watford; ; ; ; ; ; ; 10/3; ; ; 16/5; 16/5; ; ; ; ; 10/3; 16/5; ; 16/5; ; 16/5; 67/20; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-03 08:16:41 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; ; ; ; ; 10/11; ; ; 17/20; 5/6; ; ; ; ; 10/11; 13/15; ; 4/5; ; 13/15; 1; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; 13/5; ; ; 5/2; 12/5; ; ; ; ; 13/5; 13/5; ; 13/5; ; 13/5; 5/2; ; ; ; ; ; ; 
Watford; 3; ; ; ; ; ; 10/3; ; ; 16/5; 16/5; ; ; ; ; 10/3; 58/19; ; 16/5; ; 58/19; 67/20; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-03 12:16:35 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; ; 20/23; ; 17/20; 37/40; ; ; 17/20; 5/6; ; ; ; 10/11; 10/11; 5/6; ; 4/5; ; 5/6; 1; ; ; ; ; ; ; 
Draw; 13/5; ; ; 12/5; ; 13/5; 13/5; ; ; 5/2; 12/5; ; ; ; 13/5; 13/5; 13/5; ; 13/5; ; 13/5; 5/2; ; ; ; ; ; ; 
Watford; 3; ; ; 10/3; ; 3; 10/3; ; ; 16/5; 16/5; ; ; ; 3; 10/3; 31/10; ; 16/5; ; 31/10; 67/20; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-03 16:17:00 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 20/23; ; 17/20; 9/10; ; 9/10; 17/20; 5/6; ; ; ; 10/11; 10/11; 5/6; ; 4/5; ; 5/6; 97/100; ; ; ; ; ; ; 
Draw; 13/5; ; 5/2; 12/5; ; 13/5; 13/5; ; 13/5; 5/2; 12/5; ; ; ; 13/5; 13/5; 13/5; ; 13/5; ; 13/5; 13/5; ; ; ; ; ; ; 
Watford; 3; ; 10/3; 10/3; ; 3; 7/2; ; 10/3; 16/5; 16/5; ; ; ; 3; 10/3; 31/10; ; 16/5; ; 31/10; 10/3; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-03 20:16:43 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 20/23; ; 17/20; 9/10; ; 9/10; 17/20; 5/6; ; ; ; 10/11; 10/11; 5/6; ; 4/5; ; 5/6; 97/100; ; ; ; ; ; ; 
Draw; 13/5; ; 5/2; 12/5; ; 13/5; 13/5; ; 13/5; 5/2; 12/5; ; ; ; 13/5; 13/5; 13/5; ; 13/5; ; 13/5; 13/5; ; ; ; ; ; ; 
Watford; 3; ; 10/3; 10/3; ; 3; 7/2; ; 10/3; 16/5; 16/5; ; ; ; 3; 10/3; 31/10; ; 16/5; ; 31/10; 10/3; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-04 00:16:29 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 17/20; ; 9/10; 5/6; 4/5; ; ; ; 10/11; 11/13; 5/6; ; 4/5; ; 5/6; 97/100; ; ; ; ; ; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 27/10; ; 13/5; 13/5; 12/5; ; ; ; 13/5; 11/4; 13/5; ; 13/5; ; 13/5; 13/5; ; ; ; ; ; ; 
Watford; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 3; 10/3; 31/10; ; 16/5; ; 31/10; 10/3; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-04 04:16:38 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 17/20; ; 9/10; 5/6; 4/5; ; ; ; 10/11; 11/13; 5/6; ; 4/5; ; 5/6; ; ; ; ; ; ; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 27/10; ; 13/5; 13/5; 12/5; ; ; ; 13/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 
Watford; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 3; 10/3; 31/10; ; 16/5; ; 31/10; ; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-04 08:16:40 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 17/20; ; 9/10; 5/6; 4/5; ; ; ; 10/11; 11/13; 5/6; ; 4/5; ; 5/6; ; ; ; ; ; ; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 27/10; ; 13/5; 13/5; 12/5; ; ; ; 13/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 
Watford; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 3; 10/3; 31/10; ; 16/5; ; 31/10; ; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-04 12:16:41 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 17/20; ; 9/10; 5/6; 4/5; ; ; ; 10/11; 11/13; 5/6; 13/15; 4/5; 5/6; 5/6; ; ; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 27/10; ; 13/5; 13/5; 12/5; ; ; ; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; ; ; 13/5; ; ; ; ; 
Watford; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 3; 10/3; 31/10; 58/19; 16/5; 3; 31/10; ; ; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-04 16:16:44 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 17/20; ; 9/10; 5/6; 4/5; ; ; ; 10/11; 11/13; 5/6; 13/15; 4/5; 5/6; 5/6; 9/10; ; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 13/5; ; 13/5; 27/10; ; 13/5; 13/5; 12/5; ; ; ; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; ; 13/5; ; ; ; ; 
Watford; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 3; 10/3; 31/10; 58/19; 16/5; 3; 31/10; 18/5; ; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-05 00:16:36 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 9/10; 20/23; ; 17/20; 17/20; 5/6; 9/10; 17/20; 5/6; ; ; ; 10/11; 10/11; 5/6; 13/15; 4/5; 5/6; 5/6; 9/10; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 5/2; 5/2; ; 13/5; 27/10; 12/5; 13/5; 12/5; 12/5; ; ; ; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 27/10; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 16/5; 16/5; ; 3; 18/5; 16/5; 10/3; 10/3; 3; ; ; ; 3; 7/2; 13/4; 58/19; 16/5; 3; 13/4; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-05 04:16:30 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 9/10; 20/23; ; 17/20; 17/20; 5/6; 9/10; 17/20; 5/6; ; ; ; 10/11; 10/11; 5/6; 13/15; 4/5; 5/6; 5/6; 9/10; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 5/2; 5/2; ; 13/5; 27/10; 12/5; 13/5; 12/5; 12/5; ; ; ; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 27/10; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 16/5; 16/5; ; 3; 18/5; 16/5; 10/3; 10/3; 3; ; ; ; 3; 7/2; 13/4; 58/19; 16/5; 3; 13/4; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-05 08:16:30 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 9/10; 20/23; ; 17/20; 17/20; 5/6; 9/10; 17/20; 5/6; ; ; ; 10/11; 10/11; 5/6; 13/15; 4/5; 5/6; 5/6; 9/10; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 5/2; 5/2; ; 13/5; 27/10; 12/5; 13/5; 12/5; 12/5; ; ; ; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 27/10; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 16/5; 16/5; ; 3; 18/5; 16/5; 10/3; 10/3; 3; ; ; ; 3; 7/2; 13/4; 58/19; 16/5; 3; 13/4; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-05 12:16:38 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 9/10; 20/23; ; 17/20; 20/23; 5/6; 9/10; 17/20; 5/6; ; ; ; 10/11; 11/13; 5/6; 13/15; 4/5; 5/6; 5/6; 9/10; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 5/2; 5/2; ; 13/5; 13/5; 12/5; 13/5; 12/5; 12/5; ; ; ; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 27/10; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 16/5; 16/5; ; 3; 18/5; 16/5; 10/3; 10/3; 3; ; ; ; 3; 10/3; 13/4; 58/19; 16/5; 3; 13/4; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-05 16:16:35 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 9/10; 20/23; ; 17/20; 20/23; 5/6; 9/10; 17/20; 5/6; ; ; ; 10/11; 11/13; 5/6; 13/15; 4/5; 5/6; 5/6; 22/25; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 5/2; 5/2; ; 13/5; 13/5; 12/5; 13/5; 12/5; 12/5; ; ; ; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 16/5; 16/5; ; 3; 18/5; 16/5; 10/3; 10/3; 3; ; ; ; 3; 10/3; 13/4; 58/19; 16/5; 3; 13/4; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-05 20:16:27 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 5/6; 5/6; 9/10; 4/5; 4/5; ; ; ; 5/6; 5/6; 4/5; 13/15; 4/5; 5/6; 4/5; 22/25; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 5/2; ; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; ; ; ; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 28/11; 11/4; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 10/3; 10/3; ; 3; 18/5; 16/5; 10/3; 7/2; 16/5; ; ; ; 7/2; 10/3; 38/11; 58/19; 16/5; 3; 38/11; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-06 00:16:31 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; ; ; ; 5/6; 5/6; 4/5; 13/15; 4/5; 5/6; 4/5; 22/25; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 5/2; ; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; ; ; ; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 28/11; 11/4; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 10/3; 10/3; ; 3; 18/5; 16/5; 7/2; 7/2; 16/5; ; ; ; 7/2; 10/3; 38/11; 58/19; 16/5; 3; 38/11; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-06 04:16:28 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; ; ; ; 5/6; 5/6; 4/5; 13/15; 4/5; 5/6; 4/5; 22/25; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 5/2; ; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; ; ; ; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 28/11; 11/4; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 10/3; 10/3; ; 3; 18/5; 16/5; 7/2; 7/2; 16/5; ; ; ; 7/2; 10/3; 38/11; 58/19; 16/5; 3; 38/11; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-06 08:16:27 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; ; ; ; 5/6; 5/6; 4/5; 13/15; 4/5; 5/6; 4/5; 22/25; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 5/2; ; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; ; ; ; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 28/11; 11/4; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 10/3; 10/3; ; 3; 18/5; 16/5; 7/2; 7/2; 16/5; ; ; ; 7/2; 10/3; 38/11; 58/19; 16/5; 3; 38/11; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-06 12:16:55 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; ; ; 5/6; 5/6; 4/5; 13/15; 4/5; 5/6; 4/5; 22/25; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 5/2; ; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 13/5; ; ; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 28/11; 11/4; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 10/3; 10/3; ; 3; 18/5; 16/5; 7/2; 7/2; 16/5; 17/5; ; ; 7/2; 10/3; 38/11; 58/19; 16/5; 3; 38/11; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-06 16:16:42 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; ; ; 5/6; 5/6; 4/5; 13/15; 4/5; 5/6; 4/5; 22/25; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 5/2; ; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 13/5; ; ; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 28/11; 11/4; 13/5; 13/5; ; ; ; ; 
Watford; 3; ; 10/3; 10/3; ; 3; 18/5; 16/5; 7/2; 7/2; 16/5; 17/5; ; ; 7/2; 10/3; 38/11; 58/19; 16/5; 3; 38/11; 18/5; 10/3; 58/19; ; ; ; ; 
META; english/premier-league/bournemouth-v-watford; 2017-01-06 20:17:04 GMT+2; 2017-01-21 15:00; e70300-dr003
Bournemouth; 17/20; ; 17/20; 5/6; ; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; ; 5/6; 5/6; 4/5; 13/15; 4/5; 5/6; 4/5; 22/25; 5/6; 13/15; ; ; ; ; 
Draw; 13/5; ; 13/5; 5/2; ; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 13/5; 53/20; ; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 28/11; 11/4; 13/5; 13/5; ; ; ; ; 
