META; english/premier-league/bournemouth-v-swansea; 2017-03-02 00:16:27 GMT+2; 2017-03-18 15:00; e70300-dr003
Bournemouth; ; ; 1; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; 11/10; ; ; 23/20; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
Swansea; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; 11/4; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-swansea; 2017-03-02 04:16:34 GMT+2; 2017-03-18 15:00; e70300-dr003
Bournemouth; ; ; 1; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; 11/10; ; ; 23/20; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
Swansea; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; 11/4; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-swansea; 2017-03-02 08:16:31 GMT+2; 2017-03-18 15:00; e70300-dr003
Bournemouth; ; ; 1; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; 11/10; ; ; 23/20; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
Swansea; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; 11/4; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-swansea; 2017-03-02 12:16:42 GMT+2; 2017-03-18 15:00; e70300-dr003
Bournemouth; ; ; 1; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; 11/10; ; ; 23/20; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
Swansea; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; 11/4; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-swansea; 2017-03-02 16:16:27 GMT+2; 2017-03-18 15:00; e70300-dr003
Bournemouth; ; ; 1; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; 11/10; ; ; 23/20; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
Swansea; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; 11/4; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-swansea; 2017-03-02 20:17:11 GMT+2; 2017-03-18 15:00; e70300-dr003
Bournemouth; ; ; 1; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; 11/10; ; ; 23/20; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
Swansea; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 12/5; ; ; 11/4; ; ; ; ; ; ; 
META; english/premier-league/bournemouth-v-swansea; 2017-03-03 00:16:28 GMT+2; 2017-03-18 15:00; e70300-dr003
Bournemouth; ; ; 1; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; 11/10; ; ; 23/20; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
