META; english/premier-league/middlesbrough-v-man-utd; 2017-03-04 20:16:34 GMT+2; 2017-03-19 12:00; e70300-dr003
Man Utd; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 61/100; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Middlesbrough; ; ; 11/2; ; ; ; ; 5; 21/4; ; ; ; ; ; ; ; ; 5; ; ; 28/5; ; ; ; ; ; ; 
META; english/premier-league/middlesbrough-v-man-utd; 2017-03-05 00:16:39 GMT+2; 2017-03-19 12:00; e70300-dr003
Man Utd; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 61/100; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Middlesbrough; ; ; 11/2; ; ; ; ; 5; 21/4; ; ; ; ; ; ; ; ; 5; ; ; 28/5; ; ; ; ; ; ; 
META; english/premier-league/middlesbrough-v-man-utd; 2017-03-05 04:16:42 GMT+2; 2017-03-19 12:00; e70300-dr003
Man Utd; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 61/100; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
Middlesbrough; ; ; 11/2; ; ; ; ; 5; 21/4; ; ; ; ; ; ; ; ; 5; ; ; 28/5; ; ; ; ; ; ; 
META; english/premier-league/middlesbrough-v-man-utd; 2017-03-05 08:16:41 GMT+2; 2017-03-19 12:00; e70300-dr003
Man Utd; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; ; ; ; ; ; ; ; 8/15; ; ; 61/100; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 3; 3; ; ; ; ; ; ; ; ; 3; ; ; 31/10; ; ; ; ; ; ; 
