META; english/premier-league/southampton-v-man-utd; 2017-02-26 20:17:05 GMT+2; 2017-03-15 15:00; e70300-dr003
Southampton; ; ; 29/10; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-02-28 16:16:37 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-02-28 20:16:51 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-03-01 00:16:40 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-03-01 04:16:36 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-03-01 08:16:37 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-03-01 12:16:46 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-03-01 16:16:44 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-03-01 20:17:31 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-03-05 20:16:26 GMT+2; 2017-03-15 15:00; e70300-dr003
Man Utd; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-man-utd; 2017-05-16 16:01:58 GMT+3; 2017-05-17 19:45; e70300-dr003
Southampton; 7/4; 17/10; 7/4; 13/8; 13/8; 33/20; 7/4; 8/5; 13/8; 31/20; 8/5; 17/10; 33/20; 7/4; 13/8; 8/5; 17/10; 28/17; 17/10; 17/10; 17/10; 28/17; 17/10; 17/10; 7/4; ; 13/8; 17/10; 17/10
Man Utd ; 9/5; 7/4; 9/5; 7/4; 7/4; 20/11; 9/5; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 9/5; 7/4; 17/10; 7/4; 17/10; 7/4; 7/4; 7/4; 9/5; 7/4; 7/4; 9/5; ; 7/4; 7/4; 9/5
Draw; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 5/2; 23/10; 9/4; 23/10; 9/4; 9/4; 59/25; 23/10; 9/4; 11/5; 23/10; ; 9/4; 23/10; 23/10
