META; english/premier-league/leicester-v-everton; 2016-12-15 04:16:40 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 13/8; ; 13/8; 31/20; ; ; 13/8; ; 8/5; 6/4; 31/20; ; 8/5; 8/5; 13/8; 17/11; 6/4; ; ; ; 6/4; ; ; ; ; ; ; ; 
Everton; 7/4; ; 15/8; 15/8; ; 19/10; 2; ; 9/5; 9/5; 9/5; ; 15/8; 2; 15/8; 2; 24/13; ; ; ; 24/13; ; 9/5; ; ; ; ; ; 
Draw; 23/10; ; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 12/5; 11/5; ; 23/10; 23/10; 23/10; 12/5; 9/4; ; ; ; 9/4; ; 23/10; ; ; ; ; ; 
META; english/premier-league/leicester-v-everton; 2016-12-16 16:17:08 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; ; 29/20; 6/4; ; 31/20; 6/4; ; 6/4; 7/5; 11/8; ; 29/20; 6/4; 6/4; 6/4; 16/11; ; ; ; ; ; 7/5; ; ; ; ; ; 
Everton; 7/4; ; 15/8; 15/8; ; 19/10; 2; ; 9/5; 9/5; 9/5; ; 15/8; 2; 15/8; 2; 24/13; ; ; ; ; ; 9/5; ; ; ; ; ; 
Draw; 23/10; ; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 12/5; 11/5; ; 23/10; 23/10; 23/10; 12/5; 9/4; ; ; ; ; ; 23/10; ; ; ; ; ; 
META; english/premier-league/leicester-v-everton; 2016-12-17 00:16:37 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 6/4; ; 6/4; 6/4; ; 6/4; 7/5; 11/8; ; 7/5; 6/4; 6/4; 6/4; 7/5; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; 
Everton; 7/4; 19/10; 15/8; 15/8; ; 39/20; 2; ; 15/8; 19/10; 9/5; ; 15/8; 2; 15/8; 2; 19/10; ; ; ; 19/10; ; 9/5; ; 15/8; ; ; ; 
Draw; 23/10; 23/10; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 9/4; 11/5; ; 12/5; 23/10; 23/10; 12/5; 9/4; ; ; ; 9/4; ; 23/10; ; 11/5; ; ; ; 
META; english/premier-league/leicester-v-everton; 2016-12-17 04:16:51 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 6/4; ; 6/4; 6/4; ; 6/4; 7/5; 11/8; ; 7/5; 6/4; 6/4; 6/4; 7/5; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; 
Everton; 7/4; 19/10; 15/8; 15/8; ; 39/20; 2; ; 15/8; 19/10; 9/5; ; 15/8; 2; 15/8; 2; 19/10; ; ; ; 19/10; ; 9/5; ; 15/8; ; ; ; 
Draw; 23/10; 23/10; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 9/4; 11/5; ; 12/5; 23/10; 23/10; 12/5; 9/4; ; ; ; 9/4; ; 23/10; ; 11/5; ; ; ; 
META; english/premier-league/leicester-v-everton; 2016-12-17 08:16:45 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 6/4; ; 6/4; 6/4; ; 6/4; 7/5; 11/8; ; 7/5; 6/4; 6/4; 6/4; 7/5; ; ; ; ; ; 7/5; ; 7/5; ; ; ; 
Everton; 7/4; 19/10; 15/8; 15/8; ; 39/20; 2; ; 15/8; 19/10; 9/5; ; 15/8; 2; 15/8; 2; 19/10; ; ; ; ; ; 9/5; ; 15/8; ; ; ; 
Draw; 23/10; 23/10; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 9/4; 11/5; ; 12/5; 23/10; 23/10; 12/5; 9/4; ; ; ; ; ; 23/10; ; 11/5; ; ; ; 
META; english/premier-league/leicester-v-everton; 2016-12-17 12:17:01 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 6/4; ; 6/4; 6/4; ; 6/4; 7/5; 11/8; 6/4; 7/5; 6/4; 6/4; 6/4; 7/5; ; ; ; 7/5; ; 7/5; ; 7/5; ; ; ; 
Everton; 7/4; 19/10; 15/8; 15/8; ; 39/20; 2; ; 15/8; 19/10; 9/5; 19/10; 15/8; 2; 15/8; 2; 19/10; ; ; ; 19/10; ; 19/10; ; 15/8; ; ; ; 
Draw; 23/10; 23/10; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 9/4; 11/5; 12/5; 12/5; 23/10; 23/10; 12/5; 9/4; ; ; ; 9/4; ; 12/5; ; 11/5; ; ; ; 
META; english/premier-league/leicester-v-everton; 2016-12-17 16:17:13 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 6/4; ; 6/4; 6/4; ; 6/4; 7/5; 11/8; 6/4; ; 6/4; 6/4; 6/4; 7/5; 7/5; ; 7/5; 7/5; ; 7/5; 7/5; 7/5; ; ; ; 
Everton; 7/4; 19/10; 15/8; 15/8; ; 39/20; 2; ; 15/8; 19/10; 9/5; 19/10; ; 2; 15/8; 2; 19/10; 19/10; ; 19/10; 19/10; ; 19/10; 19/10; 15/8; ; ; ; 
Draw; 23/10; 23/10; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 9/4; 11/5; 12/5; ; 23/10; 23/10; 12/5; 9/4; 40/17; ; 23/10; 9/4; ; 12/5; 40/17; 11/5; ; ; ; 
META; english/premier-league/leicester-v-everton; 2016-12-17 20:16:40 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 8/5; 31/20; 8/5; ; 31/20; 13/8; ; 13/8; 6/4; 6/4; 6/4; 31/20; 13/8; 6/4; 8/5; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; ; 6/4; ; ; ; 6/4
Everton; 7/4; 13/8; 7/4; 7/4; ; 20/11; 9/5; ; 7/4; 7/4; 33/20; 19/10; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; ; 7/4; 7/4; ; 17/10; ; 7/4; ; ; ; 15/8
Draw; 23/10; 23/10; 47/20; 11/5; ; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 40/17; ; 23/10; 23/10; ; 12/5; ; 9/4; ; ; ; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-18 00:16:41 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 8/5; 31/20; 31/20; ; 31/20; 13/8; ; 8/5; 6/4; 6/4; 6/4; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; ; ; 6/4; ; 6/4; 6/4; 6/4; ; ; ; 8/5
Everton; 7/4; 13/8; 7/4; 7/4; ; 20/11; 9/5; ; 9/5; 7/4; 33/20; 19/10; 7/4; 9/5; 9/5; 9/5; 7/4; 7/4; ; ; 7/4; ; 17/10; 7/4; 7/4; ; ; ; 15/8
Draw; 23/10; 23/10; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 23/10; 12/5; 5/2; 40/17; 40/17; ; ; 40/17; ; 12/5; 40/17; 9/4; ; ; ; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-18 04:16:33 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 8/5; 31/20; 31/20; ; 31/20; 13/8; ; 8/5; 6/4; 6/4; 6/4; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 6/4; ; ; ; 6/4
Everton; 7/4; 13/8; 7/4; 7/4; ; 37/20; 9/5; ; 9/5; 7/4; 33/20; 19/10; 7/4; 9/5; 9/5; 9/5; 7/4; 7/4; ; 7/4; 7/4; ; 17/10; 7/4; 7/4; ; ; ; 15/8
Draw; 23/10; 23/10; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 23/10; 12/5; 5/2; 40/17; 40/17; ; 23/10; 40/17; ; 12/5; 40/17; 9/4; ; ; ; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-18 08:19:22 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 8/5; 31/20; 31/20; ; 31/20; 13/8; ; 8/5; 6/4; 6/4; 6/4; 6/4; 8/5; 6/4; 8/5; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 6/4; ; ; ; 6/4
Everton; 7/4; 13/8; 7/4; 7/4; ; 37/20; 9/5; ; 9/5; 7/4; 33/20; 19/10; 7/4; 9/5; 9/5; 9/5; 7/4; 7/4; ; 7/4; 7/4; ; 17/10; 7/4; 7/4; ; ; ; 15/8
Draw; 23/10; 23/10; 47/20; 9/4; ; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 40/17; ; 23/10; 23/10; ; 12/5; 40/17; 9/4; ; ; ; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-18 12:16:35 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 8/5; 8/5; 31/20; ; 8/5; 13/8; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/8; 6/4; 8/5; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 6/4; ; ; ; 6/4
Everton; 7/4; 13/8; 7/4; 7/4; ; 20/11; 9/5; ; 9/5; 7/4; 33/20; 19/10; 7/4; 9/5; 9/5; 9/5; 7/4; 7/4; ; 7/4; 7/4; ; 17/10; 7/4; 7/4; ; ; ; 15/8
Draw; 23/10; 23/10; 47/20; 23/10; ; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; ; 23/10; 23/10; ; 12/5; 40/17; 9/4; ; ; ; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-18 16:16:47 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 6/4; 8/5; 31/20; ; 8/5; 13/8; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/8; 6/4; 8/5; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 6/4; ; ; 6/4; 6/4
Everton; 7/4; 7/4; 7/4; 7/4; ; 20/11; 9/5; ; 9/5; 7/4; 33/20; 19/10; 7/4; 9/5; 9/5; 9/5; 7/4; 7/4; ; 7/4; 7/4; ; 17/10; 7/4; 7/4; ; ; 7/4; 15/8
Draw; 23/10; 12/5; 47/20; 23/10; ; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; ; 23/10; 23/10; ; 12/5; 40/17; 9/4; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-18 20:16:19 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 31/20; 6/4; 31/20; 13/8; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/8; 6/4; 8/5; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 6/4; ; ; 6/4; 6/4
Everton; 7/4; 7/4; 7/4; 7/4; 9/5; 37/20; 9/5; ; 9/5; 7/4; 33/20; 19/10; 7/4; 9/5; 9/5; 9/5; 7/4; 9/5; ; 9/5; 7/4; ; 17/10; 9/5; 9/5; ; ; 9/5; 15/8
Draw; 23/10; 12/5; 47/20; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; ; 23/10; 23/10; ; 12/5; 40/17; 11/5; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-19 00:16:18 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 31/20; 6/4; 13/8; 13/8; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/8; 6/4; 8/5; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 6/4; ; ; 6/4; 6/4
Everton; 7/4; 7/4; 7/4; 7/4; 9/5; 37/20; 9/5; ; 9/5; 7/4; 33/20; 19/10; 7/4; 15/8; 9/5; 15/8; 9/5; 9/5; ; 9/5; 9/5; ; 7/4; 9/5; 9/5; ; ; 9/5; 15/8
Draw; 23/10; 12/5; 47/20; 23/10; 12/5; 23/10; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 12/5; 12/5; 23/10; 40/17; ; 23/10; 23/10; ; 12/5; 40/17; 11/5; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-19 04:16:21 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 31/20; 6/4; 13/8; 8/5; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/8; 6/4; 17/11; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 6/4; ; ; 6/4; 8/5
Everton; 7/4; 7/4; 7/4; 7/4; 9/5; 37/20; 15/8; ; 9/5; 7/4; 33/20; 19/10; 7/4; 15/8; 9/5; 15/8; 7/4; 9/5; ; 9/5; 7/4; ; 7/4; 9/5; 7/4; ; ; 9/5; 15/8
Draw; 23/10; 12/5; 47/20; 23/10; 12/5; 23/10; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; ; 23/10; 23/10; ; 12/5; 40/17; 11/5; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-19 08:16:15 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 31/20; 6/4; 13/8; 8/5; ; 8/5; 6/4; 6/4; 6/4; 6/4; 13/8; 6/4; 17/11; 6/4; 6/4; ; 6/4; 6/4; ; 6/4; 6/4; 6/4; ; ; 6/4; 8/5
Everton; 7/4; 7/4; 7/4; 7/4; 9/5; 37/20; 15/8; ; 9/5; 7/4; 17/10; 19/10; 7/4; 15/8; 9/5; 15/8; 7/4; 9/5; ; 9/5; 7/4; ; 7/4; 9/5; 7/4; ; ; 9/5; 15/8
Draw; 23/10; 12/5; 47/20; 23/10; 12/5; 23/10; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 12/5; 12/5; 23/10; 40/17; ; 23/10; 23/10; ; 12/5; 40/17; 11/5; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-19 12:16:22 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 13/10; 6/4; 29/20; 7/5; 6/4; 29/20; 29/20; ; 7/5; 11/8; 11/8; 6/4; 11/8; 6/4; 7/5; 6/4; 7/5; 16/11; ; 7/5; 7/5; ; 11/8; 16/11; 11/8; ; ; ; 7/5
Everton; 2; 7/4; 19/10; 19/10; 15/8; 2; 2; ; 2; 19/10; 9/5; 19/10; 15/8; 2; 2; 15/8; 19/10; 19/10; ; 19/10; 19/10; ; 19/10; 19/10; 2; ; ; ; 21/10
Draw; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 5/2; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; ; ; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-19 16:16:19 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 13/10; 7/5; 29/20; 7/5; 7/5; 29/20; 29/20; ; 7/5; 7/5; 27/20; 6/4; ; 6/4; 7/5; 16/11; 23/17; 16/11; ; 7/5; 23/17; ; 11/8; 16/11; 13/10; ; ; 7/5; 7/5
Everton; 2; 19/10; 39/20; 19/10; 19/10; 41/20; 2; ; 2; 19/10; 9/5; 19/10; ; 2; 2; 2; 37/19; 19/10; ; 19/10; 19/10; ; 19/10; 19/10; 2; ; ; 19/10; 21/10
Draw; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 5/2; ; 12/5; 23/10; 11/5; 12/5; ; 9/4; 23/10; 5/2; 40/17; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-19 20:16:26 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 13/10; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; ; 7/5; 13/10; 27/20; 6/4; 27/20; 29/20; 7/5; 16/11; 23/17; 16/11; ; 7/5; 23/17; ; 13/10; 16/11; 11/8; ; ; 7/5; 7/5
Everton; 2; 19/10; 39/20; 19/10; 19/10; 41/20; 21/10; ; 2; 2; 15/8; 19/10; 19/10; 21/10; 2; 2; 37/19; 19/10; ; 19/10; 37/19; ; 2; 19/10; 21/10; ; ; 19/10; 21/10
Draw; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-20 00:16:16 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 6/4; ; 7/5; 13/10; 27/20; 6/4; 11/8; 29/20; 7/5; 16/11; 23/17; 16/11; ; 7/5; 23/17; ; 13/10; 16/11; 11/8; ; ; 7/5; 7/5
Everton; 19/10; 19/10; 39/20; 19/10; 19/10; 41/20; 2; ; 2; 2; 15/8; 19/10; 19/10; 21/10; 2; 2; 37/19; 19/10; ; 19/10; 37/19; ; 2; 19/10; 21/10; ; ; 19/10; 21/10
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-20 04:16:14 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; ; 7/5; 11/8; 27/20; 6/4; ; 29/20; 7/5; 16/11; 23/17; 16/11; ; 7/5; 23/17; ; 13/10; 16/11; 7/5; ; ; 7/5; 7/5
Everton; 19/10; 19/10; 39/20; 2; 19/10; 41/20; 21/10; ; 2; 19/10; 15/8; 19/10; ; 21/10; 2; 2; 37/19; 19/10; ; 19/10; 37/19; ; 2; 19/10; 2; ; ; 2; 21/10
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; ; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-20 08:16:12 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; ; 7/5; 11/8; 27/20; 6/4; 11/8; 29/20; 7/5; 16/11; 23/17; 16/11; ; 7/5; 23/17; ; 13/10; 16/11; 7/5; ; ; 7/5; 7/5
Everton; 19/10; 19/10; 39/20; 2; 19/10; 41/20; 21/10; ; 2; 19/10; 15/8; 19/10; 19/10; 21/10; 2; 2; 37/19; 19/10; ; 19/10; 37/19; ; 2; 19/10; 2; ; ; 2; 21/10
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; ; 12/5; 23/10; 11/5; 12/5; 12/5; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-20 12:16:21 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; ; 7/5; 11/8; 7/5; 6/4; 11/8; 29/20; 7/5; 16/11; 23/17; 16/11; ; 7/5; 23/17; ; 13/10; 16/11; 7/5; ; ; 7/5; 7/5
Everton; 19/10; 19/10; 39/20; 2; 19/10; 41/20; 21/10; ; 2; 19/10; 2; 19/10; 19/10; 21/10; 2; 2; 37/19; 19/10; ; 19/10; 37/19; ; 2; 19/10; 2; ; ; 2; 21/10
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; ; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 5/2; 23/10; 12/5; ; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-20 16:16:29 GMT+2; 2016-12-26 15:00; e70300-dr003
Leicester; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 6/4; 7/5; 7/5; 7/5; 6/4; 11/8; 29/20; 7/5; 16/11; 7/5; 16/11; ; 7/5; 7/5; ; 13/10; 16/11; 7/5; ; ; 7/5; 7/5
Everton; 19/10; 19/10; 39/20; 2; 2; 41/20; 21/10; 17/10; 2; 2; 2; 19/10; 19/10; 21/10; 2; 2; 37/19; 19/10; ; 19/10; 37/19; ; 2; 19/10; 2; ; ; 2; 21/10
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 23/10; 5/2; 9/4; 12/5; ; 12/5; 9/4; ; 12/5; 12/5; 23/10; ; ; 23/10; 12/5
META; english/premier-league/leicester-v-everton; 2016-12-20 20:16:23 GMT+2; 2016-12-26 15:00; e70300-dr003
