META; english/premier-league/tottenham-v-sunderland; 2016-08-28 20:17:49 GMT+3; 2016-09-18 16:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; 1/3; 3/10; ; ; ; ; ; ; ; ; ; 4/11; ; 7/19; 1/3; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; 19/4; ; ; ; ; ; ; ; ; ; 15/4; ; 15/4; 23/5; ; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; 8; 10; ; ; ; ; ; ; ; ; ; 7; ; 7; 21/2; ; ; ; ; ; 
META; english/premier-league/tottenham-v-sunderland; 2016-08-29 00:17:25 GMT+3; 2016-09-18 16:30; e70300-dr003
Tottenham; 1/4; ; ; ; ; ; ; 1/3; 3/10; 1/3; ; ; ; ; ; ; 1/3; 1/3; 4/11; 1/3; 4/13; 1/3; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; 7/2; 19/4; 4; ; ; ; ; ; ; 9/2; 4; 15/4; 4; 41/10; 23/5; ; ; ; ; ; 
Sunderland; 11; ; ; ; ; ; ; 8; 10; 8; ; ; ; ; ; ; 10; 8; 7; 8; 17/2; 21/2; ; ; ; ; ; 
META; english/premier-league/tottenham-v-sunderland; 2016-08-29 04:17:14 GMT+3; 2016-09-18 16:30; e70300-dr003
Tottenham; 1/4; ; ; ; ; ; ; 1/3; 3/10; 3/10; ; ; ; ; ; ; 1/3; 3/10; 4/11; 3/10; 3/10; 1/3; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; 7/2; 19/4; 17/4; ; ; ; ; ; ; 9/2; 17/4; 15/4; 21/5; 21/5; 23/5; ; ; ; ; ; 
Sunderland; 11; ; ; ; ; ; ; 8; 10; 35/4; ; ; ; ; ; ; 10; 35/4; 7; 43/5; 35/4; 21/2; ; ; ; ; ; 
META; english/premier-league/tottenham-v-sunderland; 2016-08-29 08:17:14 GMT+3; 2016-09-18 16:30; e70300-dr003
Tottenham; 1/4; ; ; ; ; ; ; 1/3; 3/10; 3/10; ; ; ; ; ; ; 1/3; 3/10; 4/11; 3/10; 3/10; 1/3; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; ; 7/2; 19/4; 17/4; ; ; ; ; ; ; 9/2; 17/4; 15/4; 21/5; 21/5; 23/5; ; ; ; ; ; 
Sunderland; 11; ; ; ; ; ; ; 8; 10; 35/4; ; ; ; ; ; ; 10; 35/4; 7; 43/5; 35/4; 21/2; ; ; ; ; ; 
META; english/premier-league/tottenham-v-sunderland; 2016-08-29 12:17:26 GMT+3; 2016-09-18 16:30; e70300-dr003
Tottenham; 2/7; ; ; ; ; 2/7; 3/10; 1/3; 3/10; 3/10; ; ; ; ; ; ; 3/10; 3/10; 3/10; 3/10; 3/10; 6/19; 3/10; ; ; ; ; 
Draw; 17/4; ; ; ; ; 9/2; 9/2; 7/2; 19/4; 17/4; ; ; ; ; ; ; 41/10; 17/4; 17/4; 21/5; 21/5; 24/5; 9/2; ; ; ; ; 
Sunderland; 10; ; ; ; ; 11; 12; 8; 10; 35/4; ; ; ; ; ; ; 17/2; 35/4; 29/4; 43/5; 35/4; 11; 9; ; ; ; ; 
META; english/premier-league/tottenham-v-sunderland; 2016-08-29 16:17:22 GMT+3; 2016-09-18 16:30; e70300-dr003
Tottenham; 2/7; ; ; ; ; 2/7; 3/10; 1/3; 3/10; 3/10; ; ; ; ; ; 30/100; 5/18; 3/10; 3/10; 3/10; 5/18; 6/19; 3/10; ; ; ; ; 
Draw; 17/4; ; ; ; ; 9/2; 19/4; 7/2; 19/4; 17/4; ; ; ; ; ; 17/4; 41/10; 17/4; 17/4; 21/5; 22/5; 24/5; 9/2; ; ; ; ; 
Sunderland; 10; ; ; ; ; 11; 11; 8; 10; 35/4; ; ; ; ; ; 10; 31/4; 35/4; 29/4; 43/5; 37/4; 11; 9; ; ; ; ; 
META; english/premier-league/tottenham-v-sunderland; 2016-08-29 20:17:44 GMT+3; 2016-09-18 16:30; e70300-dr003
Tottenham; 2/7; ; ; ; ; 2/7; 3/10; 1/3; 3/10; 3/10; ; ; ; ; ; 30/100; 5/18; 3/10; 3/10; 3/10; 5/18; 6/19; 3/10; ; ; ; ; 
Draw; 17/4; ; ; ; ; 9/2; 19/4; 7/2; 19/4; 17/4; ; ; ; ; ; 17/4; 41/10; 17/4; 17/4; 21/5; 74/17; 24/5; 9/2; ; ; ; ; 
Sunderland; 10; ; ; ; ; 11; 11; 8; 10; 35/4; ; ; ; ; ; 10; 31/4; 35/4; 29/4; 43/5; 9; 11; 9; ; ; ; ; 
META; english/premier-league/tottenham-v-sunderland; 2016-08-30 00:17:14 GMT+3; 2016-09-18 16:30; e70300-dr003
Tottenham; 2/7; ; ; ; ; 2/7; 3/10; 1/3; 3/10; 3/10; ; ; ; ; ; 30/100; 5/18; 3/10; 3/10; 3/10; 5/18; 6/19; 3/10; ; ; ; ; 
Draw; 17/4; ; ; ; ; 9/2; 19/4; 7/2; 19/4; 17/4; ; ; ; ; ; 17/4; 41/10; 17/4; 17/4; 21/5; 22/5; 24/5; 9/2; ; ; ; ; 
Sunderland; 10; ; ; ; ; 11; 11; 8; 10; 35/4; ; ; ; ; ; 10; 31/4; 35/4; 29/4; 43/5; 9; 11; 9; ; ; ; ; 
META; english/premier-league/tottenham-v-sunderland; 2016-08-30 04:17:21 GMT+3; 2016-09-18 16:30; e70300-dr003
