META; english/premier-league/bournemouth-v-man-utd; 2016-06-20 04:15:03 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; 8/11; ; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; 12/5; ; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; 14/5; ; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-20 08:15:03 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; ; ; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; ; ; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; ; ; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-20 12:15:03 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; 8/11; ; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; 12/5; ; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; 14/5; ; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-20 16:15:03 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; 8/11; ; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; 12/5; ; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; 14/5; ; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-20 20:15:59 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; 8/11; ; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; 12/5; ; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; 14/5; ; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-21 00:16:03 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; 12/5; 11/5; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; 14/5; 13/5; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-21 04:15:53 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; ; 8/11; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; ; 11/5; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; ; 13/5; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-21 08:15:55 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; 12/5; 11/5; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; 14/5; 13/5; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-21 12:15:57 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; 12/5; 11/5; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; 14/5; 13/5; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-21 16:16:26 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; 8/11; 8/11; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; 12/5; 5/2; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; 14/5; 13/5; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-21 20:16:51 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; ; 8/11; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; ; 5/2; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; ; 13/5; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-22 00:16:32 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; ; 8/11; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; ; 5/2; 
Bournemouth; 10/3; 3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 3; 14/5; 3; 7/2; 3; 3; 3; 3; ; 3; 16/5; 3; ; 18/5; ; ; ; 13/5; 
META; english/premier-league/bournemouth-v-man-utd; 2016-06-22 04:16:32 GMT+3; 2016-08-13 15:00; e70300-dr003
Man Utd; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; 4/5; 10/11; 4/5; 10/13; 5/6; 5/6; 5/6; ; 11/13; 5/6; 5/6; ; 9/10; ; ; ; 8/11; 
Draw; 13/5; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 12/5; 13/5; 27/10; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 27/10; 5/2; 27/10; ; 27/10; ; ; ; 5/2; 
