META; english/premier-league/tottenham-v-liverpool; 2016-08-08 16:17:13 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 11/8; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 20/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/21; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-08 20:17:20 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 11/8; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 20/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/21; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-09 00:17:07 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 11/8; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 20/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/21; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-09 04:17:11 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 11/8; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 20/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/21; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-09 08:17:11 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 11/8; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 20/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/21; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-09 12:17:22 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 11/8; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 20/9; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 53/21; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-09 16:17:24 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-09 20:17:21 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-10 00:17:18 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-10 04:17:12 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-10 08:17:14 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-10 12:17:22 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-10 16:17:21 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-10 20:17:34 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-11 00:17:13 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-11 04:17:15 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-11 08:17:17 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-11 12:17:09 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-11 16:17:22 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-11 20:17:30 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-12 00:17:07 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-12 04:17:12 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-12 08:17:08 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-12 12:17:20 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-12 16:17:21 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-12 20:17:50 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
META; english/premier-league/tottenham-v-liverpool; 2016-08-13 00:17:20 GMT+3; 2016-08-27 12:30; e70300-dr003
Tottenham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 
Liverpool; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; 11/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; 
