META; english/premier-league/chelsea-v-man-city; 2017-03-18 20:16:54 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; ; ; 13/10; ; ; ; ; 5/4; 13/10; ; ; ; ; ; ; ; ; 5/4; ; ; 33/25; ; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 
Man City; ; ; 15/8; ; ; ; ; 2; 9/4; ; ; ; ; ; ; ; ; 21/10; ; ; 121/50; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-19 00:16:13 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; ; ; 13/10; ; ; ; ; 5/4; 13/10; ; ; ; ; ; ; ; ; 5/4; ; ; 33/25; ; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 
Man City; ; ; 15/8; ; ; ; ; 2; 9/4; ; ; ; ; ; ; ; ; 21/10; ; ; 121/50; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-19 04:16:27 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; ; ; 13/10; ; ; ; ; 5/4; 13/10; ; ; ; ; ; ; ; ; 5/4; ; ; 33/25; ; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 
Man City; ; ; 15/8; ; ; ; ; 2; 9/4; ; ; ; ; ; ; ; ; 21/10; ; ; 121/50; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-19 08:16:19 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; ; ; 13/10; ; ; ; ; 5/4; 13/10; ; ; ; ; ; ; ; ; 5/4; ; ; 33/25; ; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 
Man City; ; ; 15/8; ; ; ; ; 2; 9/4; ; ; ; ; ; ; ; ; 21/10; ; ; 121/50; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-19 12:16:49 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; ; ; 13/10; ; ; ; ; 5/4; 13/10; ; ; ; ; ; ; ; ; 5/4; ; ; 33/25; ; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 
Man City; ; ; 15/8; ; ; ; ; 2; 9/4; ; ; ; ; ; ; ; ; 21/10; ; ; 121/50; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-19 16:16:44 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; ; ; 13/10; ; ; ; ; 5/4; 13/10; ; ; ; ; ; ; ; ; 5/4; ; ; 33/25; ; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; 
Man City; ; ; 15/8; ; ; ; ; 2; 9/4; ; ; ; ; ; ; ; ; 21/10; ; ; 121/50; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-19 20:16:32 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; ; ; 13/10; ; ; ; ; 5/4; 6/5; 11/10; 11/10; ; ; ; 6/5; 13/10; 5/4; 5/4; ; 5/4; 57/50; ; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 12/5; 13/5; 13/5; 12/5; ; ; ; 23/10; 13/5; 40/17; 23/10; ; 40/17; 131/50; ; ; ; ; ; ; ; 
Man City; ; ; 15/8; ; ; ; ; 2; 23/10; 23/10; 11/5; ; ; ; 12/5; 23/10; 11/5; 21/10; ; 23/10; 53/20; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-20 00:16:01 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; ; ; 13/10; ; ; ; ; 5/4; 5/4; 6/5; 6/5; ; ; ; 5/4; 13/10; 13/10; 5/4; 5/4; 13/10; 123/100; ; 5/4; ; 5/4; ; ; ; 
Man City; ; ; 15/8; ; ; ; ; 2; 11/5; 21/10; 2; ; ; ; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 129/50; ; 21/10; ; 21/10; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 12/5; 5/2; 5/2; 23/10; ; ; ; 12/5; 13/5; 12/5; 23/10; 12/5; 12/5; 62/25; ; 12/5; ; 12/5; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-20 04:15:57 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; 13/10; ; 13/10; ; 13/10; ; 13/10; 5/4; 5/4; 6/5; 6/5; ; ; ; 5/4; 13/10; 13/10; 5/4; 5/4; 13/10; 123/100; ; 5/4; ; 5/4; ; ; ; 
Man City; 2; ; 15/8; ; 21/10; ; 11/5; 2; 11/5; 21/10; 2; ; ; ; 11/5; 11/5; 39/19; 21/10; 21/10; 39/19; 129/50; ; 21/10; ; 21/10; ; ; ; 
Draw; 12/5; ; 12/5; ; 12/5; ; 5/2; 12/5; 5/2; 5/2; 23/10; ; ; ; 12/5; 13/5; 12/5; 23/10; 12/5; 12/5; 62/25; ; 12/5; ; 12/5; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-20 08:15:56 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; 13/10; ; 13/10; ; 13/10; ; 13/10; 5/4; 5/4; 6/5; 6/5; ; ; ; 5/4; 13/10; 23/17; 5/4; 5/4; 13/10; 123/100; ; 5/4; ; 5/4; ; ; ; 
Man City; 2; ; 15/8; ; 21/10; ; 11/5; 2; 11/5; 21/10; 2; ; ; ; 11/5; 11/5; 39/19; 21/10; 21/10; 21/10; 129/50; ; 21/10; ; 21/10; ; ; ; 
Draw; 12/5; ; 12/5; ; 12/5; ; 5/2; 12/5; 5/2; 5/2; 23/10; ; ; ; 12/5; 13/5; 12/5; 23/10; 12/5; 40/17; 62/25; ; 12/5; ; 12/5; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-20 12:16:20 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; 13/10; ; 5/4; ; 13/10; 13/10; 5/4; 5/4; 5/4; 6/5; 6/5; ; ; ; 5/4; 13/10; 13/10; 5/4; 5/4; 13/10; 13/10; 16/13; 5/4; ; 5/4; ; ; ; 
Man City; 2; ; 43/20; ; 21/10; 2; 23/10; 2; 11/5; 21/10; 2; ; ; ; 11/5; 11/5; 39/19; 21/10; 21/10; 39/19; 12/5; 11/5; 21/10; ; 21/10; ; ; ; 
Draw; 12/5; ; 12/5; ; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 23/10; ; ; ; 12/5; 13/5; 12/5; 23/10; 12/5; 12/5; 49/20; 5/2; 12/5; ; 12/5; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-20 16:16:12 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; 13/10; ; 5/4; ; 13/10; 13/10; 5/4; 5/4; 5/4; 6/5; 6/5; 6/5; ; ; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 13/10; 16/13; 5/4; ; 5/4; ; ; ; 
Man City; 2; ; 43/20; ; 21/10; 2; 23/10; 2; 11/5; 21/10; 2; 21/10; ; ; 11/5; 9/4; 28/13; 21/10; 21/10; 28/13; 12/5; 11/5; 21/10; ; 21/10; ; ; ; 
Draw; 12/5; ; 12/5; ; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 23/10; 5/2; ; ; 12/5; 13/5; 27/11; 23/10; 12/5; 27/11; 49/20; 5/2; 12/5; ; 12/5; ; ; ; 
META; english/premier-league/chelsea-v-man-city; 2017-03-20 20:16:00 GMT+2; 2017-04-05 19:45; e70300-dr003
Chelsea; 13/10; 6/5; 5/4; ; 13/10; 13/10; 5/4; 5/4; 5/4; 6/5; 6/5; 6/5; ; ; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 16/13; 5/4; ; 5/4; ; ; ; 
