META; english/premier-league/arsenal-v-leicester; 2017-02-20 16:17:02 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 7/20; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; 17/4; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; 8; ; ; ; ; ; ; ; ; 13/2; ; ; 10; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-20 20:17:37 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 7/20; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; 17/4; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; 8; ; ; ; ; ; ; ; ; 13/2; ; ; 10; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-21 00:16:53 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 7/20; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; 17/4; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; 8; ; ; ; ; ; ; ; ; 13/2; ; ; 10; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-21 04:16:56 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 7/20; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; 17/4; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; 8; ; ; ; ; ; ; ; ; 13/2; ; ; 10; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-21 08:17:10 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 7/20; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; 17/4; ; ; ; ; ; ; ; ; 4; ; ; 9/2; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; 8; ; ; ; ; ; ; ; ; 13/2; ; ; 10; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-21 12:17:12 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; 4/11; 7/19; 4/11; ; 7/19; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; 17/4; ; ; ; ; ; ; 4; 50/13; 4; ; 50/13; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; 8; ; ; ; ; ; ; 15/2; 27/4; 13/2; ; 27/4; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-21 16:18:02 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; 7/19; 4/11; ; 7/19; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; 50/13; 4; ; 50/13; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; 27/4; 13/2; ; 27/4; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-21 20:17:33 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; 7/19; 4/11; ; 7/19; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; 50/13; 4; ; 50/13; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; 27/4; 13/2; ; 27/4; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-22 00:16:59 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; 7/19; 4/11; ; 7/19; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; 50/13; 4; ; 50/13; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; 27/4; 13/2; ; 27/4; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-22 04:17:00 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; 7/19; 4/11; ; 7/19; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; 50/13; 4; ; 50/13; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; 27/4; 13/2; ; 27/4; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-22 08:17:03 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; 7/19; 4/11; ; 7/19; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; 4; 4; ; 4; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 7; 13/2; 13/2; ; 13/2; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-22 12:17:19 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-22 16:16:55 GMT+2; 2017-03-11 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
