META; english/premier-league/middlesbrough-v-man-city; 2017-04-18 14:17:59 GMT+3; 2017-04-30 14:05; e70300-dr003
Man City; ; ; ; ; ; ; 2/5; 1/3; 2/5; ; ; ; ; ; ; 2/5; 7/18; 3/8; 2/5; 7/18; 4/9; ; 2/5; ; 2/5; ; ; ; 
Draw; ; ; ; ; ; ; 7/2; 16/5; 7/2; ; ; ; ; ; ; 15/4; 39/11; 7/2; 7/2; 39/11; 37/10; ; 7/2; ; 7/2; ; ; ; 
Middlesbrough; ; ; ; ; ; ; 8; 8; 8; ; ; ; ; ; ; 8; 7; 7; 7; 7; 8; ; 7; ; 7; ; ; ; 
META; english/premier-league/middlesbrough-v-man-city; 2017-04-19 16:45:37 GMT+3; 2017-04-30 14:05; e70300-dr003
Man City; ; ; ; ; ; 4/11; 2/5; 1/3; 2/5; ; ; ; ; ; ; 2/5; 7/18; 3/8; 2/5; 7/18; 4/9; ; 2/5; ; 2/5; ; ; ; 
Draw; ; ; ; ; ; 7/2; 7/2; 16/5; 7/2; ; ; ; ; ; ; 15/4; 39/11; 7/2; 7/2; 39/11; 37/10; ; 7/2; ; 7/2; ; ; ; 
Middlesbrough; ; ; ; ; ; 15/2; 8; 8; 8; ; ; ; ; ; ; 8; 7; 7; 7; 7; 8; ; 7; ; 7; ; ; ; 
META; english/premier-league/middlesbrough-v-man-city; 2017-04-26 19:40:06 GMT+3; 2017-04-30 14:05; e70300-dr003
Man City; 2/7; 3/10; 3/10; 1/3; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 1/3; 3/10; 2/7; 3/10; 30/100; 1/3; 3/10; 3/10; 3/10; 3/10; 8/25; 3/10; 3/10; 3/10; 3/10; ; ; ; 1/3
Draw; 4; 9/2; 9/2; 4; 21/5; 19/4; 19/4; 9/2; 19/4; 21/5; 4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 4; 23/5; 79/17; 49/10; 23/5; 19/4; 9/2; 19/4; ; ; ; 24/5
Middlesbrough; 10; 17/2; 17/2; 8; 17/2; 9; 11; 8; 8; 17/2; 8; 9; 9; 9; 9; 10; 37/4; 9; 19/2; 37/4; 10; 44/5; 19/2; 9; 19/2; ; ; ; 49/5
META; english/premier-league/middlesbrough-v-man-city; 2017-04-28 11:00:46 GMT+3; 2017-04-30 14:05; e70300-dr003
Man City; 3/10; 2/7; 2/7; 1/3; 3/10; 3/10; 2/7; 3/10; 3/10; 2/7; 3/10; 2/7; 1/4; 2/7; 30/100; 3/10; 3/11; 3/10; 1/4; 3/11; 3/10; 3/10; 3/11; 2/7; 2/7; ; ; 3/10; 2/7
Draw; 5; 9/2; 5; 7/2; 9/2; 19/4; 5; 19/4; 5; 9/2; 17/4; 9/2; 19/4; 24/5; 9/2; 9/2; 49/10; 17/4; 24/5; 49/10; 5; 47/10; 24/5; 9/2; 5; ; ; 23/5; 5
Middlesbrough; 10; 9; 9; 10; 10; 10; 9; 17/2; 9; 8; 17/2; 9; 11; 10; 9; 10; 43/4; 10; 21/2; 43/4; 11; 9; 21/2; 10; 11; ; ; 51/5; 54/5
