META; english/premier-league/watford-v-liverpool; 2017-04-18 14:18:04 GMT+3; 2017-05-01 20:00; e70300-dr003
Liverpool; ; ; ; ; ; ; 8/11; 7/10; 8/11; ; ; ; ; ; ; 8/11; 9/13; 7/10; 4/6; 9/13; 8/11; ; 4/6; ; 4/6; ; ; ; 
Draw; ; ; ; ; ; ; 14/5; 5/2; 14/5; ; ; ; ; ; ; 14/5; 11/4; 27/10; 14/5; 11/4; 29/10; ; 14/5; ; 14/5; ; ; ; 
Watford; ; ; ; ; ; ; 17/4; 7/2; 4; ; ; ; ; ; ; 4; 75/19; 37/10; 4; 75/19; 9/2; ; 4; ; 4; ; ; ; 
META; english/premier-league/watford-v-liverpool; 2017-04-19 16:45:42 GMT+3; 2017-05-01 20:00; e70300-dr003
Liverpool; ; ; ; ; ; 7/10; 8/11; 7/10; 8/11; ; ; ; ; ; ; 8/11; 9/13; 7/10; 4/6; 9/13; 37/50; ; 4/6; ; 4/6; ; ; ; 
Draw; ; ; ; ; ; 11/4; 14/5; 5/2; 14/5; ; ; ; ; ; ; 14/5; 11/4; 27/10; 14/5; 11/4; 29/10; ; 14/5; ; 14/5; ; ; ; 
Watford; ; ; ; ; ; 15/4; 17/4; 7/2; 4; ; ; ; ; ; ; 4; 75/19; 37/10; 4; 75/19; 43/10; ; 4; ; 4; ; ; ; 
META; english/premier-league/watford-v-liverpool; 2017-04-26 19:40:11 GMT+3; 2017-05-01 20:00; e70300-dr003
Liverpool; 1/2; 4/7; 4/7; 11/20; 8/15; 4/7; 11/20; 8/15; 4/7; 8/15; 8/15; 4/7; 8/15; 4/7; 4/7; 4/7; 8/15; 8/15; 8/15; 8/15; 29/50; 7/12; 6/11; 4/7; 6/11; ; ; ; 8/15
Draw; 7/2; 16/5; 16/5; 3; 16/5; 10/3; 17/5; 16/5; 10/3; 3; 3; 3; 16/5; 16/5; 3; 10/3; 31/10; 3; 10/3; 31/10; 17/5; 13/4; 57/17; 16/5; 57/17; ; ; ; 3
Watford; 19/4; 9/2; 19/4; 5; 5; 19/4; 21/4; 5; 5; 9/2; 9/2; 9/2; 5; 5; 5; 5; 24/5; 5; 5; 24/5; 27/5; 9/2; 51/10; 5; 51/10; ; ; ; 5
META; english/premier-league/watford-v-liverpool; 2017-04-28 11:00:51 GMT+3; 2017-05-01 20:00; e70300-dr003
Liverpool; 4/7; 8/15; 4/7; 4/7; 8/15; 11/20; 8/15; 8/15; 8/15; 8/15; 8/15; 8/15; 8/15; 11/20; 11/20; 8/15; 8/15; 8/15; 1/2; 8/15; 27/50; 6/11; 18/35; 8/15; 8/15; ; ; 8/15; 8/15
Draw; 7/2; 16/5; 10/3; 13/5; 10/3; 10/3; 7/2; 10/3; 10/3; 16/5; 16/5; 3; 10/3; 17/5; 16/5; 16/5; 16/5; 10/3; 3; 16/5; 17/5; 33/10; 33/10; 3; 17/5; ; ; 3; 10/3
Watford; 5; 5; 5; 11/2; 5; 5; 11/2; 5; 21/4; 9/2; 19/4; 5; 21/4; 5; 5; 11/2; 57/10; 5; 28/5; 57/10; 6; 51/10; 23/4; 11/2; 6; ; ; 27/5; 6
