META; english/premier-league/southampton-v-sunderland; 2016-08-13 20:17:38 GMT+3; 2016-08-27 15:00; e70300-dr003
Southampton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 4/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; 43/10; ; ; ; ; 
META; english/premier-league/southampton-v-sunderland; 2016-08-14 00:17:04 GMT+3; 2016-08-27 15:00; e70300-dr003
Southampton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 4/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; 43/10; ; ; ; ; 
META; english/premier-league/southampton-v-sunderland; 2016-08-14 04:16:59 GMT+3; 2016-08-27 15:00; e70300-dr003
Southampton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 4/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; 43/10; ; ; ; ; 
META; english/premier-league/southampton-v-sunderland; 2016-08-14 08:17:04 GMT+3; 2016-08-27 15:00; e70300-dr003
Southampton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 4/5; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 27/10; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; 43/10; ; ; ; ; 
META; english/premier-league/southampton-v-sunderland; 2016-08-14 12:17:08 GMT+3; 2016-08-27 15:00; e70300-dr003
Southampton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 45/17; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; 4; ; ; ; ; 
META; english/premier-league/southampton-v-sunderland; 2016-08-14 16:17:10 GMT+3; 2016-08-27 15:00; e70300-dr003
Southampton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 45/17; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; 4; ; ; ; ; 
META; english/premier-league/southampton-v-sunderland; 2016-08-14 20:17:23 GMT+3; 2016-08-27 15:00; e70300-dr003
Southampton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; ; 11/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 45/17; ; ; ; ; 
Sunderland; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; 4; ; ; ; ; 
META; english/premier-league/southampton-v-sunderland; 2016-08-15 00:16:58 GMT+3; 2016-08-27 15:00; e70300-dr003
