META; english/premier-league/middlesbrough-v-west-ham; 2017-01-02 20:16:52 GMT+2; 2017-01-21 15:00; e70300-dr003
Middlesbrough; ; ; ; ; ; ; 9/5; ; ; 17/10; 33/20; ; ; ; ; 9/5; 28/17; ; 6/4; ; 28/17; 17/10; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; 7/4; ; ; 13/8; 8/5; ; ; ; ; 7/4; 8/5; ; 7/4; ; 8/5; 47/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 9/4; ; ; 9/4; 21/10; ; ; ; ; 23/10; 9/4; ; 9/4; ; 9/4; 47/20; ; ; ; ; ; ; 
META; english/premier-league/middlesbrough-v-west-ham; 2017-01-03 00:16:42 GMT+2; 2017-01-21 15:00; e70300-dr003
Middlesbrough; ; ; ; ; ; ; 17/10; ; ; 6/4; 6/4; ; ; ; ; 8/5; 6/4; ; 6/4; ; 6/4; 17/10; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; 15/8; ; ; 9/5; 9/5; ; ; ; ; 15/8; 7/4; ; 7/4; ; 7/4; 47/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 9/4; ; ; 11/5; 2; ; ; ; ; 23/10; 9/4; ; 9/4; ; 9/4; 47/20; ; ; ; ; ; ; 
META; english/premier-league/middlesbrough-v-west-ham; 2017-01-03 04:16:42 GMT+2; 2017-01-21 15:00; e70300-dr003
Middlesbrough; ; ; ; ; ; ; 13/8; ; ; 6/4; 6/4; ; ; ; ; 8/5; 6/4; ; 6/4; ; 6/4; 17/10; ; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; 19/10; ; ; 9/5; 9/5; ; ; ; ; 15/8; 7/4; ; 7/4; ; 7/4; 47/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 9/4; ; ; 11/5; 2; ; ; ; ; 23/10; 9/4; ; 9/4; ; 9/4; 47/20; ; ; ; ; ; ; 
META; english/premier-league/middlesbrough-v-west-ham; 2017-01-03 08:16:46 GMT+2; 2017-01-21 15:00; e70300-dr003
Middlesbrough; 6/4; ; ; ; ; ; 8/5; ; ; 6/4; 6/4; ; ; ; ; 8/5; 6/4; ; 6/4; ; 6/4; 17/10; ; ; ; ; ; ; 
West Ham; 15/8; ; ; ; ; ; 2; ; ; 9/5; 9/5; ; ; ; ; 2; 24/13; ; 7/4; ; 24/13; 47/25; ; ; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; 11/5; ; ; 11/5; 2; ; ; ; ; 9/4; 11/5; ; 9/4; ; 11/5; 47/20; ; ; ; ; ; ; 
META; english/premier-league/middlesbrough-v-west-ham; 2017-01-03 12:16:40 GMT+2; 2017-01-21 15:00; e70300-dr003
Middlesbrough; 6/4; ; ; 6/4; ; 6/4; 8/5; ; ; 6/4; 6/4; ; ; ; 8/5; 8/5; 6/4; ; 6/4; ; 6/4; 17/10; ; ; ; ; ; ; 
West Ham; 15/8; ; ; 19/10; ; 37/20; 2; ; ; 9/5; 9/5; ; ; ; 19/10; 2; 24/13; ; 7/4; ; 24/13; 47/25; ; ; ; ; ; ; 
