META; english/premier-league/hull-v-stoke; 2016-10-02 00:17:03 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; ; ; ; ; ; ; ; 8/5; 13/8; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 28/17; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 8/5; 9/5; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; 37/19; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-02 04:17:03 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; ; ; ; ; ; ; ; 8/5; 13/8; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 28/17; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 8/5; 9/5; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; 37/19; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-02 08:17:05 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; ; ; ; ; ; ; ; 8/5; 13/8; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 28/17; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 8/5; 9/5; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; 37/19; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-02 12:17:12 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; ; ; ; ; ; ; ; 8/5; 13/8; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 28/17; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 8/5; 9/5; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; 37/19; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-02 16:17:26 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; ; ; ; ; ; ; ; 8/5; 13/8; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 28/17; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 8/5; 9/5; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; 37/19; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-02 20:18:16 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; ; ; ; ; ; ; ; 8/5; 13/8; 8/5; ; ; ; ; ; ; ; 8/5; 8/5; 6/4; 8/5; 8/5; 28/17; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 8/5; 9/5; 17/10; ; ; ; ; ; ; ; 17/10; 17/10; 9/5; 17/10; 17/10; 37/19; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; 23/10; 9/4; ; ; ; ; ; ; ; 9/4; 9/4; 11/5; 9/4; 9/4; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-03 00:17:28 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; ; ; ; ; ; ; 17/10; 8/5; 13/8; 8/5; 8/5; 31/20; ; ; ; ; 7/4; 8/5; 8/5; 6/4; 8/5; 8/5; 28/17; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; 15/8; 8/5; 9/5; 17/10; 7/4; 17/10; ; ; ; ; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 37/19; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 9/4; 11/5; 9/4; 9/4; 9/4; 21/10; ; ; ; ; 9/4; 28/13; 9/4; 11/5; 9/4; 28/13; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-03 04:17:27 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; 8/5; ; 33/20; ; ; ; 17/10; 8/5; 13/8; 8/5; 8/5; 31/20; ; ; ; ; 7/4; 8/5; 8/5; 6/4; 8/5; 8/5; 28/17; ; ; ; ; ; 
Stoke; 7/4; ; 9/5; ; ; ; 15/8; 8/5; 9/5; 17/10; 7/4; 17/10; ; ; ; ; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 37/19; ; ; ; ; ; 
Draw; 11/5; ; 43/20; ; ; ; 9/4; 11/5; 9/4; 9/4; 9/4; 21/10; ; ; ; ; 9/4; 28/13; 9/4; 11/5; 9/4; 28/13; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-03 08:17:31 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; 8/5; ; 33/20; ; ; ; 17/10; 8/5; 13/8; 8/5; 8/5; 31/20; ; ; ; ; 7/4; 8/5; 8/5; 6/4; 8/5; 8/5; 28/17; ; ; ; ; ; 
Stoke; 7/4; ; 9/5; ; ; ; 15/8; 8/5; 9/5; 17/10; 7/4; 17/10; ; ; ; ; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 37/19; ; ; ; ; ; 
Draw; 11/5; ; 43/20; ; ; ; 9/4; 11/5; 9/4; 9/4; 9/4; 21/10; ; ; ; ; 9/4; 28/13; 9/4; 11/5; 9/4; 28/13; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-03 12:17:31 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; 8/5; ; 13/8; ; ; 33/20; 17/10; 8/5; 13/8; 8/5; 8/5; 31/20; ; ; ; 13/8; 7/4; 8/5; 8/5; 6/4; 8/5; 8/5; 17/10; ; ; ; ; ; 
Stoke; 7/4; ; 9/5; ; ; 37/20; 15/8; 8/5; 9/5; 17/10; 17/10; 17/10; ; ; ; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 17/9; ; ; ; ; ; 
Draw; 11/5; ; 11/5; ; ; 11/5; 9/4; 11/5; 9/4; 9/4; 9/4; 21/10; ; ; ; 11/5; 9/4; 28/13; 9/4; 11/5; 9/4; 28/13; 40/17; ; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-03 16:17:44 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; 8/5; ; 13/8; ; ; 33/20; 17/10; 8/5; 13/8; 8/5; 13/8; 31/20; ; ; ; 13/8; 7/4; 8/5; 8/5; 6/4; 8/5; 8/5; 17/10; 48/29; ; ; ; ; 
Stoke; 7/4; ; 9/5; ; ; 37/20; 15/8; 8/5; 9/5; 17/10; 7/4; 17/10; ; ; ; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 17/9; 30/17; ; ; ; ; 
Draw; 11/5; ; 11/5; ; ; 11/5; 9/4; 11/5; 9/4; 9/4; 21/10; 21/10; ; ; ; 11/5; 9/4; 28/13; 9/4; 11/5; 9/4; 28/13; 40/17; 11/5; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-03 20:17:56 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; 8/5; ; 13/8; ; ; 33/20; 17/10; 8/5; 13/8; 8/5; 13/8; 31/20; ; ; ; 13/8; 7/4; 8/5; 8/5; 6/4; 8/5; 8/5; 17/10; 48/29; ; ; ; ; 
Stoke; 7/4; ; 9/5; ; ; 37/20; 15/8; 8/5; 9/5; 17/10; 7/4; 17/10; ; ; ; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 17/9; 30/17; ; ; ; ; 
Draw; 11/5; ; 11/5; ; ; 11/5; 9/4; 11/5; 9/4; 9/4; 21/10; 21/10; ; ; ; 11/5; 9/4; 28/13; 9/4; 11/5; 9/4; 28/13; 40/17; 11/5; ; ; ; ; 
META; english/premier-league/hull-v-stoke; 2016-10-04 00:17:24 GMT+3; 2016-10-22 15:00; e70300-dr003
Hull; 8/5; ; 13/8; ; ; 33/20; 17/10; 8/5; 13/8; 8/5; 13/8; 31/20; ; ; ; 13/8; 7/4; 8/5; 8/5; 6/4; 8/5; 8/5; 17/10; 48/29; ; ; ; ; 
Stoke; 7/4; ; 9/5; ; ; 37/20; 15/8; 8/5; 9/5; 17/10; 7/4; 17/10; ; ; ; 9/5; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 17/9; 30/17; ; ; ; ; 
Draw; 11/5; ; 11/5; ; ; 11/5; 9/4; 11/5; 9/4; 9/4; 21/10; 21/10; ; ; ; 11/5; 9/4; 28/13; 9/4; 11/5; 9/4; 28/13; 40/17; 11/5; ; ; ; ; 
