META; english/premier-league/everton-v-hull; 2017-03-02 00:16:32 GMT+2; 2017-03-18 15:00; e70300-dr003
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 04:16:39 GMT+2; 2017-03-18 15:00; e70300-dr003
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 08:16:36 GMT+2; 2017-03-18 15:00; e70300-dr003
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 12:16:46 GMT+2; 2017-03-18 15:00; e70300-dr003
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 16:16:32 GMT+2; 2017-03-18 15:00; e70300-dr003
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-02 20:17:20 GMT+2; 2017-03-18 15:00; e70300-dr003
Everton; ; ; 4/9; ; ; ; ; 1/2; ; ; ; ; ; ; ; ; ; 4/9; ; ; 8/15; ; ; ; ; ; ; 
Draw; ; ; 10/3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 10/3; ; ; 10/3; ; ; ; ; ; ; 
Hull; ; ; 11/2; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 6; ; ; 13/2; ; ; ; ; ; ; 
META; english/premier-league/everton-v-hull; 2017-03-03 00:16:33 GMT+2; 2017-03-18 15:00; e70300-dr003
