META; english/premier-league/southampton-v-leicester; 2017-01-04 00:16:45 GMT+2; 2017-01-22 12:00; e70300-dr003
Southampton; 10/11; ; 19/20; 10/11; ; 9/10; 19/20; ; 10/11; 10/11; 20/23; ; ; ; 10/11; 10/11; 5/6; ; 1; ; 5/6; 9/10; ; ; ; ; ; ; 
Draw; 12/5; ; 12/5; 12/5; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; ; ; ; 13/5; 13/5; 28/11; ; 12/5; ; 28/11; 13/5; ; ; ; ; ; ; 
Leicester; 3; ; 31/10; 3; ; 3; 10/3; ; 3; 3; 3; ; ; ; 3; 10/3; 16/5; ; 13/5; ; 16/5; 15/4; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-leicester; 2017-01-04 04:16:52 GMT+2; 2017-01-22 12:00; e70300-dr003
Southampton; 10/11; ; 19/20; 10/11; ; 9/10; 19/20; ; 10/11; 10/11; 20/23; ; ; ; 10/11; 10/11; 5/6; ; 1; ; 5/6; ; ; ; ; ; ; ; 
Draw; 12/5; ; 12/5; 12/5; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; ; ; ; 13/5; 13/5; 28/11; ; 12/5; ; 28/11; ; ; ; ; ; ; ; 
Leicester; 3; ; 31/10; 3; ; 3; 10/3; ; 3; 3; 3; ; ; ; 3; 10/3; 33/10; ; 13/5; ; 33/10; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-leicester; 2017-01-04 08:16:57 GMT+2; 2017-01-22 12:00; e70300-dr003
Southampton; 10/11; ; 19/20; 10/11; ; 9/10; 19/20; ; 10/11; 10/11; 20/23; ; ; ; 10/11; 10/11; 5/6; ; 1; ; 5/6; ; ; ; ; ; ; ; 
Draw; 12/5; ; 12/5; 12/5; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; ; ; ; 13/5; 13/5; 28/11; ; 12/5; ; 28/11; ; ; ; ; ; ; ; 
Leicester; 3; ; 31/10; 3; ; 3; 10/3; ; 3; 3; 3; ; ; ; 3; 10/3; 16/5; ; 13/5; ; 16/5; ; ; ; ; ; ; ; 
META; english/premier-league/southampton-v-leicester; 2017-01-04 12:16:56 GMT+2; 2017-01-22 12:00; e70300-dr003
Southampton; 10/11; ; 19/20; 10/11; ; 9/10; 19/20; ; 10/11; 10/11; 20/23; ; ; ; 10/11; 10/11; 5/6; 10/11; 1; 10/11; 5/6; ; ; 10/11; ; ; ; ; 
Draw; 12/5; ; 12/5; 12/5; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; ; ; ; 13/5; 13/5; 28/11; 12/5; 12/5; 12/5; 28/11; ; ; 12/5; ; ; ; ; 
Leicester; 3; ; 31/10; 3; ; 3; 10/3; ; 3; 3; 3; ; ; ; 3; 10/3; 16/5; 31/10; 13/5; 3; 16/5; ; ; 31/10; ; ; ; ; 
META; english/premier-league/southampton-v-leicester; 2017-01-04 16:16:59 GMT+2; 2017-01-22 12:00; e70300-dr003
Southampton; 10/11; ; 19/20; 10/11; ; 9/10; 19/20; ; 10/11; 10/11; 20/23; ; ; ; 10/11; 10/11; 5/6; 10/11; 1; 10/11; 5/6; 19/20; ; 10/11; ; ; ; ; 
Draw; 12/5; ; 12/5; 12/5; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; ; ; ; 13/5; 13/5; 28/11; 12/5; 12/5; 12/5; 28/11; 51/20; ; 12/5; ; ; ; ; 
Leicester; 3; ; 31/10; 3; ; 3; 10/3; ; 3; 3; 3; ; ; ; 3; 10/3; 16/5; 31/10; 13/5; 3; 16/5; 71/20; ; 31/10; ; ; ; ; 
META; english/premier-league/southampton-v-leicester; 2017-01-05 00:16:56 GMT+2; 2017-01-22 12:00; e70300-dr003
Southampton; 10/11; ; 1; 20/21; ; 9/10; 20/21; 19/20; 1; 10/11; 19/20; ; ; ; 10/11; 19/20; 5/6; 10/11; 1; 10/11; 5/6; 19/20; 19/20; 10/11; ; ; ; ; 
Draw; 12/5; ; 47/20; 9/4; ; 5/2; 5/2; 9/4; 5/2; 23/10; 11/5; ; ; ; 13/5; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 51/20; 12/5; 12/5; ; ; ; ; 
Leicester; 3; ; 3; 16/5; ; 3; 10/3; 14/5; 3; 3; 14/5; ; ; ; 3; 10/3; 13/4; 31/10; 13/5; 3; 13/4; 71/20; 3; 31/10; ; ; ; ; 
META; english/premier-league/southampton-v-leicester; 2017-01-05 04:16:44 GMT+2; 2017-01-22 12:00; e70300-dr003
Southampton; 10/11; ; 1; 20/21; ; 9/10; 20/21; 19/20; 1; 10/11; 19/20; ; ; ; 10/11; 19/20; 5/6; 10/11; 1; 10/11; 5/6; 19/20; 19/20; 10/11; ; ; ; ; 
Draw; 12/5; ; 47/20; 9/4; ; 5/2; 5/2; 9/4; 5/2; 23/10; 11/5; ; ; ; 13/5; 5/2; 27/11; 12/5; 12/5; 12/5; 27/11; 51/20; 12/5; 12/5; ; ; ; ; 
Leicester; 3; ; 3; 16/5; ; 3; 10/3; 14/5; 3; 3; 14/5; ; ; ; 3; 10/3; 16/5; 31/10; 13/5; 3; 16/5; 71/20; 3; 31/10; ; ; ; ; 
META; english/premier-league/southampton-v-leicester; 2017-01-05 08:16:44 GMT+2; 2017-01-22 12:00; e70300-dr003
Southampton; 10/11; ; 1; 20/21; ; 9/10; 20/21; 19/20; 1; 10/11; 19/20; ; ; ; 10/11; 19/20; 5/6; 10/11; 1; 10/11; 5/6; 19/20; 10/11; 10/11; ; ; ; ; 
Draw; 12/5; ; 47/20; 9/4; ; 5/2; 5/2; 9/4; 5/2; 23/10; 11/5; ; ; ; 13/5; 5/2; 27/11; 12/5; 12/5; 12/5; 27/11; 51/20; 12/5; 12/5; ; ; ; ; 
