META; english/premier-league/burnley-v-swansea; 2016-06-20 04:15:05 GMT+3; 2016-08-13 15:00; e70300-dr003
Burnley; 6/4; 7/5; 11/8; 11/8; 11/8; 6/4; 6/4; 7/5; 6/4; 16/11; 27/20; 6/4; 13/10; 7/5; 6/4; 6/4; 16/11; ; 16/11; 6/4; 7/5; ; 28/17; ; ; 7/5; ; 
Swansea; 9/5; 7/4; 15/8; 9/5; 15/8; 9/5; 15/8; 15/8; 15/8; 24/13; 17/10; 7/4; 21/10; 7/4; 7/4; 7/4; 15/8; ; 24/13; 9/5; 9/5; ; 2; ; ; 13/8; ; 
Draw; 9/4; 23/10; 11/5; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 12/5; 23/10; 23/10; 21/10; 9/4; 9/4; 9/4; ; 23/10; 11/5; 23/10; ; 23/10; ; ; 21/10; ; 
META; english/premier-league/burnley-v-swansea; 2016-06-20 08:15:05 GMT+3; 2016-08-13 15:00; e70300-dr003
Burnley; 6/4; 7/5; 11/8; 11/8; 11/8; 6/4; 6/4; 7/5; 6/4; 16/11; 27/20; 6/4; 13/10; 7/5; 6/4; 6/4; 16/11; ; 16/11; 6/4; 7/5; ; 28/17; ; ; ; ; 
Swansea; 9/5; 7/4; 15/8; 9/5; 15/8; 9/5; 15/8; 15/8; 15/8; 24/13; 17/10; 7/4; 21/10; 7/4; 7/4; 7/4; 15/8; ; 24/13; 9/5; 9/5; ; 2; ; ; ; ; 
Draw; 9/4; 23/10; 11/5; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 12/5; 23/10; 23/10; 21/10; 9/4; 9/4; 9/4; ; 23/10; 11/5; 23/10; ; 23/10; ; ; ; ; 
META; english/premier-league/burnley-v-swansea; 2016-06-20 12:15:05 GMT+3; 2016-08-13 15:00; e70300-dr003
Burnley; 6/4; 7/5; 11/8; 11/8; 11/8; 6/4; 6/4; 7/5; 6/4; 16/11; 27/20; 6/4; 13/10; 7/5; 6/4; 6/4; 16/11; ; 16/11; 6/4; 7/5; ; 28/17; ; ; 7/5; ; 
Swansea; 9/5; 7/4; 15/8; 9/5; 15/8; 9/5; 15/8; 15/8; 15/8; 24/13; 17/10; 7/4; 21/10; 7/4; 7/4; 7/4; 15/8; ; 24/13; 9/5; 9/5; ; 2; ; ; 13/8; ; 
Draw; 9/4; 23/10; 11/5; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 12/5; 23/10; 23/10; 21/10; 9/4; 9/4; 9/4; ; 23/10; 11/5; 23/10; ; 23/10; ; ; 21/10; ; 
