META; english/premier-league/hull-v-arsenal; 2016-08-27 20:17:53 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 4/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 31/10; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-28 00:17:07 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 4/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 31/10; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-28 04:17:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 4/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 31/10; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-28 08:17:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 4/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 31/10; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-28 12:17:13 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 4/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 31/10; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-28 16:17:18 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; ; 4/6; 4/6; ; ; ; ; ; ; ; ; ; 11/17; ; ; 4/6; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 14/5; 3; ; ; ; ; ; ; ; ; ; 11/4; ; ; 31/10; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 7/2; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-28 20:17:27 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; ; ; ; ; ; ; 9/20; 4/6; 1/2; ; 4/9; ; ; ; ; ; ; ; 11/17; ; 9/13; 8/15; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 33/10; 14/5; 7/2; ; 10/3; ; ; ; ; ; ; ; 11/4; ; 14/5; 17/5; ; ; ; ; ; 
Hull; ; ; ; ; ; ; 8; 7/2; 6; ; 13/2; ; ; ; ; ; ; ; 4; ; 19/5; 13/2; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-29 00:17:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; 2/5; ; ; ; ; ; 2/5; 8/15; 4/9; 2/5; 2/5; ; ; ; ; ; 4/9; 2/5; 4/11; 2/5; 5/12; 3/7; ; ; ; ; ; 
Draw; 15/4; ; ; ; ; ; 15/4; 3; 7/2; 7/2; 7/2; ; ; ; ; ; 4; 7/2; 15/4; 7/2; 7/2; 15/4; ; ; ; ; ; 
Hull; 6; ; ; ; ; ; 17/2; 9/2; 7; 7; 7; ; ; ; ; ; 15/2; 7; 7; 7; 25/4; 17/2; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-29 04:16:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; 2/5; ; ; ; ; ; 2/5; 2/5; 4/9; 2/5; 2/5; ; ; ; ; ; 4/9; 2/5; 2/5; 2/5; 7/17; 3/7; ; ; ; ; ; 
Draw; 15/4; ; ; ; ; ; 15/4; 7/2; 7/2; 7/2; 7/2; ; ; ; ; ; 4; 7/2; 15/4; 7/2; 39/11; 15/4; ; ; ; ; ; 
Hull; 6; ; ; ; ; ; 8; 6; 7; 7; 7; ; ; ; ; ; 7; 7; 6; 7; 25/4; 17/2; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-29 08:16:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; 2/5; ; ; ; ; ; 2/5; 2/5; 4/9; 2/5; 2/5; ; ; ; ; ; 4/9; 2/5; 2/5; 2/5; 7/17; 3/7; ; ; ; ; ; 
Draw; 15/4; ; ; ; ; ; 15/4; 7/2; 7/2; 7/2; 7/2; ; ; ; ; ; 4; 7/2; 15/4; 7/2; 39/11; 15/4; ; ; ; ; ; 
Hull; 6; ; ; ; ; ; 8; 6; 7; 7; 7; ; ; ; ; ; 7; 7; 6; 7; 25/4; 17/2; ; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-29 12:17:05 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; 2/5; ; ; ; ; 9/20; 2/5; 2/5; 4/9; 2/5; 2/5; ; ; ; ; ; 2/5; 2/5; 2/5; 2/5; 5/12; 4/9; 3/7; ; ; ; ; 
Draw; 15/4; ; ; ; ; 15/4; 15/4; 7/2; 7/2; 7/2; 7/2; ; ; ; ; ; 7/2; 7/2; 15/4; 7/2; 7/2; 15/4; 37/10; ; ; ; ; 
Hull; 6; ; ; ; ; 6; 8; 6; 7; 7; 7; ; ; ; ; ; 59/10; 7; 6; 7; 25/4; 8; 31/5; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-29 16:17:01 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; 4/9; ; ; ; ; 9/20; 9/20; 2/5; 1/2; 2/5; 10/21; ; ; ; ; 9/20; 2/5; 2/5; 5/11; 2/5; 5/11; 4/9; 7/15; ; ; ; ; 
Draw; 7/2; ; ; ; ; 15/4; 7/2; 7/2; 7/2; 7/2; 16/5; ; ; ; ; 10/3; 31/10; 7/2; 17/5; 7/2; 57/17; 15/4; 39/11; ; ; ; ; 
Hull; 11/2; ; ; ; ; 6; 7; 6; 6; 7; 11/2; ; ; ; ; 13/2; 51/10; 7; 6; 7; 113/19; 8; 28/5; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-29 20:17:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; 4/9; ; ; ; ; 9/20; 9/20; 2/5; 1/2; 2/5; 10/21; ; ; ; ; 9/20; 2/5; 2/5; 5/11; 2/5; 5/11; 17/35; 7/15; ; ; ; ; 
Draw; 7/2; ; ; ; ; 15/4; 7/2; 7/2; 7/2; 7/2; 16/5; ; ; ; ; 10/3; 31/10; 7/2; 17/5; 7/2; 33/10; 39/11; 39/11; ; ; ; ; 
Hull; 11/2; ; ; ; ; 6; 7; 6; 6; 7; 11/2; ; ; ; ; 13/2; 51/10; 7; 6; 7; 59/10; 7; 28/5; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-30 00:16:56 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; 4/9; ; ; ; ; 9/20; 9/20; 2/5; 1/2; 2/5; 10/21; ; ; ; ; 9/20; 2/5; 2/5; 5/11; 2/5; 5/11; 17/35; 7/15; ; ; ; ; 
Draw; 7/2; ; ; ; ; 15/4; 7/2; 7/2; 7/2; 7/2; 16/5; ; ; ; ; 10/3; 31/10; 7/2; 17/5; 7/2; 33/10; 39/11; 39/11; ; ; ; ; 
Hull; 11/2; ; ; ; ; 6; 7; 6; 6; 7; 11/2; ; ; ; ; 13/2; 51/10; 7; 6; 7; 59/10; 7; 28/5; ; ; ; ; 
META; english/premier-league/hull-v-arsenal; 2016-08-30 04:17:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Arsenal; 4/9; ; ; ; ; 9/20; 9/20; 2/5; 1/2; 2/5; 10/21; ; ; ; ; 9/20; 2/5; 2/5; 5/11; 2/5; 5/11; 17/35; 7/15; ; ; ; ; 
Draw; 7/2; ; ; ; ; 15/4; 7/2; 7/2; 7/2; 7/2; 16/5; ; ; ; ; 10/3; 31/10; 7/2; 17/5; 7/2; 33/10; 39/11; 39/11; ; ; ; ; 
