META; english/premier-league/tottenham-v-arsenal; 2017-04-02 08:18:18 GMT+3; 2017-04-29 15:00; e70300-dr003
Tottenham; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Arsenal; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/tottenham-v-arsenal; 2017-04-10 16:35:05 GMT+3; 2017-04-29 15:00; e70300-dr003
Tottenham; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 27/25; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; 
Arsenal; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; 
META; english/premier-league/tottenham-v-arsenal; 2017-04-11 12:49:54 GMT+3; 2017-04-29 15:00; e70300-dr003
Tottenham; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 49/50; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; ; ; ; ; 
Arsenal; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; 
META; english/premier-league/tottenham-v-arsenal; 2017-04-12 12:19:53 GMT+3; 2017-04-29 15:00; e70300-dr003
Tottenham; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 49/50; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; ; ; ; ; 
Arsenal; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; 
META; english/premier-league/tottenham-v-arsenal; 2017-04-18 14:18:01 GMT+3; 2017-04-30 16:30; e70300-dr003
Tottenham; ; ; ; ; ; ; 21/20; 1; 21/20; ; ; ; ; ; ; 21/20; 1; 1; 20/21; 1; 101/100; ; 39/40; ; 39/40; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; 12/5; 5/2; ; ; ; ; ; ; 13/5; 28/11; 12/5; 13/5; 28/11; 13/5; ; 13/5; ; 13/5; ; ; ; 
Arsenal; ; ; ; ; ; ; 11/4; 23/10; 14/5; ; ; ; ; ; ; 13/5; 13/5; 13/5; 13/5; 13/5; 31/10; ; 13/5; ; 13/5; ; ; ; 
META; english/premier-league/tottenham-v-arsenal; 2017-04-19 16:45:40 GMT+3; 2017-04-30 16:30; e70300-dr003
Tottenham; ; ; ; ; ; 1; 21/20; 1; 21/20; ; ; 1; ; ; ; 21/20; 1; 1; 20/21; 1; 51/50; ; 39/40; ; 39/40; ; ; ; 
Draw; ; ; ; ; ; 12/5; 13/5; 12/5; 13/5; ; ; 13/5; ; ; ; 13/5; 28/11; 12/5; 13/5; 28/11; 53/20; ; 13/5; ; 13/5; ; ; ; 
Arsenal; ; ; ; ; ; 13/5; 14/5; 23/10; 11/4; ; ; 5/2; ; ; ; 13/5; 13/5; 13/5; 13/5; 13/5; 3; ; 13/5; ; 13/5; ; ; ; 
META; english/premier-league/tottenham-v-arsenal; 2017-04-26 19:40:08 GMT+3; 2017-04-30 16:30; e70300-dr003
Tottenham; 19/20; 10/11; 19/20; 17/20; 19/20; 19/20; 20/21; 10/11; 10/11; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 20/21; 19/20; 49/50; 13/14; 19/20; 19/20; 19/20; ; ; ; 10/11
Arsenal; 13/5; 13/5; 13/5; 11/4; 13/5; 14/5; 14/5; 13/5; 11/4; 5/2; 13/5; 13/5; 51/20; 14/5; 11/4; 14/5; 14/5; 13/5; 14/5; 14/5; 29/10; 27/10; 14/5; 11/4; 14/5; ; ; ; 14/5
Draw; 13/5; 29/10; 14/5; 3; 11/4; 14/5; 29/10; 12/5; 14/5; 11/4; 14/5; 14/5; 14/5; 29/10; 11/4; 29/10; 11/4; 13/5; 11/4; 11/4; 29/10; 14/5; 11/4; 11/4; 11/4; ; ; ; 14/5
META; english/premier-league/tottenham-v-arsenal; 2017-04-28 11:00:49 GMT+3; 2017-04-30 16:30; e70300-dr003
Tottenham; 17/20; 5/6; 17/20; 10/11; 17/20; 17/20; 17/20; 17/20; 5/6; 4/5; 5/6; 20/23; 17/20; 19/20; 10/11; 11/13; 5/6; 5/6; 5/6; 5/6; 87/100; 11/13; 16/19; 17/20; 13/15; ; ; 5/6; 5/6
Draw; 3; 29/10; 3; 12/5; 3; 3; 3; 11/4; 3; 11/4; 14/5; 13/5; 59/20; 29/10; 14/5; 45/17; 29/10; 14/5; 14/5; 29/10; 61/20; 37/13; 56/19; 14/5; 3; ; ; 14/5; 3
Arsenal; 16/5; 29/10; 31/10; 10/3; 3; 14/5; 16/5; 3; 3; 16/5; 3; 3; 59/20; 14/5; 14/5; 31/10; 31/10; 16/5; 3; 31/10; 13/4; 31/10; 31/10; 3; 16/5; ; ; 3; 3
