META; english/premier-league/man-city-v-tottenham; 2017-01-03 00:16:50 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; ; ; ; ; ; ; 20/23; ; ; 4/5; 4/5; ; ; ; ; 11/13; 13/15; ; 5/6; ; 13/15; 81/100; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 14/5; ; ; 14/5; 13/5; ; ; ; ; 14/5; 13/5; ; 13/5; ; 13/5; 11/4; ; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 16/5; ; ; 3; 3; ; ; ; ; 10/3; 3; ; 3; ; 3; 4; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-03 04:16:49 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; ; ; ; ; ; ; 20/23; ; ; 4/5; 4/5; ; ; ; ; 11/13; 13/15; ; 5/6; ; 13/15; 81/100; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 14/5; ; ; 14/5; 13/5; ; ; ; ; 14/5; 13/5; ; 13/5; ; 13/5; 11/4; ; ; ; ; ; ; 
Tottenham; ; ; ; ; ; ; 16/5; ; ; 3; 3; ; ; ; ; 10/3; 3; ; 3; ; 3; 4; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-03 08:16:53 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; 4/5; ; ; ; ; ; 17/20; ; ; 4/5; 3/4; ; ; ; ; 11/13; 5/6; ; 5/6; ; 5/6; 81/100; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; 14/5; ; ; 14/5; 13/5; ; ; ; ; 14/5; 13/5; ; 13/5; ; 13/5; 11/4; ; ; ; ; ; ; 
Tottenham; 10/3; ; ; ; ; ; 17/5; ; ; 3; 3; ; ; ; ; 7/2; 13/4; ; 3; ; 13/4; 4; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-03 12:16:47 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; 4/5; ; ; 5/6; ; 4/5; 9/10; ; ; 17/20; 4/5; ; ; ; 4/5; 11/13; 4/5; ; 5/6; ; 4/5; 81/100; ; ; ; ; ; ; 
Draw; 13/5; ; ; 13/5; ; 13/5; 11/4; ; ; 11/4; 13/5; ; ; ; 11/4; 14/5; 45/17; ; 13/5; ; 45/17; 11/4; ; ; ; ; ; ; 
Tottenham; 10/3; ; ; 3; ; 10/3; 16/5; ; ; 14/5; 3; ; ; ; 10/3; 10/3; 13/4; ; 3; ; 13/4; 4; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-03 16:17:15 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; 4/5; ; 5/6; 5/6; ; 4/5; 9/10; ; 5/6; 17/20; 4/5; ; ; ; 4/5; 11/13; 4/5; ; 5/6; ; 4/5; 87/100; ; ; ; ; ; ; 
Draw; 13/5; ; 11/4; 13/5; ; 13/5; 11/4; ; 14/5; 11/4; 13/5; ; ; ; 11/4; 14/5; 45/17; ; 13/5; ; 45/17; 11/4; ; ; ; ; ; ; 
Tottenham; 10/3; ; 16/5; 3; ; 10/3; 16/5; ; 3; 14/5; 3; ; ; ; 10/3; 10/3; 13/4; ; 3; ; 13/4; 37/10; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-03 20:16:55 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; 4/5; ; 5/6; 5/6; ; 4/5; 9/10; ; 5/6; 17/20; 4/5; ; ; ; 4/5; 11/13; 4/5; ; 5/6; ; 4/5; 87/100; ; ; ; ; ; ; 
Draw; 13/5; ; 11/4; 13/5; ; 13/5; 11/4; ; 14/5; 11/4; 13/5; ; ; ; 11/4; 14/5; 45/17; ; 13/5; ; 45/17; 11/4; ; ; ; ; ; ; 
Tottenham; 10/3; ; 16/5; 3; ; 10/3; 16/5; ; 3; 14/5; 3; ; ; ; 10/3; 10/3; 13/4; ; 3; ; 13/4; 37/10; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-04 00:16:42 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; 1; ; 1; 20/21; ; 10/11; 1; ; 1; 20/21; 19/20; ; ; ; 1; 1; 19/20; ; 5/6; ; 19/20; 87/100; ; ; ; ; ; ; 
Draw; 12/5; ; 13/5; 5/2; ; 13/5; 13/5; ; 13/5; 13/5; 5/2; ; ; ; 5/2; 13/5; 5/2; ; 13/5; ; 5/2; 11/4; ; ; ; ; ; ; 
Tottenham; 11/4; ; 27/10; 11/4; ; 14/5; 29/10; ; 14/5; 5/2; 5/2; ; ; ; 14/5; 3; 11/4; ; 3; ; 11/4; 37/10; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-04 04:16:50 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; 1; ; 1; 1; ; 10/11; 1; ; 1; 20/21; 19/20; ; ; ; 1; 21/20; 1; ; 5/6; ; 1; 22/25; ; ; ; ; ; ; 
Draw; 12/5; ; 13/5; 12/5; ; 13/5; 13/5; ; 13/5; 13/5; 5/2; ; ; ; 5/2; 13/5; 27/11; ; 13/5; ; 27/11; ; ; ; ; ; ; ; 
Tottenham; 11/4; ; 27/10; 11/4; ; 14/5; 29/10; ; 14/5; 5/2; 5/2; ; ; ; 14/5; 14/5; 11/4; ; 3; ; 11/4; 18/5; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-04 08:16:55 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; 1; ; 1; 1; ; 10/11; 1; ; 1; 20/21; 19/20; ; ; ; 1; 1; 19/20; ; 5/6; ; 19/20; 22/25; ; ; ; ; ; ; 
Draw; 12/5; ; 13/5; 12/5; ; 13/5; 13/5; ; 13/5; 13/5; 5/2; ; ; ; 5/2; 13/5; 27/11; ; 13/5; ; 27/11; ; ; ; ; ; ; ; 
Tottenham; 11/4; ; 27/10; 11/4; ; 14/5; 29/10; ; 14/5; 5/2; 5/2; ; ; ; 14/5; 3; 14/5; ; 3; ; 14/5; 18/5; ; ; ; ; ; ; 
META; english/premier-league/man-city-v-tottenham; 2017-01-04 12:16:54 GMT+2; 2017-01-21 17:30; e70300-dr003
Man City; 1; ; 1; 1; ; 10/11; 1; ; 1; 20/21; 19/20; ; ; ; 1; 1; 19/20; 1; 5/6; 1; 19/20; 22/25; ; 1; ; ; ; ; 
Draw; 12/5; ; 13/5; 12/5; ; 13/5; 13/5; ; 13/5; 13/5; 5/2; ; ; ; 5/2; 13/5; 27/11; 12/5; 13/5; 12/5; 27/11; ; ; 12/5; ; ; ; ; 
Tottenham; 11/4; ; 27/10; 11/4; ; 14/5; 29/10; ; 14/5; 5/2; 5/2; ; ; ; 14/5; 3; 14/5; 11/4; 3; 11/4; 14/5; 18/5; ; 11/4; ; ; ; ; 
