META; english/premier-league/stoke-v-swansea; 2016-10-16 20:17:54 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; ; ; ; ; ; ; 20/23; 19/20; 10/11; 17/20; ; ; ; ; 17/20; ; ; ; 1; ; ; 22/23; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 5/2; 12/5; ; ; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 1/10; ; 
Swansea; 3; ; ; ; ; 16/5; 3; 11/4; 3; 14/5; 27/10; ; ; ; 16/5; ; ; ; 3; ; ; 17/5; ; 3; ; ; 1/10; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-17 16:17:57 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 22/23; ; 9/10; ; ; 1/8; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 5/2; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 1/10; ; 
Swansea; 3; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 13/5; ; 29/10; ; 16/5; ; ; ; 11/4; ; ; 17/5; ; 3; ; ; 1/10; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-17 20:17:55 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; ; ; 10/11; ; ; ; 19/20; ; ; ; ; 9/10; ; ; 1/8; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 5/2; 12/5; ; ; ; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; ; ; 1/10; ; 
Swansea; 3; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 13/5; ; ; ; 16/5; ; ; ; 11/4; ; ; ; ; 3; ; ; 1/10; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-18 00:17:36 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 22/23; ; 9/10; ; ; 1/8; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 5/2; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 1/10; ; 
Swansea; 3; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 17/5; ; 3; ; ; 1/10; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-18 04:17:36 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 10/11; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 22/23; ; 9/10; ; ; 5/6; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 5/2; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 19/10; ; 
Swansea; 3; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 17/5; ; 3; ; ; 21/10; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-18 08:17:47 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 22/23; ; 9/10; ; ; 8/13; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 5/2; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 17/5; ; 3; ; ; 9/4; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-18 12:17:51 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 22/23; ; 9/10; ; ; 8/13; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 5/2; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 17/5; ; 3; ; ; 9/4; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-18 16:18:04 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; ; ; 9/10; ; ; 8/13; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; ; ; 3; ; ; 9/4; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-18 20:18:15 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 9/4; ; 
Swansea; 11/4; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-19 00:17:34 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 9/4; ; 
Swansea; 11/4; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-19 04:17:16 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 9/4; ; 
Swansea; 11/4; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-19 08:17:18 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 23/10; ; 
Swansea; 11/4; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-19 12:18:03 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; ; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; ; ; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-19 16:17:41 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; ; 20/21; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 10/11; ; 
Draw; 5/2; ; ; 12/5; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; ; 13/5; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-19 20:17:23 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 9/10; 1; 19/20; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 9/5; ; 
Swansea; 11/4; ; 27/10; 13/5; ; 16/5; 3; 11/4; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-20 00:17:14 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 9/10; 1; 1; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; 27/10; 13/5; ; 16/5; 3; 14/5; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-20 04:16:56 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 9/10; 1; 1; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; 27/10; 13/5; ; 16/5; 3; 14/5; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-20 08:17:00 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 9/10; 1; 1; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 8/13; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; 27/10; 13/5; ; 16/5; 3; 14/5; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-20 12:17:05 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 1; 1; 10/11; 20/21; 19/20; ; 19/20; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 4/6; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; 27/10; 13/5; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 14/5; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-20 16:16:59 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 10/11; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-20 20:17:24 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 20/21; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-21 00:17:33 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 23/10; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-21 04:16:40 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 23/10; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-21 08:16:36 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 11/5; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-21 12:17:01 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-21 16:18:19 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; ; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; ; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; ; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; ; 2; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; ; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; ; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-21 20:18:24 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 19/20; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 12/5; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 11/4; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-22 00:18:04 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 19/20; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 12/5; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 11/4; ; 1/3; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-22 04:17:56 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 19/20; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 12/5; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 11/4; ; 23/10; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-22 08:17:51 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 19/20; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 12/5; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 11/4; ; 1/3; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-22 12:18:25 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 20/21; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 19/20; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 27/10; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 12/5; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 11/4; ; 5/2; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-22 16:17:44 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 19/20; ; 1; 20/21; ; 1; 1; 1; 10/11; 20/21; 19/20; ; 10/11; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 19/20; ; 1; ; 
Draw; 5/2; ; 5/2; 12/5; ; 13/5; 13/5; 23/10; 13/5; 12/5; 12/5; ; 51/20; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 12/5; ; 21/10; ; 
Swansea; 11/4; ; 27/10; 11/4; ; 14/5; 3; 14/5; 14/5; 14/5; 5/2; ; 57/20; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 11/4; ; 12/5; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-22 20:17:44 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 17/20; ; 19/20; 10/11; ; 10/11; 37/40; 1; 10/11; 17/20; 20/23; ; 9/10; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 10/11; ; 5/6; ; 
Draw; 13/5; ; 13/5; 12/5; ; 27/10; 27/10; 23/10; 13/5; 12/5; 12/5; ; 13/5; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 5/2; ; 21/10; ; 
Swansea; 3; ; 29/10; 3; ; 3; 16/5; 14/5; 3; 16/5; 14/5; ; 3; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 3; ; 1/3; ; 
META; english/premier-league/stoke-v-swansea; 2016-10-23 00:17:27 GMT+3; 2016-10-31 20:00; e70300-dr003
Stoke; 17/20; 10/11; 19/20; 10/11; ; 10/11; 37/40; 1; 10/11; 17/20; 20/23; ; 9/10; ; 10/11; ; ; ; 19/20; ; ; 1; ; 9/10; 10/11; ; 5/6; ; 5/6
Draw; 13/5; 5/2; 13/5; 12/5; ; 27/10; 27/10; 23/10; 13/5; 5/2; 12/5; ; 13/5; ; 5/2; ; ; ; 12/5; ; ; 13/5; ; 5/2; 5/2; ; 9/4; ; 13/5
Swansea; 3; 3; 29/10; 3; ; 3; 16/5; 14/5; 3; 16/5; 14/5; ; 3; ; 16/5; ; ; ; 11/4; ; ; 16/5; ; 3; 3; ; 12/5; ; 10/3
META; english/premier-league/stoke-v-swansea; 2016-10-23 04:17:21 GMT+3; 2016-10-31 20:00; e70300-dr003
