META; english/premier-league/leicester-v-swansea; 2016-08-13 20:17:34 GMT+3; 2016-08-27 15:00; e70300-dr003
Leicester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 6/7; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; 
Swansea; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 4; ; ; ; ; 
META; english/premier-league/leicester-v-swansea; 2016-08-14 00:17:01 GMT+3; 2016-08-27 15:00; e70300-dr003
Leicester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 6/7; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; 
Swansea; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 4; ; ; ; ; 
META; english/premier-league/leicester-v-swansea; 2016-08-14 04:16:57 GMT+3; 2016-08-27 15:00; e70300-dr003
Leicester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 6/7; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; 
Swansea; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 4; ; ; ; ; 
META; english/premier-league/leicester-v-swansea; 2016-08-14 08:17:01 GMT+3; 2016-08-27 15:00; e70300-dr003
Leicester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 6/7; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; 
Swansea; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 4; ; ; ; ; 
META; english/premier-league/leicester-v-swansea; 2016-08-14 12:17:06 GMT+3; 2016-08-27 15:00; e70300-dr003
Leicester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; 
Swansea; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 15/4; ; ; ; ; 
