META; english/premier-league/leicester-v-stoke; 2017-03-07 00:16:40 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 21/20; 19/20; 1; 21/20; 1; 1; 21/20; 1; 19/20; 1; 1; 21/20; 21/20; 1; 1; 19/20; 1; 1; 26/25; 21/20; 42/41; 21/20; 21/20; ; ; 1; 21/20
Draw; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; 12/5; 5/2; 23/10; 5/2; 27/11; 12/5; 12/5; 27/11; 51/20; 12/5; 27/11; 12/5; 5/2; ; ; 23/10; 12/5
Stoke; 11/4; 11/4; 11/4; 14/5; 14/5; 14/5; 31/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 37/13; 14/5; 14/5; 37/13; 31/10; 29/10; 56/19; 14/5; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-30 11:45:32 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 21/20; 19/20; 1; 21/20; 21/20; 1; 21/20; 1; 19/20; 1; 1; 21/20; 21/20; 1; 1; 19/20; 1; 1; 26/25; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; 12/5; 5/2; 23/10; 5/2; 27/11; 12/5; 12/5; 27/11; 51/20; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 11/4; 14/5; 11/4; 14/5; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 37/13; 14/5; 14/5; 37/13; 31/10; 56/19; 56/19; 14/5; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-30 12:15:34 GMT+3; 2017-03-29 19:00; e70300-dr003
Nacional SP; 23/20; ; ; 6/5; ; ; 5/4; 6/5; ; ; 6/5; ; 6/5; ; 23/20; ; ; 5/4; 23/20; ; ; 12/11; 15/13; ; ; ; ; ; 
Draw; 21/10; ; ; 21/10; ; ; 11/5; 21/10; ; ; 19/10; ; 21/10; ; 21/10; ; ; 2; 21/10; ; ; 39/19; 21/10; ; ; ; ; ; 
Matonense; 9/4; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; 
Matonense SP; ; ; ; 2; ; ; 23/10; ; ; ; 21/10; ; 21/10; ; 11/5; ; ; ; 21/10; ; ; 19/10; 28/13; ; ; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-30 13:45:35 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 19/20; 1; 1; 21/20; 21/20; 1; 1; 19/20; 1; 1; 27/25; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; 12/5; 5/2; 23/10; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 11/4; 14/5; 27/10; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 29/10; 14/5; 14/5; 29/10; 61/20; 56/19; 56/19; 11/4; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-30 17:45:55 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 19/20; 1; 1; 11/10; 21/20; 1; 1; 19/20; 1; 1; 27/25; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; 12/5; 13/5; 23/10; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 29/10; 14/5; 14/5; 29/10; 61/20; 56/19; 56/19; 11/4; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-30 20:15:33 GMT+3; 2017-03-28 19:00; e70300-dr003
Cameroon; 17/20; 17/20; 17/20; 10/11; 17/20; 9/10; 5/6; 19/20; 9/10; 17/20; ; 10/11; 10/11; 4/5; 17/20; 10/11; 5/6; 11/13; 5/6; 5/6; 9/10; 9/10; 6/7; ; 7/8; ; 5/6; 5/6; 
Draw; 9/4; 21/10; 41/20; 21/10; 11/5; 43/20; 9/4; 23/10; 23/10; 9/4; ; 21/10; 11/5; 23/10; 9/4; 9/4; 11/5; 23/10; 11/5; 11/5; 47/20; 28/13; 11/5; ; 9/4; ; 11/5; 11/5; 
Guinea; 18/5; 18/5; 10/3; 15/4; 16/5; 14/5; 18/5; 14/5; 7/2; 7/2; ; 7/2; 7/2; 3; 7/2; 7/2; 17/5; 10/3; 10/3; 17/5; 77/20; 29/10; 17/5; ; 7/2; ; 7/2; 7/2; 
META; english/premier-league/leicester-v-stoke; 2017-03-31 00:16:45 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 1; 1; 1; 11/10; 21/20; 21/20; 1; 19/20; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 13/5; 23/10; 12/5; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 14/5; 13/5; 14/5; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 11/4; 37/13; 14/5; 14/5; 37/13; 61/20; 56/19; 56/19; 11/4; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 00:26:30 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 1; 1; 1; 11/10; 21/20; 21/20; 1; 19/20; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 13/5; 23/10; 12/5; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 14/5; 13/5; 14/5; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 11/4; 37/13; 14/5; 14/5; 37/13; 61/20; 56/19; 56/19; 11/4; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 04:15:40 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 1; 1; 1; 11/10; 21/20; 21/20; 1; 19/20; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 14/5; 13/5; 14/5; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 11/4; 29/10; 14/5; 14/5; 29/10; 61/20; 56/19; 56/19; 11/4; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 04:28:00 GMT+3; 2017-04-02 17:00; e70300-dr003
Ranheim; 11/10; ; 21/20; ; ; ; 23/20; 11/10; 21/20; ; 21/20; ; ; ; ; ; 21/20; ; 1; 21/20; ; ; 42/41; ; 42/41; ; ; ; 
Team Strommen; 21/10; ; 11/5; ; ; ; 12/5; 21/10; 9/4; ; 11/5; ; ; ; ; ; 11/5; ; 9/4; 11/5; ; ; 9/4; ; 9/4; ; ; ; 
Draw; 12/5; ; 47/20; ; ; ; 12/5; 23/10; 5/2; ; 12/5; ; ; ; ; ; 27/11; ; 5/2; 27/11; ; ; 5/2; ; 5/2; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-31 04:29:45 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 1; 1; 1; 11/10; 21/20; 21/20; 1; 19/20; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 14/5; 13/5; 14/5; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 11/4; 29/10; 14/5; 14/5; 29/10; 61/20; 56/19; 56/19; 11/4; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 05:45:33 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 1; 1; 1; 11/10; 21/20; 21/20; 1; 1; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 1; 21/20
Draw; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 14/5; 13/5; 14/5; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 11/4; 29/10; 29/10; 14/5; 29/10; 61/20; 56/19; 56/19; 11/4; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 07:45:35 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 21/20; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 1; 1; 1; 11/10; 21/20; 21/20; 1; 1; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 1; 21/20
Draw; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 3; 13/5; 14/5; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 29/10; 29/10; 14/5; 29/10; 61/20; 56/19; 56/19; 14/5; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 08:23:35 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 21/20; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 1; 1; 1; 11/10; 21/20; 21/20; 1; 1; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 3; 13/5; 14/5; 11/4; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 29/10; 29/10; 14/5; 29/10; 61/20; 56/19; 56/19; 14/5; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 12:53:08 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 21/20; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 1; 1; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 3; 13/5; 14/5; 14/5; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 29/10; 29/10; 14/5; 29/10; 61/20; 56/19; 56/19; 14/5; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 13:45:40 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 21/20; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 21/20; 1; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 1; 1; 1; 1; 53/50; 42/41; 42/41; 21/20; 21/20; ; ; 21/20; 21/20
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 27/11; 12/5; 12/5; 27/11; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 12/5
Stoke; 3; 13/5; 14/5; 14/5; 14/5; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 14/5; 11/4; 14/5; 3; 14/5; 29/10; 29/10; 14/5; 29/10; 61/20; 56/19; 56/19; 14/5; 3; ; ; 14/5; 14/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 15:45:59 GMT+3; ; e70300-dr003
Salzburg; 1/50; ; 1/50; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; 1/100; ; 1/33; ; 1/41; 1/41; ; 1/41; ; 1/100; ; 
Austria Vienna; 25; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; 22; 25; ; 22; ; 20; 20; ; 20; ; 31; ; 
Altach; 25; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; 28; 25; ; 28; ; 25; 20; ; 20; ; 31; ; 
Sturm Graz; 80; ; 80; ; ; ; ; ; ; ; ; ; ; ; ; ; 100; 80; ; 100; ; 80; 100; ; 100; ; 38/5; ; 
Rapid Vienna; 2500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1000; ; ; 1000; ; ; 1000; ; 1000; ; 12/5; ; 
Mattersburg; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; 4000; ; ; ; 
Ried; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; 4000; ; ; ; 
Wolfsberger AC; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; ; 4000; ; ; 4000; ; 4000; ; 6/5; ; 
Admira Wacker; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4000; ; ; 4000; ; ; 4000; ; 4000; ; 31; ; 
St Polten; 4500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4500; ; ; 4500; ; ; 4000; ; 4000; ; 31; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-31 17:45:54 GMT+3; ; e70300-dr003
Ingolstadt; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/13; ; ; ; ; ; ; ; ; ; ; 
Augsburg; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12; ; ; ; ; ; ; ; ; ; ; 
Hamburg; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12; ; ; ; ; ; ; ; ; ; ; 
Mainz 05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 18; ; ; ; ; ; ; ; ; ; ; 
Werder Bremen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 18; ; ; ; ; ; ; ; ; ; ; 
Wolfsburg; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; 
Bayer Leverkusen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 250; ; ; ; ; ; ; ; ; ; ; 
Monchengladbach; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; 
Schalke 04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/leicester-v-stoke; 2017-03-31 20:15:41 GMT+3; 2017-03-28 19:45; e70300-dr003
Accrington; 13/10; 6/5; 6/5; 5/4; 5/4; 11/10; 13/10; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 13/10; 6/5; 5/4; 6/5; 6/5; 23/20; 6/5; 13/10; 19/16; 13/11; ; 13/11; ; 6/5; 5/4; 13/10
Cambridge Utd; 12/5; 11/5; 43/20; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 23/10; 9/4; 11/5; 9/4; 21/10; 11/5; 47/20; 11/5; 28/13; ; 28/13; ; 11/5; 11/5; 23/10
Draw ; 12/5; 23/10; 9/4; 11/5; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 47/20; 5/2; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 40/17; 27/11; ; 27/11; ; 23/10; 23/10; 12/5
META; english/premier-league/leicester-v-stoke; 2017-03-31 21:45:51 GMT+3; 2017-04-01 15:00; e70300-dr003
Leicester; 21/20; 19/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 1; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 1; 107/100; 42/41; 42/41; 21/20; 21/20; ; ; 1; 21/20
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 23/10; 5/2; 5/2; ; 5/2; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 27/11; 12/5; 5/2; ; ; 12/5; 5/2
Stoke; 3; 14/5; 29/10; 14/5; 14/5; 3; 3; 14/5; 14/5; 14/5; 14/5; 3; ; 3; 14/5; 29/10; 56/19; 29/10; 14/5; 56/19; 3; 3; 56/19; 3; 3; ; ; 14/5; 3
META; english/premier-league/leicester-v-stoke; 2017-04-01 03:45:26 GMT+3; 2017-03-31 16:00; e70300-dr003
Draw 1-1; 5; 11/2; ; ; 5; 5; 11/2; 11/2; 5; 5; ; 9/2; ; ; 5; 11/2; 6; 21/4; 28/5; 6; ; 53/10; 23/4; 5; 23/4; ; 24/5; 4; 
OB 1-0; 6; 6; ; ; 6; 11/2; 13/2; 13/2; 6; 6; ; 11/2; ; ; 6; 6; 25/4; 27/4; 13/2; 25/4; ; 28/5; 13/2; 11/2; 13/2; ; 11/2; 24/5; 
Draw 0-0; 8; 15/2; ; ; 15/2; 15/2; 7; 7; 8; 8; ; 7; ; ; 8; 7; 7; 13/2; 7; 7; ; 42/5; 7; ; 7; ; 37/5; 33/5; 
OB 2-1; 8; 8; ; ; 8; 15/2; 17/2; 8; 8; 8; ; 15/2; ; ; 8; 15/2; 35/4; 8; 17/2; 35/4; ; 8; 17/2; 15/2; 17/2; ; 37/5; 32/5; 
AC Horsens 1-0; 17/2; 17/2; ; ; 8; 15/2; 9; 9; 8; 17/2; ; 8; ; ; 8; 8; 17/2; 35/4; 17/2; 17/2; ; 38/5; 17/2; 15/2; 17/2; ; 37/5; 36/5; 
OB 2-0; 9; 9; ; ; 9; 17/2; 19/2; 9; 17/2; 9; ; 9; ; ; 9; 17/2; 37/4; 10; 19/2; 37/4; ; 43/5; 19/2; 17/2; 19/2; ; 41/5; 41/5; 
AC Horsens 2-1; 11; 11; ; ; 10; 10; 21/2; 10; 11; 10; ; 10; ; ; 10; 10; 23/2; 10; 23/2; 23/2; ; 11; 23/2; 10; 23/2; ; 10; 51/5; 
Draw 2-2; 14; 14; ; ; 14; 14; 15; 13; 14; 12; ; 12; ; ; 12; 14; 16; 13; 15; 16; ; 16; 15; 12; 15; ; 64/5; 63/5; 
AC Horsens 2-0; 16; 16; ; ; 14; 12; 17; 16; 16; 16; ; 14; ; ; 12; 14; 16; 15; 16; 16; ; 15; 16; 15; 16; ; 73/5; 35/2; 
OB 3-1; 18; 18; ; ; 16; 12; 17; 18; 18; 16; ; 14; ; ; 14; 16; 18; 33/2; 18; 18; ; 18; 18; 16; 18; ; 83/5; 33/2; 
OB 3-0; 20; 20; ; ; 18; 16; 21; 20; 18; 20; ; 16; ; ; 18; 18; 75/4; 19; 18; 75/4; ; 20; 18; 18; 18; ; 83/5; 20; 
AC Horsens 3-1; 28; 28; ; ; 28; 25; 30; 30; 28; 28; ; 22; ; ; 22; 25; 111/4; 25; 29; 111/4; ; 31; 29; 28; 29; ; 25; 37; 
OB 3-2; 28; 28; ; ; 28; 25; 30; 25; 33; 28; ; 22; ; ; 22; 25; 121/4; 25; 30; 121/4; ; 35; 30; 28; 30; ; 25; 26; 
AC Horsens 3-0; 40; 40; ; ; 40; 40; 45; 45; 40; 40; ; 28; ; ; 33; 33; 145/4; 40; 37; 145/4; ; 43; 37; 40; 37; ; 29; 61; 
AC Horsens 3-2; 40; 40; ; ; 33; 28; 35; 35; 40; 33; ; 25; ; ; 28; 33; 75/2; 35; 40; 75/2; ; 45; 40; 33; 40; ; 29; 45; 
Any Other Score; ; ; ; ; ; ; ; 35; 50; ; ; ; ; ; ; ; ; 25; ; ; ; 41; ; 40; ; ; ; ; 
OB 4-1; 40; 40; ; ; 40; 40; 45; 50; 50; 40; ; 33; ; ; 33; 40; 159/4; 40; 40; 159/4; ; 50; 40; 40; 40; ; ; ; 
OB 4-0; 40; 50; ; ; 50; 50; 55; 55; 50; 50; ; 33; ; ; 50; 40; 169/4; 40; 40; 169/4; ; 50; 40; 50; 40; ; ; ; 
Draw 3-3; 50; 66; ; ; 66; 50; 70; 66; 80; 50; ; 40; ; ; 50; 50; 59; 66; 75; 59; ; 90; 75; 50; 75; ; 1/33; 84; 
OB 4-2; 50; 66; ; ; 66; 50; 70; 80; 80; 66; ; 40; ; ; 50; 50; 59; 80; 75; 59; ; 90; 75; 50; 75; ; ; ; 
AC Horsens 4-1; 66; 80; ; ; 80; 80; 90; 100; 100; 80; ; 50; ; ; 80; 66; 65; 80; 90; 65; ; 110; 90; 66; 90; ; ; ; 
AC Horsens 4-2; 80; 100; ; ; 100; 80; 110; 125; 100; 100; ; 50; ; ; 80; 80; 299/4; 80; 125; 299/4; ; 150; 125; 80; 125; ; ; ; 
AC Horsens 4-0; 80; 100; ; ; 100; 80; 110; 175; 100; 100; ; 50; ; ; 80; 80; 299/4; 100; 110; 299/4; ; 140; 110; 80; 110; ; ; ; 
OB 5-1; 100; 100; ; ; 100; 100; 110; 175; 100; 100; ; 50; ; ; 100; 100; 77; ; 110; 77; ; ; 110; 80; 110; ; ; ; 
AC Horsens 6-3; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 7-2; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 4-3; 125; 125; ; ; 125; 100; 150; 150; ; 125; ; 66; ; ; 100; 100; 347/4; 200; 180; 347/4; ; 200; 180; ; 180; ; ; ; 
OB 5-0; 100; 125; ; ; 100; 100; 150; 200; 100; 125; ; 66; ; ; 100; 100; 313/4; ; 120; 313/4; ; ; 120; 80; 120; ; ; ; 
OB 7-2; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 6-2; ; ; ; ; 200; ; 225; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 5-2; 150; 150; ; ; 150; 150; 175; 225; ; 150; ; 66; ; ; 150; 125; 371/4; ; 200; 371/4; ; ; 200; ; 200; ; ; ; 
AC Horsens 4-3; 150; 150; ; ; 125; 150; 175; 200; ; 150; ; 66; ; ; 125; 125; 94; 250; 250; 94; ; 200; 250; ; 250; ; ; ; 
OB 6-2; ; ; ; ; 250; ; 375; ; ; 350; ; ; ; ; ; 250; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw 4-4; 350; ; ; ; 200; ; 300; 350; ; 275; ; 80; ; ; ; 200; ; 250; 400; ; ; 200; 400; ; 400; ; ; ; 
AC Horsens 5-1; 200; 250; ; ; 200; 250; 250; 475; 100; 225; ; 80; ; ; 250; 200; ; ; 300; ; ; ; 300; 100; 300; ; ; ; 
AC Horsens 10-0; ; ; ; ; 500; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 5-0; 300; 300; ; ; 200; ; 300; 500; 100; 275; ; ; ; ; ; 250; ; ; 400; ; ; ; 400; 125; 400; ; ; ; 
AC Horsens 5-2; 300; 300; ; ; 250; ; 275; 500; ; 250; ; 80; ; ; ; 250; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 5-3; ; ; ; ; 250; ; 375; 500; ; 350; ; ; ; ; ; 250; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 5-4; ; ; ; ; 300; ; ; 500; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 6-0; ; 300; ; ; 200; ; 225; 500; 100; ; ; ; ; ; ; 250; ; ; ; ; ; ; ; 125; ; ; ; ; 
AC Horsens 6-1; ; ; ; ; 250; ; 400; 500; ; 475; ; ; ; ; ; 300; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 7-0; ; ; ; ; 200; ; 225; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 7-1; ; ; ; ; 200; ; 225; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 8-0; ; ; ; ; 200; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 8-1; ; ; ; ; 250; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AC Horsens 9-0; ; ; ; ; 500; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 10-0; ; ; ; ; 500; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 5-3; 400; ; ; ; 250; ; 300; 500; ; 275; ; 80; ; ; ; 250; ; ; ; ; ; ; ; ; ; ; ; ; 
OB 5-4; ; ; ; ; 300; ; ; 500; ; 450; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
