META; english/premier-league/hull-v-leicester; 2016-06-20 04:15:13 GMT+3; 2016-08-13 15:00; e70300-dr003
Leicester; 13/10; 11/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 5/4; 11/10; 6/5; 5/4; ; 13/10; 6/5; 13/10; ; 39/29; ; ; 1; ; 
Hull; 2; 9/4; 2; 2; 2; 2; 11/5; 2; 11/5; 2; 19/10; 11/5; 12/5; 39/20; 9/4; 2; 11/5; ; 2; 11/5; 2; ; 40/17; ; ; 2; ; 
Draw; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 11/5; 12/5; 5/2; 12/5; ; 12/5; 23/10; 12/5; ; 27/11; ; ; 23/10; ; 
META; english/premier-league/hull-v-leicester; 2016-06-20 08:15:14 GMT+3; 2016-08-13 15:00; e70300-dr003
Leicester; 13/10; 11/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 5/4; 11/10; 6/5; 5/4; ; 13/10; 6/5; 13/10; ; 39/29; ; ; ; ; 
Hull; 2; 9/4; 2; 2; 2; 2; 11/5; 2; 11/5; 2; 19/10; 11/5; 12/5; 39/20; 9/4; 2; 11/5; ; 2; 11/5; 2; ; 40/17; ; ; ; ; 
Draw; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 11/5; 12/5; 5/2; 12/5; ; 12/5; 23/10; 12/5; ; 27/11; ; ; ; ; 
META; english/premier-league/hull-v-leicester; 2016-06-20 12:15:14 GMT+3; 2016-08-13 15:00; e70300-dr003
Leicester; 13/10; 11/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 5/4; 11/10; 6/5; 5/4; ; 13/10; 6/5; 13/10; ; 39/29; ; ; 1; ; 
Hull; 2; 9/4; 2; 2; 2; 2; 11/5; 2; 11/5; 2; 19/10; 11/5; 12/5; 39/20; 9/4; 2; 11/5; ; 2; 11/5; 2; ; 40/17; ; ; 2; ; 
Draw; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 11/5; 12/5; 5/2; 12/5; ; 12/5; 23/10; 12/5; ; 27/11; ; ; 23/10; ; 
META; english/premier-league/hull-v-leicester; 2016-06-20 16:15:14 GMT+3; 2016-08-13 15:00; e70300-dr003
Leicester; 13/10; 11/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 5/4; 11/10; 6/5; 5/4; ; 13/10; 6/5; 13/10; ; 39/29; ; ; 1; ; 
Hull; 2; 9/4; 2; 2; 2; 2; 11/5; 2; 11/5; 2; 19/10; 11/5; 12/5; 39/20; 9/4; 2; 11/5; ; 2; 11/5; 2; ; 40/17; ; ; 2; ; 
Draw; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 11/5; 12/5; 5/2; 12/5; ; 12/5; 23/10; 12/5; ; 27/11; ; ; 23/10; ; 
META; english/premier-league/hull-v-leicester; 2016-06-20 20:16:10 GMT+3; 2016-08-13 15:00; e70300-dr003
Leicester; 13/10; 11/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 5/4; 11/10; 6/5; 5/4; ; 13/10; 6/5; 13/10; ; 39/29; ; ; 1; ; 
Hull; 2; 9/4; 2; 2; 2; 2; 11/5; 2; 11/5; 2; 19/10; 11/5; 12/5; 39/20; 9/4; 2; 11/5; ; 2; 11/5; 2; ; 40/17; ; ; 2; ; 
Draw; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 11/5; 12/5; 5/2; 12/5; ; 12/5; 23/10; 12/5; ; 27/11; ; ; 23/10; ; 
META; english/premier-league/hull-v-leicester; 2016-06-21 00:16:13 GMT+3; 2016-08-13 15:00; e70300-dr003
Leicester; 13/10; 11/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 5/4; 11/10; 6/5; 5/4; ; 13/10; 6/5; 13/10; ; 39/29; ; ; 1; 10/11; 
Hull; 2; 9/4; 2; 2; 2; 2; 11/5; 2; 11/5; 2; 19/10; 11/5; 12/5; 39/20; 9/4; 2; 11/5; ; 2; 11/5; 2; ; 40/17; ; ; 2; 19/10; 
Draw; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 11/5; 12/5; 5/2; 12/5; ; 12/5; 23/10; 12/5; ; 27/11; ; ; 23/10; 2; 
META; english/premier-league/hull-v-leicester; 2016-06-21 04:16:04 GMT+3; 2016-08-13 15:00; e70300-dr003
Leicester; 13/10; 11/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 5/4; 11/10; 6/5; 5/4; ; 13/10; 6/5; 13/10; ; 39/29; ; ; ; 9/10; 
Hull; 2; 9/4; 2; 2; 2; 2; 11/5; 2; 11/5; 2; 19/10; 11/5; 12/5; 39/20; 9/4; 2; 11/5; ; 2; 11/5; 2; ; 40/17; ; ; ; 19/10; 
Draw; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 11/5; 12/5; 5/2; 12/5; ; 12/5; 23/10; 12/5; ; 27/11; ; ; ; 2; 
META; english/premier-league/hull-v-leicester; 2016-06-21 08:16:05 GMT+3; 2016-08-13 15:00; e70300-dr003
Leicester; 13/10; 11/10; 6/5; 6/5; 6/5; 5/4; 13/10; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 5/4; 11/10; 6/5; 5/4; ; 13/10; 6/5; 13/10; ; 39/29; ; ; 1; 9/10; 
Hull; 2; 9/4; 2; 2; 2; 2; 11/5; 2; 11/5; 2; 19/10; 11/5; 12/5; 39/20; 9/4; 2; 11/5; ; 2; 11/5; 2; ; 40/17; ; ; 2; 19/10; 
