META; english/premier-league/crystal-palace-v-stoke; 2016-08-27 20:18:08 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 32/21; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; 21/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 26/11; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-28 00:17:21 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 32/21; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; 21/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 26/11; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-28 04:17:20 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 32/21; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; 21/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 26/11; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-28 08:17:17 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 32/21; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; 21/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 26/11; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-28 12:17:27 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 32/21; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; 21/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 26/11; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-28 16:17:34 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; ; ; ; ; ; ; ; 13/10; 7/5; ; ; ; ; ; ; ; ; ; 7/5; ; ; 32/21; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 2; 2; ; ; ; ; ; ; ; ; ; 19/10; ; ; 21/10; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; 11/5; ; ; 26/11; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-28 20:17:43 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; ; ; ; ; ; ; ; 13/10; 5/4; ; ; ; ; ; ; ; ; ; 7/5; ; 7/5; 23/17; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 11/5; 9/4; ; ; ; ; ; ; ; ; ; 11/5; ; 9/4; 19/8; ; ; ; ; ; 
Stoke; ; ; ; ; ; ; ; 2; 5/2; ; ; ; ; ; ; ; ; ; 19/10; ; 19/10; 12/5; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-29 00:17:20 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; 11/10; ; ; ; ; ; ; 13/10; 6/5; 13/10; ; ; ; ; ; ; 13/10; 13/10; 11/10; 13/10; 6/5; 14/11; ; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; ; 11/5; 9/4; 23/10; ; ; ; ; ; ; 12/5; 23/10; 23/10; 23/10; 23/10; 19/8; ; ; ; ; ; 
Stoke; 13/5; ; ; ; ; ; ; 2; 13/5; 21/10; ; ; ; ; ; ; 12/5; 21/10; 12/5; 21/10; 9/4; 31/12; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-29 04:17:10 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; 1; ; ; ; ; ; ; 23/20; 11/10; 15/13; ; ; ; ; ; ; 6/5; 15/13; 11/10; 23/20; 11/10; 6/5; ; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; ; 11/5; 23/10; 12/5; ; ; ; ; ; ; 12/5; 12/5; 23/10; 12/5; 23/10; 19/8; ; ; ; ; ; 
Stoke; 3; ; ; ; ; ; ; 23/10; 14/5; 40/17; ; ; ; ; ; ; 11/4; 40/17; 12/5; 23/10; 27/11; 25/9; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-29 08:17:10 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; 1; ; ; ; ; ; ; 23/20; 11/10; 15/13; ; ; ; ; ; ; 6/5; 15/13; 11/10; 23/20; 11/10; 6/5; ; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; ; 11/5; 23/10; 12/5; ; ; ; ; ; ; 12/5; 12/5; 23/10; 12/5; 23/10; 19/8; ; ; ; ; ; 
Stoke; 3; ; ; ; ; ; ; 23/10; 14/5; 40/17; ; ; ; ; ; ; 11/4; 40/17; 12/5; 23/10; 27/11; 25/9; ; ; ; ; ; 
META; english/premier-league/crystal-palace-v-stoke; 2016-08-29 12:17:21 GMT+3; 2016-09-18 14:15; e70300-dr003
Crystal Palace; 1; ; ; ; ; 21/20; 11/10; 23/20; 11/10; 15/13; ; ; ; ; ; ; 21/20; 15/13; 11/10; 23/20; 11/10; 8/7; 21/20; ; ; ; ; 
