META; english/premier-league/west-brom-v-west-ham; 2016-08-27 20:18:00 GMT+3; 2016-09-17 15:00; e70300-dr003
West Brom; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; 28/17; ; ; 17/10; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 24/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; 
META; english/premier-league/west-brom-v-west-ham; 2016-08-28 00:17:14 GMT+3; 2016-09-17 15:00; e70300-dr003
West Brom; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; 28/17; ; ; 17/10; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 24/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; 
META; english/premier-league/west-brom-v-west-ham; 2016-08-28 04:17:13 GMT+3; 2016-09-17 15:00; e70300-dr003
West Brom; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; 28/17; ; ; 17/10; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 24/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; 
META; english/premier-league/west-brom-v-west-ham; 2016-08-28 08:17:11 GMT+3; 2016-09-17 15:00; e70300-dr003
West Brom; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; 28/17; ; ; 17/10; ; ; ; ; ; 
West Ham; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; 24/13; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 12/5; ; ; ; ; ; 
META; english/premier-league/west-brom-v-west-ham; 2016-08-28 12:17:20 GMT+3; 2016-09-17 15:00; e70300-dr003
