META; english/premier-league/sunderland-v-hull; 2016-10-29 20:17:51 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; ; ; ; ; ; ; ; 1; 11/10; ; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 5/2; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-30 00:17:44 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; ; ; ; ; ; ; ; 1; 11/10; ; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 5/2; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-30 04:18:37 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; ; ; ; ; ; ; ; 1; 11/10; ; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 5/2; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-30 08:18:09 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; ; ; ; ; ; ; ; 1; 11/10; ; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 5/2; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-30 12:18:27 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; ; ; ; ; ; ; ; 1; 11/10; ; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 5/2; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-30 16:18:14 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; ; ; ; ; ; ; ; 1; 11/10; ; ; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; 11/5; ; ; 40/17; ; ; ; ; ; ; 
Hull; ; ; ; ; ; ; ; 5/2; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; 14/5; ; ; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-30 20:18:27 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; ; ; ; ; ; ; 21/20; 1; 21/20; 1; 19/20; ; ; ; 1; 11/10; 21/20; ; 11/10; ; 21/20; 6/5; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 12/5; 12/5; 12/5; 11/5; ; ; ; 23/10; 5/2; 40/17; ; 11/5; ; 40/17; 40/17; ; ; ; ; ; ; 
Hull; ; ; ; ; ; ; 31/10; 5/2; 14/5; 14/5; 11/4; ; ; ; 3; 14/5; 28/11; ; 5/2; ; 28/11; 14/5; ; ; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-31 00:18:01 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; ; ; ; ; ; ; 21/20; 1; 21/20; 1; 1; ; ; ; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; ; 11/10; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; 12/5; 12/5; 23/10; 11/5; ; ; ; 23/10; 5/2; 23/10; 40/17; 11/5; 23/10; 23/10; 12/5; ; 40/17; ; ; ; ; 
Hull; ; ; ; ; ; ; 3; 5/2; 14/5; 11/4; 13/5; ; ; ; 3; 14/5; 5/2; 5/2; 5/2; 5/2; 5/2; 31/10; ; 5/2; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-31 04:17:45 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; 21/20; ; ; ; ; ; 21/20; 1; 21/20; 1; 1; ; ; ; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; ; 11/10; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 12/5; 12/5; 12/5; 23/10; 11/5; ; ; ; 23/10; 5/2; 23/10; 40/17; 11/5; 23/10; 23/10; 12/5; ; 40/17; ; ; ; ; 
Hull; 13/5; ; ; ; ; ; 29/10; 5/2; 14/5; 11/4; 13/5; ; ; ; 3; 14/5; 5/2; 5/2; 5/2; 5/2; 5/2; 31/10; ; 5/2; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-31 08:17:41 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; 21/20; ; ; ; ; ; 21/20; 1; 21/20; 1; 1; ; ; ; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; ; 11/10; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 12/5; 12/5; 12/5; 23/10; 11/5; ; ; ; 23/10; 5/2; 23/10; 40/17; 11/5; 23/10; 23/10; 12/5; ; 40/17; ; ; ; ; 
Hull; 13/5; ; ; ; ; ; 29/10; 5/2; 14/5; 11/4; 13/5; ; ; ; 3; 14/5; 5/2; 5/2; 5/2; 5/2; 5/2; 31/10; ; 5/2; ; ; ; ; 
META; english/premier-league/sunderland-v-hull; 2016-10-31 12:17:51 GMT+3; 2016-11-19 15:00; e70300-dr003
Sunderland; 21/20; ; ; ; ; ; 11/10; 1; 21/20; 1; 1; ; ; ; 1; 11/10; 1; 11/10; 11/10; 11/10; 1; 11/10; ; 11/10; ; ; ; ; 
