META; english/premier-league/man-utd-v-man-city; 2016-08-16 00:16:57 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-16 04:16:58 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-16 08:16:58 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-16 12:17:17 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-16 16:16:44 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-16 20:17:28 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-17 00:17:06 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-17 04:16:57 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-17 08:16:57 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-17 12:17:22 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-17 16:17:41 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-17 20:17:35 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-18 00:17:04 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-18 04:16:53 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-18 08:16:50 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-18 12:22:04 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-18 16:17:13 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-18 20:17:09 GMT+3; 2016-09-10 12:30; e70300-dr003
Man Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 6/4; ; ; ; ; 
Man City; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 28/13; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 40/17; ; ; ; ; 
META; english/premier-league/man-utd-v-man-city; 2016-08-19 00:17:47 GMT+3; 2016-09-10 12:30; e70300-dr003
