META; english/premier-league/west-brom-v-sunderland; 2017-01-02 20:16:57 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; ; ; ; ; ; ; 1; ; ; 20/21; 10/11; ; ; ; ; 19/20; 5/6; ; 3/4; ; 5/6; 1; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; ; ; 12/5; 11/5; ; ; ; ; 5/2; 28/11; ; 13/5; ; 28/11; 5/2; ; ; ; ; ; ; 
Sunderland; ; ; ; ; ; ; 16/5; ; ; 3; 29/10; ; ; ; ; 10/3; 16/5; ; 7/2; ; 16/5; 67/20; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-03 00:16:48 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; ; ; ; ; ; ; 9/10; ; ; 17/20; 5/6; ; ; ; ; 10/11; 5/6; ; 3/4; ; 5/6; 1; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; 12/5; 9/4; ; ; ; ; 13/5; 28/11; ; 13/5; ; 28/11; 5/2; ; ; ; ; ; ; 
Sunderland; ; ; ; ; ; ; 18/5; ; ; 16/5; 16/5; ; ; ; ; 7/2; 16/5; ; 7/2; ; 16/5; 67/20; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-03 04:16:46 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; ; ; ; ; ; ; 9/10; ; ; 17/20; 5/6; ; ; ; ; 11/13; 10/13; ; 3/4; ; 10/13; 1; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; ; 12/5; 9/4; ; ; ; ; 13/5; 13/5; ; 13/5; ; 13/5; 5/2; ; ; ; ; ; ; 
Sunderland; ; ; ; ; ; ; 18/5; ; ; 16/5; 16/5; ; ; ; ; 7/2; 7/2; ; 7/2; ; 7/2; 67/20; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-03 08:16:51 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; ; ; ; ; 9/10; ; ; 17/20; 20/23; ; ; ; ; 10/11; 13/15; ; 3/4; ; 13/15; 1; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; ; 12/5; 9/4; ; ; ; ; 13/5; 5/2; ; 13/5; ; 5/2; 5/2; ; ; ; ; ; ; 
Sunderland; 3; ; ; ; ; ; 18/5; ; ; 16/5; 16/5; ; ; ; ; 10/3; 31/10; ; 7/2; ; 31/10; 67/20; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-03 12:16:45 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; ; 20/23; ; 9/10; 9/10; ; ; 17/20; 20/23; ; ; ; 10/11; 10/11; 13/15; ; 3/4; ; 13/15; 1; ; ; ; ; ; ; 
Draw; 5/2; ; ; 5/2; ; 5/2; 5/2; ; ; 12/5; 9/4; ; ; ; 5/2; 13/5; 28/11; ; 13/5; ; 28/11; 5/2; ; ; ; ; ; ; 
Sunderland; 3; ; ; 16/5; ; 3; 18/5; ; ; 16/5; 16/5; ; ; ; 16/5; 10/3; 41/13; ; 7/2; ; 41/13; 67/20; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-03 16:17:13 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; 10/11; 20/23; ; 9/10; 9/10; ; 9/10; 17/20; 20/23; ; ; ; 10/11; 10/11; 13/15; ; 3/4; ; 13/15; 9/10; ; ; ; ; ; ; 
Draw; 5/2; ; 47/20; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 9/4; ; ; ; 5/2; 13/5; 28/11; ; 13/5; ; 28/11; 13/5; ; ; ; ; ; ; 
Sunderland; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 16/5; 10/3; 41/13; ; 7/2; ; 41/13; 15/4; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-03 20:16:52 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; 10/11; 20/23; ; 9/10; 9/10; ; 9/10; 17/20; 20/23; ; ; ; 10/11; 10/11; 13/15; ; 3/4; ; 13/15; 9/10; ; ; ; ; ; ; 
Draw; 5/2; ; 47/20; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 9/4; ; ; ; 5/2; 13/5; 28/11; ; 13/5; ; 28/11; 13/5; ; ; ; ; ; ; 
Sunderland; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 16/5; 10/3; 41/13; ; 7/2; ; 41/13; 15/4; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-04 00:16:40 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; 10/11; 20/23; ; 9/10; 9/10; ; 9/10; 17/20; 20/23; ; ; ; 10/11; 10/11; 13/15; ; 3/4; ; 13/15; 9/10; ; ; ; ; ; ; 
Draw; 5/2; ; 47/20; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 9/4; ; ; ; 5/2; 13/5; 28/11; ; 13/5; ; 28/11; 13/5; ; ; ; ; ; ; 
Sunderland; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 16/5; 10/3; 41/13; ; 7/2; ; 41/13; 15/4; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-04 04:16:47 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; 10/11; 20/23; ; 9/10; 9/10; ; 9/10; 17/20; 20/23; ; ; ; 10/11; 10/11; 13/15; ; 3/4; ; 13/15; ; ; ; ; ; ; ; 
Draw; 5/2; ; 47/20; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 9/4; ; ; ; 5/2; 13/5; 5/2; ; 13/5; ; 5/2; ; ; ; ; ; ; ; 
Sunderland; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 16/5; 10/3; 58/19; ; 7/2; ; 58/19; ; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-04 08:16:51 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; 10/11; 20/23; ; 9/10; 9/10; ; 9/10; 17/20; 20/23; ; ; ; 10/11; 10/11; 13/15; ; 3/4; ; 13/15; ; ; ; ; ; ; ; 
Draw; 5/2; ; 47/20; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 9/4; ; ; ; 5/2; 13/5; 28/11; ; 13/5; ; 28/11; ; ; ; ; ; ; ; 
Sunderland; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 16/5; 10/3; 41/13; ; 7/2; ; 41/13; ; ; ; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-04 12:16:50 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; 10/11; 20/23; ; 9/10; 9/10; ; 9/10; 17/20; 20/23; ; ; ; 10/11; 10/11; 13/15; 9/10; 3/4; 9/10; 13/15; ; ; 9/10; ; ; ; ; 
Draw; 5/2; ; 47/20; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 9/4; ; ; ; 5/2; 13/5; 28/11; 5/2; 13/5; 5/2; 28/11; ; ; 5/2; ; ; ; ; 
Sunderland; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 16/5; 10/3; 41/13; 58/19; 7/2; 3; 41/13; ; ; 58/19; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-04 16:16:54 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; 10/11; 20/23; ; 9/10; 9/10; ; 9/10; 17/20; 20/23; ; ; ; 10/11; 10/11; 13/15; 9/10; 3/4; 9/10; 13/15; 9/10; ; 9/10; ; ; ; ; 
Draw; 5/2; ; 47/20; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 9/4; ; ; ; 5/2; 13/5; 28/11; 5/2; 13/5; 5/2; 28/11; 13/5; ; 5/2; ; ; ; ; 
Sunderland; 3; ; 10/3; 16/5; ; 3; 18/5; ; 10/3; 16/5; 16/5; ; ; ; 16/5; 10/3; 41/13; 58/19; 7/2; 3; 41/13; 15/4; ; 58/19; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-05 00:16:50 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 10/11; ; 9/10; 5/6; ; 9/10; 17/20; 5/6; 9/10; 5/6; 5/6; ; ; ; 10/11; 10/11; 5/6; 9/10; 3/4; 9/10; 5/6; 9/10; 5/6; 9/10; ; ; ; ; 
Draw; 5/2; ; 12/5; 5/2; ; 5/2; 13/5; 23/10; 5/2; 12/5; 9/4; ; ; ; 13/5; 13/5; 27/11; 5/2; 13/5; 5/2; 27/11; 13/5; 13/5; 5/2; ; ; ; ; 
Sunderland; 3; ; 17/5; 10/3; ; 3; 19/5; 10/3; 7/2; 7/2; 16/5; ; ; ; 3; 7/2; 38/11; 58/19; 7/2; 3; 38/11; 15/4; 3; 58/19; ; ; ; ; 
META; english/premier-league/west-brom-v-sunderland; 2017-01-05 04:16:40 GMT+2; 2017-01-21 15:00; e70300-dr003
West Brom; 17/20; ; 9/10; 5/6; ; 9/10; 17/20; 5/6; 9/10; 5/6; 5/6; ; ; ; 10/11; 10/11; 5/6; 9/10; 3/4; 9/10; 5/6; 9/10; 5/6; 9/10; ; ; ; ; 
