META; english/championship/fulham-v-reading; 2018-04-07 14:22:20 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 7/15; 1/3; ; ; 
Draw; 10/3; 7/2; 10/3; 5/2; 
Reading; 11/2; 11/2; 59/10; 113/19; 9/2
META; english/championship/fulham-v-reading; 2018-04-07 18:21:55 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/9; 4/9; 2/5; 1/2; 4/9; 7/15; 2/5; 5/11; 4/9; 9/20; 40/85; 4/9; 1/2; 5/11; 9/20; 1/2; 4/9
Draw; 10/3; 17/5; 16/5; 18/5; 18/5; 10/3; 7/2; 3; 10/3; 18/5; 17/5; 7/2; 38/11; 56/19; 18/5; 38/11; 7/2
Reading; 6; 11/2; 5; 32/5; 6; 11/2; 11/2; 13/2; 11/2; 6; 11/2; 6; 21/4; 13/2; 6; 53/10; 31/5
META; english/championship/fulham-v-reading; 2018-04-07 22:20:39 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/11; 2/5; 2/5; 43/100; 4/11; 2/5; 1/3; 5/11; 2/5; 9/20; 2/5; 4/9; 2/5; 3/7; 5/11; 2/5; 3/7; 2/5
Draw; 15/4; 15/4; 16/5; 39/10; 4; 15/4; 7/2; 3; 15/4; 18/5; 19/5; 15/4; 7/2; 18/5; 56/19; 19/5; 62/17; 7/2
Reading; 15/2; 6; 38/5; 8; 13/2; 15/2; 13/2; 13/2; 6; 13/2; 6; 13/2; 6; 13/2; 7; 25/4; 37/5; 
META; english/championship/fulham-v-reading; 2018-04-08 02:20:17 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/11; 4/9; 2/5; 2/5; 43/100; 4/11; 2/5; 1/3; 5/11; 2/5; 4/11; 2/5; 2/5; 4/9; 2/5; 3/7; 5/11; 2/5; 3/7; 2/5
Draw; 15/4; 18/5; 15/4; 16/5; 39/10; 4; 15/4; 7/2; 3; 15/4; 18/5; 15/4; 19/5; 15/4; 15/4; 18/5; 56/19; 19/5; 62/17; 7/2
Reading; 15/2; 11/2; 6; 38/5; 8; 13/2; 15/2; 13/2; 13/2; 7; 13/2; 13/2; 6; 13/2; 6; 13/2; 7; 25/4; 37/5; 
META; english/championship/fulham-v-reading; 2018-04-08 10:20:17 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/11; 4/9; 2/5; 2/5; 43/100; 4/11; 2/5; 1/3; 2/5; 2/5; 4/11; 2/5; 4/9; 4/9; 2/5; 5/12; 2/5; 2/5; 2/5; 3/7; 2/5
Draw; 15/4; 18/5; 15/4; 16/5; 39/10; 4; 15/4; 7/2; 7/2; 15/4; 18/5; 15/4; 37/10; 15/4; 15/4; 15/4; 18/5; 17/5; 19/5; 15/4; 7/2
Reading; 15/2; 11/2; 6; 38/5; 8; 13/2; 15/2; 13/2; 13/2; 7; 13/2; 6; 13/2; 6; 25/4; 13/2; 7; 25/4; 37/5; ; 
META; english/championship/fulham-v-reading; 2018-04-08 14:21:00 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/11; 2/5; 4/11; 2/5; 41/100; 4/11; 4/11; 1/3; 6/17; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 3/8; 2/5; 10/29; 6/17; 4/11; 7/18; 4/11; 2/5
Draw; 15/4; 19/5; 19/5; 4; 4; 15/4; 7/2; 19/5; 4; 18/5; 15/4; 4; 17/4; 15/4; 50/13; 18/5; 75/19; 37/10; 4; 39/10; 7/2; 7/2; 
Reading; 15/2; 6; 6; 8; 15/2; 15/2; 7; 15/2; 7; 7; 27/4; 25/4; 11/2; 15/2; 15/2; 27/4; 33/5; 39/5; ; ; ; ; 
META; english/championship/fulham-v-reading; 2018-04-08 18:20:34 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/11; 2/5; 4/11; 2/5; 2/5; 4/11; 4/11; 1/3; 6/17; 4/11; 4/11; 4/11; 1/3; 4/11; 2/5; 4/11; 4/11; 2/5; 10/29; 6/17; 4/11; 7/19; 4/11; 4/11; 4/11
Draw; 15/4; 19/5; 4; 21/5; 4; 7/2; 19/5; 4; 18/5; 15/4; 17/4; 4; 17/4; 15/4; 41/10; 18/5; 75/19; 37/10; 4; 41/10; 7/2; 21/5; 21/5; ; 
Reading; 15/2; 6; 6; 39/5; 8; 15/2; 15/2; 7; 15/2; 15/2; 7; 7; 29/4; 25/4; 11/2; 15/2; 15/2; 29/4; 37/5; 37/5; 38/5; ; ; ; 
META; english/championship/fulham-v-reading; 2018-04-08 22:20:48 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 1/3; 2/5; 4/11; 2/5; 39/100; 4/11; 7/20; 1/3; 6/17; 4/11; 4/11; 4/11; 1/3; 4/11; 4/11; 4/11; 6/17; 4/11; 1/3; 10/29; 2/5; 4/11; 4/11; 4/11; 4/11
Draw; 4; 19/5; 4; 22/5; 4; 7/2; 17/4; 4; 18/5; 15/4; 17/4; 4; 17/4; 4; 21/5; 15/4; 4; 21/5; 21/5; 17/4; 4; 22/5; 4; ; 
Reading; 17/2; 13/2; 7; 38/5; 8; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 7; 7; 29/4; 27/4; 57/10; 7; 15/2; 15/2; 41/5; 39/5; 38/5; ; ; 
META; english/championship/fulham-v-reading; 2018-04-09 02:20:39 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 1/3; 2/5; 4/11; 2/5; 39/100; 4/11; 7/20; 1/3; 6/17; 4/11; 1/3; 4/11; 1/3; 4/11; 4/11; 4/11; 6/17; 4/11; 1/3; 10/29; 2/5; 4/11; 4/11; 4/11; 4/11
Draw; 4; 19/5; 4; 22/5; 4; 7/2; 17/4; 4; 15/4; 17/4; 4; 17/4; 4; 21/5; 15/4; 4; 21/5; 17/4; 17/4; 4; 22/5; 21/5; ; ; 
Reading; 17/2; 13/2; 7; 38/5; 8; 15/2; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 7; 29/4; 27/4; 57/10; 7; 15/2; 15/2; 37/5; 38/5; 8; ; ; 
META; english/championship/fulham-v-reading; 2018-04-09 10:20:39 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/11; 4/11; 4/11; 4/11; 39/100; 4/11; 1/3; 1/3; 6/17; 4/11; 1/3; 4/11; 1/3; 4/11; 7/20; 4/11; 6/17; 4/11; 7/19; 10/29; 4/11; 6/17; 4/11; 4/11; 4/11
Draw; 9/2; 4; 4; 22/5; 4; 17/4; 7/2; 17/4; 4; 4; 17/4; 4; 4; 17/4; 15/4; 21/5; 21/5; 17/4; 43/10; 21/5; 22/5; 21/5; ; ; 
Reading; 8; 15/2; 7; 38/5; 8; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 15/2; 15/2; 6; 29/4; 27/4; 33/5; 7; 29/4; 8; 38/5; 42/5; ; ; 
META; english/championship/fulham-v-reading; 2018-04-09 14:20:54 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/11; 4/11; 4/11; 4/11; 39/100; 4/11; 1/3; 1/3; 6/17; 4/11; 1/3; 4/11; 1/3; 4/11; 7/20; 1/3; 6/17; 4/11; 7/19; 10/29; 4/11; 4/11; 4/11; 4/11; 4/11
Draw; 9/2; 4; 7/2; 22/5; 4; 4; 17/4; 4; 4; 17/4; 4; 4; 17/4; 15/4; 21/5; 21/5; 9/2; 43/10; 22/5; 22/5; 21/5; ; ; ; 
Reading; 8; 15/2; 8; 38/5; 8; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 15/2; 7; 15/2; 29/4; 27/4; 33/5; 15/2; 8; 15/2; 43/5; 8; 43/5; ; 
META; english/championship/fulham-v-reading; 2018-04-09 18:20:46 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Fulham; 4/11; 4/11; 4/11; 4/11; 37/100; 4/11; 1/3; 1/3; 6/17; 4/11; 1/3; 4/11; 1/3; 7/20; 7/20; 1/3; 10/29; 4/11; 7/19; 10/29; 4/11; 10/29; 1/3; 4/11; 4/11; 4/11
