META; english/championship/fulham-v-nottingham-forest; 2018-01-28 02:20:50 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; ; 2/3; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; 7/10; 8/11; ; ; 4/9; ; 
Draw; ; 11/4; ; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; 45/17; ; 11/4; 27/10; ; ; 19/10; ; 
Nottingham Forest; ; 4; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; 17/4; 15/4; ; ; 11/5; ; 
META; english/championship/fulham-v-nottingham-forest; 2018-01-28 10:20:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; ; 2/3; ; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; 3/4; ; 7/10; 8/11; ; ; 2/5; ; 
Draw; ; 11/4; ; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; 45/17; ; 11/4; 27/10; ; ; 19/10; ; 
Nottingham Forest; ; 4; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; 17/5; ; 17/4; 15/4; ; ; 2; ; 
META; english/championship/fulham-v-nottingham-forest; 2018-01-28 14:21:09 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 2/3; ; ; ; 3/4; 4/6; ; 7/10; ; 4/6; ; ; ; 4/6; 7/10; ; 4/6; ; ; 7/10; ; 4/6; 4/6; 4/6; ; 4/9; ; 
Draw; 14/5; 16/5; 29/10; 3; 63/20; 16/5; 3; ; 11/4; 29/10; 3; ; ; 3; 16/5; 3; 11/4; 37/13; 11/4; 58/19; 27/10; 3; 31/10; 3; 29/10; ; 14/5; ; 
Nottingham Forest; 4; 15/4; 18/5; 7/2; 79/20; 15/4; 15/4; ; 37/10; 18/5; 4; ; ; 15/4; 15/4; ; 4; 15/4; 4; 7/2; 18/5; 7/2; 18/5; 7/2; 19/5; ; 7/2; ; 
META; english/championship/fulham-v-nottingham-forest; 2018-01-30 18:20:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 7/10; 7/10; 7/10; 73/100; 4/6; 4/6; ; 11/17; 7/10; 8/13; ; ; 7/10; 4/6; ; 4/6; 9/13; 4/6; 5/7; 11/17; 4/6; 7/10; 7/10; 9/13; ; 8/13; ; 
Draw; 14/5; 3; 29/10; 3; 63/20; 16/5; 29/10; ; 3; 29/10; 3; ; ; 3; 16/5; 3; 11/4; 56/19; 11/4; 58/19; 56/19; 3; 3; 3; 56/19; ; 14/5; ; 
Nottingham Forest; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 15/4; ; 19/5; 15/4; 4; ; ; 15/4; 15/4; ; 4; 19/5; 4; 7/2; 37/10; 7/2; 15/4; 7/2; 50/13; ; 7/2; ; 
META; english/championship/fulham-v-nottingham-forest; 2018-01-30 22:20:30 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 7/10; 4/6; 7/10; 73/100; 4/6; 4/6; ; 11/17; 4/6; 8/13; ; ; 4/6; 4/6; ; 4/6; ; 4/6; 9/13; 11/17; 4/6; 4/6; 7/10; 9/13; ; 8/13; ; 4/6
Draw; 14/5; 3; 29/10; 3; 63/20; 16/5; 3; ; 3; 29/10; 3; ; ; 3; 16/5; 3; 11/4; ; 11/4; 41/13; 56/19; 3; 3; 3; 56/19; ; 14/5; ; 3
Nottingham Forest; 4; 18/5; 15/4; 7/2; 79/20; 15/4; 15/4; ; 19/5; 19/5; 4; ; ; 19/5; 15/4; ; 4; 50/13; 4; 62/17; 37/10; 7/2; 4; 7/2; 39/10; ; 7/2; ; 7/2
META; english/championship/fulham-v-nottingham-forest; 2018-01-31 02:19:50 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 7/10; 7/10; 7/10; 13/20; ; 11/17; 4/6; 8/13; ; ; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 11/17; 4/6; 4/6; 13/20; 4/6; ; 8/13; ; 8/13
Draw; 14/5; 3; 29/10; 3; 31/10; 16/5; 3; ; 3; 3; 3; ; ; 3; 16/5; 3; 11/4; 56/19; 11/4; 41/13; 56/19; 3; 31/10; 59/20; 3; ; 3; ; 3
Nottingham Forest; 4; 19/5; 19/5; 7/2; 43/10; 4; 4; ; 19/5; 19/5; 4; ; ; 4; 15/4; 4; 4; 4; 4; 62/17; 37/10; 19/5; 19/5; 4; 77/19; ; 7/2; ; 4
META; english/championship/fulham-v-nottingham-forest; 2018-01-31 10:19:59 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 7/10; 7/10; 7/10; 13/20; ; 11/17; 4/6; 8/13; ; ; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 11/17; 4/6; 4/6; 13/20; 4/6; ; 8/13; ; 8/13
Draw; 14/5; 3; 29/10; 3; 31/10; 16/5; 3; ; 3; 3; 3; ; ; 3; 16/5; 3; 11/4; 56/19; 11/4; 41/13; 56/19; 3; 31/10; 59/20; 3; ; 14/5; ; 3
Nottingham Forest; 4; 19/5; 19/5; 7/2; 43/10; 4; 4; ; 19/5; 19/5; 4; ; ; 4; 15/4; 4; 4; 4; 4; 62/17; 37/10; 19/5; 19/5; 4; 77/19; ; 7/2; ; 4
META; english/championship/fulham-v-nottingham-forest; 2018-01-31 14:20:11 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 7/10; 7/10; 7/10; 13/20; ; 11/17; 4/6; 8/13; ; ; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 11/17; 4/6; 13/20; 13/20; 4/6; ; 8/13; 4/7; 8/13
Draw; 14/5; 3; 29/10; 3; 31/10; 16/5; 3; ; 3; 3; 3; ; ; 3; 16/5; 14/5; 11/4; 56/19; 11/4; 41/13; 56/19; 3; 31/10; 59/20; 3; ; 14/5; 5/2; 3
Nottingham Forest; 4; 19/5; 19/5; 7/2; 43/10; 4; 4; ; 19/5; 19/5; 4; ; ; 4; 15/4; 4; 4; 4; 4; 62/17; 37/10; 19/5; 4; 4; 77/19; ; 7/2; 10/3; 4
META; english/championship/fulham-v-nottingham-forest; 2018-01-31 18:20:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 7/10; 7/10; 7/10; 13/20; ; 11/17; 4/6; 8/13; ; ; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 11/17; 4/6; 13/20; 13/20; 4/6; ; 8/13; 4/6; 8/13
Draw; 14/5; 3; 29/10; 3; 31/10; 16/5; 3; ; 3; 3; 3; ; ; 3; 16/5; 14/5; 11/4; 56/19; 11/4; 41/13; 56/19; 3; 31/10; 59/20; 3; ; 14/5; 11/4; 3
Nottingham Forest; 4; 19/5; 19/5; 7/2; 43/10; 4; 4; ; 19/5; 19/5; 4; ; ; 4; 15/4; 4; 4; 4; 4; 62/17; 37/10; 19/5; 4; 4; 77/19; ; 7/2; 10/3; 4
META; english/championship/fulham-v-nottingham-forest; 2018-01-31 22:20:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 7/10; 7/10; 7/10; 13/20; ; 11/17; 4/6; 8/13; ; ; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 11/17; 4/6; 13/20; 13/20; 4/6; ; 8/13; 4/7; 8/13
Draw; 14/5; 3; 29/10; 3; 31/10; 16/5; 3; ; 3; 3; 3; ; ; 3; 16/5; 14/5; 11/4; 56/19; 11/4; 41/13; 56/19; 3; 31/10; 59/20; 3; ; 14/5; 27/10; 3
Nottingham Forest; 4; 19/5; 19/5; 7/2; 43/10; 4; 4; ; 19/5; 19/5; 4; ; ; 4; 15/4; 4; 4; 4; 4; 62/17; 37/10; 19/5; 4; 4; 77/19; ; 7/2; 10/3; 4
META; english/championship/fulham-v-nottingham-forest; 2018-02-01 02:19:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 7/10; 7/10; 4/6; 13/20; ; 11/17; 4/6; 4/6; ; ; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 11/17; 4/6; 13/20; 13/20; 4/6; ; 4/7; 4/7; 8/13
Draw; 14/5; 3; 29/10; 3; 31/10; 3; 3; ; 3; 3; 3; ; ; 3; 16/5; 14/5; 56/19; 11/4; 41/13; 56/19; 3; 31/10; 59/20; 3; ; 14/5; 11/4; 3
Nottingham Forest; 4; 19/5; 19/5; 7/2; 43/10; 4; 4; ; 19/5; 19/5; 19/5; ; ; 4; 15/4; 4; 4; 4; 62/17; 37/10; 19/5; 4; 4; 77/19; ; 7/2; 10/3; 4
META; english/championship/fulham-v-nottingham-forest; 2018-02-01 10:19:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 7/10; 7/10; 4/6; ; ; 11/17; 4/6; 4/6; ; ; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 11/17; 4/6; 13/20; 13/20; 4/6; ; 8/13; 4/7; 8/13
Draw; 14/5; 3; 29/10; 3; 31/10; 3; ; ; 3; 3; 3; ; ; 3; 16/5; 14/5; 56/19; 11/4; 41/13; 56/19; 3; 31/10; 59/20; 3; ; 3; 11/4; 3
Nottingham Forest; 4; 19/5; 19/5; 7/2; 43/10; 4; ; ; 19/5; 19/5; 19/5; ; ; 4; 15/4; 4; 4; 4; 62/17; 37/10; 19/5; 4; 4; 77/19; ; 7/2; 10/3; 4
META; english/championship/fulham-v-nottingham-forest; 2018-02-01 14:20:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 7/10; 7/10; 4/6; ; ; 11/17; 4/6; 4/6; ; ; 4/6; 4/6; 4/6; 4/6; 4/6; 9/13; 11/17; 4/6; 13/20; 13/20; 4/6; ; 4/7; 4/7; 8/13
Draw; 14/5; 3; 29/10; 3; 31/10; 3; ; ; 3; 3; 3; ; ; 3; 16/5; 14/5; 56/19; 11/4; 41/13; 56/19; 3; 31/10; 59/20; 56/19; ; 14/5; 27/10; 3
Nottingham Forest; 4; 19/5; 19/5; 7/2; 43/10; 4; ; ; 19/5; 19/5; 19/5; ; ; 4; 15/4; 4; 4; 4; 62/17; 37/10; 19/5; 4; 4; 77/19; ; 7/2; 7/2; 4
META; english/championship/fulham-v-nottingham-forest; 2018-02-01 18:19:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; ; ; 3/5; 4/6; 8/13; ; 4/6; 4/6; ; 8/13; 11/17; 4/6; 4/6; 7/12; 8/13; 7/10; 8/13; 11/17; ; 8/13; 8/13; 8/13
Draw; 14/5; 3; 29/10; 3; 63/20; 16/5; ; ; 31/10; 3; 3; ; 3; 3; 3; 3; 56/19; 11/4; 31/10; 3; 3; 31/10; 16/5; 56/19; ; 14/5; 3; 3
Nottingham Forest; 4; 19/5; 19/5; 15/4; 23/5; 4; ; ; 23/5; 4; 4; ; 15/4; 4; 4; 4; 74/17; 4; 19/5; 9/2; 17/4; 21/5; 17/4; 74/17; ; 21/5; 22/5; 23/5
META; english/championship/fulham-v-nottingham-forest; 2018-02-01 22:19:35 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/7; 8/13; 11/18; 4/6; 13/20; 8/13; ; ; 3/5; 8/13; 3/5; ; 8/13; 13/20; 13/20; 8/13; 11/18; 8/13; 8/13; 7/12; 4/7; 13/20; 4/7; 11/18; ; 4/7; 4/7; 4/7
Draw; 3; ; 3; 3; 31/10; 3; ; ; 31/10; 3; 3; ; 3; 3; 14/5; 3; 3; 14/5; 16/5; 3; 3; 16/5; 16/5; 58/19; ; 14/5; 3; 3
Nottingham Forest; 9/2; 4; 21/5; 15/4; 49/10; 9/2; ; ; 23/5; 21/5; 9/2; ; 17/4; 17/4; 9/2; 4; 23/5; 17/4; 41/10; 9/2; 9/2; 9/2; 19/4; 79/17; ; 21/5; 22/5; 5
META; english/championship/fulham-v-nottingham-forest; 2018-02-02 02:19:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 4/7; 8/13; 11/18; 8/13; 63/100; 8/13; ; ; 3/5; 8/13; 3/5; ; 8/13; 13/20; 13/20; 8/13; 10/17; 8/13; 8/13; 7/12; 4/7; 13/20; 4/7; 11/18; ; 4/7; 4/7; 4/7
Draw; 3; ; 3; 16/5; 63/20; 3; ; ; 31/10; 3; 3; ; 3; 3; 14/5; 3; 3; 14/5; 16/5; 3; 3; 16/5; 16/5; 58/19; ; 3; 3; 3
Nottingham Forest; 9/2; 4; 21/5; 4; 5; 9/2; ; ; 23/5; 21/5; 9/2; ; 17/4; 17/4; 9/2; 4; 79/17; 17/4; 41/10; 9/2; 9/2; 9/2; 19/4; 47/10; ; 9/2; 24/5; 5
META; english/championship/fulham-v-nottingham-forest; 2018-02-02 10:19:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 13/20; 8/13; 11/18; 8/13; 63/100; 13/20; ; ; 3/5; 8/13; 3/5; ; 8/13; 13/20; 13/20; 8/13; 11/18; 8/13; 8/13; 7/12; 4/7; 13/20; 4/7; 11/18; ; 4/7; 4/7; 4/7
Draw; 16/5; ; 3; 16/5; 63/20; 16/5; ; ; 31/10; 3; 3; ; 3; 3; 14/5; 3; 58/19; 14/5; 16/5; 3; 3; 16/5; 16/5; 58/19; ; 3; 3; 3
Nottingham Forest; 9/2; 4; 21/5; 4; 5; 9/2; ; ; 23/5; 21/5; 9/2; ; 4; 4; 9/2; 4; 23/5; 17/4; 41/10; 9/2; 9/2; 9/2; 19/4; 79/17; ; 23/5; 23/5; 5
META; english/championship/fulham-v-nottingham-forest; 2018-02-02 14:20:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 13/20; 8/13; 11/18; 4/6; 63/100; 13/20; ; ; 3/5; 8/13; 3/5; ; 8/13; 13/20; 13/20; 8/13; 11/18; 8/13; 8/13; 7/12; 4/7; 13/20; 4/7; 11/18; ; 4/7; 8/13; 8/13
Draw; 16/5; 14/5; 3; 13/5; 63/20; 16/5; ; ; 31/10; 3; 3; ; 3; 3; 14/5; 14/5; 3; 14/5; 16/5; 3; 3; 16/5; 16/5; 58/19; ; 3; 3; 3
Nottingham Forest; 9/2; 9/2; 21/5; 9/2; 5; 9/2; ; ; 23/5; 21/5; 9/2; ; 17/4; 17/4; 9/2; 9/2; 23/5; 17/4; 41/10; 9/2; 9/2; 9/2; 19/4; 79/17; ; 23/5; 24/5; 5
META; english/championship/fulham-v-nottingham-forest; 2018-02-02 22:20:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 13/20; 8/13; 11/18; 8/13; 63/100; 13/20; ; ; 3/5; 8/13; 8/13; ; 1/2; 13/20; 13/20; 8/13; 11/18; 8/13; 8/13; 7/12; 4/7; 13/20; 4/7; 11/18; ; 4/7; 4/7; 8/13
Draw; 16/5; 3; 3; 14/5; 63/20; 16/5; ; ; 31/10; 3; 3; ; 10/3; 3; 14/5; 14/5; 3; 14/5; 41/13; 3; 3; 16/5; 16/5; 58/19; ; 3; 3; 3
Nottingham Forest; 9/2; 4; 21/5; 9/2; 5; 9/2; ; ; 23/5; 21/5; 9/2; ; 11/2; 17/4; 9/2; 9/2; 79/17; 17/4; 41/10; 9/2; 9/2; 9/2; 19/4; 47/10; ; 23/5; 24/5; 5
META; english/championship/fulham-v-nottingham-forest; 2018-02-03 02:19:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 13/20; 8/13; 11/18; 8/13; 4/6; 13/20; ; ; 3/5; 8/13; 8/13; ; 8/13; 13/20; 8/13; 8/13; 11/18; 8/13; 8/13; 7/12; 8/13; 13/20; 3/5; 8/13; ; 4/7; 4/7; 8/13
Draw; 16/5; 3; 3; 14/5; 63/20; 16/5; ; ; 31/10; 3; 3; ; 3; 3; 16/5; 3; 3; 14/5; 41/13; 3; 3; 16/5; 16/5; 58/19; ; 3; 3; 3
Nottingham Forest; 9/2; 4; 4; 9/2; 23/5; 9/2; ; ; 23/5; 4; 9/2; ; 17/4; 17/4; 17/4; 4; 49/11; 17/4; 41/10; 9/2; 17/4; 9/2; 9/2; 9/2; ; 23/5; 24/5; 23/5
META; english/championship/fulham-v-nottingham-forest; 2018-02-03 10:20:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 13/20; 8/13; 4/6; 8/13; 13/20; 13/20; ; ; 3/5; 4/6; 8/13; ; 8/13; 13/20; 8/13; 8/13; 11/18; 8/13; 5/8; 7/12; 8/13; 13/20; 3/5; 8/13; ; 4/7; 8/13; 8/13
Draw; 16/5; 3; 16/5; 14/5; 16/5; 16/5; ; ; 31/10; 16/5; 31/10; ; 3; 3; 16/5; 3; 3; 14/5; 31/10; 3; 3; 16/5; 16/5; 58/19; ; 3; 3; 3
Nottingham Forest; 9/2; 17/4; 17/4; 9/2; 47/10; 9/2; ; ; 23/5; 17/4; 9/2; ; 17/4; 17/4; 17/4; 4; 49/11; 17/4; 41/10; 9/2; 17/4; 9/2; 9/2; 9/2; ; 9/2; 23/5; 23/5
META; english/championship/fulham-v-nottingham-forest; 2018-02-03 14:20:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Fulham; 13/20; 4/7; 4/6; 8/13; 4/6; 4/6; ; ; 3/5; 4/6; 8/13; ; 8/13; 13/20; 4/6; 8/13; 11/17; 8/13; 7/11; 7/12; 8/13; 13/20; 13/20; 8/13; ; 4/7; 8/13; 8/13
Draw; 16/5; 3; 3; 14/5; 63/20; 10/3; ; ; 31/10; 3; 10/3; ; 3; 3; 3; 3; 56/19; 14/5; 31/10; 3; 3; 33/10; 3; 58/19; ; 3; 3; 14/5
