META; english/championship/aston-villa-v-derby; 2018-04-22 02:19:51 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 20/21; 5/6; 9/10; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 37/40; 10/11; 20/21; 10/11; 20/21; 
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 12/5; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 11/5; 23/10
Derby; 11/4; 3; 29/10; 11/4; 16/5; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 3; 14/5; 13/5; 3; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-25 14:19:31 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 20/21; 5/6; 9/10; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 37/40; 19/20; 10/11; 20/21; 1; 20/21; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 23/10; 5/2; 5/2
Derby; 11/4; 3; 29/10; 11/4; 16/5; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 58/19; 3; 14/5; 3; 3; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-25 18:19:36 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 1; 10/11; 20/21; 5/6; 9/10; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 37/40; 19/20; 10/11; 20/21; 1; 20/21; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 62/25; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 5/2; 9/4; 23/10; 12/5; 12/5; 12/5
Derby; 11/4; 3; 11/4; 33/10; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 3; 14/5; 3; 3; ; ; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-25 22:19:17 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 1; 10/11; 20/21; 5/6; 9/10; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 37/40; 19/20; 10/11; 20/21; 1; 20/21; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 27/11; 9/4; 23/10; 12/5; 12/5; 12/5
Derby; 11/4; 3; 11/4; 13/4; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 58/19; 3; 14/5; 3; 3; ; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-26 02:19:15 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 1; 10/11; 20/21; 5/6; 9/10; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 37/40; 19/20; 10/11; 20/21; 10/11; 20/21; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 62/25; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 49/20; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 27/11; 9/4; 23/10; 12/5; 12/5; 12/5
Derby; 11/4; 3; 11/4; 33/10; 16/5; 29/10; 3; 41/13; 3; 16/5; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 58/19; 3; 14/5; 3; 3; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-26 10:19:19 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 19/20; 19/20; 5/6; 1; 10/11; 20/21; 5/6; 9/10; 19/20; 19/20; 10/11; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 19/20; 19/20; 19/20; 20/21; 10/11; 20/21; 1
Draw; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 27/11; 12/5; 23/10; 12/5; 12/5; 12/5
Derby; 11/4; 29/10; 29/10; 11/4; 13/4; 16/5; 29/10; 3; 41/13; 29/10; 3; 29/10; 14/5; 3; 13/5; 29/10; 31/10; 3; 58/19; 3; 14/5; 3; 3; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-26 14:19:40 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 19/20; 10/11; 5/6; 49/50; 10/11; 20/21; 5/6; 9/10; 19/20; 19/20; 10/11; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 37/40; 19/20; 10/11; 20/21; 20/21; 20/21; 20/21
Draw; 5/2; 12/5; 12/5; 5/2; 129/0; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 5/2; 49/20; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 12/5; 5/2; 5/2
Derby; 11/4; 29/10; 3; 11/4; 13/4; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 3; 14/5; 14/5; 3; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-26 18:19:29 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 19/20; 20/23; 5/6; 93/00; 10/11; 20/21; 5/6; 19/20; 10/11; 10/11; 20/23; 10/11; 10/11; 17/20; 10/11; 10/11; 9/10; 9/10; 11/12; 37/40; 10/11; 5/6; 10/11; 10/11; 10/11; 20/21
Draw; 5/2; 12/5; 12/5; 5/2; 13/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 5/2; 49/20; 23/10; 5/2; 5/2; 13/5; 45/17; 23/10; 13/5; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5
Derby; 11/4; 29/10; 16/5; 11/4; 69/20; 10/3; 29/10; 16/5; 13/4; 16/5; 10/3; 3; 31/10; 16/5; 3; 41/13; 14/5; 3; 31/10; 10/3; 16/5; 10/3; 3; 10/3; 10/3; ; 
META; english/championship/aston-villa-v-derby; 2018-04-26 22:19:25 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 4/5; 17/20; 17/20; 5/6; 89/00; 9/10; 9/10; 5/6; 7/8; 20/23; 10/11; 20/23; 17/20; 17/20; 17/20; 17/20; 5/6; 9/10; 9/10; 11/13; 10/11; 13/15; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 13/5; 5/2; 12/5; 5/2; 131/0; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 13/5; 28/11; 13/5; 45/17; 12/5; 13/5; 28/11; 5/2; 12/5; 12/5; 5/2; 13/5
Derby; 10/3; 16/5; 13/4; 11/4; 73/20; 17/5; 3; 16/5; 7/2; 13/4; 10/3; 3; 10/3; 16/5; 16/5; 17/5; 14/5; 3; 57/17; 7/2; 17/5; 7/2; 3; 10/3; 7/2; 7/2; 
META; english/championship/aston-villa-v-derby; 2018-04-27 02:19:18 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 10/11; 17/20; 17/20; 5/6; 89/00; 9/10; 9/10; 5/6; 7/8; 17/20; 10/11; 20/23; 17/20; 17/20; 17/20; 17/20; 5/6; 9/10; 13/15; 11/13; 10/11; 13/15; 5/6; 5/6; 5/6; 5/6; 10/11
Draw; 13/5; 5/2; 5/2; 5/2; 131/0; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 5/2; 28/11; 13/5; 13/5; 12/5; 13/5; 28/11; 5/2; 12/5; 12/5; 5/2; 5/2
Derby; 7/2; 16/5; 13/4; 11/4; 73/20; 17/5; 3; 16/5; 7/2; 10/3; 10/3; 3; 16/5; 10/3; 16/5; 10/3; 17/5; 14/5; 16/5; 57/17; 7/2; 17/5; 7/2; 3; 10/3; 7/2; 10/3
META; english/championship/aston-villa-v-derby; 2018-04-27 10:19:20 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 10/11; 17/20; 17/20; 5/6; 89/00; 9/10; 17/20; 5/6; 7/8; 17/20; 10/11; 20/23; 17/20; 17/20; 17/20; 17/20; 13/15; 9/10; 13/15; 11/13; 10/11; 13/15; 5/6; 9/10; 9/10; 10/11; 10/11
Draw; 13/5; 5/2; 5/2; 5/2; 131/0; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 13/5; 12/5; 13/5; 28/11; 5/2; 12/5; 5/2; 5/2; 5/2
Derby; 7/2; 10/3; 13/4; 11/4; 73/20; 17/5; 10/3; 16/5; 7/2; 10/3; 10/3; 3; 16/5; 10/3; 16/5; 10/3; 17/5; 14/5; 16/5; 57/17; 7/2; 17/5; 7/2; 3; 10/3; 7/2; 10/3
META; english/championship/aston-villa-v-derby; 2018-04-27 14:19:33 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 10/11; 17/20; 17/20; 19/20; 89/00; 9/10; 20/23; 5/6; 7/8; 17/20; 10/11; 20/23; 17/20; 9/10; 17/20; 17/20; 13/15; 9/10; 13/15; 11/13; 10/11; 13/15; 5/6; 5/6; 9/10; 10/11; 10/11
Draw; 13/5; 5/2; 5/2; 11/5; 131/0; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 5/2; 5/2; 13/5; 13/5; 12/5; 13/5; 28/11; 5/2; 12/5; 5/2; 5/2; 5/2
Derby; 7/2; 10/3; 13/4; 16/5; 73/20; 17/5; 16/5; 16/5; 7/2; 10/3; 10/3; 3; 16/5; 16/5; 16/5; 10/3; 57/17; 14/5; 16/5; 57/17; 7/2; 17/5; 7/2; 3; 10/3; 7/2; 10/3
META; english/championship/aston-villa-v-derby; 2018-04-27 18:20:09 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 10/11; 17/20; 5/6; 19/20; 87/00; 9/10; 5/6; 5/6; 7/8; 17/20; 10/11; 20/23; 17/20; 17/20; 5/6; 17/20; 5/6; 9/10; 13/15; 11/13; 10/11; 5/6; 4/5; 5/6; 9/10; 5/6; 9/10
Draw; 13/5; 5/2; 5/2; 11/5; 133/0; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 5/2; 28/11; 13/5; 13/5; 12/5; 13/5; 28/11; 5/2; 5/2; 23/10; 13/5; 
Derby; 7/2; 10/3; 10/3; 16/5; 37/10; 17/5; 10/3; 16/5; 7/2; 10/3; 10/3; 3; 16/5; 10/3; 100/0; 10/3; 17/5; 14/5; 16/5; 57/17; 7/2; 38/11; 7/2; 7/2; 10/3; 7/2; 
META; english/championship/aston-villa-v-derby; 2018-04-27 22:20:14 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 10/11; 5/6; 5/6; 10/11; 22/25; 9/10; 17/20; 5/6; 7/8; 17/20; 10/11; 20/23; 17/20; 9/10; 5/6; 17/20; 5/6; 10/11; 13/15; 11/13; 10/11; 5/6; 4/5; 5/6; 10/11; 5/6; 10/11
Draw; 13/5; 5/2; 5/2; 11/5; 131/0; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 5/2; 28/11; 12/5; 13/5; 12/5; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 5/2
Derby; 7/2; 10/3; 10/3; 10/3; 37/10; 17/5; 10/3; 16/5; 7/2; 10/3; 10/3; 3; 16/5; 10/3; 100/0; 10/3; 17/5; 29/10; 16/5; 57/17; 7/2; 38/11; 7/2; 10/3; 7/2; 7/2; 7/2
META; english/championship/aston-villa-v-derby; 2018-04-28 02:20:26 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 10/11; 5/6; 17/20; 10/11; 89/00; 9/10; 20/23; 5/6; 7/8; 17/20; 10/11; 20/23; 17/20; 9/10; 5/6; 17/20; 13/15; 10/11; 13/15; 11/13; 10/11; 13/15; 5/6; 5/6; 10/11; 5/6; 10/11
Draw; 13/5; 5/2; 5/2; 11/5; 131/0; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 23/10; 5/2; 5/2; 12/5; 13/5; 12/5; 13/5; 28/11; 5/2; 5/2; 5/2; 5/2; 13/5
Derby; 7/2; 10/3; 13/4; 10/3; 73/20; 17/5; 10/3; 16/5; 7/2; 10/3; 10/3; 3; 16/5; 16/5; 100/0; 10/3; 57/17; 29/10; 16/5; 57/17; 7/2; 57/17; 7/2; 7/2; 7/2; 7/2; 
META; english/championship/aston-villa-v-derby; 2018-04-28 10:20:32 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 1; 19/20; 19/20; 19/20; 49/50; 19/20; 1; 10/11; 7/8; 19/20; 1; 20/21; 1; 10/11; 1; 19/20; 10/11; 39/40; 11/13; 1; 19/20; 19/20; 20/21; 1; 1; ; 
Draw; 5/2; 12/5; 12/5; 23/10; 13/5; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 12/5; 28/11; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2
Derby; 16/5; 29/10; 29/10; 3; 16/5; 10/3; 29/10; 16/5; 7/2; 29/10; 3; 14/5; 11/4; 29/10; 14/5; 3; 56/19; 29/10; 14/5; 57/17; 31/10; 3; 3; 3; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-28 14:20:59 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 23/20; 11/10; 23/20; 11/10; 119/00; 11/10; 6/5; 11/10; 15/13; 23/20; 6/5; 6/5; 23/20; 23/20; 11/10; 11/10; 15/13; 1; 6/5; 19/17; 6/5; 11/10; 11/10; 23/20; 6/5; 6/5; 6/5
Draw; 12/5; 12/5; 23/10; 23/10; 59/25; 12/5; 12/5; 23/10; 27/11; 23/10; 12/5; 11/5; 12/5; 47/20; 23/10; 23/10; 40/17; 12/5; 40/17; 40/17; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5
