META; english/championship/aston-villa-v-derby; 2018-04-22 02:19:51 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 10/11; 4/5; 4/5
Draw; 12/5; 45/17; 13/5
Derby; 11/4; 13/4; 16/5
META; english/championship/aston-villa-v-derby; 2018-04-22 10:19:51 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 10/11; 17/20; 20/23; 8/11; 4/5; 5/6; 5/6; 17/20; 4/5; 17/20; 8/11; 8/15
Draw; 12/5; 11/4; 5/2; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 1/12
Derby; 11/4; 16/5; 3; 13/4; 16/5; 3; 16/5; 33/10; 14/5; 1/12; ; 
META; english/championship/aston-villa-v-derby; 2018-04-22 14:20:02 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 8/11; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 8/11; 4/5; 4/5; 3/4; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5
Draw; 13/5; 12/5; 5/2; 5/2; 139/0; 27/10; 13/5; 5/2; 45/17; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 13/5; 12/5; 13/5; 
Derby; 15/4; 7/2; 17/5; 11/4; 4; 18/5; 7/2; 10/3; 13/4; 17/5; 18/5; 7/2; 7/2; 100/0; 7/2; 57/17; 29/10; 16/5; 18/5; 17/5; 3; 7/2
META; english/championship/aston-villa-v-derby; 2018-04-22 18:19:33 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 17/20; 1; 10/11; 5/6; 24/25; 10/11; 10/11; 5/6; 7/9; 10/11; 9/10; 10/11; 19/20; 19/20; 1; 10/11; 10/11; 8/9; 7/9; 10/11; 10/11; 5/6; 4/5; 20/21
Draw; 5/2; 12/5; 5/2; 129/0; 5/2; 12/5; 23/10; 13/5; 12/5; 12/5; 12/5; 5/2; 49/20; 5/2; 5/2; 27/11; 12/5; 28/11; 13/5; 27/11; 9/4; 21/10; 5/2; 
Derby; 16/5; 11/4; 3; 11/4; 10/3; 16/5; 3; 7/2; 29/10; 16/5; 3; 14/5; 3; 14/5; 3; 58/19; 28/11; 17/5; 3; 58/19; 14/5; 23/10; 3; 
META; english/championship/aston-villa-v-derby; 2018-04-22 22:19:04 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 17/20; 1; 19/20; 5/6; 24/25; 10/11; 10/11; 5/6; 7/9; 10/11; 9/10; 10/11; 19/20; 19/20; 1; 10/11; 10/11; 8/9; 7/9; 10/11; 10/11; 5/6; 4/5; 20/21
Draw; 5/2; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 49/20; 5/2; 5/2; 27/11; 12/5; 28/11; 13/5; 27/11; 5/2; 21/10; 5/2; 
Derby; 16/5; 11/4; 29/10; 11/4; 10/3; 3; 11/4; 7/2; 29/10; 3; 14/5; 14/5; 3; 14/5; 3; 28/11; 17/5; 3; 58/19; 14/5; 23/10; 3; ; 
META; english/championship/aston-villa-v-derby; 2018-04-23 02:19:27 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 17/20; 10/11; 19/20; 5/6; 24/25; 9/10; 10/11; 5/6; 7/9; 10/11; 9/10; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 8/9; 7/9; 37/40; 10/11; 5/6; 4/5; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 49/20; 12/5; 13/5; 27/11; 12/5; 28/11; 5/2; 27/11; 5/2; 21/10; 5/2
Derby; 16/5; 3; 29/10; 11/4; 10/3; 16/5; 3; 7/2; 29/10; 3; 14/5; 14/5; 3; 14/5; 3; 28/11; 17/5; 31/10; 58/19; 14/5; 23/10; 3; ; 
META; english/championship/aston-villa-v-derby; 2018-04-23 10:19:25 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 97/00; 10/11; 20/21; 5/6; 7/9; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 11/12; 7/9; 37/40; 19/20; 5/6; 4/5; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 64/25; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 5/2; 27/11; 5/2; 28/11; 5/2; 27/11; 5/2; 21/10; 5/2
Derby; 11/4; 3; 29/10; 11/4; 33/10; 3; 11/4; 7/2; 3; 3; 14/5; 3; 14/5; 3; 56/19; 31/10; 17/5; 31/10; 3; 14/5; 23/10; 3; ; 
META; english/championship/aston-villa-v-derby; 2018-04-23 14:19:41 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 49/50; 10/11; 20/21; 5/6; 7/9; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 19/20; 11/12; 7/9; 37/40; 19/20; 5/6; 9/10; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 5/2; 27/11; 13/5; 5/2; 28/11; 5/2; 27/11; 23/10; 9/4; 5/2
Derby; 11/4; 3; 29/10; 11/4; 13/4; 3; 29/10; 11/4; 7/2; 3; 3; 14/5; 3; 14/5; 3; 56/19; 13/5; 31/10; 17/5; 31/10; 3; 14/5; 3; ; 
META; english/championship/aston-villa-v-derby; 2018-04-23 18:19:43 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 49/50; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 11/12; 9/10; 37/40; 19/20; 5/6; 9/10; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 66/25; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 5/2; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 23/10; 9/4; 5/2
Derby; 11/4; 3; 29/10; 11/4; 63/20; 3; 11/4; 41/13; 3; 3; 14/5; 3; 14/5; 3; 13/5; 31/10; 31/10; 31/10; 3; 14/5; 3; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-23 22:19:41 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 10/11; 20/21; 5/6; 9/10; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 11/12; 9/10; 37/40; 19/20; 5/6; 10/11; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 5/2; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 23/10; 11/5; 5/2
Derby; 11/4; 3; 29/10; 11/4; 3; 29/10; 11/4; 41/13; 3; 3; 14/5; 3; 14/5; 3; 13/5; 31/10; 31/10; 31/10; 3; 14/5; 3; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-24 02:19:24 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 11/12; 9/10; 37/40; 19/20; 9/10; 5/6; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 5/2; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 23/10; 23/10; 5/2
Derby; 11/4; 3; 29/10; 11/4; 16/5; 3; 11/4; 41/13; 3; 3; 14/5; 3; 14/5; 3; 13/5; 31/10; 31/10; 31/10; 3; 14/5; 27/10; 3; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-24 10:19:20 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 20/21; 5/6; 9/10; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 9/10; 37/40; 1; 9/10; 5/6; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 13/5; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 5/2; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 21/10; 21/10; 5/2
Derby; 11/4; 3; 29/10; 11/4; 16/5; 3; 29/10; 11/4; 41/13; 29/10; 3; 14/5; 3; 14/5; 3; 29/10; 13/5; 29/10; 31/10; 31/10; 56/19; 14/5; 23/10; 3; 
META; english/championship/aston-villa-v-derby; 2018-04-24 14:19:32 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 20/21; 5/6; 9/10; 10/11; 10/11; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 9/10; 37/40; 19/20; 9/10; 10/11; 20/21
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 49/20; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 5/2; 11/5; 21/10; 5/2
Derby; 11/4; 3; 29/10; 11/4; 16/5; 3; 11/4; 41/13; 29/10; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 58/19; 14/5; 3; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-24 18:19:27 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 20/21; 5/6; 9/10; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 37/40; 10/11; 10/11; 20/21; 
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 49/20; 12/5; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 23/10; 9/4; 5/2
Derby; 11/4; 3; 29/10; 11/4; 16/5; 3; 29/10; 11/4; 41/13; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 14/5; 3; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-24 22:19:31 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 20/21; 5/6; 9/10; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 37/40; 9/10; 5/6; 20/21; 
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 49/20; 12/5; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 23/10; 21/10; 23/10
Derby; 11/4; 3; 29/10; 11/4; 16/5; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 14/5; 27/10; 3; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-25 02:19:30 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Aston Villa; 19/20; 10/11; 19/20; 5/6; 99/00; 10/11; 20/21; 5/6; 9/10; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 37/40; 10/11; 20/21; 10/11; 20/21; 20/21; 
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 49/20; 12/5; 5/2; 13/5; 5/2; 27/11; 5/2; 5/2; 12/5; 23/10; 11/5; 5/2; 23/10
Derby; 11/4; 3; 29/10; 11/4; 16/5; 16/5; 29/10; 3; 41/13; 3; 3; 14/5; 3; 13/5; 29/10; 31/10; 31/10; 3; 14/5; 13/5; 3; ; ; ; 
META; english/championship/aston-villa-v-derby; 2018-04-25 10:19:20 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
