META; english/championship/qpr-v-reading; 2017-06-23 22:17:44 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 1/100; ; 
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 1/100; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 1/100; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-24 18:17:45 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 1/100; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 1/50; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-24 22:17:37 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 1; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 4/7; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-25 02:17:40 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 1; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 7/4; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 4/7; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-25 10:17:40 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 1; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 4/7; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-25 14:17:41 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 1; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 4/7; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-25 18:17:43 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 10/9; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 4/6; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-25 22:17:37 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 10/9; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 4/6; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-26 02:17:36 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 13/8; 31/20; 6/4; 7/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 10/9; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 4/6; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 11/5; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-26 10:21:44 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 10/9; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 7/4; 6/4; 9/5; 8/5; 8/5; 17/10; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 4/6; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 23/10; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-26 14:22:36 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 6/5; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 4/6; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-26 18:20:16 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; ; ; 27/20; 8/5; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 6/5; ; 
QPR; 15/8; 6/4; ; ; ; 37/20; 7/4; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 4/6; ; 
Draw; 12/5; 23/10; ; ; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-26 22:19:55 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 13/10; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-27 02:20:45 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-27 10:21:08 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-27 14:22:09 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-27 18:22:56 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-27 22:22:03 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 7/4; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-28 02:21:49 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-28 10:21:48 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-28 14:22:15 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-28 18:19:49 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-28 22:20:33 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-29 02:20:42 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 7/4; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-29 10:21:33 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-29 14:21:45 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 7/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 6/4; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-29 18:21:10 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 31/20; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 6/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 11/8; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 9/5; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 8/11; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 23/10; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-29 22:19:53 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 6/4; ; 7/5; 16/11; 7/5; 7/5; 13/8; ; 7/5; ; 7/5; ; 1/4; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 9/5; ; 9/5; 9/5; 19/10; 9/5; 19/10; ; 19/10; ; 19/10; ; 1/4; ; 
Draw; 12/5; 23/10; ; 11/5; ; 12/5; 12/5; 11/5; 12/5; 9/4; 9/4; 9/4; 47/20; 11/5; 12/5; ; 23/10; 9/4; 23/10; 23/10; 12/5; ; 23/10; ; 40/17; ; 21/10; ; 
META; english/championship/qpr-v-reading; 2017-06-30 02:18:40 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Reading; 11/8; 9/5; ; 6/4; ; 27/20; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 31/20; 6/4; 6/4; ; 23/17; 16/11; 7/5; 23/17; 13/8; ; 7/5; ; 7/5; ; 1/4; ; 
QPR; 15/8; 6/4; ; 13/8; ; 37/20; 9/5; 6/4; 9/5; 8/5; 8/5; 7/4; 17/10; 6/4; 9/5; ; 24/13; 9/5; 19/10; 24/13; 19/10; ; 19/10; ; 19/10; ; 1/4; ; 
